Date,NICE_stock_Open_average,NICE_stock_Open_max,NICE_stock_Open_min,NICE_stock_Open_volatility,NICE_stock_Open_change,NICE_stock_High_average,NICE_stock_High_max,NICE_stock_High_min,NICE_stock_High_volatility,NICE_stock_High_change,NICE_stock_Low_average,NICE_stock_Low_max,NICE_stock_Low_min,NICE_stock_Low_volatility,NICE_stock_Low_change,NICE_stock_Close_average,NICE_stock_Close_max,NICE_stock_Close_min,NICE_stock_Close_volatility,NICE_stock_Close_change,NICE_stock_Volume_average,NICE_stock_Volume_max,NICE_stock_Volume_min,NICE_stock_Volume_volatility,NICE_stock_Volume_change
2016-01-03,56.506,56.94,56.04,0.8999999999999986,0.5,57.376,58.34,56.91,1.4300000000000068,-0.0800000000000054,56.138,56.79,55.49,1.2999999999999972,-0.28999999999999915,56.622,57.65,55.54,2.1099999999999994,-1.1000000000000014,160187,211714,124333,87381,-87381
2016-01-10,56.928,58.28,55.39,2.8900000000000006,-1.4200000000000017,57.604,58.51,56.9,1.6099999999999994,-0.1700000000000017,55.906,57.46,55.1,2.3599999999999994,-0.6900000000000048,56.744,58.25,55.68,2.5700000000000003,0.17999999999999972,152813,300488,71770,228718,195379
2016-01-17,56.925,57.99,56.11,1.8800000000000026,0.9400000000000048,57.8425,58.64,57.49,1.1499999999999986,1.1099999999999994,56.519999999999996,57.55,55.72,1.8299999999999983,0.8799999999999955,57.3225,57.72,57.05,0.6700000000000017,0.35999999999999943,178423,230364,95447,134917,-90096
2016-01-24,57.966,58.74,57.26,1.480000000000004,1.480000000000004,58.873999999999995,60.58,57.98,2.6000000000000014,2.6000000000000014,57.714,58.74,57.0,1.740000000000002,1.740000000000002,58.432,60.53,57.28,3.25,3.25,139110,179781,70982,108799,2456
2016-01-31,61.086,62.65,59.93,2.719999999999999,-0.6799999999999997,61.854,63.62,60.24,3.3799999999999955,-2.210000000000001,59.854,61.81,57.17,4.640000000000001,-3.6799999999999997,60.564,62.36,57.64,4.719999999999999,-4.710000000000001,311280,450961,222132,228829,-18686
2016-02-07,56.036,56.84,55.0,1.8400000000000034,-0.6400000000000006,56.736000000000004,57.95,55.4,2.5500000000000043,0.29999999999999716,54.854,55.95,54.12,1.8300000000000054,0.7000000000000028,55.768,57.06,54.56,2.5,0.9500000000000028,257682,389111,182593,206518,-46940
2016-02-14,58.7175,59.39,57.51,1.8800000000000026,1.3700000000000045,59.82,60.45,59.43,1.0200000000000031,0.240000000000002,58.6225,59.09,57.48,1.6100000000000065,1.4000000000000057,59.4525,59.81,59.11,0.7000000000000028,0.4299999999999997,199873,284444,112707,171737,-128780
2016-02-21,60.455,61.24,59.82,1.4200000000000017,0.8700000000000045,60.90833333333333,61.42,60.5,0.9200000000000017,0.37000000000000455,60.23166666666667,61.24,59.35,1.8900000000000006,1.0399999999999991,60.708333333333336,61.24,60.2,1.0399999999999991,0.7000000000000028,99082,138523,0,138523,-132999
2016-02-28,61.156,61.94,60.51,1.4299999999999997,0.6299999999999955,61.926,62.52,60.88,1.6400000000000006,1.5399999999999991,60.626,61.38,59.9,1.480000000000004,1.0600000000000023,61.436,62.4,59.92,2.479999999999997,2.1599999999999966,145016,281406,58770,222636,763
2016-03-06,60.59,61.59,60.07,1.5200000000000031,-1.5200000000000031,60.842,61.59,60.45,1.1400000000000006,-0.9300000000000068,59.824,60.58,59.34,1.2399999999999949,-0.5799999999999983,60.204,60.76,59.63,1.1299999999999955,-0.269999999999996,91638,124002,53349,70653,12088
