Date,BKRKY_stock_Open_average,BKRKY_stock_Open_max,BKRKY_stock_Open_min,BKRKY_stock_Open_volatility,BKRKY_stock_Open_change,BKRKY_stock_High_average,BKRKY_stock_High_max,BKRKY_stock_High_min,BKRKY_stock_High_volatility,BKRKY_stock_High_change,BKRKY_stock_Low_average,BKRKY_stock_Low_max,BKRKY_stock_Low_min,BKRKY_stock_Low_volatility,BKRKY_stock_Low_change,BKRKY_stock_Close_average,BKRKY_stock_Close_max,BKRKY_stock_Close_min,BKRKY_stock_Close_volatility,BKRKY_stock_Close_change,BKRKY_stock_Volume_average,BKRKY_stock_Volume_max,BKRKY_stock_Volume_min,BKRKY_stock_Volume_volatility,BKRKY_stock_Volume_change
2016-01-03,16.31,16.61,16.0,0.6099999999999994,0.060000000000002274,16.486,16.7,16.28,0.41999999999999815,0.09999999999999787,16.19,16.61,15.94,0.6699999999999999,0.03999999999999915,16.316,16.66,16.05,0.6099999999999994,-0.14999999999999858,8688,14064,3601,10463,-3273
2016-01-10,16.488,16.79,16.16,0.629999999999999,-0.0799999999999983,16.674,17.02,16.18,0.8399999999999999,-0.25,16.3,16.68,15.81,0.8699999999999992,-0.41999999999999993,16.498,16.83,16.0,0.8299999999999983,-0.39000000000000057,25766,61953,6653,55300,-3068
2016-01-17,15.8825,16.52,15.32,1.1999999999999993,-0.3000000000000007,16.2,16.6,15.69,0.9100000000000019,0.08000000000000185,15.815000000000001,16.26,15.32,0.9400000000000013,-0.0400000000000027,16.06,16.39,15.6,0.7900000000000009,-0.08999999999999986,12898,20476,8235,12241,-12241
2016-01-24,16.404,16.46,16.36,0.10000000000000142,-0.08999999999999986,16.518,16.7,16.4,0.3000000000000007,-0.3000000000000007,16.086,16.36,15.74,0.6199999999999992,0.05000000000000071,16.272000000000002,16.44,16.1,0.33999999999999986,0.00999999999999801,30136,109698,7412,102286,97406
2016-01-31,16.456,17.7,15.73,1.9699999999999989,1.4100000000000001,16.504,17.7,15.8,1.8999999999999986,1.3299999999999983,16.302,17.4,15.61,1.7899999999999991,1.1699999999999982,16.456,17.7,15.71,1.9899999999999984,1.3999999999999986,11117,15639,7541,8098,-5479
2016-02-07,17.446,17.69,17.24,0.45000000000000284,-0.3000000000000007,17.576,17.69,17.48,0.21000000000000085,-0.16000000000000014,17.258,17.44,17.18,0.26000000000000156,0.030000000000001137,17.384,17.48,17.18,0.3000000000000007,0.25,17750,51725,3210,48515,48515
2016-02-14,17.535,17.8,17.07,0.7300000000000004,-0.5,17.747500000000002,18.05,17.07,0.9800000000000004,-0.8000000000000007,17.3675,17.69,16.7,0.990000000000002,-0.870000000000001,17.6,17.92,16.85,1.0700000000000003,-1.0199999999999996,13017,17853,6040,11813,4971
2016-02-21,15.962,16.45,15.56,0.8899999999999988,-0.2699999999999996,16.088,16.7,15.72,0.9799999999999986,-0.5199999999999996,15.756,16.24,15.42,0.8199999999999985,-0.28999999999999915,15.86,16.29,15.62,0.6699999999999999,-0.3199999999999985,9011,16857,3256,13601,11807
2016-02-28,16.776,17.48,16.31,1.1700000000000017,0.8099999999999987,16.884,17.64,16.55,1.0899999999999999,0.9699999999999989,16.628,17.43,16.31,1.120000000000001,1.1000000000000014,16.816,17.5,16.5,1.0,1.0,31759,92491,6449,86042,18350
2016-03-06,17.17,17.44,16.68,0.7600000000000016,0.09999999999999787,17.296,17.8,16.77,1.0300000000000011,-0.4400000000000013,16.884,17.26,16.62,0.6400000000000006,-0.4400000000000013,17.028,17.4,16.67,0.7299999999999969,-0.34999999999999787,7176,9955,3343,6612,1922
2016-03-13,16.782,17.07,16.53,0.5399999999999991,0.2699999999999996,17.032,17.24,16.91,0.3299999999999983,0.07000000000000028,16.644,16.91,16.27,0.6400000000000006,0.10999999999999943,16.912,17.24,16.5,0.7399999999999984,0.26000000000000156,8326,15124,2372,12752,-3646
2016-03-20,16.7575,16.84,16.6,0.23999999999999844,-0.23999999999999844,16.875,17.0,16.75,0.25,-0.25,16.575,16.65,16.47,0.17999999999999972,-0.17999999999999972,16.575,16.65,16.47,0.17999999999999972,-0.17999999999999972,13669,27932,2106,25826,-11833
2016-03-27,16.586,16.86,16.3,0.5599999999999987,0.16000000000000014,16.844,17.1,16.49,0.610000000000003,0.21000000000000085,16.434,16.61,16.18,0.4299999999999997,0.060000000000002274,16.573999999999998,16.81,16.39,0.41999999999999815,0.41000000000000014,6665,10323,3665,6658,4020
2016-04-03,16.594,16.8,16.45,0.3500000000000014,-0.25,16.826,17.0,16.55,0.4499999999999993,-0.4499999999999993,16.5,16.8,16.3,0.5,-0.5,16.544,16.81,16.3,0.509999999999998,-0.509999999999998,62485,286422,1294,285128,11517
2016-04-10,15.766,16.04,15.09,0.9499999999999993,-0.6500000000000004,15.954,16.3,15.09,1.2100000000000009,-1.0800000000000018,15.6,16.04,14.82,1.2199999999999989,-0.9199999999999999,15.68,16.09,14.91,1.1799999999999997,-1.08,9584,37591,1972,35619,-1932
2016-04-17,15.766,16.45,15.16,1.2899999999999991,1.049999999999999,15.964,16.45,15.55,0.8999999999999986,0.8699999999999992,15.644,16.19,15.16,1.0300000000000011,0.7900000000000009,15.814,16.28,15.32,0.9600000000000009,0.8100000000000005,4146,5904,1399,4505,405
2016-04-24,15.508,15.84,15.29,0.5500000000000007,-0.47000000000000064,15.656,15.84,15.51,0.33000000000000007,-0.33000000000000007,15.356,15.55,15.14,0.41000000000000014,-0.25,15.446,15.74,15.14,0.5999999999999996,-0.4399999999999995,7453,23111,1584,21527,-20359
2016-05-01,15.34,15.62,15.02,0.5999999999999996,-0.5,15.496,15.72,15.29,0.4300000000000015,-0.2599999999999998,15.184,15.53,15.02,0.5099999999999998,-0.3000000000000007,15.374,15.69,15.23,0.4599999999999991,-0.1399999999999988,7453,20969,2568,18401,5046
2016-05-08,14.786,14.91,14.71,0.1999999999999993,-0.1999999999999993,14.908,15.14,14.71,0.4299999999999997,-0.22999999999999865,14.666,14.79,14.56,0.22999999999999865,-0.07000000000000028,14.702,14.8,14.57,0.23000000000000043,-0.1899999999999995,4458,7001,1968,5033,150
2016-05-15,14.362,14.81,14.06,0.75,-0.4900000000000002,14.52,15.08,14.23,0.8499999999999996,-0.6799999999999997,14.27,14.56,14.06,0.5,-0.2400000000000002,14.382,14.57,14.13,0.4399999999999995,-0.1899999999999995,11817,19107,4920,14187,7672
2016-05-22,14.584,14.96,14.27,0.6900000000000013,0.6900000000000013,14.896,15.47,14.49,0.9800000000000004,0.7900000000000009,14.55,14.96,14.27,0.6900000000000013,0.6900000000000013,14.768,15.3,14.45,0.8500000000000014,0.28000000000000114,15942,48420,2997,45423,-12464
2016-05-29,15.1475,15.51,14.91,0.5999999999999996,0.5199999999999996,15.235,15.51,15.0,0.5099999999999998,0.2599999999999998,15.01,15.25,14.86,0.39000000000000057,0.39000000000000057,15.0725,15.38,14.88,0.5,0.5,9973,24854,4960,19894,19832
2016-06-05,15.692,16.03,15.28,0.7500000000000018,-0.33999999999999986,15.772,16.03,15.28,0.7500000000000018,-0.6400000000000006,15.644,15.94,15.25,0.6899999999999995,-0.3699999999999992,15.724,15.94,15.25,0.6899999999999995,-0.6699999999999999,7179,18234,3465,14769,-13090
2016-06-12,14.994,15.29,14.78,0.5099999999999998,0.33999999999999986,15.102,15.3,14.79,0.5100000000000016,0.1899999999999995,14.918,15.1,14.77,0.33000000000000007,0.15000000000000036,15.024000000000001,15.3,14.77,0.5300000000000011,0.16999999999999993,6911,11624,2571,9053,4854
2016-06-19,15.47,15.65,15.07,0.5800000000000001,-0.4800000000000004,15.636000000000001,16.01,15.35,0.6600000000000019,-0.22000000000000064,15.402,15.62,14.92,0.6999999999999993,-0.5199999999999996,15.496,15.94,14.94,1.0,-0.5899999999999999,11373,17413,4020,13393,-2395
2016-06-26,15.798,16.48,14.82,1.6600000000000001,1.6600000000000001,15.89,16.48,14.82,1.6600000000000001,1.6600000000000001,15.758000000000001,16.38,14.75,1.629999999999999,1.629999999999999,15.854,16.41,14.79,1.620000000000001,1.620000000000001,12801,22831,4460,18371,-18371
2016-07-03,16.11,16.25,15.9,0.34999999999999964,0.120000000000001,16.36,16.5,16.22,0.28000000000000114,0.28000000000000114,16.107499999999998,16.25,15.9,0.34999999999999964,0.120000000000001,16.3025,16.48,16.15,0.33000000000000185,0.26000000000000156,11529,20981,1610,19371,17378
2016-07-10,17.444,17.48,17.4,0.08000000000000185,0.05000000000000071,17.474,17.54,17.43,0.10999999999999943,0.05000000000000071,17.302,17.39,17.18,0.21000000000000085,0.07000000000000028,17.362000000000002,17.52,17.18,0.33999999999999986,0.07000000000000028,6247,9957,3355,6602,4854
2016-07-17,17.582,18.07,17.35,0.7199999999999989,0.03999999999999915,17.78,18.13,17.39,0.7399999999999984,-0.08999999999999986,17.466,17.73,17.2,0.5300000000000011,-0.15000000000000213,17.524,17.74,17.28,0.4599999999999973,-0.16000000000000014,7514,11216,1551,9665,2417
2016-07-24,17.2,17.45,17.05,0.3999999999999986,0.16000000000000014,17.456,17.9,17.09,0.8099999999999987,0.8099999999999987,17.154,17.4,16.92,0.4799999999999969,0.3299999999999983,17.374,17.9,16.92,0.9799999999999969,0.9799999999999969,4594,6627,3355,3272,-1902
2016-07-31,17.764,18.14,17.45,0.6900000000000013,0.5600000000000023,17.88,18.23,17.7,0.5300000000000011,0.5100000000000016,17.624,17.94,17.4,0.5400000000000027,0.360000000000003,17.802,18.2,17.55,0.6499999999999986,0.5299999999999976,11875,24367,4587,19780,-7946
