Date,Vanguard Mega CapEtf_Open_average,Vanguard Mega CapEtf_Open_max,Vanguard Mega CapEtf_Open_min,Vanguard Mega CapEtf_Open_volatility,Vanguard Mega CapEtf_Open_change,Vanguard Mega CapEtf_High_average,Vanguard Mega CapEtf_High_max,Vanguard Mega CapEtf_High_min,Vanguard Mega CapEtf_High_volatility,Vanguard Mega CapEtf_High_change,Vanguard Mega CapEtf_Low_average,Vanguard Mega CapEtf_Low_max,Vanguard Mega CapEtf_Low_min,Vanguard Mega CapEtf_Low_volatility,Vanguard Mega CapEtf_Low_change,Vanguard Mega CapEtf_Close_average,Vanguard Mega CapEtf_Close_max,Vanguard Mega CapEtf_Close_min,Vanguard Mega CapEtf_Close_volatility,Vanguard Mega CapEtf_Close_change
2016-01-03,66.8,66.8,66.8,0.0,0.0,66.95,66.95,66.95,0.0,0.0,65.56,65.56,65.56,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2016-01-10,63.92,63.92,63.92,0.0,0.0,64.59,64.59,64.59,0.0,0.0,63.58,63.58,63.58,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2016-01-17,64.98,64.98,64.98,0.0,0.0,65.34,65.34,65.34,0.0,0.0,64.72,64.72,64.72,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2016-01-24,64.98,64.98,64.98,0.0,0.0,66.3,66.3,66.3,0.0,0.0,64.98,64.98,64.98,0.0,0.0,66.29,66.29,66.29,0.0,0.0
2016-01-31,65.28,65.28,65.28,0.0,0.0,65.28,65.28,65.28,0.0,0.0,64.0,64.0,64.0,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2016-02-07,63.27,63.27,63.27,0.0,0.0,63.82,63.82,63.82,0.0,0.0,63.02,63.02,63.02,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2016-02-14,65.37,65.37,65.37,0.0,0.0,65.63,65.63,65.63,0.0,0.0,65.17,65.17,65.17,0.0,0.0,65.62,65.62,65.62,0.0,0.0
2016-02-21,67.17,67.17,67.17,0.0,0.0,67.17,67.17,67.17,0.0,0.0,66.57,66.57,66.57,0.0,0.0,66.69,66.69,66.69,0.0,0.0
2016-02-28,68.24,68.24,68.24,0.0,0.0,68.66,68.66,68.66,0.0,0.0,67.94,67.94,67.94,0.0,0.0,68.34,68.34,68.34,0.0,0.0
2016-03-06,68.72,68.72,68.72,0.0,0.0,69.15,69.15,69.15,0.0,0.0,68.65,68.65,68.65,0.0,0.0,69.15,69.15,69.15,0.0,0.0
2016-03-13,70.15,70.15,70.15,0.0,0.0,70.2,70.2,70.2,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.12,70.12,70.12,0.0,0.0
2016-03-20,68.87,68.87,68.87,0.0,0.0,69.35,69.35,69.35,0.0,0.0,68.83,68.83,68.83,0.0,0.0,69.34,69.34,69.34,0.0,0.0
2016-03-27,69.66,69.66,69.66,0.0,0.0,70.64,70.64,70.64,0.0,0.0,69.64,69.64,69.64,0.0,0.0,70.62,70.62,70.62,0.0,0.0
2016-04-03,70.1,70.1,70.1,0.0,0.0,70.28,70.28,70.28,0.0,0.0,69.63,69.63,69.63,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2016-04-10,71.1,71.1,71.1,0.0,0.0,71.1,71.1,71.1,0.0,0.0,70.85,70.85,70.85,0.0,0.0,71.0,71.0,71.0,0.0,0.0
