Date,STC_stock_Open_average,STC_stock_Open_max,STC_stock_Open_min,STC_stock_Open_volatility,STC_stock_Open_change,STC_stock_High_average,STC_stock_High_max,STC_stock_High_min,STC_stock_High_volatility,STC_stock_High_change,STC_stock_Low_average,STC_stock_Low_max,STC_stock_Low_min,STC_stock_Low_volatility,STC_stock_Low_change,STC_stock_Close_average,STC_stock_Close_max,STC_stock_Close_min,STC_stock_Close_volatility,STC_stock_Close_change,STC_stock_Volume_average,STC_stock_Volume_max,STC_stock_Volume_min,STC_stock_Volume_volatility,STC_stock_Volume_change
2016-01-03,36.148,36.81,35.33,1.480000000000004,-1.480000000000004,36.414,36.99,35.66,1.3300000000000054,-1.1500000000000057,35.448,36.11,34.08,2.030000000000001,-1.740000000000002,35.772,36.61,34.14,2.469999999999999,-2.469999999999999,117053,148425,93550,54875,-8274
2016-01-10,34.11,35.25,32.78,2.469999999999999,-1.4299999999999997,34.730000000000004,35.52,33.4,2.1200000000000045,-1.9100000000000037,33.354,34.66,31.86,2.799999999999997,-2.289999999999999,33.972,35.15,32.99,2.1599999999999966,-1.9299999999999997,107450,143406,74692,68714,6982
2016-01-17,32.644999999999996,33.18,32.41,0.7700000000000031,-0.6899999999999977,33.045,33.48,32.8,0.6799999999999997,-0.519999999999996,31.9725,32.21,31.53,0.6799999999999997,-0.09000000000000341,32.5375,32.85,32.15,0.7000000000000028,-0.19000000000000483,102773,115197,86602,28595,415
2016-01-24,33.32,34.53,32.31,2.219999999999999,1.8200000000000003,34.176,35.51,32.77,2.739999999999995,2.739999999999995,32.992000000000004,34.26,32.02,2.239999999999995,2.1899999999999977,33.802,35.46,32.15,3.3100000000000023,3.3100000000000023,154870,241110,108905,132205,66539
2016-01-31,34.878,35.61,34.12,1.490000000000002,-1.1400000000000006,35.11,35.68,34.25,1.4299999999999997,-1.4299999999999997,34.052,34.67,33.16,1.5100000000000051,-1.2700000000000031,34.501999999999995,35.29,33.39,1.8999999999999986,-1.8699999999999974,119953,158195,84071,74124,-28180
2016-02-07,32.94,33.32,32.51,0.8100000000000023,0.0799999999999983,33.872,34.38,33.32,1.0600000000000023,1.0600000000000023,32.372,33.1,30.34,2.7600000000000016,0.35999999999999943,33.288000000000004,34.23,32.99,1.2399999999999949,1.2399999999999949,153133,223764,87774,135990,-63964
2016-02-14,34.6775,34.77,34.6,0.1700000000000017,-0.00999999999999801,35.1025,35.28,34.8,0.480000000000004,-0.3500000000000014,34.214999999999996,34.51,34.08,0.4299999999999997,0.0799999999999983,34.595,34.71,34.47,0.240000000000002,-0.0799999999999983,177911,213185,103675,109510,-109510
2016-02-21,34.48,34.86,33.83,1.0300000000000011,0.10999999999999943,34.776,34.89,34.58,0.3100000000000023,-0.00999999999999801,34.162,34.34,33.83,0.5100000000000051,0.03999999999999915,34.434,34.69,34.1,0.5899999999999963,-0.14000000000000057,119943,169790,69604,100186,-100186
2016-02-28,33.858000000000004,34.39,33.45,0.9399999999999977,-0.9399999999999977,34.11,34.94,33.62,1.3200000000000003,-1.3200000000000003,33.424,33.86,33.01,0.8500000000000014,-0.6400000000000006,33.546,34.02,33.19,0.8300000000000054,-0.5600000000000023,119528,142658,108403,34255,-4950
2016-03-06,32.8,33.18,32.29,0.8900000000000006,-0.5600000000000023,33.114,33.56,32.64,0.9200000000000017,-0.35999999999999943,32.386,32.85,31.76,1.0899999999999999,-0.259999999999998,32.708,33.14,32.29,0.8500000000000014,-0.20000000000000284,120788,183560,69293,114267,-69790
2016-03-13,32.468,33.18,32.03,1.1499999999999986,0.4099999999999966,32.92,33.71,32.37,1.3400000000000034,0.730000000000004,32.144,32.84,31.83,1.0100000000000051,0.75,32.634,33.67,32.05,1.6200000000000045,1.3400000000000034,148244,347546,80069,267477,227429
2016-03-20,33.3375,33.63,32.97,0.6600000000000037,-0.6600000000000037,33.5925,33.81,33.26,0.5500000000000043,-0.13000000000000256,32.8025,32.92,32.68,0.240000000000002,-0.21999999999999886,33.3725,33.68,33.03,0.6499999999999986,-0.020000000000003126,106770,141702,86170,55532,30665
2016-03-27,35.05,36.1,33.72,2.3800000000000026,2.3800000000000026,35.730000000000004,36.5,34.78,1.7199999999999989,1.7199999999999989,34.714,35.55,33.72,1.8299999999999983,1.8299999999999983,35.658,36.49,34.6,1.8900000000000006,1.8900000000000006,174172,200677,144313,56364,-27275
2016-04-03,34.994,36.41,34.24,2.1699999999999946,-1.8999999999999986,35.314,36.86,34.51,2.3500000000000014,-1.9699999999999989,34.436,35.34,33.97,1.3700000000000045,-1.3700000000000045,34.614,35.39,34.22,1.1700000000000017,-1.1700000000000017,104028,135173,58380,76793,-76793
