Date,ASYS_stock_Open_average,ASYS_stock_Open_max,ASYS_stock_Open_min,ASYS_stock_Open_volatility,ASYS_stock_Open_change,ASYS_stock_High_average,ASYS_stock_High_max,ASYS_stock_High_min,ASYS_stock_High_volatility,ASYS_stock_High_change,ASYS_stock_Low_average,ASYS_stock_Low_max,ASYS_stock_Low_min,ASYS_stock_Low_volatility,ASYS_stock_Low_change,ASYS_stock_Close_average,ASYS_stock_Close_max,ASYS_stock_Close_min,ASYS_stock_Close_volatility,ASYS_stock_Close_change,ASYS_stock_Volume_average,ASYS_stock_Volume_max,ASYS_stock_Volume_min,ASYS_stock_Volume_volatility,ASYS_stock_Volume_change
2016-01-03,5.958,6.25,5.71,0.54,-0.45999999999999996,6.14,6.37,5.95,0.41999999999999993,-0.41999999999999993,5.808,6.1,5.61,0.4899999999999993,-0.3799999999999999,5.884,6.2,5.66,0.54,-0.4500000000000002,32713,56398,12955,43443,-18385
2016-01-10,5.534,5.75,5.25,0.5,-0.5,5.736,6.03,5.34,0.6900000000000004,-0.6900000000000004,5.324,5.58,5.11,0.46999999999999975,-0.46999999999999975,5.446,5.69,5.26,0.4300000000000006,-0.4300000000000006,53747,70512,31670,38842,31644
2016-01-17,4.8875,5.35,4.63,0.7199999999999998,-0.4299999999999997,5.04,5.35,4.75,0.5999999999999996,-0.14999999999999947,4.6425,4.92,4.41,0.5099999999999998,0.1899999999999995,4.8525,5.19,4.63,0.5600000000000005,0.4500000000000002,39678,64706,13041,51665,-51665
2016-01-24,5.32,5.44,5.17,0.27000000000000046,0.27000000000000046,5.48,5.73,5.28,0.4500000000000002,0.4500000000000002,5.3,5.44,5.17,0.27000000000000046,0.27000000000000046,5.456,5.67,5.25,0.41999999999999993,0.41999999999999993,7155,9594,4913,4681,2012
2016-01-31,5.394,5.57,5.23,0.33999999999999986,-0.33999999999999986,5.612,5.73,5.51,0.22000000000000064,0.04999999999999982,5.3,5.47,5.05,0.41999999999999993,-0.41999999999999993,5.398,5.54,5.18,0.3600000000000003,-0.3600000000000003,31380,99156,4125,95031,95031
2016-02-07,4.92,5.1,4.66,0.4399999999999995,-0.1899999999999995,5.066,5.39,4.87,0.5199999999999996,-0.41999999999999993,4.764,5.0,4.52,0.4800000000000004,-0.20000000000000018,4.882,5.06,4.69,0.3699999999999992,-0.2599999999999998,22247,36758,11411,25347,-16335
2016-02-14,5.1375,5.35,4.94,0.40999999999999925,0.3199999999999994,5.255,5.38,5.0,0.3799999999999999,0.29000000000000004,5.0649999999999995,5.26,4.9,0.35999999999999943,0.1999999999999993,5.1575,5.29,4.95,0.33999999999999986,0.14999999999999947,9477,17171,6025,11146,11146
2016-02-21,5.058333333333334,5.45,4.92,0.5300000000000002,0.13999999999999968,5.241666666666667,5.45,5.1,0.35000000000000053,-0.11000000000000032,4.963333333333333,5.1,4.84,0.2599999999999998,0.15999999999999925,5.111666666666666,5.41,4.99,0.41999999999999993,0.10999999999999943,21886,37632,9668,27964,-10636
2016-02-28,5.37,5.59,5.16,0.4299999999999997,0.11000000000000032,5.58,5.75,5.32,0.4299999999999997,0.27999999999999936,5.254,5.55,5.02,0.5300000000000002,0.3000000000000007,5.396,5.57,5.1,0.47000000000000064,0.4500000000000002,17231,27650,4454,23196,-649
2016-03-06,5.8,6.05,5.49,0.5599999999999996,0.5599999999999996,5.968,6.06,5.72,0.33999999999999986,0.33999999999999986,5.628,5.88,5.16,0.7199999999999998,0.3899999999999997,5.942,6.05,5.7,0.34999999999999964,0.34999999999999964,17217,28403,7595,20808,8327
2016-03-13,6.05,6.64,5.57,1.0699999999999994,0.5999999999999996,6.392,7.0,6.08,0.9199999999999999,0.9199999999999999,6.002,6.64,5.57,1.0699999999999994,0.6399999999999997,6.34,6.97,5.96,1.0099999999999998,0.9299999999999997,28149,48425,3096,45329,32535
2016-03-20,7.105,7.52,6.62,0.8999999999999995,-0.3799999999999999,7.315,7.83,6.62,1.21,-1.21,6.6825,7.0,6.21,0.79,-0.79,6.984999999999999,7.59,6.51,1.08,-1.08,36856,69412,8752,60660,-60660
2016-03-27,6.588,6.9,6.33,0.5700000000000003,0.09999999999999964,6.7540000000000004,6.95,6.52,0.4300000000000006,-0.09000000000000075,6.362,6.71,6.02,0.6900000000000004,-0.2400000000000002,6.524,6.78,6.11,0.6699999999999999,-0.35999999999999943,27130,64181,6408,57773,40120
2016-04-03,6.144,6.52,6.0,0.5199999999999996,0.4899999999999993,6.546,7.13,6.23,0.8999999999999995,0.6199999999999992,6.101999999999999,6.35,6.0,0.34999999999999964,0.34999999999999964,6.234,6.5,6.03,0.46999999999999975,0.46999999999999975,9744,14705,3608,11097,-11097
2016-04-10,6.648,6.84,6.5,0.33999999999999986,0.08999999999999986,6.924,7.1,6.51,0.5899999999999999,0.4300000000000006,6.46,6.76,6.13,0.6299999999999999,0.2999999999999998,6.65,6.98,6.33,0.6500000000000004,0.13999999999999968,23432,47362,11794,35568,35568
2016-04-17,6.4559999999999995,6.56,6.33,0.22999999999999954,0.04999999999999982,6.612,6.77,6.46,0.3099999999999996,-0.15999999999999925,6.35,6.45,6.3,0.15000000000000036,0.10000000000000053,6.434,6.57,6.33,0.2400000000000002,0.10000000000000053,10928,17689,5804,11885,-11885
2016-04-24,6.416,6.53,6.34,0.1900000000000004,-0.1900000000000004,6.4879999999999995,6.56,6.39,0.16999999999999993,-0.14000000000000057,6.316,6.4,6.19,0.20999999999999996,-0.20999999999999996,6.358,6.42,6.25,0.16999999999999993,-0.16999999999999993,9495,14901,2415,12486,12486
2016-05-01,5.936,6.19,5.7,0.4900000000000002,-0.4900000000000002,6.148,6.46,5.79,0.6699999999999999,-0.6699999999999999,5.724,6.01,5.59,0.41999999999999993,-0.3899999999999997,5.874,6.09,5.65,0.4399999999999995,-0.29000000000000004,35263,59722,15481,44241,-11536
2016-05-08,5.826,6.05,5.56,0.4900000000000002,-0.27000000000000046,5.968,6.16,5.77,0.39000000000000057,-0.39000000000000057,5.7,5.84,5.53,0.3099999999999996,-0.25,5.82,6.02,5.67,0.34999999999999964,-0.3299999999999992,26796,60723,9892,50831,-50831
2016-05-15,5.744000000000001,5.82,5.69,0.1299999999999999,-0.08000000000000007,5.912,6.08,5.77,0.3100000000000005,0.040000000000000036,5.652,5.67,5.63,0.040000000000000036,0.040000000000000036,5.736,5.81,5.66,0.14999999999999947,0.009999999999999787,26321,32460,19079,13381,5202
2016-05-22,6.476,6.75,5.87,0.8799999999999999,0.71,6.728,7.08,6.43,0.6500000000000004,0.6500000000000004,6.398,6.58,5.87,0.71,0.71,6.578,6.72,6.27,0.4500000000000002,0.4500000000000002,26907,79356,7764,71592,-64433
2016-05-29,6.9575,7.0,6.83,0.16999999999999993,0.16999999999999993,7.055,7.09,7.0,0.08999999999999986,-0.040000000000000036,6.720000000000001,6.86,6.5,0.3600000000000003,-0.1900000000000004,6.9375,7.0,6.79,0.20999999999999996,-0.20999999999999996,17216,24545,10700,13845,-5037
2016-06-05,6.684,6.82,6.52,0.3000000000000007,-0.28000000000000025,6.832,7.0,6.65,0.34999999999999964,-0.34999999999999964,6.568,6.69,6.5,0.1900000000000004,-0.1800000000000006,6.694,6.91,6.59,0.3200000000000003,-0.29000000000000004,13364,26951,4832,22119,-19505
