Date,Financial Select Sector SPDREtf_Open_average,Financial Select Sector SPDREtf_Open_max,Financial Select Sector SPDREtf_Open_min,Financial Select Sector SPDREtf_Open_volatility,Financial Select Sector SPDREtf_Open_change,Financial Select Sector SPDREtf_High_average,Financial Select Sector SPDREtf_High_max,Financial Select Sector SPDREtf_High_min,Financial Select Sector SPDREtf_High_volatility,Financial Select Sector SPDREtf_High_change,Financial Select Sector SPDREtf_Low_average,Financial Select Sector SPDREtf_Low_max,Financial Select Sector SPDREtf_Low_min,Financial Select Sector SPDREtf_Low_volatility,Financial Select Sector SPDREtf_Low_change,Financial Select Sector SPDREtf_Close_average,Financial Select Sector SPDREtf_Close_max,Financial Select Sector SPDREtf_Close_min,Financial Select Sector SPDREtf_Close_volatility,Financial Select Sector SPDREtf_Close_change
2016-01-03,18.39,18.39,18.39,0.0,0.0,18.41,18.41,18.41,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2016-01-10,17.19,17.19,17.19,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.39,17.39,17.39,0.0,0.0
2016-01-17,17.19,17.19,17.19,0.0,0.0,17.35,17.35,17.35,0.0,0.0,17.16,17.16,17.16,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2016-01-24,17.28,17.28,17.28,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2016-01-31,17.26,17.26,17.26,0.0,0.0,17.34,17.34,17.34,0.0,0.0,16.96,16.96,16.96,0.0,0.0,17.01,17.01,17.01,0.0,0.0
2016-02-07,16.35,16.35,16.35,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.27,16.27,16.27,0.0,0.0,16.64,16.64,16.64,0.0,0.0
2016-02-14,16.9,16.9,16.9,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.88,16.88,16.88,0.0,0.0,17.04,17.04,17.04,0.0,0.0
2016-02-21,17.3,17.3,17.3,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.21,17.21,17.21,0.0,0.0,17.31,17.31,17.31,0.0,0.0
2016-02-28,18.11,18.11,18.11,0.0,0.0,18.18,18.18,18.18,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2016-03-06,17.98,17.98,17.98,0.0,0.0,18.29,18.29,18.29,0.0,0.0,17.98,17.98,17.98,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2016-03-13,18.41,18.41,18.41,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.46,18.46,18.46,0.0,0.0
2016-03-20,18.07,18.07,18.07,0.0,0.0,18.12,18.12,18.12,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.12,18.12,18.12,0.0,0.0
2016-03-27,18.18,18.18,18.18,0.0,0.0,18.46,18.46,18.46,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2016-04-03,17.96,17.96,17.96,0.0,0.0,18.08,18.08,18.08,0.0,0.0,17.87,17.87,17.87,0.0,0.0,17.91,17.91,17.91,0.0,0.0
2016-04-10,18.71,18.71,18.71,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.6,18.6,18.6,0.0,0.0
2016-04-17,18.96,18.96,18.96,0.0,0.0,19.16,19.16,19.16,0.0,0.0,18.96,18.96,18.96,0.0,0.0,19.12,19.12,19.12,0.0,0.0
2016-04-24,18.93,18.93,18.93,0.0,0.0,19.0,19.0,19.0,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.93,18.93,18.93,0.0,0.0
2016-05-01,18.56,18.56,18.56,0.0,0.0,18.79,18.79,18.79,0.0,0.0,18.56,18.56,18.56,0.0,0.0,18.78,18.78,18.78,0.0,0.0
2016-05-08,18.77,18.77,18.77,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2016-05-15,18.81,18.81,18.81,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.78,18.78,18.78,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2016-05-22,19.24,19.24,19.24,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2016-05-29,19.13,19.13,19.13,0.0,0.0,19.14,19.14,19.14,0.0,0.0,18.89,18.89,18.89,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2016-06-05,18.82,18.82,18.82,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.81,18.81,18.81,0.0,0.0
2016-06-12,18.4,18.4,18.4,0.0,0.0,18.45,18.45,18.45,0.0,0.0,18.28,18.28,18.28,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2016-06-19,17.95,17.95,17.95,0.0,0.0,18.34,18.34,18.34,0.0,0.0,17.86,17.86,17.86,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2016-06-26,18.49,18.49,18.49,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.47,18.47,18.47,0.0,0.0
2016-07-03,18.51,18.51,18.51,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2016-07-10,19.2,19.2,19.2,0.0,0.0,19.22,19.22,19.22,0.0,0.0,18.98,18.98,18.98,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2016-07-17,19.13,19.13,19.13,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2016-07-24,19.16,19.16,19.16,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2016-07-31,19.34,19.34,19.34,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2016-08-07,19.3,19.3,19.3,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2016-08-14,19.45,19.45,19.45,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2016-08-21,19.61,19.61,19.61,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2016-08-28,19.89,19.89,19.89,0.0,0.0,20.01,20.01,20.01,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2016-09-04,19.78,19.78,19.78,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2016-09-11,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2016-09-18,19.41,19.41,19.41,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.38,19.38,19.38,0.0,0.0
2016-09-25,19.14,19.14,19.14,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2016-10-02,19.55,19.55,19.55,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.49,19.49,19.49,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2016-10-09,19.56,19.56,19.56,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2016-10-16,19.5,19.5,19.5,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.65,19.65,19.65,0.0,0.0
