Date,EVOLStock_Open_average,EVOLStock_Open_max,EVOLStock_Open_min,EVOLStock_Open_volatility,EVOLStock_Open_change,EVOLStock_High_average,EVOLStock_High_max,EVOLStock_High_min,EVOLStock_High_volatility,EVOLStock_High_change,EVOLStock_Low_average,EVOLStock_Low_max,EVOLStock_Low_min,EVOLStock_Low_volatility,EVOLStock_Low_change,EVOLStock_Close_average,EVOLStock_Close_max,EVOLStock_Close_min,EVOLStock_Close_volatility,EVOLStock_Close_change,EVOLStock_Volume_average,EVOLStock_Volume_max,EVOLStock_Volume_min,EVOLStock_Volume_volatility,EVOLStock_Volume_change
2016-01-03,5.542,5.71,5.45,0.2599999999999998,0.0,5.622,5.71,5.52,0.1900000000000004,-0.14999999999999947,5.468,5.54,5.4,0.13999999999999968,-0.09999999999999964,5.512,5.65,5.42,0.23000000000000043,-0.23000000000000043,21215,28131,13744,14387,4050
2016-01-10,5.3,5.42,5.23,0.1899999999999995,-0.1899999999999995,5.348,5.46,5.23,0.22999999999999954,-0.22999999999999954,5.19,5.23,5.08,0.15000000000000036,-0.13999999999999968,5.232,5.29,5.14,0.15000000000000036,-0.1200000000000001,31128,67223,13784,53439,-43668
2016-01-17,5.1,5.19,5.01,0.1800000000000006,0.020000000000000462,5.165,5.24,5.06,0.1800000000000006,0.07000000000000028,5.0,5.04,4.96,0.08000000000000007,0.040000000000000036,5.085,5.13,5.04,0.08999999999999986,0.05000000000000071,22437,43666,10645,33021,-33021
2016-01-24,5.196,5.26,5.14,0.1200000000000001,0.07000000000000028,5.2700000000000005,5.36,5.2,0.16000000000000014,0.16000000000000014,5.152,5.22,5.1,0.1200000000000001,0.08000000000000007,5.208,5.31,5.13,0.17999999999999972,0.14999999999999947,15981,18564,12208,6356,-766
2016-01-31,5.192,5.27,5.07,0.1999999999999993,-0.1999999999999993,5.244,5.35,5.09,0.2599999999999998,-0.2599999999999998,5.078,5.25,5.0,0.25,-0.25,5.158,5.3,5.07,0.22999999999999954,-0.22999999999999954,20244,42504,8710,33794,9331
2016-02-07,5.0440000000000005,5.12,4.99,0.1299999999999999,0.020000000000000462,5.11,5.23,5.05,0.1800000000000006,0.17000000000000082,4.98,4.99,4.95,0.040000000000000036,0.040000000000000036,5.036,5.1,4.99,0.10999999999999943,0.040000000000000036,17166,27890,6346,21544,-12832
2016-02-14,5.199999999999999,5.35,5.1,0.25,0.040000000000000036,5.3149999999999995,5.43,5.23,0.1999999999999993,0.019999999999999574,5.08,5.21,4.95,0.2599999999999998,0.0699999999999994,5.215,5.28,5.16,0.1200000000000001,0.07000000000000028,22804,40236,8197,32039,-32039
2016-02-21,5.376,5.46,5.3,0.16000000000000014,0.07000000000000028,5.444,5.54,5.39,0.15000000000000036,0.15000000000000036,5.296,5.42,5.21,0.20999999999999996,0.1899999999999995,5.392,5.45,5.3,0.15000000000000036,0.15000000000000036,18559,39795,6907,32888,23242
2016-02-28,5.42,5.55,5.32,0.22999999999999954,-0.16000000000000014,5.526,5.68,5.36,0.3199999999999994,-0.3199999999999994,5.258,5.39,5.19,0.1999999999999993,-0.17999999999999972,5.394,5.59,5.28,0.3099999999999996,-0.20999999999999996,32268,41388,24022,17366,2484
2016-03-06,5.318,5.39,5.2,0.1899999999999995,-0.16999999999999993,5.418,5.58,5.32,0.2599999999999998,-0.11000000000000032,5.218,5.28,5.13,0.15000000000000036,-0.15000000000000036,5.25,5.32,5.17,0.15000000000000036,-0.1299999999999999,28752,51211,8824,42387,34371
2016-03-13,5.568,5.85,5.25,0.5999999999999996,0.5999999999999996,5.732,6.0,5.43,0.5700000000000003,0.3799999999999999,5.4799999999999995,5.75,5.22,0.5300000000000002,0.3899999999999997,5.62,5.85,5.33,0.5199999999999996,0.4400000000000004,44534,104130,19408,84722,-547
2016-03-20,5.6875,5.8,5.64,0.16000000000000014,-0.13999999999999968,5.7625,5.8,5.73,0.0699999999999994,-0.03000000000000025,5.6225,5.64,5.59,0.04999999999999982,-0.019999999999999574,5.7275,5.76,5.7,0.05999999999999961,0.05999999999999961,38231,57304,21405,35899,-35899
2016-03-27,5.854,5.99,5.76,0.23000000000000043,0.03000000000000025,5.942,6.0,5.87,0.1299999999999999,0.009999999999999787,5.724,5.77,5.7,0.0699999999999994,0.03000000000000025,5.802,5.92,5.74,0.17999999999999972,-0.02999999999999936,26737,52553,14438,38115,3932
2016-04-03,5.802,5.84,5.77,0.07000000000000028,-0.010000000000000675,5.834,5.85,5.78,0.0699999999999994,0.0,5.74,5.77,5.7,0.0699999999999994,-0.019999999999999574,5.788,5.82,5.76,0.0600000000000005,0.05000000000000071,15432,23882,7055,16827,-8619
2016-04-10,5.796,5.85,5.73,0.11999999999999922,-0.09999999999999964,5.835999999999999,5.85,5.79,0.05999999999999961,-0.05999999999999961,5.718,5.75,5.7,0.04999999999999982,-0.03000000000000025,5.742,5.79,5.7,0.08999999999999986,-0.02999999999999936,15464,23237,7538,15699,-3341
2016-04-17,5.756,5.79,5.72,0.07000000000000028,0.0,5.822,5.83,5.8,0.03000000000000025,-0.03000000000000025,5.72,5.75,5.69,0.05999999999999961,0.019999999999999574,5.766,5.78,5.75,0.03000000000000025,-0.03000000000000025,15182,33341,2854,30487,-12327
2016-04-24,5.756,5.8,5.72,0.08000000000000007,-0.010000000000000675,5.802,5.82,5.79,0.03000000000000025,-0.009999999999999787,5.718,5.74,5.69,0.04999999999999982,0.02999999999999936,5.774,5.81,5.75,0.05999999999999961,-0.040000000000000036,10974,15963,4929,11034,-7983
2016-05-01,5.704,5.81,5.65,0.15999999999999925,-0.04999999999999982,5.756,5.83,5.71,0.1200000000000001,-0.009999999999999787,5.62,5.7,5.55,0.15000000000000036,-0.07000000000000028,5.636,5.71,5.57,0.13999999999999968,-0.08000000000000007,19943,38922,9972,28950,2060
2016-05-08,5.582,5.66,5.49,0.16999999999999993,-0.16999999999999993,5.654,5.81,5.51,0.2999999999999998,-0.2999999999999998,5.522,5.57,5.49,0.08000000000000007,-0.019999999999999574,5.556,5.62,5.5,0.1200000000000001,-0.1200000000000001,13847,19347,7238,12109,-469
2016-05-15,5.454,5.7,5.35,0.35000000000000053,-0.35000000000000053,5.482,5.7,5.38,0.3200000000000003,-0.28000000000000025,5.38,5.44,5.33,0.11000000000000032,-0.11000000000000032,5.386,5.45,5.33,0.1200000000000001,-0.1200000000000001,11992,16450,6245,10205,-5583
2016-05-22,5.308,5.5,5.21,0.29000000000000004,-0.0699999999999994,5.359999999999999,5.5,5.3,0.20000000000000018,0.03000000000000025,5.136,5.26,4.79,0.46999999999999975,0.4400000000000004,5.252,5.27,5.23,0.03999999999999915,-0.019999999999999574,39630,112891,12142,100749,-80622
2016-05-29,5.21,5.3,5.13,0.16999999999999993,-0.16999999999999993,5.2325,5.32,5.13,0.1900000000000004,-0.1900000000000004,5.1075,5.18,5.07,0.10999999999999943,-0.08999999999999986,5.185,5.27,5.1,0.16999999999999993,-0.16999999999999993,43472,77082,9076,68006,-55345
2016-06-05,5.098,5.15,5.06,0.09000000000000075,-0.0600000000000005,5.148,5.16,5.14,0.020000000000000462,-0.010000000000000675,5.058,5.08,5.03,0.04999999999999982,-0.020000000000000462,5.088,5.11,5.07,0.040000000000000036,-0.02999999999999936,22604,39166,8780,30386,-9384
2016-06-12,5.04,5.08,5.02,0.0600000000000005,-0.019999999999999574,5.09,5.14,5.05,0.08999999999999986,-0.02999999999999936,5.018,5.05,5.0,0.04999999999999982,-0.04999999999999982,5.038,5.07,5.02,0.05000000000000071,-0.020000000000000462,17196,31199,3130,28069,9705
2016-06-19,5.072,5.13,5.0,0.1299999999999999,-0.07000000000000028,5.168,5.25,5.11,0.13999999999999968,0.10000000000000053,5.038,5.11,5.0,0.11000000000000032,-0.009999999999999787,5.114,5.14,5.09,0.04999999999999982,0.03000000000000025,19355,31574,6924,24650,-1001
2016-06-26,5.154,5.23,5.09,0.14000000000000057,0.14000000000000057,5.206,5.32,5.1,0.22000000000000064,0.22000000000000064,5.094,5.19,5.0,0.1900000000000004,0.1900000000000004,5.15,5.21,5.08,0.1299999999999999,0.1299999999999999,16250,23499,10382,13117,-4666
2016-07-03,5.245,5.33,5.17,0.16000000000000014,0.08999999999999986,5.3125,5.36,5.24,0.1200000000000001,0.08999999999999986,5.1825,5.29,5.11,0.17999999999999972,-0.040000000000000036,5.2425,5.33,5.14,0.1900000000000004,-0.07000000000000028,17587,30570,11035,19535,3087
2016-07-10,5.38,5.68,5.15,0.5299999999999994,0.22999999999999954,5.458,5.69,5.16,0.5300000000000002,0.2599999999999998,5.222,5.43,5.03,0.39999999999999947,0.20999999999999996,5.37,5.53,5.15,0.3799999999999999,0.1899999999999995,24946,49368,14000,35368,35368
2016-07-17,5.282,5.4,5.13,0.27000000000000046,-0.16000000000000014,5.388,5.4,5.36,0.040000000000000036,-0.02999999999999936,5.21,5.31,5.13,0.17999999999999972,-0.08999999999999986,5.3100000000000005,5.38,5.24,0.13999999999999968,-0.08000000000000007,19977,31831,4438,27393,-24311
2016-07-24,5.186,5.25,5.11,0.13999999999999968,-0.04999999999999982,5.236,5.31,5.2,0.10999999999999943,-0.10999999999999943,5.138,5.17,5.1,0.07000000000000028,0.009999999999999787,5.194,5.2,5.19,0.009999999999999787,0.0,19569,25336,10698,14638,-8297
2016-07-31,4.75,5.25,4.15,1.0999999999999996,-0.9500000000000002,4.884,5.5,4.25,1.25,-1.0,4.548,5.25,4.05,1.2000000000000002,-0.9699999999999998,4.632,5.3,4.2,1.0999999999999996,-1.04,130176,441796,35954,405842,-11780
2016-08-07,4.192,4.23,4.15,0.08000000000000007,0.03000000000000025,4.236,4.26,4.21,0.04999999999999982,0.020000000000000462,4.11,4.17,4.03,0.13999999999999968,0.07000000000000028,4.166,4.2,4.09,0.11000000000000032,-0.009999999999999787,38414,63466,13555,49911,-49216
2016-08-14,4.093999999999999,4.21,4.05,0.16000000000000014,-0.16000000000000014,4.154,4.22,4.08,0.13999999999999968,-0.13999999999999968,4.061999999999999,4.17,4.02,0.15000000000000036,-0.15000000000000036,4.084,4.18,4.04,0.13999999999999968,-0.10999999999999943,45019,70461,29062,41399,-1242
2016-08-21,4.07,4.09,4.04,0.04999999999999982,-0.03000000000000025,4.134,4.16,4.1,0.0600000000000005,0.0,4.042,4.06,4.03,0.02999999999999936,-0.009999999999999787,4.072,4.12,4.04,0.08000000000000007,-0.03000000000000025,24155,38842,13510,25332,-12862
2016-08-28,4.086,4.19,4.01,0.1800000000000006,0.16000000000000014,4.152,4.21,4.09,0.1200000000000001,0.07000000000000028,4.026,4.17,3.87,0.2999999999999998,0.17999999999999972,4.092,4.19,3.99,0.20000000000000018,0.20000000000000018,179625,318039,82889,235150,-156246
2016-09-04,4.3375,4.39,4.22,0.16999999999999993,0.14000000000000057,4.4225,4.45,4.38,0.07000000000000028,-0.040000000000000036,4.2775,4.38,4.2,0.17999999999999972,0.0,4.36,4.42,4.28,0.13999999999999968,-0.08999999999999986,70541,168081,26092,141989,-124264
2016-09-11,4.368,4.4,4.3,0.10000000000000053,0.08999999999999986,4.428,4.46,4.4,0.05999999999999961,0.0,4.302,4.36,4.22,0.14000000000000057,0.07000000000000028,4.37,4.4,4.34,0.0600000000000005,-0.04999999999999982,37794,60895,15086,45809,5106
2016-09-18,4.428,4.49,4.38,0.11000000000000032,-0.009999999999999787,4.456,4.49,4.4,0.08999999999999986,0.08000000000000007,4.352,4.36,4.34,0.020000000000000462,-0.009999999999999787,4.398,4.46,4.37,0.08999999999999986,0.009999999999999787,51124,68482,35088,33394,12142
2016-09-25,4.414,4.5,4.38,0.1200000000000001,0.08999999999999986,4.414,4.5,4.38,0.1200000000000001,0.08999999999999986,4.322,4.35,4.29,0.05999999999999961,-0.05999999999999961,4.356,4.37,4.35,0.020000000000000462,-0.020000000000000462,52338,88263,26820,61443,28507
2016-10-02,4.359999999999999,4.39,4.3,0.08999999999999986,-0.009999999999999787,4.42,4.49,4.35,0.14000000000000057,0.07000000000000028,4.318,4.38,4.23,0.14999999999999947,0.14999999999999947,4.378,4.44,4.32,0.1200000000000001,0.10000000000000053,22993,45250,7171,38079,-24089
2016-10-09,4.404,4.45,4.31,0.14000000000000057,-0.1200000000000001,4.444,4.49,4.39,0.10000000000000053,-0.0600000000000005,4.344,4.4,4.28,0.1200000000000001,-0.1200000000000001,4.394,4.45,4.32,0.1299999999999999,-0.0600000000000005,18174,27368,9351,18017,-2839
2016-10-16,4.338,4.4,4.25,0.15000000000000036,0.0,4.404,4.45,4.35,0.10000000000000053,-0.07000000000000028,4.278,4.32,4.25,0.07000000000000028,-0.05000000000000071,4.33,4.4,4.27,0.13000000000000078,-0.08000000000000007,15976,20864,10551,10313,-2851
2016-10-23,4.314,4.34,4.27,0.07000000000000028,-0.020000000000000462,4.38,4.39,4.36,0.02999999999999936,0.0,4.282,4.3,4.27,0.03000000000000025,-0.009999999999999787,4.312,4.33,4.29,0.040000000000000036,-0.009999999999999787,16394,31220,4233,26987,18892
2016-10-30,4.168,4.25,4.0,0.25,-0.25,4.2700000000000005,4.4,4.15,0.25,-0.25,4.07,4.2,3.95,0.25,-0.25,4.11,4.25,3.95,0.2999999999999998,-0.2999999999999998,34908,51981,20741,31240,-9579
2016-11-06,3.95,4.15,3.8,0.35000000000000053,-0.1499999999999999,4.05,4.2,3.9,0.30000000000000027,-0.30000000000000027,3.72,3.95,3.1,0.8500000000000001,-0.15000000000000036,3.98,4.2,3.85,0.3500000000000001,-0.30000000000000027,33108,84010,10654,73356,-7592
2016-11-13,3.894,3.95,3.85,0.10000000000000009,0.04999999999999982,3.97,4.0,3.95,0.04999999999999982,0.04999999999999982,3.846,3.9,3.8,0.10000000000000009,0.10000000000000009,3.93,3.95,3.9,0.050000000000000266,0.050000000000000266,41081,50930,33307,17623,-16738
2016-11-20,3.95,4.0,3.9,0.10000000000000009,0.04999999999999982,3.9875,4.0,3.95,0.04999999999999982,0.0,3.85,3.9,3.8,0.10000000000000009,0.04999999999999982,3.975,4.0,3.95,0.04999999999999982,0.04999999999999982,32784,49047,7104,41943,-25732
2016-11-27,3.94,4.0,3.85,0.1499999999999999,-0.04999999999999982,3.98,4.0,3.95,0.04999999999999982,-0.04999999999999982,3.852,3.9,3.8,0.10000000000000009,-0.04999999999999982,3.91,3.95,3.9,0.050000000000000266,0.0,30864,42718,13240,29478,20934
2016-12-04,4.0600000000000005,4.25,3.85,0.3999999999999999,0.3999999999999999,4.2,4.35,4.0,0.34999999999999964,0.2999999999999998,4.01,4.15,3.8,0.35000000000000053,0.35000000000000053,4.16,4.35,4.0,0.34999999999999964,0.25,43363,53075,33224,19851,-6194
2016-12-11,4.02,4.25,3.9,0.3500000000000001,-0.3500000000000001,4.12,4.3,4.0,0.2999999999999998,-0.25,3.86,3.9,3.8,0.10000000000000009,-0.10000000000000009,3.98,4.05,3.9,0.1499999999999999,0.0,28580,36551,21044,15507,1727
2016-12-18,4.04,4.1,4.0,0.09999999999999964,0.04999999999999982,4.12,4.2,4.05,0.15000000000000036,0.10000000000000053,4.002,4.05,3.95,0.09999999999999964,0.09999999999999964,4.086,4.15,4.0,0.15000000000000036,0.15000000000000036,28632,32380,17908,14472,-14472
2016-12-25,4.02,4.05,4.0,0.04999999999999982,0.019999999999999574,4.1375,4.15,4.1,0.05000000000000071,-0.05000000000000071,4.0125,4.05,4.0,0.04999999999999982,0.04999999999999982,4.0875,4.15,4.05,0.10000000000000053,0.04999999999999982,20441,30847,7310,23537,-5478
2017-01-01,4.1525,4.2,4.1,0.10000000000000053,0.009999999999999787,4.215,4.3,4.15,0.14999999999999947,0.09999999999999964,4.1,4.15,4.05,0.10000000000000053,0.04999999999999982,4.1625,4.2,4.1,0.10000000000000053,0.04999999999999982,21835,34536,14056,20480,13229
2017-01-08,4.252,4.3,4.21,0.08999999999999986,-0.040000000000000036,4.33,4.4,4.25,0.15000000000000036,0.09999999999999964,4.180000000000001,4.2,4.15,0.04999999999999982,0.04999999999999982,4.29,4.35,4.25,0.09999999999999964,0.09999999999999964,21922,42706,3686,39020,2781
