Date,PowerShares KBW Regional Banking Portfolio_etf_Open_average,PowerShares KBW Regional Banking Portfolio_etf_Open_max,PowerShares KBW Regional Banking Portfolio_etf_Open_min,PowerShares KBW Regional Banking Portfolio_etf_Open_volatility,PowerShares KBW Regional Banking Portfolio_etf_Open_change,PowerShares KBW Regional Banking Portfolio_etf_High_average,PowerShares KBW Regional Banking Portfolio_etf_High_max,PowerShares KBW Regional Banking Portfolio_etf_High_min,PowerShares KBW Regional Banking Portfolio_etf_High_volatility,PowerShares KBW Regional Banking Portfolio_etf_High_change,PowerShares KBW Regional Banking Portfolio_etf_Low_average,PowerShares KBW Regional Banking Portfolio_etf_Low_max,PowerShares KBW Regional Banking Portfolio_etf_Low_min,PowerShares KBW Regional Banking Portfolio_etf_Low_volatility,PowerShares KBW Regional Banking Portfolio_etf_Low_change,PowerShares KBW Regional Banking Portfolio_etf_Close_average,PowerShares KBW Regional Banking Portfolio_etf_Close_max,PowerShares KBW Regional Banking Portfolio_etf_Close_min,PowerShares KBW Regional Banking Portfolio_etf_Close_volatility,PowerShares KBW Regional Banking Portfolio_etf_Close_change
2016-08-21,43.54,43.54,43.54,0.0,0.0,43.74,43.74,43.74,0.0,0.0,43.4,43.4,43.4,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2016-08-28,44.18,44.18,44.18,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.18,44.18,44.18,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2016-09-04,44.4,44.4,44.4,0.0,0.0,44.4,44.4,44.4,0.0,0.0,43.97,43.97,43.97,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2016-09-11,42.84,42.84,42.84,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2016-09-18,43.51,43.51,43.51,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2016-09-25,43.12,43.12,43.12,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.12,43.12,43.12,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2016-10-02,44.23,44.23,44.23,0.0,0.0,44.23,44.23,44.23,0.0,0.0,43.78,43.78,43.78,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2016-10-09,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.04,43.04,43.04,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2016-10-16,43.75,43.75,43.75,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2016-10-23,44.08,44.08,44.08,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.84,43.84,43.84,0.0,0.0
2016-10-30,42.99,42.99,42.99,0.0,0.0,43.73,43.73,43.73,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.44,43.44,43.44,0.0,0.0
2016-11-06,48.83,48.83,48.83,0.0,0.0,50.6,50.6,50.6,0.0,0.0,48.58,48.58,48.58,0.0,0.0,50.59,50.59,50.59,0.0,0.0
2016-11-13,52.09,52.09,52.09,0.0,0.0,52.43,52.43,52.43,0.0,0.0,51.81,51.81,51.81,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2016-11-20,53.34,53.34,53.34,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2016-11-27,54.15,54.15,54.15,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.26,53.26,53.26,0.0,0.0,53.36,53.36,53.36,0.0,0.0
2016-12-04,57.06,57.06,57.06,0.0,0.0,57.06,57.06,57.06,0.0,0.0,56.38,56.38,56.38,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2016-12-11,55.91,55.91,55.91,0.0,0.0,56.23,56.23,56.23,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2016-12-18,56.42,56.42,56.42,0.0,0.0,56.49,56.49,56.49,0.0,0.0,56.19,56.19,56.19,0.0,0.0,56.38,56.38,56.38,0.0,0.0
2016-12-25,56.12,56.12,56.12,0.0,0.0,56.16,56.16,56.16,0.0,0.0,55.91,55.91,55.91,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2017-01-01,56.1,56.1,56.1,0.0,0.0,56.34,56.34,56.34,0.0,0.0,55.83,55.83,55.83,0.0,0.0,55.93,55.93,55.93,0.0,0.0
2017-01-08,55.39,55.39,55.39,0.0,0.0,56.49,56.49,56.49,0.0,0.0,55.39,55.39,55.39,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2017-01-15,53.97,53.97,53.97,0.0,0.0,54.66,54.66,54.66,0.0,0.0,53.97,53.97,53.97,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2017-01-22,56.88,56.88,56.88,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.12,56.12,56.12,0.0,0.0
2017-01-29,54.86,54.86,54.86,0.0,0.0,55.74,55.74,55.74,0.0,0.0,54.83,54.83,54.83,0.0,0.0,55.7,55.7,55.7,0.0,0.0
2017-02-05,55.64,55.64,55.64,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.12,55.12,55.12,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2017-02-12,56.65,56.65,56.65,0.0,0.0,57.03,57.03,57.03,0.0,0.0,56.4,56.4,56.4,0.0,0.0,56.99,56.99,56.99,0.0,0.0
2017-02-19,56.62,56.62,56.62,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.97,56.97,56.97,0.0,0.0
2017-02-26,56.8,56.8,56.8,0.0,0.0,57.28,57.28,57.28,0.0,0.0,56.75,56.75,56.75,0.0,0.0,57.16,57.16,57.16,0.0,0.0
2017-03-05,56.31,56.31,56.31,0.0,0.0,56.66,56.66,56.66,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.69,55.69,55.69,0.0,0.0
2017-03-12,56.15,56.15,56.15,0.0,0.0,56.15,56.15,56.15,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2017-03-19,52.03,52.03,52.03,0.0,0.0,52.53,52.53,52.53,0.0,0.0,51.72,51.72,51.72,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2017-03-26,54.17,54.17,54.17,0.0,0.0,54.2,54.2,54.2,0.0,0.0,53.74,53.74,53.74,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2017-04-02,52.33,52.33,52.33,0.0,0.0,52.69,52.69,52.69,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2017-04-09,51.64,51.64,51.64,0.0,0.0,51.76,51.76,51.76,0.0,0.0,50.6,50.6,50.6,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2017-04-16,52.74,52.74,52.74,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.74,52.74,52.74,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2017-04-23,54.36,54.36,54.36,0.0,0.0,54.49,54.49,54.49,0.0,0.0,53.1,53.1,53.1,0.0,0.0,53.11,53.11,53.11,0.0,0.0
2017-04-30,54.18,54.18,54.18,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.35,53.35,53.35,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2017-05-07,52.19,52.19,52.19,0.0,0.0,52.45,52.45,52.45,0.0,0.0,51.71,51.71,51.71,0.0,0.0,52.45,52.45,52.45,0.0,0.0
2017-05-14,51.28,51.28,51.28,0.0,0.0,51.79,51.79,51.79,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.24,51.24,51.24,0.0,0.0
2017-05-21,51.78,51.78,51.78,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.56,51.56,51.56,0.0,0.0
2017-05-28,51.32,51.32,51.32,0.0,0.0,52.04,52.04,52.04,0.0,0.0,51.18,51.18,51.18,0.0,0.0,51.42,51.42,51.42,0.0,0.0
2017-06-04,53.57,53.57,53.57,0.0,0.0,55.37,55.37,55.37,0.0,0.0,53.57,53.57,53.57,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2017-06-11,54.32,54.32,54.32,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2017-06-18,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.79,51.79,51.79,0.0,0.0
2017-06-25,54.04,54.04,54.04,0.0,0.0,54.37,54.37,54.37,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.74,53.74,53.74,0.0,0.0
2017-07-02,53.75,53.75,53.75,0.0,0.0,54.37,54.37,54.37,0.0,0.0,53.7,53.7,53.7,0.0,0.0,54.32,54.32,54.32,0.0,0.0
2017-07-09,52.97,52.97,52.97,0.0,0.0,53.6,53.6,53.6,0.0,0.0,52.81,52.81,52.81,0.0,0.0,53.45,53.45,53.45,0.0,0.0
2017-07-16,53.21,53.21,53.21,0.0,0.0,53.33,53.33,53.33,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2017-07-23,52.75,52.75,52.75,0.0,0.0,52.75,52.75,52.75,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2017-07-30,52.97,52.97,52.97,0.0,0.0,53.22,53.22,53.22,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.94,52.94,52.94,0.0,0.0
2017-08-06,50.62,50.62,50.62,0.0,0.0,50.62,50.62,50.62,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2017-08-13,49.39,49.39,49.39,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.04,49.04,49.04,0.0,0.0,49.56,49.56,49.56,0.0,0.0
2017-08-20,50.36,50.36,50.36,0.0,0.0,50.87,50.87,50.87,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.69,50.69,50.69,0.0,0.0
2017-08-27,50.44,50.44,50.44,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.44,50.44,50.44,0.0,0.0,50.7,50.7,50.7,0.0,0.0
2017-09-03,47.64,47.64,47.64,0.0,0.0,48.9,48.9,48.9,0.0,0.0,47.64,47.64,47.64,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2017-09-10,50.72,50.72,50.72,0.0,0.0,50.92,50.92,50.92,0.0,0.0,50.65,50.65,50.65,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2017-09-17,52.45,52.45,52.45,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2017-09-24,54.82,54.82,54.82,0.0,0.0,55.48,55.48,55.48,0.0,0.0,54.69,54.69,54.69,0.0,0.0,55.03,55.03,55.03,0.0,0.0
2017-10-01,55.3,55.3,55.3,0.0,0.0,55.38,55.38,55.38,0.0,0.0,54.87,54.87,54.87,0.0,0.0,55.09,55.09,55.09,0.0,0.0
2017-10-08,54.27,54.27,54.27,0.0,0.0,54.78,54.78,54.78,0.0,0.0,53.99,53.99,53.99,0.0,0.0,54.37,54.37,54.37,0.0,0.0
2017-10-15,55.5,55.5,55.5,0.0,0.0,55.8,55.8,55.8,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.64,55.64,55.64,0.0,0.0
2017-10-22,56.19,56.19,56.19,0.0,0.0,56.19,56.19,56.19,0.0,0.0,55.84,55.84,55.84,0.0,0.0,55.91,55.91,55.91,0.0,0.0
2017-10-29,54.84,54.84,54.84,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.81,54.81,54.81,0.0,0.0,55.04,55.04,55.04,0.0,0.0
2017-11-05,52.69,52.69,52.69,0.0,0.0,52.8,52.8,52.8,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.63,52.63,52.63,0.0,0.0
2017-11-12,53.4,53.4,53.4,0.0,0.0,53.89,53.89,53.89,0.0,0.0,53.38,53.38,53.38,0.0,0.0,53.89,53.89,53.89,0.0,0.0
2017-11-19,54.52,54.52,54.52,0.0,0.0,54.6,54.6,54.6,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.02,54.02,54.02,0.0,0.0
2017-11-26,57.09,57.09,57.09,0.0,0.0,57.25,57.25,57.25,0.0,0.0,55.22,55.22,55.22,0.0,0.0,56.79,56.79,56.79,0.0,0.0
2017-12-03,56.94,56.94,56.94,0.0,0.0,56.94,56.94,56.94,0.0,0.0,56.23,56.23,56.23,0.0,0.0,56.28,56.28,56.28,0.0,0.0
2017-12-10,55.75,55.75,55.75,0.0,0.0,57.19,57.19,57.19,0.0,0.0,55.75,55.75,55.75,0.0,0.0,56.6,56.6,56.6,0.0,0.0
2017-12-17,57.17,57.17,57.17,0.0,0.0,57.26,57.26,57.26,0.0,0.0,56.66,56.66,56.66,0.0,0.0,56.89,56.89,56.89,0.0,0.0
2017-12-24,56.69,56.69,56.69,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.0,56.0,56.0,0.0,0.0
2017-12-31,56.41,56.41,56.41,0.0,0.0,56.53,56.53,56.53,0.0,0.0,56.1,56.1,56.1,0.0,0.0,56.53,56.53,56.53,0.0,0.0
