Date,PowerShares KBW Regional Banking Portfolio_etf_Open_average,PowerShares KBW Regional Banking Portfolio_etf_Open_max,PowerShares KBW Regional Banking Portfolio_etf_Open_min,PowerShares KBW Regional Banking Portfolio_etf_Open_volatility,PowerShares KBW Regional Banking Portfolio_etf_Open_change,PowerShares KBW Regional Banking Portfolio_etf_High_average,PowerShares KBW Regional Banking Portfolio_etf_High_max,PowerShares KBW Regional Banking Portfolio_etf_High_min,PowerShares KBW Regional Banking Portfolio_etf_High_volatility,PowerShares KBW Regional Banking Portfolio_etf_High_change,PowerShares KBW Regional Banking Portfolio_etf_Low_average,PowerShares KBW Regional Banking Portfolio_etf_Low_max,PowerShares KBW Regional Banking Portfolio_etf_Low_min,PowerShares KBW Regional Banking Portfolio_etf_Low_volatility,PowerShares KBW Regional Banking Portfolio_etf_Low_change,PowerShares KBW Regional Banking Portfolio_etf_Close_average,PowerShares KBW Regional Banking Portfolio_etf_Close_max,PowerShares KBW Regional Banking Portfolio_etf_Close_min,PowerShares KBW Regional Banking Portfolio_etf_Close_volatility,PowerShares KBW Regional Banking Portfolio_etf_Close_change
2016-01-03,38.61,38.61,38.61,0.0,0.0,38.61,38.61,38.61,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2016-01-10,36.09,36.09,36.09,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.4,35.4,35.4,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2016-01-17,35.6,35.6,35.6,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2016-01-24,36.59,36.59,36.59,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.41,36.41,36.41,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2016-01-31,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2016-02-07,34.96,34.96,34.96,0.0,0.0,35.61,35.61,35.61,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2016-02-14,35.71,35.71,35.71,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.71,35.71,35.71,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2016-02-21,36.56,36.56,36.56,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.95,36.95,36.95,0.0,0.0
2016-02-28,39.0,39.0,39.0,0.0,0.0,39.42,39.42,39.42,0.0,0.0,38.92,38.92,38.92,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2016-03-06,39.07,39.07,39.07,0.0,0.0,39.56,39.56,39.56,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2016-03-13,39.39,39.39,39.39,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.26,39.26,39.26,0.0,0.0,39.58,39.58,39.58,0.0,0.0
2016-03-20,38.47,38.47,38.47,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.39,38.39,38.39,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2016-03-27,38.76,38.76,38.76,0.0,0.0,39.07,39.07,39.07,0.0,0.0,38.73,38.73,38.73,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2016-04-03,37.76,37.76,37.76,0.0,0.0,38.15,38.15,38.15,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2016-04-10,40.44,40.44,40.44,0.0,0.0,40.44,40.44,40.44,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.37,40.37,40.37,0.0,0.0
2016-04-17,41.41,41.41,41.41,0.0,0.0,41.93,41.93,41.93,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.83,41.83,41.83,0.0,0.0
2016-04-24,41.1,41.1,41.1,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2016-05-01,39.74,39.74,39.74,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.41,39.41,39.41,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2016-05-08,40.08,40.08,40.08,0.0,0.0,40.08,40.08,40.08,0.0,0.0,39.39,39.39,39.39,0.0,0.0,39.49,39.49,39.49,0.0,0.0
2016-05-15,40.88,40.88,40.88,0.0,0.0,41.51,41.51,41.51,0.0,0.0,40.88,40.88,40.88,0.0,0.0,41.25,41.25,41.25,0.0,0.0
2016-05-22,42.25,42.25,42.25,0.0,0.0,42.66,42.66,42.66,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.66,42.66,42.66,0.0,0.0
2016-05-29,42.48,42.48,42.48,0.0,0.0,42.48,42.48,42.48,0.0,0.0,41.26,41.26,41.26,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2016-06-05,41.5,41.5,41.5,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2016-06-12,39.99,39.99,39.99,0.0,0.0,40.18,40.18,40.18,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.85,39.85,39.85,0.0,0.0
2016-06-19,40.08,40.08,40.08,0.0,0.0,40.15,40.15,40.15,0.0,0.0,38.85,38.85,38.85,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2016-06-26,39.96,39.96,39.96,0.0,0.0,40.0,40.0,40.0,0.0,0.0,39.43,39.43,39.43,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2016-07-03,40.0,40.0,40.0,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.0,40.0,40.0,0.0,0.0,40.02,40.02,40.02,0.0,0.0
2016-07-10,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.31,42.31,42.31,0.0,0.0
2016-07-17,41.34,41.34,41.34,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2016-07-24,41.57,41.57,41.57,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2016-07-31,41.41,41.41,41.41,0.0,0.0,42.73,42.73,42.73,0.0,0.0,41.41,41.41,41.41,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2016-08-07,41.96,41.96,41.96,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2016-08-14,42.88,42.88,42.88,0.0,0.0,42.99,42.99,42.99,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.95,42.95,42.95,0.0,0.0
