Date,CAMT_stock_Open_average,CAMT_stock_Open_max,CAMT_stock_Open_min,CAMT_stock_Open_volatility,CAMT_stock_Open_change,CAMT_stock_High_average,CAMT_stock_High_max,CAMT_stock_High_min,CAMT_stock_High_volatility,CAMT_stock_High_change,CAMT_stock_Low_average,CAMT_stock_Low_max,CAMT_stock_Low_min,CAMT_stock_Low_volatility,CAMT_stock_Low_change,CAMT_stock_Close_average,CAMT_stock_Close_max,CAMT_stock_Close_min,CAMT_stock_Close_volatility,CAMT_stock_Close_change,CAMT_stock_Volume_average,CAMT_stock_Volume_max,CAMT_stock_Volume_min,CAMT_stock_Volume_volatility,CAMT_stock_Volume_change
2016-01-03,2.094,2.15,2.02,0.1299999999999999,-0.10999999999999988,2.12,2.17,2.05,0.1200000000000001,-0.1200000000000001,2.038,2.12,1.95,0.17000000000000015,-0.17000000000000015,2.062,2.15,1.98,0.16999999999999993,-0.16999999999999993,42346,71309,24101,47208,38552
2016-01-10,1.878,2.03,1.77,0.2599999999999998,-0.2599999999999998,1.926,2.03,1.86,0.1699999999999997,-0.1299999999999999,1.794,1.87,1.75,0.1200000000000001,-0.1200000000000001,1.844,1.9,1.82,0.07999999999999985,-0.07999999999999985,66875,100337,32385,67952,-22690
2016-01-17,1.7575,1.85,1.68,0.17000000000000015,-0.1200000000000001,1.8,1.86,1.75,0.1100000000000001,-0.040000000000000036,1.6675,1.72,1.58,0.1399999999999999,-0.030000000000000027,1.7475,1.8,1.7,0.10000000000000009,0.020000000000000018,102616,210243,57588,152655,14774
2016-01-24,1.824,1.91,1.75,0.15999999999999992,0.07000000000000006,1.91,1.99,1.81,0.17999999999999994,0.08999999999999986,1.804,1.84,1.75,0.09000000000000008,0.08000000000000007,1.852,1.9,1.76,0.1399999999999999,0.11999999999999988,14164,33062,2013,31049,-31049
2016-01-31,1.888,1.92,1.85,0.06999999999999984,0.029999999999999805,1.98,2.02,1.92,0.10000000000000009,0.10000000000000009,1.872,1.92,1.82,0.09999999999999987,0.050000000000000044,1.934,1.96,1.89,0.07000000000000006,0.07000000000000006,19810,38778,5499,33279,12345
2016-02-07,1.762,1.89,1.7,0.18999999999999995,-0.18999999999999995,1.846,1.89,1.8,0.08999999999999986,-0.04999999999999982,1.684,1.74,1.6,0.1399999999999999,-0.020000000000000018,1.76,1.82,1.72,0.10000000000000009,0.050000000000000044,39405,61029,8063,52966,-16180
2016-02-14,1.8825,1.94,1.82,0.11999999999999988,0.11999999999999988,1.9224999999999999,1.95,1.9,0.050000000000000044,0.050000000000000044,1.81,1.83,1.8,0.030000000000000027,0.030000000000000027,1.83,1.86,1.81,0.050000000000000044,-0.030000000000000027,16812,31796,7875,23921,-10681
2016-02-21,1.832,1.88,1.8,0.07999999999999985,0.06000000000000005,1.8739999999999999,1.92,1.82,0.09999999999999987,0.07999999999999985,1.792,1.81,1.76,0.050000000000000044,0.010000000000000009,1.818,1.9,1.77,0.1299999999999999,0.010000000000000009,11794,31058,3668,27390,5127
2016-02-28,1.914,2.0,1.84,0.15999999999999992,0.15999999999999992,2.054,2.2,1.95,0.2500000000000002,0.2500000000000002,1.8780000000000001,2.0,1.82,0.17999999999999994,0.17999999999999994,1.974,2.1,1.87,0.22999999999999998,0.19000000000000017,54727,85440,8182,77258,67907
2016-03-06,2.072,2.14,1.98,0.16000000000000014,-0.1299999999999999,2.11,2.18,2.07,0.11000000000000032,-0.11000000000000032,2.006,2.1,1.93,0.17000000000000015,-0.13000000000000012,2.074,2.14,2.0,0.14000000000000012,-0.08000000000000007,21551,33993,13498,20495,-8041
