Date,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_Open_change,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_High_change,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_Low_change,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_average,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_max,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_min,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_volatility,Victory CEMP US Large Cap High Div Volatility WeigEtf_Close_change
2016-01-03,33.3,33.3,33.3,0.0,0.0,33.31,33.31,33.31,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2016-01-10,32.3,32.3,32.3,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2016-01-17,32.42,32.42,32.42,0.0,0.0,32.84,32.84,32.84,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2016-01-24,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2016-01-31,33.84,33.84,33.84,0.0,0.0,33.88,33.88,33.88,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.77,33.77,33.77,0.0,0.0
2016-02-07,33.31,33.31,33.31,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.45,33.45,33.45,0.0,0.0
2016-02-14,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.29,34.29,34.29,0.0,0.0
2016-02-21,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2016-02-28,35.62,35.62,35.62,0.0,0.0,35.75,35.75,35.75,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2016-03-06,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.1,36.1,36.1,0.0,0.0
2016-03-13,36.8,36.8,36.8,0.0,0.0,36.86,36.86,36.86,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2016-03-20,36.22,36.22,36.22,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.18,36.18,36.18,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2016-03-27,36.61,36.61,36.61,0.0,0.0,36.99,36.99,36.99,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2016-04-03,36.29,36.29,36.29,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2016-04-10,36.58,36.58,36.58,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2016-04-17,36.63,36.63,36.63,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.59,36.59,36.59,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2016-04-24,36.47,36.47,36.47,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.4,36.4,36.4,0.0,0.0
2016-05-01,36.2,36.2,36.2,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2016-05-08,36.51,36.51,36.51,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2016-05-15,36.06,36.06,36.06,0.0,0.0,36.17,36.17,36.17,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.09,36.09,36.09,0.0,0.0
2016-05-22,37.0,37.0,37.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2016-05-29,37.12,37.12,37.12,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.01,37.01,37.01,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-06-05,37.22,37.22,37.22,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.18,37.18,37.18,0.0,0.0
2016-06-12,37.01,37.01,37.01,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2016-06-19,36.4,36.4,36.4,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2016-06-26,37.64,37.64,37.64,0.0,0.0,37.64,37.64,37.64,0.0,0.0,37.58,37.58,37.58,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2016-07-03,37.77,37.77,37.77,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.77,37.77,37.77,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2016-07-10,38.58,38.58,38.58,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.57,38.57,38.57,0.0,0.0
2016-07-17,38.7,38.7,38.7,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.79,38.79,38.79,0.0,0.0
2016-07-24,38.58,38.58,38.58,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2016-07-31,38.47,38.47,38.47,0.0,0.0,38.55,38.55,38.55,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2016-08-07,38.68,38.68,38.68,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.68,38.68,38.68,0.0,0.0,38.76,38.76,38.76,0.0,0.0
2016-08-14,38.62,38.62,38.62,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.61,38.61,38.61,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2016-08-21,38.91,38.91,38.91,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0
2016-08-28,38.86,38.86,38.86,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.9,38.9,38.9,0.0,0.0
2016-09-04,38.77,38.77,38.77,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0
2016-09-11,38.22,38.22,38.22,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.03,38.03,38.03,0.0,0.0,38.24,38.24,38.24,0.0,0.0
2016-09-18,39.01,39.01,39.01,0.0,0.0,39.01,39.01,39.01,0.0,0.0,38.88,38.88,38.88,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2016-09-25,38.52,38.52,38.52,0.0,0.0,38.65,38.65,38.65,0.0,0.0,38.49,38.49,38.49,0.0,0.0,38.65,38.65,38.65,0.0,0.0
2016-10-02,38.38,38.38,38.38,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.04,38.04,38.04,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2016-10-09,38.09,38.09,38.09,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.02,38.02,38.02,0.0,0.0,38.05,38.05,38.05,0.0,0.0
2016-10-16,37.87,37.87,37.87,0.0,0.0,37.94,37.94,37.94,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.94,37.94,37.94,0.0,0.0
2016-10-23,38.04,38.04,38.04,0.0,0.0,38.16,38.16,38.16,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.9,37.9,37.9,0.0,0.0
2016-10-30,37.59,37.59,37.59,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.54,37.54,37.54,0.0,0.0,37.61,37.61,37.61,0.0,0.0
2016-11-06,38.63,38.63,38.63,0.0,0.0,38.78,38.78,38.78,0.0,0.0,38.62,38.62,38.62,0.0,0.0,38.75,38.75,38.75,0.0,0.0
2016-11-13,39.19,39.19,39.19,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.02,39.02,39.02,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2016-11-20,39.76,39.76,39.76,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.74,39.74,39.74,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2016-11-27,39.57,39.57,39.57,0.0,0.0,39.68,39.68,39.68,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.57,39.57,39.57,0.0,0.0
2016-12-04,40.79,40.79,40.79,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.88,40.88,40.88,0.0,0.0
2016-12-11,40.64,40.64,40.64,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.38,40.38,40.38,0.0,0.0
2016-12-18,40.61,40.61,40.61,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2016-12-25,40.38,40.38,40.38,0.0,0.0,40.4,40.4,40.4,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2017-01-01,40.66,40.66,40.66,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.36,40.36,40.36,0.0,0.0,40.54,40.54,40.54,0.0,0.0
2017-01-08,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.25,40.25,40.25,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2017-01-15,40.31,40.31,40.31,0.0,0.0,40.37,40.37,40.37,0.0,0.0,40.15,40.15,40.15,0.0,0.0,40.29,40.29,40.29,0.0,0.0
2017-01-22,40.97,40.97,40.97,0.0,0.0,40.97,40.97,40.97,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.48,40.48,40.48,0.0,0.0
