Date,First Trust RBA American Industrial RenaissanceEtf_Open_average,First Trust RBA American Industrial RenaissanceEtf_Open_max,First Trust RBA American Industrial RenaissanceEtf_Open_min,First Trust RBA American Industrial RenaissanceEtf_Open_volatility,First Trust RBA American Industrial RenaissanceEtf_Open_change,First Trust RBA American Industrial RenaissanceEtf_High_average,First Trust RBA American Industrial RenaissanceEtf_High_max,First Trust RBA American Industrial RenaissanceEtf_High_min,First Trust RBA American Industrial RenaissanceEtf_High_volatility,First Trust RBA American Industrial RenaissanceEtf_High_change,First Trust RBA American Industrial RenaissanceEtf_Low_average,First Trust RBA American Industrial RenaissanceEtf_Low_max,First Trust RBA American Industrial RenaissanceEtf_Low_min,First Trust RBA American Industrial RenaissanceEtf_Low_volatility,First Trust RBA American Industrial RenaissanceEtf_Low_change,First Trust RBA American Industrial RenaissanceEtf_Close_average,First Trust RBA American Industrial RenaissanceEtf_Close_max,First Trust RBA American Industrial RenaissanceEtf_Close_min,First Trust RBA American Industrial RenaissanceEtf_Close_volatility,First Trust RBA American Industrial RenaissanceEtf_Close_change
2016-03-13,17.52,17.52,17.52,0.0,0.0,17.52,17.52,17.52,0.0,0.0,17.37,17.37,17.37,0.0,0.0,17.38,17.38,17.38,0.0,0.0
2016-03-20,17.1,17.1,17.1,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.07,17.07,17.07,0.0,0.0,17.23,17.23,17.23,0.0,0.0
2016-03-27,17.36,17.36,17.36,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.36,17.36,17.36,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2016-04-03,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0
2016-04-10,17.7,17.7,17.7,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2016-04-17,18.15,18.15,18.15,0.0,0.0,18.15,18.15,18.15,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2016-04-24,18.09,18.09,18.09,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.11,18.11,18.11,0.0,0.0
2016-05-01,17.5,17.5,17.5,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2016-05-08,17.67,17.67,17.67,0.0,0.0,17.67,17.67,17.67,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.44,17.44,17.44,0.0,0.0
2016-05-15,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.54,17.54,17.54,0.0,0.0
2016-05-22,18.06,18.06,18.06,0.0,0.0,18.06,18.06,18.06,0.0,0.0,18.03,18.03,18.03,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2016-05-29,18.33,18.33,18.33,0.0,0.0,18.33,18.33,18.33,0.0,0.0,18.11,18.11,18.11,0.0,0.0,18.25,18.25,18.25,0.0,0.0
2016-06-05,18.51,18.51,18.51,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.49,18.49,18.49,0.0,0.0
2016-06-12,18.29,18.29,18.29,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.17,18.17,18.17,0.0,0.0
2016-06-19,18.13,18.13,18.13,0.0,0.0,18.19,18.19,18.19,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.03,18.03,18.03,0.0,0.0
2016-06-26,18.34,18.34,18.34,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.34,18.34,18.34,0.0,0.0,18.45,18.45,18.45,0.0,0.0
2016-07-03,18.8,18.8,18.8,0.0,0.0,18.95,18.95,18.95,0.0,0.0,18.73,18.73,18.73,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2016-07-10,19.4,19.4,19.4,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2016-07-17,19.1,19.1,19.1,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2016-07-24,19.46,19.46,19.46,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2016-07-31,19.36,19.36,19.36,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.54,19.54,19.54,0.0,0.0
2016-08-07,19.49,19.49,19.49,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2016-08-14,19.62,19.62,19.62,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2016-08-21,19.96,19.96,19.96,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.75,19.75,19.75,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2016-08-28,19.83,19.83,19.83,0.0,0.0,19.89,19.89,19.89,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.84,19.84,19.84,0.0,0.0
2016-09-04,20.02,20.02,20.02,0.0,0.0,20.02,20.02,20.02,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.55,19.55,19.55,0.0,0.0
2016-09-11,19.29,19.29,19.29,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2016-09-18,20.17,20.17,20.17,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.0,20.0,20.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2016-09-25,20.39,20.39,20.39,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2016-10-02,20.6,20.6,20.6,0.0,0.0,20.6,20.6,20.6,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2016-10-09,20.09,20.09,20.09,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.83,19.83,19.83,0.0,0.0
2016-10-16,19.68,19.68,19.68,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.59,19.59,19.59,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2016-10-23,19.36,19.36,19.36,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2016-10-30,18.98,18.98,18.98,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.98,18.98,18.98,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2016-11-06,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,21.52,21.52,21.52,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2016-11-13,22.53,22.53,22.53,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2016-11-20,23.37,23.37,23.37,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2016-11-27,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,22.87,22.87,22.87,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2016-12-04,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2016-12-11,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2016-12-18,24.1,24.1,24.1,0.0,0.0,24.14,24.14,24.14,0.0,0.0,23.94,23.94,23.94,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2016-12-25,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2017-01-01,23.73,23.73,23.73,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2017-01-08,23.6,23.6,23.6,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2017-01-15,23.5,23.5,23.5,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2017-01-22,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2017-01-29,24.16,24.16,24.16,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2017-02-05,24.24,24.24,24.24,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.27,24.27,24.27,0.0,0.0
2017-02-12,24.23,24.23,24.23,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.25,24.25,24.25,0.0,0.0
2017-02-19,23.71,23.71,23.71,0.0,0.0,24.27,24.27,24.27,0.0,0.0,23.7,23.7,23.7,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2017-02-26,24.47,24.47,24.47,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2017-03-05,23.75,23.75,23.75,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2017-03-12,23.9,23.9,23.9,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2017-03-19,23.24,23.24,23.24,0.0,0.0,23.37,23.37,23.37,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-03-26,23.62,23.62,23.62,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2017-04-02,23.65,23.65,23.65,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.97,23.97,23.97,0.0,0.0
2017-04-09,23.44,23.44,23.44,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0
2017-04-16,23.83,23.83,23.83,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2017-04-23,24.85,24.85,24.85,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2017-04-30,24.25,24.25,24.25,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.13,24.13,24.13,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2017-05-07,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2017-05-14,23.09,23.09,23.09,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.24,23.24,23.24,0.0,0.0
2017-05-21,23.0,23.0,23.0,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.92,22.92,22.92,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2017-05-28,23.4,23.4,23.4,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2017-06-04,23.65,23.65,23.65,0.0,0.0,24.25,24.25,24.25,0.0,0.0,23.65,23.65,23.65,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2017-06-11,23.71,23.71,23.71,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2017-06-18,23.25,23.25,23.25,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2017-06-25,23.64,23.64,23.64,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2017-07-02,23.57,23.57,23.57,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2017-07-09,23.9,23.9,23.9,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2017-07-16,23.94,23.94,23.94,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2017-07-23,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2017-07-30,23.71,23.71,23.71,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2017-08-06,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2017-08-13,22.48,22.48,22.48,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2017-08-20,22.71,22.71,22.71,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2017-08-27,23.8,23.8,23.8,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2017-09-03,23.49,23.49,23.49,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2017-09-10,24.3,24.3,24.3,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2017-09-17,25.02,25.02,25.02,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2017-09-24,26.16,26.16,26.16,0.0,0.0,26.16,26.16,26.16,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2017-10-01,26.29,26.29,26.29,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.32,26.32,26.32,0.0,0.0
2017-10-08,26.2,26.2,26.2,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2017-10-15,26.23,26.23,26.23,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.37,26.37,26.37,0.0,0.0
2017-10-22,26.68,26.68,26.68,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2017-10-29,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2017-11-05,25.91,25.91,25.91,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.88,25.88,25.88,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2017-11-12,25.5,25.5,25.5,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2017-11-19,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.15,26.15,26.15,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2017-11-26,27.0,27.0,27.0,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.23,26.23,26.23,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2017-12-03,27.06,27.06,27.06,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0
2017-12-10,26.59,26.59,26.59,0.0,0.0,27.0,27.0,27.0,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-12-17,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.59,27.59,27.59,0.0,0.0
2017-12-24,27.66,27.66,27.66,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2017-12-31,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.44,27.44,27.44,0.0,0.0,27.49,27.49,27.49,0.0,0.0
