Date,Direxion Daily Russia Bear 3X SharesEtf_Open_average,Direxion Daily Russia Bear 3X SharesEtf_Open_max,Direxion Daily Russia Bear 3X SharesEtf_Open_min,Direxion Daily Russia Bear 3X SharesEtf_Open_volatility,Direxion Daily Russia Bear 3X SharesEtf_Open_change,Direxion Daily Russia Bear 3X SharesEtf_High_average,Direxion Daily Russia Bear 3X SharesEtf_High_max,Direxion Daily Russia Bear 3X SharesEtf_High_min,Direxion Daily Russia Bear 3X SharesEtf_High_volatility,Direxion Daily Russia Bear 3X SharesEtf_High_change,Direxion Daily Russia Bear 3X SharesEtf_Low_average,Direxion Daily Russia Bear 3X SharesEtf_Low_max,Direxion Daily Russia Bear 3X SharesEtf_Low_min,Direxion Daily Russia Bear 3X SharesEtf_Low_volatility,Direxion Daily Russia Bear 3X SharesEtf_Low_change,Direxion Daily Russia Bear 3X SharesEtf_Close_average,Direxion Daily Russia Bear 3X SharesEtf_Close_max,Direxion Daily Russia Bear 3X SharesEtf_Close_min,Direxion Daily Russia Bear 3X SharesEtf_Close_volatility,Direxion Daily Russia Bear 3X SharesEtf_Close_change
2016-01-03,223.55,223.55,223.55,0.0,0.0,243.0,243.0,243.0,0.0,0.0,219.65,219.65,219.65,0.0,0.0,242.1,242.1,242.1,0.0,0.0
2016-01-10,285.25,285.25,285.25,0.0,0.0,297.35,297.35,297.35,0.0,0.0,281.2,281.2,281.2,0.0,0.0,290.8,290.8,290.8,0.0,0.0
2016-01-17,236.3,236.3,236.3,0.0,0.0,237.68,237.68,237.68,0.0,0.0,220.0,220.0,220.0,0.0,0.0,221.55,221.55,221.55,0.0,0.0
2016-01-24,176.4,176.4,176.4,0.0,0.0,180.29,180.29,180.29,0.0,0.0,168.0,168.0,168.0,0.0,0.0,168.0,168.0,168.0,0.0,0.0
2016-01-31,173.7,173.7,173.7,0.0,0.0,181.8,181.8,181.8,0.0,0.0,172.5,172.5,172.5,0.0,0.0,178.4,178.4,178.4,0.0,0.0
2016-02-07,199.5,199.5,199.5,0.0,0.0,204.3,204.3,204.3,0.0,0.0,189.35,189.35,189.35,0.0,0.0,190.95,190.95,190.95,0.0,0.0
2016-02-14,172.9,172.9,172.9,0.0,0.0,176.69,176.69,176.69,0.0,0.0,166.03,166.03,166.03,0.0,0.0,166.8,166.8,166.8,0.0,0.0
2016-02-21,148.0,148.0,148.0,0.0,0.0,164.5,164.5,164.5,0.0,0.0,146.8,146.8,146.8,0.0,0.0,161.25,161.25,161.25,0.0,0.0
2016-02-28,125.25,125.25,125.25,0.0,0.0,125.25,125.25,125.25,0.0,0.0,112.9,112.9,112.9,0.0,0.0,113.95,113.95,113.95,0.0,0.0
2016-03-06,107.25,107.25,107.25,0.0,0.0,107.25,107.25,107.25,0.0,0.0,104.2,104.2,104.2,0.0,0.0,106.15,106.15,106.15,0.0,0.0
2016-03-13,89.5,89.5,89.5,0.0,0.0,96.85,96.85,96.85,0.0,0.0,88.86,88.86,88.86,0.0,0.0,96.45,96.45,96.45,0.0,0.0
2016-03-20,106.05,106.05,106.05,0.0,0.0,107.0,107.0,107.0,0.0,0.0,97.6,97.6,97.6,0.0,0.0,98.8,98.8,98.8,0.0,0.0
2016-03-27,104.4,104.4,104.4,0.0,0.0,104.75,104.75,104.75,0.0,0.0,96.9,96.9,96.9,0.0,0.0,97.65,97.65,97.65,0.0,0.0
2016-04-03,95.7,95.7,95.7,0.0,0.0,95.75,95.75,95.75,0.0,0.0,93.5,93.5,93.5,0.0,0.0,93.9,93.9,93.9,0.0,0.0
2016-04-10,86.05,86.05,86.05,0.0,0.0,88.2,88.2,88.2,0.0,0.0,85.5,85.5,85.5,0.0,0.0,87.45,87.45,87.45,0.0,0.0
2016-04-17,76.35,76.35,76.35,0.0,0.0,79.2,79.2,79.2,0.0,0.0,74.75,74.75,74.75,0.0,0.0,77.4,77.4,77.4,0.0,0.0
2016-04-24,71.95,71.95,71.95,0.0,0.0,74.9,74.9,74.9,0.0,0.0,71.03,71.03,71.03,0.0,0.0,72.95,72.95,72.95,0.0,0.0
2016-05-01,85.6,85.6,85.6,0.0,0.0,85.6,85.6,85.6,0.0,0.0,82.15,82.15,82.15,0.0,0.0,83.95,83.95,83.95,0.0,0.0
2016-05-08,80.35,80.35,80.35,0.0,0.0,80.75,80.75,80.75,0.0,0.0,77.7,77.7,77.7,0.0,0.0,80.1,80.1,80.1,0.0,0.0
2016-05-15,85.05,85.05,85.05,0.0,0.0,86.35,86.35,86.35,0.0,0.0,83.3,83.3,83.3,0.0,0.0,84.6,84.6,84.6,0.0,0.0
2016-05-22,78.7,78.7,78.7,0.0,0.0,78.75,78.75,78.75,0.0,0.0,76.05,76.05,76.05,0.0,0.0,77.4,77.4,77.4,0.0,0.0
2016-05-29,82.15,82.15,82.15,0.0,0.0,83.15,83.15,83.15,0.0,0.0,77.55,77.55,77.55,0.0,0.0,78.75,78.75,78.75,0.0,0.0
2016-06-05,72.8,72.8,72.8,0.0,0.0,76.3,76.3,76.3,0.0,0.0,72.8,72.8,72.8,0.0,0.0,76.1,76.1,76.1,0.0,0.0
2016-06-12,77.05,77.05,77.05,0.0,0.0,78.95,78.95,78.95,0.0,0.0,75.5,75.5,75.5,0.0,0.0,76.5,76.5,76.5,0.0,0.0
2016-06-19,76.85,76.85,76.85,0.0,0.0,78.55,78.55,78.55,0.0,0.0,74.05,74.05,74.05,0.0,0.0,78.45,78.45,78.45,0.0,0.0
2016-06-26,68.05,68.05,68.05,0.0,0.0,68.1,68.1,68.1,0.0,0.0,65.7,65.7,65.7,0.0,0.0,66.2,66.2,66.2,0.0,0.0
2016-07-03,67.7,67.7,67.7,0.0,0.0,68.6,68.6,68.6,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.6,65.6,65.6,0.0,0.0
2016-07-10,58.2,58.2,58.2,0.0,0.0,59.75,59.75,59.75,0.0,0.0,57.85,57.85,57.85,0.0,0.0,58.25,58.25,58.25,0.0,0.0
2016-07-17,60.6,60.6,60.6,0.0,0.0,61.45,61.45,61.45,0.0,0.0,60.0,60.0,60.0,0.0,0.0,60.35,60.35,60.35,0.0,0.0
2016-07-24,62.35,62.35,62.35,0.0,0.0,63.64,63.64,63.64,0.0,0.0,60.2,60.2,60.2,0.0,0.0,60.6,60.6,60.6,0.0,0.0
2016-07-31,59.45,59.45,59.45,0.0,0.0,59.85,59.85,59.85,0.0,0.0,58.25,58.25,58.25,0.0,0.0,58.35,58.35,58.35,0.0,0.0
2016-08-07,55.0,55.0,55.0,0.0,0.0,56.05,56.05,56.05,0.0,0.0,54.65,54.65,54.65,0.0,0.0,55.15,55.15,55.15,0.0,0.0
2016-08-14,53.2,53.2,53.2,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2016-08-21,55.2,55.2,55.2,0.0,0.0,56.9,56.9,56.9,0.0,0.0,52.8,52.8,52.8,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2016-08-28,55.1,55.1,55.1,0.0,0.0,55.35,55.35,55.35,0.0,0.0,53.95,53.95,53.95,0.0,0.0,54.6,54.6,54.6,0.0,0.0
2016-09-04,51.55,51.55,51.55,0.0,0.0,53.6,53.6,53.6,0.0,0.0,51.4,51.4,51.4,0.0,0.0,53.5,53.5,53.5,0.0,0.0
2016-09-11,55.85,55.85,55.85,0.0,0.0,57.35,57.35,57.35,0.0,0.0,55.8,55.8,55.8,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2016-09-18,51.1,51.1,51.1,0.0,0.0,52.8,52.8,52.8,0.0,0.0,50.65,50.65,50.65,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2016-09-25,51.0,51.0,51.0,0.0,0.0,51.8,51.8,51.8,0.0,0.0,50.45,50.45,50.45,0.0,0.0,51.0,51.0,51.0,0.0,0.0
2016-10-02,49.2,49.2,49.2,0.0,0.0,51.25,51.25,51.25,0.0,0.0,49.2,49.2,49.2,0.0,0.0,50.6,50.6,50.6,0.0,0.0
2016-10-09,52.4,52.4,52.4,0.0,0.0,53.6,53.6,53.6,0.0,0.0,52.0,52.0,52.0,0.0,0.0,53.05,53.05,53.05,0.0,0.0
2016-10-16,52.6,52.6,52.6,0.0,0.0,52.65,52.65,52.65,0.0,0.0,51.7,51.7,51.7,0.0,0.0,51.85,51.85,51.85,0.0,0.0
2016-10-23,52.4,52.4,52.4,0.0,0.0,53.95,53.95,53.95,0.0,0.0,51.8,51.8,51.8,0.0,0.0,53.55,53.55,53.55,0.0,0.0
2016-10-30,58.5,58.5,58.5,0.0,0.0,59.27,59.27,59.27,0.0,0.0,57.2,57.2,57.2,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2016-11-06,52.65,52.65,52.65,0.0,0.0,55.3,55.3,55.3,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.85,52.85,52.85,0.0,0.0
2016-11-13,49.75,49.75,49.75,0.0,0.0,49.84,49.84,49.84,0.0,0.0,48.52,48.52,48.52,0.0,0.0,49.05,49.05,49.05,0.0,0.0
2016-11-20,45.45,45.45,45.45,0.0,0.0,46.0,46.0,46.0,0.0,0.0,45.05,45.05,45.05,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2016-11-27,41.85,41.85,41.85,0.0,0.0,41.85,41.85,41.85,0.0,0.0,40.7,40.7,40.7,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2016-12-04,35.15,35.15,35.15,0.0,0.0,35.45,35.45,35.45,0.0,0.0,34.23,34.23,34.23,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2016-12-11,32.55,32.55,32.55,0.0,0.0,34.1,34.1,34.1,0.0,0.0,31.99,31.99,31.99,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2016-12-18,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,33.9,33.9,33.9,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2016-12-25,31.2,31.2,31.2,0.0,0.0,31.25,31.25,31.25,0.0,0.0,30.65,30.65,30.65,0.0,0.0,31.1,31.1,31.1,0.0,0.0
2017-01-01,29.55,29.55,29.55,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2017-01-08,30.2,30.2,30.2,0.0,0.0,30.2,30.2,30.2,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2017-01-15,31.35,31.35,31.35,0.0,0.0,31.95,31.95,31.95,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2017-01-22,27.25,27.25,27.25,0.0,0.0,27.75,27.75,27.75,0.0,0.0,26.8,26.8,26.8,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2017-01-29,28.05,28.05,28.05,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.8,27.8,27.8,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2017-02-05,29.2,29.2,29.2,0.0,0.0,29.3,29.3,29.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2017-02-12,30.0,30.0,30.0,0.0,0.0,30.84,30.84,30.84,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2017-02-19,31.8,31.8,31.8,0.0,0.0,32.58,32.58,32.58,0.0,0.0,31.8,31.8,31.8,0.0,0.0,32.42,32.42,32.42,0.0,0.0
2017-02-26,34.35,34.35,34.35,0.0,0.0,34.38,34.38,34.38,0.0,0.0,32.75,32.75,32.75,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2017-03-05,38.0,38.0,38.0,0.0,0.0,38.85,38.85,38.85,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.4,38.4,38.4,0.0,0.0
2017-03-12,31.8,31.8,31.8,0.0,0.0,32.65,32.65,32.65,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2017-03-19,30.65,30.65,30.65,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2017-03-26,31.35,31.35,31.35,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2017-04-02,31.25,31.25,31.25,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2017-04-09,34.3,34.3,34.3,0.0,0.0,34.4,34.4,34.4,0.0,0.0,33.45,33.45,33.45,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2017-04-16,33.45,33.45,33.45,0.0,0.0,34.4,34.4,34.4,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2017-04-23,30.3,30.3,30.3,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2017-04-30,34.0,34.0,34.0,0.0,0.0,34.21,34.21,34.21,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2017-05-07,31.71,31.71,31.71,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2017-05-14,32.02,32.02,32.02,0.0,0.0,32.57,32.57,32.57,0.0,0.0,31.6,31.6,31.6,0.0,0.0,32.39,32.39,32.39,0.0,0.0
2017-05-21,32.52,32.52,32.52,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2017-05-28,35.39,35.39,35.39,0.0,0.0,35.91,35.91,35.91,0.0,0.0,34.88,34.88,34.88,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2017-06-04,36.05,36.05,36.05,0.0,0.0,36.94,36.94,36.94,0.0,0.0,35.66,35.66,35.66,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2017-06-11,39.2,39.2,39.2,0.0,0.0,40.8,40.8,40.8,0.0,0.0,39.06,39.06,39.06,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2017-06-18,40.07,40.07,40.07,0.0,0.0,40.58,40.58,40.58,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.36,39.36,39.36,0.0,0.0
2017-06-25,37.51,37.51,37.51,0.0,0.0,38.36,38.36,38.36,0.0,0.0,36.62,36.62,36.62,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2017-07-02,37.47,37.47,37.47,0.0,0.0,38.5,38.5,38.5,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.76,37.76,37.76,0.0,0.0
2017-07-09,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2017-07-16,31.31,31.31,31.31,0.0,0.0,32.48,32.48,32.48,0.0,0.0,31.31,31.31,31.31,0.0,0.0,32.37,32.37,32.37,0.0,0.0
2017-07-23,33.09,33.09,33.09,0.0,0.0,33.21,33.21,33.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.4,32.4,32.4,0.0,0.0
2017-07-30,32.17,32.17,32.17,0.0,0.0,32.54,32.54,32.54,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.87,31.87,31.87,0.0,0.0
2017-08-06,32.5,32.5,32.5,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.46,32.46,32.46,0.0,0.0
2017-08-13,32.23,32.23,32.23,0.0,0.0,32.64,32.64,32.64,0.0,0.0,30.94,30.94,30.94,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2017-08-20,29.75,29.75,29.75,0.0,0.0,29.83,29.83,29.83,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2017-08-27,26.15,26.15,26.15,0.0,0.0,26.46,26.46,26.46,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2017-09-03,24.46,24.46,24.46,0.0,0.0,25.4,25.4,25.4,0.0,0.0,24.46,24.46,24.46,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2017-09-10,24.39,24.39,24.39,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.23,24.23,24.23,0.0,0.0
2017-09-17,24.49,24.49,24.49,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2017-09-24,23.34,23.34,23.34,0.0,0.0,23.37,23.37,23.37,0.0,0.0,22.94,22.94,22.94,0.0,0.0,23.1,23.1,23.1,0.0,0.0
2017-10-01,22.98,22.98,22.98,0.0,0.0,23.55,23.55,23.55,0.0,0.0,22.98,22.98,22.98,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2017-10-08,22.21,22.21,22.21,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2017-10-15,23.44,23.44,23.44,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2017-10-22,24.91,24.91,24.91,0.0,0.0,25.13,25.13,25.13,0.0,0.0,23.87,23.87,23.87,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2017-10-29,23.98,23.98,23.98,0.0,0.0,24.91,24.91,24.91,0.0,0.0,23.98,23.98,23.98,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2017-11-05,22.62,22.62,22.62,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2017-11-12,24.42,24.42,24.42,0.0,0.0,24.43,24.43,24.43,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.86,23.86,23.86,0.0,0.0
2017-11-19,21.95,21.95,21.95,0.0,0.0,22.21,22.21,22.21,0.0,0.0,21.92,21.92,21.92,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2017-11-26,24.16,24.16,24.16,0.0,0.0,25.95,25.95,25.95,0.0,0.0,24.14,24.14,24.14,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2017-12-03,24.8,24.8,24.8,0.0,0.0,25.37,25.37,25.37,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2017-12-10,23.25,23.25,23.25,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2017-12-17,23.88,23.88,23.88,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2017-12-24,22.9,22.9,22.9,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.5,22.5,22.5,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2017-12-31,19.03,19.03,19.03,0.0,0.0,19.03,19.03,19.03,0.0,0.0,18.64,18.64,18.64,0.0,0.0,18.73,18.73,18.73,0.0,0.0
