Date,HWBKStock_Open_average,HWBKStock_Open_max,HWBKStock_Open_min,HWBKStock_Open_volatility,HWBKStock_Open_change,HWBKStock_High_average,HWBKStock_High_max,HWBKStock_High_min,HWBKStock_High_volatility,HWBKStock_High_change,HWBKStock_Low_average,HWBKStock_Low_max,HWBKStock_Low_min,HWBKStock_Low_volatility,HWBKStock_Low_change,HWBKStock_Close_average,HWBKStock_Close_max,HWBKStock_Close_min,HWBKStock_Close_volatility,HWBKStock_Close_change,HWBKStock_Volume_average,HWBKStock_Volume_max,HWBKStock_Volume_min,HWBKStock_Volume_volatility,HWBKStock_Volume_change
2016-01-03,14.212,14.34,14.13,0.20999999999999908,0.08999999999999986,14.416,14.55,14.22,0.33000000000000007,-0.33000000000000007,14.182,14.24,14.13,0.10999999999999943,0.08999999999999986,14.36,14.51,14.2,0.3100000000000005,-0.28999999999999915,2309,6012,309,5703,-2785
2016-01-10,13.992,14.44,13.73,0.7099999999999991,-0.23000000000000043,14.132,14.45,13.9,0.5499999999999989,0.3100000000000005,13.834,13.96,13.73,0.23000000000000043,-0.23000000000000043,13.9,14.02,13.86,0.16000000000000014,-0.1399999999999988,4903,17896,1141,16755,500
2016-01-17,13.73,13.86,13.65,0.20999999999999908,0.17999999999999972,13.73,13.86,13.65,0.20999999999999908,0.17999999999999972,13.72,13.82,13.65,0.16999999999999993,0.14000000000000057,13.72,13.82,13.65,0.16999999999999993,0.14000000000000057,1350,2352,116,2236,2169
2016-01-24,13.724,14.15,13.58,0.5700000000000003,0.5,13.954,14.61,13.58,1.0299999999999994,0.9599999999999991,13.704,14.13,13.55,0.5800000000000001,0.5300000000000011,13.824,14.24,13.55,0.6899999999999995,0.5300000000000011,3915,15084,487,14597,1101
2016-01-31,14.156,14.33,14.1,0.23000000000000043,-0.019999999999999574,14.164,14.33,14.1,0.23000000000000043,-0.0600000000000005,14.1,14.1,14.1,0.0,0.0,14.116,14.16,14.1,0.0600000000000005,-0.0600000000000005,1157,1902,341,1561,-823
2016-02-07,14.122,15.74,13.55,2.1899999999999995,0.3200000000000003,14.292,15.76,13.55,2.209999999999999,0.3800000000000008,13.886000000000001,14.67,13.55,1.1199999999999992,0.3699999999999992,13.962,14.67,13.55,1.1199999999999992,0.3800000000000008,5981,27724,56,27668,-73
2016-02-14,14.28,15.0,13.79,1.2100000000000009,0.26000000000000156,14.353333333333333,15.2,13.81,1.3899999999999988,0.2400000000000002,14.063333333333334,15.0,13.55,1.4499999999999993,0.08999999999999986,14.15,15.0,13.64,1.3599999999999994,-0.16999999999999993,846,1548,107,1441,-665
2016-02-21,13.716,13.82,13.55,0.2699999999999996,-0.1899999999999995,13.886,14.04,13.82,0.21999999999999886,-0.16999999999999993,13.632,13.74,13.55,0.1899999999999995,-0.1899999999999995,13.834,13.96,13.64,0.3200000000000003,-0.09000000000000163,2019,6210,248,5962,-139
2016-02-28,13.798,14.65,13.41,1.2400000000000002,-0.4599999999999991,13.95,14.98,13.42,1.5600000000000005,-0.22999999999999865,13.578,14.52,12.9,1.6199999999999992,-0.23000000000000043,13.81,14.75,13.42,1.33,-0.009999999999999787,2169,5597,145,5452,-4271
2016-03-06,13.362,14.05,13.04,1.0100000000000016,0.3500000000000014,13.436,14.05,13.11,0.9400000000000013,-0.019999999999999574,13.23,14.05,12.94,1.1100000000000012,0.3200000000000003,13.322000000000001,14.05,12.96,1.0899999999999999,-0.02000000000000135,1733,3285,95,3190,-1955
