Date,Global X Southeast Asia_etf_Open_average,Global X Southeast Asia_etf_Open_max,Global X Southeast Asia_etf_Open_min,Global X Southeast Asia_etf_Open_volatility,Global X Southeast Asia_etf_Open_change,Global X Southeast Asia_etf_High_average,Global X Southeast Asia_etf_High_max,Global X Southeast Asia_etf_High_min,Global X Southeast Asia_etf_High_volatility,Global X Southeast Asia_etf_High_change,Global X Southeast Asia_etf_Low_average,Global X Southeast Asia_etf_Low_max,Global X Southeast Asia_etf_Low_min,Global X Southeast Asia_etf_Low_volatility,Global X Southeast Asia_etf_Low_change,Global X Southeast Asia_etf_Close_average,Global X Southeast Asia_etf_Close_max,Global X Southeast Asia_etf_Close_min,Global X Southeast Asia_etf_Close_volatility,Global X Southeast Asia_etf_Close_change
2016-01-03,11.67,11.67,11.67,0.0,0.0,11.67,11.67,11.67,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2016-01-10,11.2,11.2,11.2,0.0,0.0,11.2,11.2,11.2,0.0,0.0,11.06,11.06,11.06,0.0,0.0,11.08,11.08,11.08,0.0,0.0
2016-01-17,11.46,11.46,11.46,0.0,0.0,11.55,11.55,11.55,0.0,0.0,11.46,11.46,11.46,0.0,0.0,11.49,11.49,11.49,0.0,0.0
2016-01-24,11.97,11.97,11.97,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.96,11.96,11.96,0.0,0.0,12.0,12.0,12.0,0.0,0.0
2016-01-31,12.09,12.09,12.09,0.0,0.0,12.09,12.09,12.09,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2016-02-07,11.95,11.95,11.95,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.94,11.94,11.94,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2016-02-14,12.27,12.27,12.27,0.0,0.0,12.27,12.27,12.27,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.16,12.16,12.16,0.0,0.0
2016-02-21,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2016-02-28,13.06,13.06,13.06,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2016-03-06,13.07,13.07,13.07,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2016-03-13,13.51,13.51,13.51,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.54,13.54,13.54,0.0,0.0
2016-03-20,13.13,13.13,13.13,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.18,13.18,13.18,0.0,0.0
2016-03-27,13.33,13.33,13.33,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.52,13.52,13.52,0.0,0.0
2016-04-03,13.48,13.48,13.48,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2016-04-10,13.48,13.48,13.48,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.56,13.56,13.56,0.0,0.0
2016-04-17,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.68,13.68,13.68,0.0,0.0
2016-04-24,13.26,13.26,13.26,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.21,13.21,13.21,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2016-05-01,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0,12.85,12.85,12.85,0.0,0.0,12.85,12.85,12.85,0.0,0.0
2016-05-08,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.78,12.78,12.78,0.0,0.0
2016-05-15,12.76,12.76,12.76,0.0,0.0,12.77,12.77,12.77,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2016-05-22,12.85,12.85,12.85,0.0,0.0,12.92,12.92,12.92,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.83,12.83,12.83,0.0,0.0
2016-05-29,13.04,13.04,13.04,0.0,0.0,13.16,13.16,13.16,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.05,13.05,13.05,0.0,0.0
2016-06-05,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2016-06-12,12.99,12.99,12.99,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.94,12.94,12.94,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2016-06-19,12.83,12.83,12.83,0.0,0.0,13.19,13.19,13.19,0.0,0.0,12.83,12.83,12.83,0.0,0.0,12.94,12.94,12.94,0.0,0.0
2016-06-26,13.69,13.69,13.69,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.69,13.69,13.69,0.0,0.0
2016-07-03,13.68,13.68,13.68,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2016-07-10,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.98,13.98,13.98,0.0,0.0
2016-07-17,13.88,13.88,13.88,0.0,0.0,13.95,13.95,13.95,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.95,13.95,13.95,0.0,0.0
2016-07-24,13.96,13.96,13.96,0.0,0.0,14.06,14.06,14.06,0.0,0.0,13.96,13.96,13.96,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2016-07-31,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0
2016-08-07,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.2,14.2,14.2,0.0,0.0
2016-08-14,14.24,14.24,14.24,0.0,0.0,14.25,14.25,14.25,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2016-08-21,14.35,14.35,14.35,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.35,14.35,14.35,0.0,0.0
2016-08-28,14.1,14.1,14.1,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.02,14.02,14.02,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2016-09-04,13.93,13.93,13.93,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2016-09-11,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0,13.81,13.81,13.81,0.0,0.0
2016-09-18,14.13,14.13,14.13,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2016-09-25,14.05,14.05,14.05,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.04,14.04,14.04,0.0,0.0,14.04,14.04,14.04,0.0,0.0
2016-10-02,13.87,13.87,13.87,0.0,0.0,13.91,13.91,13.91,0.0,0.0,13.87,13.87,13.87,0.0,0.0,13.91,13.91,13.91,0.0,0.0
2016-10-09,13.56,13.56,13.56,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.56,13.56,13.56,0.0,0.0
2016-10-16,13.81,13.81,13.81,0.0,0.0,13.84,13.84,13.84,0.0,0.0,13.74,13.74,13.74,0.0,0.0,13.84,13.84,13.84,0.0,0.0
2016-10-23,13.57,13.57,13.57,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.57,13.57,13.57,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2016-10-30,13.41,13.41,13.41,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2016-11-06,12.98,12.98,12.98,0.0,0.0,12.98,12.98,12.98,0.0,0.0,12.67,12.67,12.67,0.0,0.0,12.71,12.71,12.71,0.0,0.0
2016-11-13,12.99,12.99,12.99,0.0,0.0,12.99,12.99,12.99,0.0,0.0,12.97,12.97,12.97,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2016-11-20,12.89,12.89,12.89,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2016-11-27,13.12,13.12,13.12,0.0,0.0,13.26,13.26,13.26,0.0,0.0,13.12,13.12,13.12,0.0,0.0,13.14,13.14,13.14,0.0,0.0
2016-12-04,13.41,13.41,13.41,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2016-12-11,13.07,13.07,13.07,0.0,0.0,13.08,13.08,13.08,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2016-12-18,12.88,12.88,12.88,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.88,12.88,12.88,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2016-12-25,12.79,12.79,12.79,0.0,0.0,12.84,12.84,12.84,0.0,0.0,12.76,12.76,12.76,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2017-01-01,13.2,13.2,13.2,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.2,13.2,13.2,0.0,0.0
2017-01-08,13.25,13.25,13.25,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.29,13.29,13.29,0.0,0.0
2017-01-15,13.27,13.27,13.27,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2017-01-22,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0
2017-01-29,13.59,13.59,13.59,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2017-02-05,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2017-02-12,13.55,13.55,13.55,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.54,13.54,13.54,0.0,0.0
2017-02-19,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.58,13.58,13.58,0.0,0.0
2017-02-26,13.56,13.56,13.56,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.62,13.62,13.62,0.0,0.0
2017-03-05,13.62,13.62,13.62,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2017-03-12,14.0,14.0,14.0,0.0,0.0,14.0,14.0,14.0,0.0,0.0,13.96,13.96,13.96,0.0,0.0,13.96,13.96,13.96,0.0,0.0
2017-03-19,14.04,14.04,14.04,0.0,0.0,14.06,14.06,14.06,0.0,0.0,14.03,14.03,14.03,0.0,0.0,14.06,14.06,14.06,0.0,0.0
2017-03-26,14.15,14.15,14.15,0.0,0.0,14.16,14.16,14.16,0.0,0.0,14.08,14.08,14.08,0.0,0.0,14.14,14.14,14.14,0.0,0.0
