Date,iShares Core MSCI EuropeEtf_Open_average,iShares Core MSCI EuropeEtf_Open_max,iShares Core MSCI EuropeEtf_Open_min,iShares Core MSCI EuropeEtf_Open_volatility,iShares Core MSCI EuropeEtf_Open_change,iShares Core MSCI EuropeEtf_High_average,iShares Core MSCI EuropeEtf_High_max,iShares Core MSCI EuropeEtf_High_min,iShares Core MSCI EuropeEtf_High_volatility,iShares Core MSCI EuropeEtf_High_change,iShares Core MSCI EuropeEtf_Low_average,iShares Core MSCI EuropeEtf_Low_max,iShares Core MSCI EuropeEtf_Low_min,iShares Core MSCI EuropeEtf_Low_volatility,iShares Core MSCI EuropeEtf_Low_change,iShares Core MSCI EuropeEtf_Close_average,iShares Core MSCI EuropeEtf_Close_max,iShares Core MSCI EuropeEtf_Close_min,iShares Core MSCI EuropeEtf_Close_volatility,iShares Core MSCI EuropeEtf_Close_change
2016-05-08,41.1,41.1,41.1,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.81,40.81,40.81,0.0,0.0,40.92,40.92,40.92,0.0,0.0
2016-05-15,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.2,41.2,41.2,0.0,0.0,41.33,41.33,41.33,0.0,0.0
2016-05-22,42.42,42.42,42.42,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.48,42.48,42.48,0.0,0.0
2016-05-29,42.35,42.35,42.35,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.14,42.14,42.14,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2016-06-05,41.35,41.35,41.35,0.0,0.0,41.45,41.45,41.45,0.0,0.0,40.84,40.84,40.84,0.0,0.0,40.99,40.99,40.99,0.0,0.0
2016-06-12,40.2,40.2,40.2,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.07,40.07,40.07,0.0,0.0,40.6,40.6,40.6,0.0,0.0
2016-06-19,37.93,37.93,37.93,0.0,0.0,39.05,39.05,39.05,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2016-06-26,39.64,39.64,39.64,0.0,0.0,39.71,39.71,39.71,0.0,0.0,39.5,39.5,39.5,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2016-07-03,38.6,38.6,38.6,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.68,38.68,38.68,0.0,0.0
2016-07-10,40.04,40.04,40.04,0.0,0.0,40.09,40.09,40.09,0.0,0.0,39.95,39.95,39.95,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2016-07-17,40.1,40.1,40.1,0.0,0.0,40.1,40.1,40.1,0.0,0.0,39.93,39.93,39.93,0.0,0.0,39.99,39.99,39.99,0.0,0.0
2016-07-24,40.67,40.67,40.67,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.58,40.58,40.58,0.0,0.0,40.82,40.82,40.82,0.0,0.0
2016-07-31,40.24,40.24,40.24,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.46,40.46,40.46,0.0,0.0
2016-08-07,41.43,41.43,41.43,0.0,0.0,41.51,41.51,41.51,0.0,0.0,41.26,41.26,41.26,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2016-08-14,41.22,41.22,41.22,0.0,0.0,41.38,41.38,41.38,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.34,41.34,41.34,0.0,0.0
2016-08-21,41.38,41.38,41.38,0.0,0.0,41.83,41.83,41.83,0.0,0.0,40.86,40.86,40.86,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2016-08-28,41.79,41.79,41.79,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.72,41.72,41.72,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2016-09-04,41.73,41.73,41.73,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.24,41.24,41.24,0.0,0.0
2016-09-11,40.56,40.56,40.56,0.0,0.0,40.56,40.56,40.56,0.0,0.0,40.38,40.38,40.38,0.0,0.0,40.5,40.5,40.5,0.0,0.0
2016-09-18,41.43,41.43,41.43,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.46,41.46,41.46,0.0,0.0
2016-09-25,41.07,41.07,41.07,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2016-10-02,41.01,41.01,41.01,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.54,40.54,40.54,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2016-10-09,40.35,40.35,40.35,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.17,40.17,40.17,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2016-10-16,40.31,40.31,40.31,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.45,40.45,40.45,0.0,0.0
2016-10-23,40.0,40.0,40.0,0.0,0.0,40.2,40.2,40.2,0.0,0.0,39.98,39.98,39.98,0.0,0.0,40.05,40.05,40.05,0.0,0.0
2016-10-30,39.32,39.32,39.32,0.0,0.0,39.51,39.51,39.51,0.0,0.0,39.22,39.22,39.22,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2016-11-06,39.56,39.56,39.56,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.32,39.32,39.32,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2016-11-13,38.84,38.84,38.84,0.0,0.0,38.97,38.97,38.97,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.83,38.83,38.83,0.0,0.0
2016-11-20,39.23,39.23,39.23,0.0,0.0,39.24,39.24,39.24,0.0,0.0,39.12,39.12,39.12,0.0,0.0,39.18,39.18,39.18,0.0,0.0
2016-11-27,38.94,38.94,38.94,0.0,0.0,39.29,39.29,39.29,0.0,0.0,38.94,38.94,38.94,0.0,0.0,39.22,39.22,39.22,0.0,0.0
2016-12-04,40.45,40.45,40.45,0.0,0.0,40.67,40.67,40.67,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2016-12-11,40.45,40.45,40.45,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.43,40.43,40.43,0.0,0.0,40.57,40.57,40.57,0.0,0.0
2016-12-18,40.29,40.29,40.29,0.0,0.0,40.45,40.45,40.45,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.36,40.36,40.36,0.0,0.0
2016-12-25,40.91,40.91,40.91,0.0,0.0,40.95,40.95,40.95,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.69,40.69,40.69,0.0,0.0
2017-01-01,41.35,41.35,41.35,0.0,0.0,41.45,41.45,41.45,0.0,0.0,41.17,41.17,41.17,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2017-01-08,41.64,41.64,41.64,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2017-01-15,41.51,41.51,41.51,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.62,41.62,41.62,0.0,0.0
2017-01-22,42.09,42.09,42.09,0.0,0.0,42.11,42.11,42.11,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2017-01-29,42.16,42.16,42.16,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.05,42.05,42.05,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2017-02-05,41.86,41.86,41.86,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.84,41.84,41.84,0.0,0.0,42.04,42.04,42.04,0.0,0.0
2017-02-12,42.23,42.23,42.23,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2017-02-19,42.02,42.02,42.02,0.0,0.0,42.17,42.17,42.17,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2017-02-26,42.57,42.57,42.57,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.48,42.48,42.48,0.0,0.0,42.8,42.8,42.8,0.0,0.0
2017-03-05,42.75,42.75,42.75,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.88,42.88,42.88,0.0,0.0
2017-03-12,43.78,43.78,43.78,0.0,0.0,43.87,43.87,43.87,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2017-03-19,43.73,43.73,43.73,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.87,43.87,43.87,0.0,0.0
2017-03-26,43.88,43.88,43.88,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.97,43.97,43.97,0.0,0.0
2017-04-02,43.59,43.59,43.59,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.65,43.65,43.65,0.0,0.0
2017-04-09,43.71,43.71,43.71,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2017-04-16,43.84,43.84,43.84,0.0,0.0,43.89,43.89,43.89,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.89,43.89,43.89,0.0,0.0
2017-04-23,45.82,45.82,45.82,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2017-04-30,46.79,46.79,46.79,0.0,0.0,47.3,47.3,47.3,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2017-05-07,46.86,46.86,46.86,0.0,0.0,47.12,47.12,47.12,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.12,47.12,47.12,0.0,0.0
2017-05-14,47.63,47.63,47.63,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2017-05-21,47.73,47.73,47.73,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2017-05-28,48.4,48.4,48.4,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.28,48.28,48.28,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2017-06-04,47.66,47.66,47.66,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.49,47.49,47.49,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2017-06-11,47.4,47.4,47.4,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2017-06-18,46.6,46.6,46.6,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.74,46.74,46.74,0.0,0.0
2017-06-25,46.86,46.86,46.86,0.0,0.0,46.98,46.98,46.98,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2017-07-02,46.59,46.59,46.59,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.5,46.5,46.5,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2017-07-09,47.63,47.63,47.63,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2017-07-16,47.87,47.87,47.87,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2017-07-23,47.91,47.91,47.91,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.82,47.82,47.82,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2017-07-30,48.68,48.68,48.68,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2017-08-06,47.46,47.46,47.46,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.5,47.5,47.5,0.0,0.0
2017-08-13,47.5,47.5,47.5,0.0,0.0,47.63,47.63,47.63,0.0,0.0,47.39,47.39,47.39,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2017-08-20,47.94,47.94,47.94,0.0,0.0,48.21,48.21,48.21,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2017-08-27,48.39,48.39,48.39,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2017-09-03,48.86,48.86,48.86,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2017-09-10,49.25,49.25,49.25,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2017-09-17,49.56,49.56,49.56,0.0,0.0,49.65,49.65,49.65,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2017-09-24,49.47,49.47,49.47,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.68,49.68,49.68,0.0,0.0
2017-10-01,49.38,49.38,49.38,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.34,49.34,49.34,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2017-10-08,50.29,50.29,50.29,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.16,50.16,50.16,0.0,0.0
2017-10-15,49.85,49.85,49.85,0.0,0.0,49.87,49.87,49.87,0.0,0.0,49.73,49.73,49.73,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2017-10-22,49.36,49.36,49.36,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.45,49.45,49.45,0.0,0.0
2017-10-29,49.99,49.99,49.99,0.0,0.0,49.99,49.99,49.99,0.0,0.0,49.76,49.76,49.76,0.0,0.0,49.91,49.91,49.91,0.0,0.0
2017-11-05,49.27,49.27,49.27,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.15,49.15,49.15,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2017-11-12,49.12,49.12,49.12,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.03,49.03,49.03,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2017-11-19,50.13,50.13,50.13,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2017-11-26,49.82,49.82,49.82,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.54,49.54,49.54,0.0,0.0,49.83,49.83,49.83,0.0,0.0
2017-12-03,49.85,49.85,49.85,0.0,0.0,49.92,49.92,49.92,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2017-12-10,49.65,49.65,49.65,0.0,0.0,49.79,49.79,49.79,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.67,49.67,49.67,0.0,0.0
2017-12-17,49.76,49.76,49.76,0.0,0.0,49.89,49.89,49.89,0.0,0.0,49.72,49.72,49.72,0.0,0.0,49.89,49.89,49.89,0.0,0.0
2017-12-24,50.41,50.41,50.41,0.0,0.0,50.42,50.42,50.42,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2017-12-31,51.52,51.52,51.52,0.0,0.0,51.68,51.68,51.68,0.0,0.0,51.43,51.43,51.43,0.0,0.0,51.66,51.66,51.66,0.0,0.0
