Date,Victory CEMP International Volatility WeightedEtf_Open_average,Victory CEMP International Volatility WeightedEtf_Open_max,Victory CEMP International Volatility WeightedEtf_Open_min,Victory CEMP International Volatility WeightedEtf_Open_volatility,Victory CEMP International Volatility WeightedEtf_Open_change,Victory CEMP International Volatility WeightedEtf_High_average,Victory CEMP International Volatility WeightedEtf_High_max,Victory CEMP International Volatility WeightedEtf_High_min,Victory CEMP International Volatility WeightedEtf_High_volatility,Victory CEMP International Volatility WeightedEtf_High_change,Victory CEMP International Volatility WeightedEtf_Low_average,Victory CEMP International Volatility WeightedEtf_Low_max,Victory CEMP International Volatility WeightedEtf_Low_min,Victory CEMP International Volatility WeightedEtf_Low_volatility,Victory CEMP International Volatility WeightedEtf_Low_change,Victory CEMP International Volatility WeightedEtf_Close_average,Victory CEMP International Volatility WeightedEtf_Close_max,Victory CEMP International Volatility WeightedEtf_Close_min,Victory CEMP International Volatility WeightedEtf_Close_volatility,Victory CEMP International Volatility WeightedEtf_Close_change
2016-01-03,31.65,31.65,31.65,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2016-01-10,30.4,30.4,30.4,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.4,30.4,30.4,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2016-01-17,30.02,30.02,30.02,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.02,30.02,30.02,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2016-01-24,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2016-01-31,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2016-02-07,29.63,29.63,29.63,0.0,0.0,29.66,29.66,29.66,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2016-02-14,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2016-02-21,31.13,31.13,31.13,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.07,31.07,31.07,0.0,0.0,31.07,31.07,31.07,0.0,0.0
2016-02-28,31.7,31.7,31.7,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2016-03-06,31.99,31.99,31.99,0.0,0.0,31.99,31.99,31.99,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2016-03-13,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2016-03-20,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0,32.87,32.87,32.87,0.0,0.0
2016-03-27,33.08,33.08,33.08,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2016-04-03,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2016-04-10,33.89,33.89,33.89,0.0,0.0,33.89,33.89,33.89,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.82,33.82,33.82,0.0,0.0
2016-04-17,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2016-04-24,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2016-05-01,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.23,33.23,33.23,0.0,0.0
