Date,SPDR S&P 500 Value_etf_Open_average,SPDR S&P 500 Value_etf_Open_max,SPDR S&P 500 Value_etf_Open_min,SPDR S&P 500 Value_etf_Open_volatility,SPDR S&P 500 Value_etf_Open_change,SPDR S&P 500 Value_etf_High_average,SPDR S&P 500 Value_etf_High_max,SPDR S&P 500 Value_etf_High_min,SPDR S&P 500 Value_etf_High_volatility,SPDR S&P 500 Value_etf_High_change,SPDR S&P 500 Value_etf_Low_average,SPDR S&P 500 Value_etf_Low_max,SPDR S&P 500 Value_etf_Low_min,SPDR S&P 500 Value_etf_Low_volatility,SPDR S&P 500 Value_etf_Low_change,SPDR S&P 500 Value_etf_Close_average,SPDR S&P 500 Value_etf_Close_max,SPDR S&P 500 Value_etf_Close_min,SPDR S&P 500 Value_etf_Close_volatility,SPDR S&P 500 Value_etf_Close_change
2016-01-03,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2016-01-10,22.03,22.03,22.03,0.0,0.0,22.16,22.16,22.16,0.0,0.0,21.83,21.83,21.83,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2016-01-17,22.25,22.25,22.25,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2016-01-24,22.34,22.34,22.34,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2016-01-31,22.54,22.54,22.54,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2016-02-07,21.86,21.86,21.86,0.0,0.0,22.16,22.16,22.16,0.0,0.0,21.86,21.86,21.86,0.0,0.0,22.16,22.16,22.16,0.0,0.0
2016-02-14,22.65,22.65,22.65,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2016-02-21,23.19,23.19,23.19,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2016-02-28,23.81,23.81,23.81,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2016-03-06,24.01,24.01,24.01,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2016-03-13,24.38,24.38,24.38,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2016-03-20,23.94,23.94,23.94,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.89,23.89,23.89,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2016-03-27,24.24,24.24,24.24,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2016-04-03,24.2,24.2,24.2,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2016-04-10,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2016-04-17,24.95,24.95,24.95,0.0,0.0,25.06,25.06,25.06,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.06,25.06,25.06,0.0,0.0
2016-04-24,24.91,24.91,24.91,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2016-05-01,24.43,24.43,24.43,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2016-05-08,24.6,24.6,24.6,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2016-05-15,24.59,24.59,24.59,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2016-05-22,24.98,24.98,24.98,0.0,0.0,25.07,25.07,25.07,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.04,25.04,25.04,0.0,0.0
2016-05-29,25.14,25.14,25.14,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2016-06-05,25.17,25.17,25.17,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2016-06-12,24.76,24.76,24.76,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2016-06-19,24.47,24.47,24.47,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2016-06-26,25.09,25.09,25.09,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.16,25.16,25.16,0.0,0.0
2016-07-03,25.16,25.16,25.16,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.16,25.16,25.16,0.0,0.0,25.37,25.37,25.37,0.0,0.0
2016-07-10,25.89,25.89,25.89,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2016-07-17,25.92,25.92,25.92,0.0,0.0,25.93,25.93,25.93,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.93,25.93,25.93,0.0,0.0
2016-07-24,25.68,25.68,25.68,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.81,25.81,25.81,0.0,0.0
2016-07-31,25.86,25.86,25.86,0.0,0.0,25.87,25.87,25.87,0.0,0.0,25.85,25.85,25.85,0.0,0.0,25.87,25.87,25.87,0.0,0.0
2016-08-07,25.94,25.94,25.94,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.92,25.92,25.92,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2016-08-14,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2016-08-21,25.96,25.96,25.96,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2016-08-28,25.95,25.95,25.95,0.0,0.0,26.09,26.09,26.09,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.02,26.02,26.02,0.0,0.0
2016-09-04,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2016-09-11,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.28,25.28,25.28,0.0,0.0
2016-09-18,25.69,25.69,25.69,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2016-09-25,25.62,25.62,25.62,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2016-10-02,25.64,25.64,25.64,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2016-10-09,25.5,25.5,25.5,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2016-10-16,25.29,25.29,25.29,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.39,25.39,25.39,0.0,0.0
2016-10-23,25.39,25.39,25.39,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2016-10-30,25.0,25.0,25.0,0.0,0.0,25.09,25.09,25.09,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2016-11-06,26.15,26.15,26.15,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.23,26.23,26.23,0.0,0.0
2016-11-13,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2016-11-20,26.89,26.89,26.89,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.95,26.95,26.95,0.0,0.0
2016-11-27,26.95,26.95,26.95,0.0,0.0,27.04,27.04,27.04,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.97,26.97,26.97,0.0,0.0
2016-12-04,27.74,27.74,27.74,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2016-12-11,27.75,27.75,27.75,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2016-12-18,27.64,27.64,27.64,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.69,27.69,27.69,0.0,0.0
2016-12-25,27.45,27.45,27.45,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.37,27.37,27.37,0.0,0.0
2017-01-01,27.66,27.66,27.66,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2017-01-08,27.67,27.67,27.67,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.64,27.64,27.64,0.0,0.0
2017-01-15,27.52,27.52,27.52,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.5,27.5,27.5,0.0,0.0
2017-01-22,27.68,27.68,27.68,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2017-01-29,27.68,27.68,27.68,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2017-02-05,27.94,27.94,27.94,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.92,27.92,27.92,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2017-02-12,28.28,28.28,28.28,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2017-02-19,28.62,28.62,28.62,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.68,28.68,28.68,0.0,0.0
2017-02-26,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2017-03-05,28.75,28.75,28.75,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2017-03-12,28.5,28.5,28.5,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2017-03-19,27.98,27.98,27.98,0.0,0.0,28.08,28.08,28.08,0.0,0.0,27.85,27.85,27.85,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2017-03-26,28.25,28.25,28.25,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.18,28.18,28.18,0.0,0.0
2017-04-02,28.0,28.0,28.0,0.0,0.0,28.12,28.12,28.12,0.0,0.0,27.99,27.99,27.99,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2017-04-09,27.91,27.91,27.91,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2017-04-16,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2017-04-23,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2017-04-30,28.2,28.2,28.2,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.12,28.12,28.12,0.0,0.0,28.25,28.25,28.25,0.0,0.0
2017-05-07,28.01,28.01,28.01,0.0,0.0,28.03,28.03,28.03,0.0,0.0,27.96,27.96,27.96,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2017-05-14,27.78,27.78,27.78,0.0,0.0,27.94,27.94,27.94,0.0,0.0,27.78,27.78,27.78,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2017-05-21,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.11,28.11,28.11,0.0,0.0,28.15,28.15,28.15,0.0,0.0
2017-05-28,28.32,28.32,28.32,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2017-06-04,28.4,28.4,28.4,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.53,28.53,28.53,0.0,0.0
2017-06-11,28.46,28.46,28.46,0.0,0.0,28.46,28.46,28.46,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.4,28.4,28.4,0.0,0.0
2017-06-18,28.3,28.3,28.3,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2017-06-25,28.49,28.49,28.49,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.42,28.42,28.42,0.0,0.0
2017-07-02,28.32,28.32,28.32,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2017-07-09,28.52,28.52,28.52,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2017-07-16,28.58,28.58,28.58,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.58,28.58,28.58,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2017-07-23,28.7,28.7,28.7,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.75,28.75,28.75,0.0,0.0
2017-07-30,28.84,28.84,28.84,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.79,28.79,28.79,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2017-08-06,28.44,28.44,28.44,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.32,28.32,28.32,0.0,0.0,28.33,28.33,28.33,0.0,0.0
2017-08-13,28.12,28.12,28.12,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.11,28.11,28.11,0.0,0.0
2017-08-20,28.3,28.3,28.3,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2017-08-27,28.5,28.5,28.5,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2017-09-03,28.2,28.2,28.2,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-09-10,28.67,28.67,28.67,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2017-09-17,28.9,28.9,28.9,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.88,28.88,28.88,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2017-09-24,29.16,29.16,29.16,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.16,29.16,29.16,0.0,0.0
2017-10-01,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2017-10-08,29.52,29.52,29.52,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2017-10-15,29.66,29.66,29.66,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.73,29.73,29.73,0.0,0.0
2017-10-22,29.6,29.6,29.6,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2017-10-29,29.57,29.57,29.57,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2017-11-05,29.45,29.45,29.45,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2017-11-12,29.43,29.43,29.43,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.43,29.43,29.43,0.0,0.0,29.49,29.49,29.49,0.0,0.0
