Date,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Open_average,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Open_max,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Open_min,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Open_volatility,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Open_change,Victory CEMP US 500 Enhanced Volatility Weighted_etf_High_average,Victory CEMP US 500 Enhanced Volatility Weighted_etf_High_max,Victory CEMP US 500 Enhanced Volatility Weighted_etf_High_min,Victory CEMP US 500 Enhanced Volatility Weighted_etf_High_volatility,Victory CEMP US 500 Enhanced Volatility Weighted_etf_High_change,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Low_average,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Low_max,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Low_min,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Low_volatility,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Low_change,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Close_average,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Close_max,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Close_min,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Close_volatility,Victory CEMP US 500 Enhanced Volatility Weighted_etf_Close_change
2016-04-17,37.33,37.33,37.33,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.12,37.12,37.12,0.0,0.0,37.22,37.22,37.22,0.0,0.0
2016-04-24,36.79,36.79,36.79,0.0,0.0,36.95,36.95,36.95,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2016-05-01,36.69,36.69,36.69,0.0,0.0,36.69,36.69,36.69,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2016-05-08,36.69,36.69,36.69,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2016-05-15,36.64,36.64,36.64,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.61,36.61,36.61,0.0,0.0
2016-05-22,37.44,37.44,37.44,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.41,37.41,37.41,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2016-05-29,37.57,37.57,37.57,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.39,37.39,37.39,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2016-06-05,37.59,37.59,37.59,0.0,0.0,37.71,37.71,37.71,0.0,0.0,37.44,37.44,37.44,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2016-06-12,37.2,37.2,37.2,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.92,36.92,36.92,0.0,0.0
2016-06-19,35.97,35.97,35.97,0.0,0.0,36.97,36.97,36.97,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2016-06-26,37.1,37.1,37.1,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.1,37.1,37.1,0.0,0.0,37.26,37.26,37.26,0.0,0.0
2016-07-03,37.57,37.57,37.57,0.0,0.0,37.88,37.88,37.88,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2016-07-10,38.71,38.71,38.71,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2016-07-17,38.67,38.67,38.67,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.46,38.46,38.46,0.0,0.0,38.72,38.72,38.72,0.0,0.0
2016-07-24,38.59,38.59,38.59,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.58,38.58,38.58,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2016-07-31,38.66,38.66,38.66,0.0,0.0,38.72,38.72,38.72,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.71,38.71,38.71,0.0,0.0
2016-08-07,39.14,39.14,39.14,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.77,38.77,38.77,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2016-08-14,38.81,38.81,38.81,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.99,38.99,38.99,0.0,0.0
2016-08-21,39.05,39.05,39.05,0.0,0.0,39.16,39.16,39.16,0.0,0.0,38.63,38.63,38.63,0.0,0.0,38.8,38.8,38.8,0.0,0.0
2016-08-28,39.12,39.12,39.12,0.0,0.0,39.13,39.13,39.13,0.0,0.0,38.99,38.99,38.99,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2016-09-04,38.78,38.78,38.78,0.0,0.0,38.78,38.78,38.78,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.95,37.95,37.95,0.0,0.0
2016-09-11,38.2,38.2,38.2,0.0,0.0,38.2,38.2,38.2,0.0,0.0,37.94,37.94,37.94,0.0,0.0,38.04,38.04,38.04,0.0,0.0
2016-09-18,38.82,38.82,38.82,0.0,0.0,38.82,38.82,38.82,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2016-09-25,38.43,38.43,38.43,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.43,38.43,38.43,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2016-10-02,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.27,38.27,38.27,0.0,0.0
2016-10-09,38.19,38.19,38.19,0.0,0.0,38.19,38.19,38.19,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.98,37.98,37.98,0.0,0.0
2016-10-16,37.95,37.95,37.95,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.81,37.81,37.81,0.0,0.0,38.01,38.01,38.01,0.0,0.0
2016-10-23,37.6,37.6,37.6,0.0,0.0,37.95,37.95,37.95,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.72,37.72,37.72,0.0,0.0
2016-10-30,37.32,37.32,37.32,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.29,37.29,37.29,0.0,0.0,37.29,37.29,37.29,0.0,0.0
2016-11-06,38.7,38.7,38.7,0.0,0.0,38.99,38.99,38.99,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.97,38.97,38.97,0.0,0.0
2016-11-13,39.75,39.75,39.75,0.0,0.0,39.75,39.75,39.75,0.0,0.0,39.47,39.47,39.47,0.0,0.0,39.48,39.48,39.48,0.0,0.0
2016-11-20,40.17,40.17,40.17,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.14,40.14,40.14,0.0,0.0,40.16,40.16,40.16,0.0,0.0
2016-11-27,39.85,39.85,39.85,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.67,39.67,39.67,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2016-12-04,41.42,41.42,41.42,0.0,0.0,41.42,41.42,41.42,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2016-12-11,41.01,41.01,41.01,0.0,0.0,41.01,41.01,41.01,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2016-12-18,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.72,40.72,40.72,0.0,0.0
2016-12-25,40.37,40.37,40.37,0.0,0.0,40.52,40.52,40.52,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.3,40.3,40.3,0.0,0.0
2017-01-01,41.24,41.24,41.24,0.0,0.0,41.24,41.24,41.24,0.0,0.0,40.69,40.69,40.69,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2017-01-08,41.09,41.09,41.09,0.0,0.0,41.09,41.09,41.09,0.0,0.0,40.9,40.9,40.9,0.0,0.0,41.02,41.02,41.02,0.0,0.0
2017-01-15,40.9,40.9,40.9,0.0,0.0,40.93,40.93,40.93,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.83,40.83,40.83,0.0,0.0
2017-01-22,41.35,41.35,41.35,0.0,0.0,41.35,41.35,41.35,0.0,0.0,41.24,41.24,41.24,0.0,0.0,41.27,41.27,41.27,0.0,0.0
2017-01-29,41.42,41.42,41.42,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2017-02-05,42.0,42.0,42.0,0.0,0.0,42.0,42.0,42.0,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.88,41.88,41.88,0.0,0.0
2017-02-12,42.41,42.41,42.41,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.44,42.44,42.44,0.0,0.0
2017-02-19,42.49,42.49,42.49,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.49,42.49,42.49,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2017-02-26,42.9,42.9,42.9,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.82,42.82,42.82,0.0,0.0,43.0,43.0,43.0,0.0,0.0
2017-03-05,42.79,42.79,42.79,0.0,0.0,42.84,42.84,42.84,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2017-03-12,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2017-03-19,42.52,42.52,42.52,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.18,42.18,42.18,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2017-03-26,42.68,42.68,42.68,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2017-04-02,42.32,42.32,42.32,0.0,0.0,42.46,42.46,42.46,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2017-04-09,42.12,42.12,42.12,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.91,41.91,41.91,0.0,0.0,41.94,41.94,41.94,0.0,0.0
2017-04-16,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2017-04-23,43.26,43.26,43.26,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.12,43.12,43.12,0.0,0.0
2017-04-30,43.34,43.34,43.34,0.0,0.0,43.36,43.36,43.36,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.35,43.35,43.35,0.0,0.0
2017-05-07,43.0,43.0,43.0,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.97,42.97,42.97,0.0,0.0
2017-05-14,42.74,42.74,42.74,0.0,0.0,43.02,43.02,43.02,0.0,0.0,42.72,42.72,42.72,0.0,0.0,42.89,42.89,42.89,0.0,0.0
2017-05-21,43.59,43.59,43.59,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.49,43.49,43.49,0.0,0.0,43.58,43.58,43.58,0.0,0.0
2017-05-28,44.23,44.23,44.23,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.08,44.08,44.08,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2017-06-04,43.95,43.95,43.95,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.88,43.88,43.88,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2017-06-11,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.17,44.17,44.17,0.0,0.0
2017-06-18,44.11,44.11,44.11,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.96,43.96,43.96,0.0,0.0,44.07,44.07,44.07,0.0,0.0
2017-06-25,44.16,44.16,44.16,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.97,43.97,43.97,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2017-07-02,43.88,43.88,43.88,0.0,0.0,44.17,44.17,44.17,0.0,0.0,43.88,43.88,43.88,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2017-07-09,44.3,44.3,44.3,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.3,44.3,44.3,0.0,0.0,44.53,44.53,44.53,0.0,0.0
2017-07-16,44.53,44.53,44.53,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.7,44.7,44.7,0.0,0.0
2017-07-23,44.56,44.56,44.56,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2017-07-30,44.57,44.57,44.57,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.63,44.63,44.63,0.0,0.0
2017-08-06,44.03,44.03,44.03,0.0,0.0,44.09,44.09,44.09,0.0,0.0,43.93,43.93,43.93,0.0,0.0,43.99,43.99,43.99,0.0,0.0
2017-08-13,43.85,43.85,43.85,0.0,0.0,43.91,43.91,43.91,0.0,0.0,43.58,43.58,43.58,0.0,0.0,43.71,43.71,43.71,0.0,0.0
2017-08-20,44.03,44.03,44.03,0.0,0.0,44.17,44.17,44.17,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.06,44.06,44.06,0.0,0.0
2017-08-27,44.69,44.69,44.69,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.57,44.57,44.57,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2017-09-03,44.22,44.22,44.22,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2017-09-10,44.87,44.87,44.87,0.0,0.0,44.91,44.91,44.91,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2017-09-17,45.16,45.16,45.16,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2017-09-24,45.43,45.43,45.43,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2017-10-01,46.26,46.26,46.26,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2017-10-08,46.41,46.41,46.41,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.23,46.23,46.23,0.0,0.0,46.24,46.24,46.24,0.0,0.0
2017-10-15,46.67,46.67,46.67,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.52,46.52,46.52,0.0,0.0,46.71,46.71,46.71,0.0,0.0
2017-10-22,46.71,46.71,46.71,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2017-10-29,46.77,46.77,46.77,0.0,0.0,46.77,46.77,46.77,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.75,46.75,46.75,0.0,0.0
2017-11-05,46.56,46.56,46.56,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2017-11-12,46.67,46.67,46.67,0.0,0.0,46.91,46.91,46.91,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2017-11-19,47.34,47.34,47.34,0.0,0.0,47.34,47.34,47.34,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2017-11-26,48.65,48.65,48.65,0.0,0.0,48.66,48.66,48.66,0.0,0.0,47.78,47.78,47.78,0.0,0.0,48.37,48.37,48.37,0.0,0.0
2017-12-03,48.46,48.46,48.46,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.67,48.67,48.67,0.0,0.0
2017-12-10,48.43,48.43,48.43,0.0,0.0,48.86,48.86,48.86,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.72,48.72,48.72,0.0,0.0
2017-12-17,48.99,48.99,48.99,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2017-12-24,49.2,49.2,49.2,0.0,0.0,49.2,49.2,49.2,0.0,0.0,48.8,48.8,48.8,0.0,0.0,48.8,48.8,48.8,0.0,0.0
2017-12-31,49.65,49.65,49.65,0.0,0.0,49.69,49.69,49.69,0.0,0.0,49.49,49.49,49.49,0.0,0.0,49.69,49.69,49.69,0.0,0.0
