Date,TGTStock_Open_average,TGTStock_Open_max,TGTStock_Open_min,TGTStock_Open_volatility,TGTStock_Open_change,TGTStock_High_average,TGTStock_High_max,TGTStock_High_min,TGTStock_High_volatility,TGTStock_High_change,TGTStock_Low_average,TGTStock_Low_max,TGTStock_Low_min,TGTStock_Low_volatility,TGTStock_Low_change,TGTStock_Close_average,TGTStock_Close_max,TGTStock_Close_min,TGTStock_Close_volatility,TGTStock_Close_change,TGTStock_Volume_average,TGTStock_Volume_max,TGTStock_Volume_min,TGTStock_Volume_volatility,TGTStock_Volume_change
2016-01-03,73.434,74.21,71.84,2.3699999999999903,2.3699999999999903,74.908,76.0,73.71,2.2900000000000063,1.0800000000000125,72.66,73.63,71.27,2.3599999999999994,-0.2600000000000051,73.54599999999999,74.84,71.38,3.460000000000008,-2.1700000000000017,8077096,11289916,4921363,6368553,-484352
2016-01-10,71.648,73.29,68.83,4.460000000000008,-2.700000000000003,72.456,73.75,70.59,3.1599999999999966,-2.1599999999999966,70.704,72.63,68.83,3.799999999999997,-1.6800000000000068,71.582,73.36,70.08,3.280000000000001,-2.3400000000000034,6180631,7435771,4851065,2584706,1066101
2016-01-17,68.83,69.85,68.07,1.7800000000000011,-0.6699999999999875,69.70750000000001,70.56,68.62,1.9399999999999977,-0.5799999999999983,67.9575,69.14,66.46,2.680000000000007,0.4399999999999977,68.7975,69.72,67.59,2.1299999999999955,0.480000000000004,6412823,9395726,3740831,5654895,-1904612
2016-01-24,70.364,71.31,69.39,1.9200000000000017,1.3700000000000045,71.296,72.53,69.99,2.5400000000000063,2.5400000000000063,69.828,71.02,68.85,2.1700000000000017,2.1700000000000017,70.692,72.42,68.92,3.5,3.5,4516865,5312160,3961383,1350777,-127694
2016-01-31,71.706,73.86,70.04,3.819999999999993,-1.2099999999999937,72.396,73.94,70.67,3.269999999999996,-2.4599999999999937,70.566,72.32,69.13,3.1899999999999977,-0.8799999999999955,71.662,73.31,69.56,3.75,-3.269999999999996,5241971,7650390,3764205,3886185,-950646
2016-02-07,69.152,70.43,68.03,2.4000000000000057,-1.1500000000000057,70.122,70.7,69.17,1.5300000000000011,-0.3100000000000023,68.172,68.97,67.43,1.539999999999992,-0.8099999999999881,69.324,70.0,68.05,1.9500000000000028,-0.04999999999999716,4738436,5392390,3846109,1546281,-740543
2016-02-14,71.4925,72.2,70.62,1.5799999999999983,1.5799999999999983,72.3,72.67,71.56,1.1099999999999994,0.7599999999999909,70.32,71.52,69.5,2.019999999999996,0.8599999999999994,72.1125,72.53,71.5,1.0300000000000011,0.8199999999999932,4667741,5394762,3951974,1442788,438849
2016-02-21,75.126,78.9,72.51,6.390000000000001,6.390000000000001,76.484,78.97,73.25,5.719999999999999,5.719999999999999,74.362,77.32,72.26,5.059999999999988,5.059999999999988,76.1,78.67,72.47,6.200000000000003,5.960000000000008,7842224,15048367,4766449,10281918,423604
2016-02-28,79.782,80.94,78.27,2.6700000000000017,1.7999999999999972,80.83,81.64,79.17,2.469999999999999,2.4299999999999926,79.02199999999999,80.18,78.02,2.160000000000011,1.4399999999999977,80.27,81.13,78.45,2.6799999999999926,2.6799999999999926,7839809,11353919,5226198,6127721,833018
2016-03-06,81.116,81.89,80.53,1.3599999999999994,1.3599999999999994,81.71600000000001,82.45,81.2,1.25,1.25,80.624,81.52,80.25,1.269999999999996,1.269999999999996,81.18599999999999,81.87,80.53,1.3400000000000034,1.0500000000000114,4403481,5694795,3573213,2121582,-561650
2016-03-13,82.146,83.37,81.36,2.010000000000005,1.5200000000000102,82.75,84.0,81.89,2.1099999999999994,1.9000000000000057,81.674,82.7,80.96,1.740000000000009,1.4300000000000068,82.30799999999999,83.02,81.65,1.3699999999999903,0.9399999999999977,4854541,7754412,3213261,4541151,4205622
2016-03-20,81.995,82.5,81.36,1.1400000000000006,-1.1400000000000006,82.51,82.9,82.17,0.730000000000004,-0.730000000000004,81.61500000000001,82.13,81.18,0.9499999999999886,-0.9499999999999886,81.86,82.2,81.5,0.7000000000000028,-0.1599999999999966,4754606,5264556,4305188,959368,-350814
2016-03-27,82.584,83.42,81.76,1.6599999999999966,-0.6199999999999903,83.39,83.9,83.15,0.75,-0.25,82.028,82.97,80.98,1.9899999999999949,-0.5499999999999972,82.882,83.6,82.28,1.3199999999999932,-0.03999999999999204,5249141,9481547,3205899,6275648,-1404213
2016-04-03,82.06,82.89,81.26,1.6299999999999955,-1.6299999999999955,82.414,83.36,81.38,1.980000000000004,-1.980000000000004,81.428,82.12,80.55,1.5700000000000074,-1.5700000000000074,81.804,82.3,80.88,1.4200000000000017,-1.4200000000000017,4026759,4397239,3753706,643533,204776
2016-04-10,81.082,82.07,79.94,2.1299999999999955,1.1299999999999955,81.846,83.06,81.06,2.0,1.7199999999999989,80.568,82.0,79.36,2.6400000000000006,2.2900000000000063,81.298,82.6,79.77,2.8299999999999983,2.8299999999999983,3351327,4683049,2497859,2185190,-1136086
2016-04-17,83.216,83.94,82.67,1.269999999999996,0.21999999999999886,83.722,84.14,83.13,1.0100000000000051,-0.6200000000000045,82.644,83.39,82.15,1.2399999999999949,-0.5099999999999909,83.07000000000001,83.98,82.33,1.6500000000000057,-1.0900000000000034,3483043,3737203,3208333,528870,-508800
