Date,CPSI_stock_Open_average,CPSI_stock_Open_max,CPSI_stock_Open_min,CPSI_stock_Open_volatility,CPSI_stock_Open_change,CPSI_stock_High_average,CPSI_stock_High_max,CPSI_stock_High_min,CPSI_stock_High_volatility,CPSI_stock_High_change,CPSI_stock_Low_average,CPSI_stock_Low_max,CPSI_stock_Low_min,CPSI_stock_Low_volatility,CPSI_stock_Low_change,CPSI_stock_Close_average,CPSI_stock_Close_max,CPSI_stock_Close_min,CPSI_stock_Close_volatility,CPSI_stock_Close_change,CPSI_stock_Volume_average,CPSI_stock_Volume_max,CPSI_stock_Volume_min,CPSI_stock_Volume_volatility,CPSI_stock_Volume_change
2016-01-03,49.14,49.64,48.91,0.730000000000004,0.14000000000000057,50.019999999999996,50.23,49.54,0.6899999999999977,-0.6499999999999986,48.622,49.15,48.1,1.0499999999999972,0.240000000000002,49.244,50.01,48.45,1.5599999999999952,-0.9099999999999966,119816,143965,68370,75595,4392
2016-01-10,49.924,50.97,48.86,2.1099999999999994,0.9500000000000028,51.002,51.92,50.51,1.4100000000000037,-0.46000000000000085,49.0,49.66,48.1,1.5599999999999952,-0.759999999999998,50.178,50.87,49.6,1.269999999999996,-1.0899999999999963,112001,148947,82389,66558,-54762
2016-01-17,49.317499999999995,49.8,48.11,1.6899999999999977,-1.5,50.4675,51.26,49.96,1.2999999999999972,-1.0300000000000011,47.6325,48.1,47.14,0.9600000000000009,0.30000000000000426,49.2575,50.16,47.75,2.4099999999999966,-0.269999999999996,168674,327537,88618,238919,3158
2016-01-24,51.28,57.75,48.95,8.799999999999997,7.710000000000001,51.752,57.75,49.64,8.11,7.369999999999997,49.428,52.35,48.21,4.140000000000001,2.740000000000002,50.06,52.53,48.64,3.8900000000000006,2.759999999999998,232097,492274,98424,393850,322314
2016-01-31,56.168,57.6,52.63,4.969999999999999,4.969999999999999,57.733999999999995,59.16,56.58,2.5799999999999983,1.1499999999999986,55.428,57.27,52.63,4.640000000000001,2.6299999999999955,57.078,57.85,56.34,1.509999999999998,0.9699999999999989,249601,303253,196037,107216,38221
2016-02-07,56.746,57.57,56.15,1.4200000000000017,-1.1600000000000037,57.434,58.09,56.69,1.4000000000000057,-0.8200000000000003,55.410000000000004,56.64,54.43,2.210000000000001,-1.2000000000000028,56.22,57.22,54.58,2.6400000000000006,-2.6400000000000006,242627,337187,138758,198429,-56296
2016-02-14,54.9575,55.35,54.54,0.8100000000000023,0.28999999999999915,56.097500000000004,56.52,55.68,0.8400000000000034,-0.28999999999999915,54.34,55.05,54.02,1.029999999999994,1.029999999999994,55.05,55.6,54.51,1.0900000000000034,1.0900000000000034,309370,507177,215981,291196,-287690
2016-02-21,55.37,56.09,54.9,1.1900000000000048,-0.759999999999998,55.81166666666667,56.51,54.97,1.5399999999999991,-1.4399999999999977,54.946666666666665,55.6,54.23,1.3700000000000045,-0.6400000000000006,55.251666666666665,55.92,54.9,1.0200000000000031,-0.9600000000000009,228032,393747,127798,265949,100417
2016-02-28,55.646,56.82,54.13,2.6899999999999977,-1.1299999999999955,56.576,57.32,54.69,2.6300000000000026,-2.4299999999999997,54.952,55.76,54.02,1.7399999999999949,-1.029999999999994,55.53,56.66,54.18,2.479999999999997,-2.479999999999997,253039,371066,183878,187188,-187188
2016-03-06,53.96,54.34,53.24,1.1000000000000014,-1.009999999999998,54.576,55.53,53.66,1.8700000000000045,-1.8700000000000045,53.338,54.25,52.78,1.4699999999999989,-1.3900000000000006,53.838,54.76,52.95,1.8099999999999952,-1.2199999999999989,149626,180759,119986,60773,15882
