Date,PowerShares International BuyBack Achievers_etf_Open_average,PowerShares International BuyBack Achievers_etf_Open_max,PowerShares International BuyBack Achievers_etf_Open_min,PowerShares International BuyBack Achievers_etf_Open_volatility,PowerShares International BuyBack Achievers_etf_Open_change,PowerShares International BuyBack Achievers_etf_High_average,PowerShares International BuyBack Achievers_etf_High_max,PowerShares International BuyBack Achievers_etf_High_min,PowerShares International BuyBack Achievers_etf_High_volatility,PowerShares International BuyBack Achievers_etf_High_change,PowerShares International BuyBack Achievers_etf_Low_average,PowerShares International BuyBack Achievers_etf_Low_max,PowerShares International BuyBack Achievers_etf_Low_min,PowerShares International BuyBack Achievers_etf_Low_volatility,PowerShares International BuyBack Achievers_etf_Low_change,PowerShares International BuyBack Achievers_etf_Close_average,PowerShares International BuyBack Achievers_etf_Close_max,PowerShares International BuyBack Achievers_etf_Close_min,PowerShares International BuyBack Achievers_etf_Close_volatility,PowerShares International BuyBack Achievers_etf_Close_change
2017-02-12,30.41,30.41,30.41,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2017-02-19,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2017-02-26,30.36,30.36,30.36,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.5,30.5,30.5,0.0,0.0
2017-03-05,30.44,30.44,30.44,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2017-03-12,30.95,30.95,30.95,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.93,30.93,30.93,0.0,0.0,31.06,31.06,31.06,0.0,0.0
2017-03-19,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2017-03-26,30.84,30.84,30.84,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2017-04-02,30.76,30.76,30.76,0.0,0.0,30.91,30.91,30.91,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2017-04-09,30.84,30.84,30.84,0.0,0.0,30.84,30.84,30.84,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2017-04-16,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2017-04-23,31.24,31.24,31.24,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2017-04-30,31.76,31.76,31.76,0.0,0.0,31.97,31.97,31.97,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2017-05-07,31.59,31.59,31.59,0.0,0.0,31.65,31.65,31.65,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2017-05-14,31.56,31.56,31.56,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2017-05-21,32.32,32.32,32.32,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2017-05-28,32.86,32.86,32.86,0.0,0.0,33.12,33.12,33.12,0.0,0.0,32.86,32.86,32.86,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2017-06-04,32.8,32.8,32.8,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2017-06-11,32.14,32.14,32.14,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.97,31.97,31.97,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2017-06-18,32.14,32.14,32.14,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.18,32.18,32.18,0.0,0.0
2017-06-25,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2017-07-02,31.82,31.82,31.82,0.0,0.0,31.89,31.89,31.89,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2017-07-09,32.59,32.59,32.59,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2017-07-16,33.17,33.17,33.17,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.01,33.01,33.01,0.0,0.0,33.14,33.14,33.14,0.0,0.0
2017-07-23,33.54,33.54,33.54,0.0,0.0,33.63,33.63,33.63,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.63,33.63,33.63,0.0,0.0
2017-07-30,33.72,33.72,33.72,0.0,0.0,33.78,33.78,33.78,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2017-08-06,33.3,33.3,33.3,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2017-08-13,33.64,33.64,33.64,0.0,0.0,33.87,33.87,33.87,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.74,33.74,33.74,0.0,0.0
2017-08-20,34.22,34.22,34.22,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.17,34.17,34.17,0.0,0.0,34.32,34.32,34.32,0.0,0.0
2017-08-27,34.72,34.72,34.72,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2017-09-03,34.74,34.74,34.74,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2017-09-10,34.92,34.92,34.92,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2017-09-17,34.82,34.82,34.82,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2017-09-24,34.62,34.62,34.62,0.0,0.0,34.81,34.81,34.81,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2017-10-01,34.55,34.55,34.55,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2017-10-08,35.47,35.47,35.47,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2017-10-15,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.36,35.36,35.36,0.0,0.0
2017-10-22,35.1,35.1,35.1,0.0,0.0,35.23,35.23,35.23,0.0,0.0,34.93,34.93,34.93,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2017-10-29,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.56,35.56,35.56,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2017-11-05,35.62,35.62,35.62,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2017-11-12,35.73,35.73,35.73,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.83,35.83,35.83,0.0,0.0
2017-11-19,36.79,36.79,36.79,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.76,36.76,36.76,0.0,0.0,36.85,36.85,36.85,0.0,0.0
2017-11-26,36.44,36.44,36.44,0.0,0.0,36.52,36.52,36.52,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2017-12-03,36.18,36.18,36.18,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2017-12-10,36.64,36.64,36.64,0.0,0.0,36.64,36.64,36.64,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2017-12-17,37.14,37.14,37.14,0.0,0.0,37.24,37.24,37.24,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2017-12-24,37.87,37.87,37.87,0.0,0.0,37.89,37.89,37.89,0.0,0.0,37.51,37.51,37.51,0.0,0.0,37.58,37.58,37.58,0.0,0.0
2017-12-31,38.22,38.22,38.22,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.17,38.17,38.17,0.0,0.0,38.26,38.26,38.26,0.0,0.0
