Date,ONCY_stock_Open_average,ONCY_stock_Open_max,ONCY_stock_Open_min,ONCY_stock_Open_volatility,ONCY_stock_Open_change,ONCY_stock_High_average,ONCY_stock_High_max,ONCY_stock_High_min,ONCY_stock_High_volatility,ONCY_stock_High_change,ONCY_stock_Low_average,ONCY_stock_Low_max,ONCY_stock_Low_min,ONCY_stock_Low_volatility,ONCY_stock_Low_change,ONCY_stock_Close_average,ONCY_stock_Close_max,ONCY_stock_Close_min,ONCY_stock_Close_volatility,ONCY_stock_Close_change,ONCY_stock_Volume_average,ONCY_stock_Volume_max,ONCY_stock_Volume_min,ONCY_stock_Volume_volatility,ONCY_stock_Volume_change
2016-01-03,0.28400000000000003,0.3,0.27,0.02999999999999997,0.0,0.296,0.31,0.29,0.020000000000000018,0.0,0.274,0.28,0.27,0.010000000000000009,0.0,0.286,0.3,0.27,0.02999999999999997,-0.009999999999999953,80844,153712,40357,113355,18466
2016-01-10,0.278,0.28,0.27,0.010000000000000009,0.0,0.28600000000000003,0.3,0.28,0.019999999999999962,-0.019999999999999962,0.264,0.27,0.25,0.020000000000000018,-0.020000000000000018,0.274,0.28,0.27,0.010000000000000009,0.0,74378,176293,27664,148629,-146761
2016-01-17,0.26,0.27,0.25,0.020000000000000018,0.0,0.275,0.28,0.27,0.010000000000000009,0.0,0.25,0.26,0.24,0.020000000000000018,0.010000000000000009,0.2675,0.28,0.26,0.020000000000000018,0.010000000000000009,114658,366440,11000,355440,-17253
2016-01-24,0.278,0.29,0.26,0.02999999999999997,-0.020000000000000018,0.286,0.29,0.28,0.009999999999999953,0.0,0.266,0.28,0.25,0.030000000000000027,0.010000000000000009,0.278,0.29,0.27,0.019999999999999962,-0.010000000000000009,52389,76415,30931,45484,27228
2016-01-31,0.27,0.28,0.26,0.020000000000000018,0.0,0.28200000000000003,0.29,0.28,0.009999999999999953,-0.009999999999999953,0.26,0.26,0.26,0.0,0.0,0.27,0.28,0.26,0.020000000000000018,-0.010000000000000009,57794,104050,23630,80420,80420
2016-02-07,0.264,0.28,0.26,0.020000000000000018,-0.020000000000000018,0.27,0.28,0.26,0.020000000000000018,-0.020000000000000018,0.254,0.26,0.25,0.010000000000000009,-0.010000000000000009,0.262,0.27,0.26,0.010000000000000009,-0.010000000000000009,48154,85120,21820,63300,63300
2016-02-14,0.2775,0.28,0.27,0.010000000000000009,-0.010000000000000009,0.28250000000000003,0.29,0.28,0.009999999999999953,0.009999999999999953,0.2675,0.27,0.26,0.010000000000000009,0.010000000000000009,0.28,0.29,0.27,0.019999999999999962,0.019999999999999962,56601,73306,38862,34444,-25469
2016-02-21,0.292,0.31,0.28,0.02999999999999997,-0.009999999999999953,0.3,0.31,0.29,0.020000000000000018,0.010000000000000009,0.284,0.29,0.27,0.019999999999999962,0.010000000000000009,0.294,0.3,0.29,0.010000000000000009,0.0,58783,91287,32902,58385,-6798
2016-02-28,0.276,0.28,0.27,0.010000000000000009,0.0,0.294,0.3,0.29,0.010000000000000009,0.0,0.27,0.28,0.26,0.020000000000000018,-0.010000000000000009,0.28,0.29,0.27,0.019999999999999962,0.009999999999999953,63399,135516,13400,122116,-58641
2016-03-06,0.294,0.3,0.28,0.019999999999999962,-0.010000000000000009,0.298,0.3,0.29,0.010000000000000009,0.0,0.278,0.28,0.27,0.010000000000000009,0.0,0.292,0.3,0.28,0.019999999999999962,-0.010000000000000009,38784,90467,3700,86767,18435
2016-03-13,0.316,0.38,0.28,0.09999999999999998,0.09999999999999998,0.368,0.51,0.31,0.2,0.2,0.308,0.35,0.28,0.06999999999999995,0.06999999999999995,0.35,0.43,0.3,0.13,0.12,217219,581760,91196,490564,490564
2016-03-20,0.33999999999999997,0.37,0.32,0.04999999999999999,-0.04999999999999999,0.36250000000000004,0.39,0.34,0.04999999999999999,-0.04999999999999999,0.3125,0.33,0.3,0.030000000000000027,0.0,0.3425,0.36,0.32,0.03999999999999998,-0.019999999999999962,214594,540683,84751,455932,-431995
2016-03-27,0.324,0.34,0.31,0.030000000000000027,0.010000000000000009,0.342,0.35,0.34,0.009999999999999953,0.009999999999999953,0.32,0.33,0.31,0.020000000000000018,0.010000000000000009,0.34,0.35,0.33,0.019999999999999962,0.009999999999999953,47937,97248,22602,74646,-6109
2016-04-03,0.34600000000000003,0.36,0.34,0.019999999999999962,0.0,0.356,0.36,0.35,0.010000000000000009,0.010000000000000009,0.336,0.34,0.33,0.010000000000000009,0.010000000000000009,0.34400000000000003,0.35,0.34,0.009999999999999953,0.009999999999999953,56870,76875,25496,51379,9422
2016-04-10,0.372,0.41,0.35,0.06,0.04999999999999999,0.398,0.46,0.36,0.10000000000000003,0.07,0.35800000000000004,0.39,0.34,0.04999999999999999,0.04999999999999999,0.376,0.42,0.35,0.07,0.07,177010,454492,32996,421496,163269
2016-04-17,0.464,0.51,0.42,0.09000000000000002,0.07,0.494,0.54,0.46,0.08000000000000002,0.04999999999999999,0.442,0.48,0.4,0.07999999999999996,0.06,0.474,0.5,0.43,0.07,0.07,260904,383268,74187,309081,-231916
2016-04-24,0.47400000000000003,0.5,0.46,0.03999999999999998,-0.03999999999999998,0.49,0.5,0.47,0.030000000000000027,-0.010000000000000009,0.444,0.47,0.42,0.04999999999999999,-0.019999999999999962,0.48,0.49,0.47,0.020000000000000018,-0.010000000000000009,130326,218691,81776,136915,15024
2016-05-01,1.49,5.42,0.48,4.9399999999999995,4.9399999999999995,1.534,5.51,0.5,5.01,5.01,1.3860000000000001,4.94,0.46,4.48,4.48,1.446,5.12,0.5,4.62,4.62,140139,309663,23771,285892,-63611
2016-05-08,5.2299999999999995,5.54,5.1,0.4400000000000004,0.08000000000000007,5.366,5.54,5.22,0.3200000000000003,0.040000000000000036,5.096,5.23,4.94,0.29000000000000004,-0.0699999999999994,5.264,5.44,5.11,0.33000000000000007,0.0699999999999994,9488,11692,6482,5210,-416
2016-05-15,4.796,5.23,4.07,1.1600000000000001,-1.1499999999999995,4.994,5.55,4.29,1.2599999999999998,-1.2599999999999998,4.446,5.13,3.66,1.4699999999999998,-1.4699999999999998,4.696,5.42,3.83,1.5899999999999999,-1.5899999999999999,23189,45803,8181,37622,7838
2016-05-22,3.818,4.09,3.35,0.7399999999999998,0.20999999999999996,4.064,4.35,3.81,0.5399999999999996,0.2400000000000002,3.612,3.99,3.34,0.6500000000000004,0.3799999999999999,3.876,4.04,3.59,0.4500000000000002,0.2400000000000002,6832,16394,1293,15101,-2833
2016-05-29,4.0,4.01,3.99,0.019999999999999574,-0.019999999999999574,4.0649999999999995,4.16,4.0,0.16000000000000014,0.07000000000000028,3.8225,3.88,3.74,0.13999999999999968,0.040000000000000036,4.0,4.12,3.93,0.18999999999999995,0.11000000000000032,3565,5987,1319,4668,1843
2016-06-05,3.84,3.92,3.73,0.18999999999999995,-0.040000000000000036,4.054,4.16,3.91,0.25,-0.2400000000000002,3.774,3.91,3.63,0.28000000000000025,-0.28000000000000025,3.88,4.09,3.73,0.3599999999999999,-0.3599999999999999,4134,9009,513,8496,-1678
2016-06-12,3.574,3.69,3.45,0.23999999999999977,0.10999999999999988,3.732,3.87,3.63,0.2400000000000002,0.16999999999999993,3.5220000000000002,3.64,3.45,0.18999999999999995,0.10000000000000009,3.648,3.8,3.51,0.29000000000000004,0.1599999999999997,4449,6847,2393,4454,3370
2016-06-19,3.706,3.8,3.47,0.3299999999999996,-0.2999999999999998,3.774,3.9,3.61,0.29000000000000004,-0.26000000000000023,3.5140000000000002,3.75,3.39,0.3599999999999999,-0.3599999999999999,3.598,3.85,3.42,0.43000000000000016,-0.43000000000000016,6577,10626,694,9932,8494
