Date,CRMStock_Open_average,CRMStock_Open_max,CRMStock_Open_min,CRMStock_Open_volatility,CRMStock_Open_change,CRMStock_High_average,CRMStock_High_max,CRMStock_High_min,CRMStock_High_volatility,CRMStock_High_change,CRMStock_Low_average,CRMStock_Low_max,CRMStock_Low_min,CRMStock_Low_volatility,CRMStock_Low_change,CRMStock_Close_average,CRMStock_Close_max,CRMStock_Close_min,CRMStock_Close_volatility,CRMStock_Close_change,CRMStock_Volume_average,CRMStock_Volume_max,CRMStock_Volume_min,CRMStock_Volume_volatility,CRMStock_Volume_change
2016-01-03,75.968,77.14,74.78,2.3599999999999994,-2.3599999999999994,76.67399999999999,77.97,75.26,2.7099999999999937,-1.9499999999999886,74.862,76.67,72.9,3.769999999999996,-2.739999999999995,75.516,77.05,73.23,3.819999999999993,-3.4799999999999898,4341264,6972169,2656811,4315358,-1245444
2016-01-10,72.998,74.99,69.87,5.11999999999999,-3.8699999999999903,73.898,75.71,71.05,4.659999999999997,-2.780000000000001,71.152,73.05,68.18,4.86999999999999,-3.6799999999999926,72.78399999999999,74.46,70.86,3.5999999999999943,-2.3200000000000074,5366200,9572093,3685083,5887010,5887010
2016-01-17,70.45,71.86,69.13,2.730000000000004,-1.4099999999999966,71.325,72.19,70.64,1.5499999999999972,-0.5499999999999972,69.07,70.3,66.94,3.3599999999999994,0.3999999999999915,70.5475,71.55,69.51,2.039999999999992,0.75,5956337,8083583,3751845,4331738,-3601945
2016-01-24,68.76599999999999,71.23,66.49,4.740000000000009,-4.740000000000009,69.39,71.4,67.5,3.9000000000000057,-3.3000000000000114,67.488,69.8,65.27,4.530000000000001,-3.6799999999999926,68.194,69.92,65.69,4.230000000000004,-1.8599999999999994,5105971,8733997,2765064,5968933,2847255
2016-01-31,65.89,67.65,63.11,4.540000000000006,-4.480000000000004,66.796,69.09,63.27,5.82,-5.82,63.41,67.07,57.75,9.319999999999993,-9.319999999999993,64.80199999999999,68.44,58.51,9.93,-9.93,9262387,19063848,4396381,14667467,14667467
2016-02-07,57.236,60.01,53.61,6.399999999999999,3.1400000000000006,59.508,61.59,56.99,4.600000000000001,3.539999999999999,55.89,59.1,52.6,6.5,6.5,57.812,59.68,54.05,5.630000000000003,5.630000000000003,11444668,18025420,5081557,12943863,-12943863
2016-02-14,61.5725,63.48,60.38,3.0999999999999943,1.0700000000000003,62.985,64.42,60.98,3.440000000000005,1.3800000000000026,60.1475,61.58,58.46,3.1199999999999974,2.1999999999999957,61.7625,63.49,59.72,3.770000000000003,2.4200000000000017,6798106,9836689,4905560,4931129,-820624
2016-02-21,65.78,70.5,62.0,8.5,6.680000000000007,66.39,70.84,62.98,7.8600000000000065,5.670000000000002,64.224,68.28,60.33,7.950000000000003,5.350000000000001,65.708,69.72,62.52,7.199999999999996,5.740000000000002,10250673,18246124,5280449,12965675,910914
2016-02-28,69.632,71.18,68.12,3.0600000000000023,2.0500000000000114,70.578,72.18,69.16,3.0200000000000102,3.0200000000000102,68.964,70.63,67.5,3.1299999999999955,2.9799999999999898,70.012,71.06,67.75,3.3100000000000023,3.3100000000000023,5071414,7688139,3241795,4446344,-3335183
2016-03-06,70.596,71.44,69.79,1.6499999999999915,0.6599999999999966,71.42,72.32,70.86,1.4599999999999937,1.0400000000000063,69.75,70.87,69.0,1.8700000000000045,1.8700000000000045,70.736,71.63,69.82,1.8100000000000023,1.1400000000000006,4273772,4977862,3426755,1551107,-1198189
