Date,VanEck Vectors Oil Services_etf_Open_average,VanEck Vectors Oil Services_etf_Open_max,VanEck Vectors Oil Services_etf_Open_min,VanEck Vectors Oil Services_etf_Open_volatility,VanEck Vectors Oil Services_etf_Open_change,VanEck Vectors Oil Services_etf_High_average,VanEck Vectors Oil Services_etf_High_max,VanEck Vectors Oil Services_etf_High_min,VanEck Vectors Oil Services_etf_High_volatility,VanEck Vectors Oil Services_etf_High_change,VanEck Vectors Oil Services_etf_Low_average,VanEck Vectors Oil Services_etf_Low_max,VanEck Vectors Oil Services_etf_Low_min,VanEck Vectors Oil Services_etf_Low_volatility,VanEck Vectors Oil Services_etf_Low_change,VanEck Vectors Oil Services_etf_Close_average,VanEck Vectors Oil Services_etf_Close_max,VanEck Vectors Oil Services_etf_Close_min,VanEck Vectors Oil Services_etf_Close_volatility,VanEck Vectors Oil Services_etf_Close_change
2016-05-15,537.6,537.6,537.6,0.0,0.0,546.2,546.2,546.2,0.0,0.0,534.6,534.6,534.6,0.0,0.0,544.0,544.0,544.0,0.0,0.0
2016-05-22,559.8,559.8,559.8,0.0,0.0,563.8,563.8,563.8,0.0,0.0,555.07,555.07,555.07,0.0,0.0,562.6,562.6,562.6,0.0,0.0
2016-05-29,554.6,554.6,554.6,0.0,0.0,561.8,561.8,561.8,0.0,0.0,549.4,549.4,549.4,0.0,0.0,557.8,557.8,557.8,0.0,0.0
2016-06-05,597.6,597.6,597.6,0.0,0.0,603.6,603.6,603.6,0.0,0.0,590.0,590.0,590.0,0.0,0.0,590.0,590.0,590.0,0.0,0.0
2016-06-12,580.6,580.6,580.6,0.0,0.0,588.8,588.8,588.8,0.0,0.0,576.6,576.6,576.6,0.0,0.0,586.4,586.4,586.4,0.0,0.0
2016-06-19,578.4,578.4,578.4,0.0,0.0,589.2,589.2,589.2,0.0,0.0,574.4,574.4,574.4,0.0,0.0,575.0,575.0,575.0,0.0,0.0
2016-06-26,585.2,585.2,585.2,0.0,0.0,600.4,600.4,600.4,0.0,0.0,584.6,584.6,584.6,0.0,0.0,599.4,599.4,599.4,0.0,0.0
2016-07-03,575.0,575.0,575.0,0.0,0.0,583.4,583.4,583.4,0.0,0.0,573.4,573.4,573.4,0.0,0.0,581.0,581.0,581.0,0.0,0.0
2016-07-10,597.4,597.4,597.4,0.0,0.0,597.8,597.8,597.8,0.0,0.0,589.0,589.0,589.0,0.0,0.0,589.2,589.2,589.2,0.0,0.0
2016-07-17,576.4,576.4,576.4,0.0,0.0,576.4,576.4,576.4,0.0,0.0,565.3,565.3,565.3,0.0,0.0,571.6,571.6,571.6,0.0,0.0
2016-07-24,551.0,551.0,551.0,0.0,0.0,564.8,564.8,564.8,0.0,0.0,550.4,550.4,550.4,0.0,0.0,563.8,563.8,563.8,0.0,0.0
2016-07-31,558.6,558.6,558.6,0.0,0.0,567.0,567.0,567.0,0.0,0.0,555.8,555.8,555.8,0.0,0.0,566.4,566.4,566.4,0.0,0.0
2016-08-07,573.6,573.6,573.6,0.0,0.0,575.6,575.6,575.6,0.0,0.0,563.4,563.4,563.4,0.0,0.0,565.8,565.8,565.8,0.0,0.0
2016-08-14,593.4,593.4,593.4,0.0,0.0,593.8,593.8,593.8,0.0,0.0,586.4,586.4,586.4,0.0,0.0,592.8,592.8,592.8,0.0,0.0
2016-08-21,574.2,574.2,574.2,0.0,0.0,581.1,581.1,581.1,0.0,0.0,565.6,565.6,565.6,0.0,0.0,568.2,568.2,568.2,0.0,0.0
2016-08-28,553.4,553.4,553.4,0.0,0.0,562.5,562.5,562.5,0.0,0.0,553.4,553.4,553.4,0.0,0.0,555.2,555.2,555.2,0.0,0.0
2016-09-04,567.4,567.4,567.4,0.0,0.0,569.3,569.3,569.3,0.0,0.0,547.0,547.0,547.0,0.0,0.0,547.0,547.0,547.0,0.0,0.0
2016-09-11,534.2,534.2,534.2,0.0,0.0,537.4,537.4,537.4,0.0,0.0,529.9,529.9,529.9,0.0,0.0,534.0,534.0,534.0,0.0,0.0
2016-09-18,548.0,548.0,548.0,0.0,0.0,552.2,552.2,552.2,0.0,0.0,533.0,533.0,533.0,0.0,0.0,533.0,533.0,533.0,0.0,0.0
2016-09-25,582.0,582.0,582.0,0.0,0.0,588.3,588.3,588.3,0.0,0.0,575.6,575.6,575.6,0.0,0.0,585.6,585.6,585.6,0.0,0.0
2016-10-02,600.0,600.0,600.0,0.0,0.0,603.8,603.8,603.8,0.0,0.0,594.4,594.4,594.4,0.0,0.0,598.0,598.0,598.0,0.0,0.0
2016-10-09,604.2,604.2,604.2,0.0,0.0,607.4,607.4,607.4,0.0,0.0,595.3,595.3,595.3,0.0,0.0,595.6,595.6,595.6,0.0,0.0
2016-10-16,605.4,605.4,605.4,0.0,0.0,606.8,606.8,606.8,0.0,0.0,599.4,599.4,599.4,0.0,0.0,604.8,604.8,604.8,0.0,0.0
2016-10-23,581.6,581.6,581.6,0.0,0.0,583.2,583.2,583.2,0.0,0.0,569.4,569.4,569.4,0.0,0.0,573.8,573.8,573.8,0.0,0.0
2016-10-30,555.8,555.8,555.8,0.0,0.0,561.0,561.0,561.0,0.0,0.0,546.9,546.9,546.9,0.0,0.0,554.0,554.0,554.0,0.0,0.0
2016-11-06,584.6,584.6,584.6,0.0,0.0,586.0,586.0,586.0,0.0,0.0,570.2,570.2,570.2,0.0,0.0,580.4,580.4,580.4,0.0,0.0
2016-11-13,605.8,605.8,605.8,0.0,0.0,607.0,607.0,607.0,0.0,0.0,602.0,602.0,602.0,0.0,0.0,603.8,603.8,603.8,0.0,0.0
2016-11-20,617.4,617.4,617.4,0.0,0.0,618.0,618.0,618.0,0.0,0.0,610.8,610.8,610.8,0.0,0.0,615.6,615.6,615.6,0.0,0.0
2016-11-27,661.4,661.4,661.4,0.0,0.0,670.8,670.8,670.8,0.0,0.0,659.6,659.6,659.6,0.0,0.0,668.8,668.8,668.8,0.0,0.0
2016-12-04,694.6,694.6,694.6,0.0,0.0,697.6,697.6,697.6,0.0,0.0,689.6,689.6,689.6,0.0,0.0,697.2,697.2,697.2,0.0,0.0
2016-12-11,687.4,687.4,687.4,0.0,0.0,689.2,689.2,689.2,0.0,0.0,681.2,681.2,681.2,0.0,0.0,684.8,684.8,684.8,0.0,0.0
2016-12-18,675.6,675.6,675.6,0.0,0.0,678.1,678.1,678.1,0.0,0.0,670.6,670.6,670.6,0.0,0.0,673.0,673.0,673.0,0.0,0.0
2016-12-25,668.2,668.2,668.2,0.0,0.0,674.2,674.2,674.2,0.0,0.0,665.4,665.4,665.4,0.0,0.0,667.0,667.0,667.0,0.0,0.0
2017-01-01,693.6,693.6,693.6,0.0,0.0,702.4,702.4,702.4,0.0,0.0,689.0,689.0,689.0,0.0,0.0,700.2,700.2,700.2,0.0,0.0
2017-01-08,685.0,685.0,685.0,0.0,0.0,688.6,688.6,688.6,0.0,0.0,678.4,678.4,678.4,0.0,0.0,679.2,679.2,679.2,0.0,0.0
2017-01-15,689.8,689.8,689.8,0.0,0.0,693.4,693.4,693.4,0.0,0.0,686.9,686.9,686.9,0.0,0.0,689.6,689.6,689.6,0.0,0.0
2017-01-22,686.4,686.4,686.4,0.0,0.0,689.7,689.7,689.7,0.0,0.0,680.0,680.0,680.0,0.0,0.0,682.8,682.8,682.8,0.0,0.0
2017-01-29,664.6,664.6,664.6,0.0,0.0,676.2,676.2,676.2,0.0,0.0,662.8,662.8,662.8,0.0,0.0,672.4,672.4,672.4,0.0,0.0
2017-02-05,663.2,663.2,663.2,0.0,0.0,668.0,668.0,668.0,0.0,0.0,660.4,660.4,660.4,0.0,0.0,661.4,661.4,661.4,0.0,0.0
2017-02-12,651.0,651.0,651.0,0.0,0.0,653.8,653.8,653.8,0.0,0.0,644.9,644.9,644.9,0.0,0.0,646.8,646.8,646.8,0.0,0.0
2017-02-19,642.2,642.2,642.2,0.0,0.0,645.6,645.6,645.6,0.0,0.0,637.4,637.4,637.4,0.0,0.0,641.4,641.4,641.4,0.0,0.0
2017-02-26,647.2,647.2,647.2,0.0,0.0,652.2,652.2,652.2,0.0,0.0,639.4,639.4,639.4,0.0,0.0,640.6,640.6,640.6,0.0,0.0
2017-03-05,610.4,610.4,610.4,0.0,0.0,613.8,613.8,613.8,0.0,0.0,603.2,603.2,603.2,0.0,0.0,608.4,608.4,608.4,0.0,0.0
2017-03-12,617.4,617.4,617.4,0.0,0.0,619.8,619.8,619.8,0.0,0.0,611.3,611.3,611.3,0.0,0.0,611.6,611.6,611.6,0.0,0.0
2017-03-19,598.0,598.0,598.0,0.0,0.0,605.2,605.2,605.2,0.0,0.0,592.9,592.9,592.9,0.0,0.0,593.8,593.8,593.8,0.0,0.0
2017-03-26,612.4,612.4,612.4,0.0,0.0,618.8,618.8,618.8,0.0,0.0,610.8,610.8,610.8,0.0,0.0,616.2,616.2,616.2,0.0,0.0
2017-04-02,620.8,620.8,620.8,0.0,0.0,622.2,622.2,622.2,0.0,0.0,613.8,613.8,613.8,0.0,0.0,614.8,614.8,614.8,0.0,0.0
2017-04-09,611.2,611.2,611.2,0.0,0.0,614.6,614.6,614.6,0.0,0.0,595.6,595.6,595.6,0.0,0.0,596.0,596.0,596.0,0.0,0.0
2017-04-16,574.2,574.2,574.2,0.0,0.0,575.2,575.2,575.2,0.0,0.0,566.8,566.8,566.8,0.0,0.0,571.0,571.0,571.0,0.0,0.0
2017-04-23,567.4,567.4,567.4,0.0,0.0,569.0,569.0,569.0,0.0,0.0,557.4,557.4,557.4,0.0,0.0,557.4,557.4,557.4,0.0,0.0
2017-04-30,536.2,536.2,536.2,0.0,0.0,554.0,554.0,554.0,0.0,0.0,533.6,533.6,533.6,0.0,0.0,553.8,553.8,553.8,0.0,0.0
2017-05-07,551.0,551.0,551.0,0.0,0.0,551.6,551.6,551.6,0.0,0.0,538.8,538.8,538.8,0.0,0.0,540.0,540.0,540.0,0.0,0.0
2017-05-14,551.6,551.6,551.6,0.0,0.0,562.4,562.4,562.4,0.0,0.0,550.0,550.0,550.0,0.0,0.0,559.8,559.8,559.8,0.0,0.0
2017-05-21,525.6,525.6,525.6,0.0,0.0,528.4,528.4,528.4,0.0,0.0,521.2,521.2,521.2,0.0,0.0,526.4,526.4,526.4,0.0,0.0
2017-05-28,519.8,519.8,519.8,0.0,0.0,520.0,520.0,520.0,0.0,0.0,510.4,510.4,510.4,0.0,0.0,517.4,517.4,517.4,0.0,0.0
2017-06-04,504.2,504.2,504.2,0.0,0.0,525.3,525.3,525.3,0.0,0.0,502.4,502.4,502.4,0.0,0.0,518.4,518.4,518.4,0.0,0.0
2017-06-11,505.2,505.2,505.2,0.0,0.0,510.8,510.8,510.8,0.0,0.0,501.2,501.2,501.2,0.0,0.0,510.2,510.2,510.2,0.0,0.0
2017-06-18,484.8,484.8,484.8,0.0,0.0,487.8,487.8,487.8,0.0,0.0,481.8,481.8,481.8,0.0,0.0,486.2,486.2,486.2,0.0,0.0
2017-06-25,496.4,496.4,496.4,0.0,0.0,500.4,500.4,500.4,0.0,0.0,491.2,491.2,491.2,0.0,0.0,495.8,495.8,495.8,0.0,0.0
2017-07-02,482.0,482.0,482.0,0.0,0.0,483.6,483.6,483.6,0.0,0.0,472.6,472.6,472.6,0.0,0.0,480.6,480.6,480.6,0.0,0.0
2017-07-09,502.6,502.6,502.6,0.0,0.0,509.6,509.6,509.6,0.0,0.0,501.3,501.3,501.3,0.0,0.0,508.4,508.4,508.4,0.0,0.0
2017-07-16,514.4,514.4,514.4,0.0,0.0,516.2,516.2,516.2,0.0,0.0,499.2,499.2,499.2,0.0,0.0,500.4,500.4,500.4,0.0,0.0
2017-07-23,497.4,497.4,497.4,0.0,0.0,514.82,514.82,514.82,0.0,0.0,496.2,496.2,496.2,0.0,0.0,500.0,500.0,500.0,0.0,0.0
2017-07-30,489.6,489.6,489.6,0.0,0.0,493.5,493.5,493.5,0.0,0.0,486.6,486.6,486.6,0.0,0.0,489.4,489.4,489.4,0.0,0.0
2017-08-06,455.0,455.0,455.0,0.0,0.0,459.5,459.5,459.5,0.0,0.0,453.3,453.3,453.3,0.0,0.0,454.6,454.6,454.6,0.0,0.0
2017-08-13,436.2,436.2,436.2,0.0,0.0,444.6,444.6,444.6,0.0,0.0,434.0,434.0,434.0,0.0,0.0,440.0,440.0,440.0,0.0,0.0
2017-08-20,440.6,440.6,440.6,0.0,0.0,446.8,446.8,446.8,0.0,0.0,439.9,439.9,439.9,0.0,0.0,444.8,444.8,444.8,0.0,0.0
2017-08-27,445.4,445.4,445.4,0.0,0.0,452.2,452.2,452.2,0.0,0.0,443.0,443.0,443.0,0.0,0.0,450.0,450.0,450.0,0.0,0.0
2017-09-03,467.8,467.8,467.8,0.0,0.0,468.6,468.6,468.6,0.0,0.0,456.1,456.1,456.1,0.0,0.0,460.2,460.2,460.2,0.0,0.0
2017-09-10,491.6,491.6,491.6,0.0,0.0,493.0,493.0,493.0,0.0,0.0,485.47,485.47,485.47,0.0,0.0,492.2,492.2,492.2,0.0,0.0
2017-09-17,496.4,496.4,496.4,0.0,0.0,505.1,505.1,505.1,0.0,0.0,496.4,496.4,496.4,0.0,0.0,504.2,504.2,504.2,0.0,0.0
2017-09-24,519.0,519.0,519.0,0.0,0.0,522.8,522.8,522.8,0.0,0.0,515.6,515.6,515.6,0.0,0.0,521.4,521.4,521.4,0.0,0.0
2017-10-01,510.0,510.0,510.0,0.0,0.0,514.0,514.0,514.0,0.0,0.0,505.6,505.6,505.6,0.0,0.0,508.4,508.4,508.4,0.0,0.0
2017-10-08,504.0,504.0,504.0,0.0,0.0,510.2,510.2,510.2,0.0,0.0,500.8,500.8,500.8,0.0,0.0,501.4,501.4,501.4,0.0,0.0
2017-10-15,479.0,479.0,479.0,0.0,0.0,480.2,480.2,480.2,0.0,0.0,470.3,470.3,470.3,0.0,0.0,476.4,476.4,476.4,0.0,0.0
2017-10-22,464.0,464.0,464.0,0.0,0.0,474.8,474.8,474.8,0.0,0.0,461.6,461.6,461.6,0.0,0.0,473.4,473.4,473.4,0.0,0.0
2017-10-29,489.4,489.4,489.4,0.0,0.0,497.0,497.0,497.0,0.0,0.0,486.6,486.6,486.6,0.0,0.0,495.2,495.2,495.2,0.0,0.0
2017-11-05,520.0,520.0,520.0,0.0,0.0,522.4,522.4,522.4,0.0,0.0,511.4,511.4,511.4,0.0,0.0,515.6,515.6,515.6,0.0,0.0
2017-11-12,477.6,477.6,477.6,0.0,0.0,485.0,485.0,485.0,0.0,0.0,475.9,475.9,475.9,0.0,0.0,482.8,482.8,482.8,0.0,0.0
2017-11-19,488.4,488.4,488.4,0.0,0.0,489.2,489.2,489.2,0.0,0.0,484.1,484.1,484.1,0.0,0.0,484.6,484.6,484.6,0.0,0.0
2017-11-26,498.0,498.0,498.0,0.0,0.0,508.8,508.8,508.8,0.0,0.0,496.54,496.54,496.54,0.0,0.0,508.0,508.0,508.0,0.0,0.0
2017-12-03,495.4,495.4,495.4,0.0,0.0,497.0,497.0,497.0,0.0,0.0,490.5,490.5,490.5,0.0,0.0,495.2,495.2,495.2,0.0,0.0
2017-12-10,491.2,491.2,491.2,0.0,0.0,494.4,494.4,494.4,0.0,0.0,487.6,487.6,487.6,0.0,0.0,488.4,488.4,488.4,0.0,0.0
2017-12-17,515.6,515.6,515.6,0.0,0.0,518.4,518.4,518.4,0.0,0.0,510.8,510.8,510.8,0.0,0.0,514.4,514.4,514.4,0.0,0.0
2017-12-24,518.2,518.2,518.2,0.0,0.0,522.4,522.4,522.4,0.0,0.0,511.4,511.4,511.4,0.0,0.0,521.0,521.0,521.0,0.0,0.0
2017-12-31,556.0,556.0,556.0,0.0,0.0,558.2,558.2,558.2,0.0,0.0,549.2,549.2,549.2,0.0,0.0,557.6,557.6,557.6,0.0,0.0
