Date,GRMN_stock_Open_average,GRMN_stock_Open_max,GRMN_stock_Open_min,GRMN_stock_Open_volatility,GRMN_stock_Open_change,GRMN_stock_High_average,GRMN_stock_High_max,GRMN_stock_High_min,GRMN_stock_High_volatility,GRMN_stock_High_change,GRMN_stock_Low_average,GRMN_stock_Low_max,GRMN_stock_Low_min,GRMN_stock_Low_volatility,GRMN_stock_Low_change,GRMN_stock_Close_average,GRMN_stock_Close_max,GRMN_stock_Close_min,GRMN_stock_Close_volatility,GRMN_stock_Close_change,GRMN_stock_Volume_average,GRMN_stock_Volume_max,GRMN_stock_Volume_min,GRMN_stock_Volume_volatility,GRMN_stock_Volume_change
2016-01-03,36.112,37.0,35.14,1.8599999999999994,-1.4600000000000009,36.344,37.34,35.33,2.010000000000005,-1.5600000000000023,35.426,36.78,33.48,3.3000000000000043,-2.7900000000000063,35.623999999999995,36.94,33.55,3.3900000000000006,-3.25,1999070,2521400,1305540,1215860,379288
2016-01-10,33.112,33.89,32.08,1.8100000000000023,-1.8100000000000023,33.47,33.98,32.75,1.2299999999999969,-1.2299999999999969,32.408,32.85,32.02,0.8299999999999983,-0.8299999999999983,32.9,33.2,32.46,0.740000000000002,-0.6799999999999997,1968170,2416438,1552535,863903,-247660
2016-01-17,32.7225,33.64,31.81,1.8300000000000018,0.6700000000000017,33.432500000000005,34.2,32.65,1.5500000000000043,1.2000000000000028,32.1325,33.46,30.93,2.530000000000001,1.6799999999999997,32.9025,33.84,32.29,1.5500000000000043,1.5500000000000043,1472627,1814905,1116219,698686,-152142
2016-01-24,33.82,34.14,33.43,0.7100000000000009,0.28999999999999915,34.386,35.23,33.83,1.3999999999999986,1.3999999999999986,33.456,33.92,33.15,0.7700000000000031,0.7700000000000031,33.97,35.18,33.2,1.9799999999999969,1.9799999999999969,1298726,2701098,722057,1979041,1655615
2016-01-31,34.674,34.97,34.23,0.740000000000002,-0.03999999999999915,35.046,35.35,34.77,0.5799999999999983,-0.21000000000000085,34.138,34.63,33.58,1.0500000000000043,-0.30000000000000426,34.654,35.14,34.13,1.009999999999998,-0.4000000000000057,1258317,1499577,942361,557216,353805
2016-02-07,33.966,34.45,32.83,1.6200000000000045,-0.3400000000000034,34.824000000000005,35.14,34.42,0.7199999999999989,-0.17999999999999972,33.532000000000004,34.02,32.83,1.1900000000000048,-0.35999999999999943,34.194,34.47,33.84,0.6299999999999955,0.00999999999999801,1450994,1974485,1059371,915114,-315255
2016-02-14,38.4875,40.56,34.92,5.640000000000001,5.640000000000001,40.0775,41.97,36.36,5.609999999999999,4.509999999999998,37.5475,39.58,34.49,5.089999999999996,5.089999999999996,39.2575,41.06,35.23,5.830000000000005,4.740000000000002,4148192,7100579,2544803,4555776,-185990
2016-02-21,40.55833333333334,40.78,40.38,0.3999999999999986,-0.11999999999999744,40.818333333333335,41.18,40.38,0.7999999999999972,-0.7999999999999972,40.06166666666667,40.37,39.41,0.9600000000000009,0.10999999999999943,40.56666666666666,40.98,40.31,0.6699999999999946,-0.6099999999999994,1262606,1553486,882018,671468,-671468
2016-02-28,40.788,41.33,40.39,0.9399999999999977,0.490000000000002,41.426,42.26,40.83,1.4299999999999997,0.4100000000000037,40.516,40.74,40.17,0.5700000000000003,0.3200000000000003,40.91,41.44,40.51,0.9299999999999997,0.23000000000000398,1506958,1761457,1128995,632462,-431543
2016-03-06,40.084,40.67,39.6,1.0700000000000003,-0.5500000000000043,40.226,40.83,39.79,1.0399999999999991,-0.7100000000000009,39.47,40.29,39.14,1.1499999999999986,-0.9299999999999997,39.732,40.47,39.27,1.1999999999999957,-0.75,1376404,1708626,1134323,574303,303884
