Date,RES_stock_Open_average,RES_stock_Open_max,RES_stock_Open_min,RES_stock_Open_volatility,RES_stock_Open_change,RES_stock_High_average,RES_stock_High_max,RES_stock_High_min,RES_stock_High_volatility,RES_stock_High_change,RES_stock_Low_average,RES_stock_Low_max,RES_stock_Low_min,RES_stock_Low_volatility,RES_stock_Low_change,RES_stock_Close_average,RES_stock_Close_max,RES_stock_Close_min,RES_stock_Close_volatility,RES_stock_Close_change,RES_stock_Volume_average,RES_stock_Volume_max,RES_stock_Volume_min,RES_stock_Volume_volatility,RES_stock_Volume_change
2016-01-03,11.496,11.93,11.07,0.8599999999999994,-0.8300000000000001,11.676,11.96,11.19,0.7700000000000014,-0.7700000000000014,11.09,11.38,10.64,0.7400000000000002,-0.7400000000000002,11.304,11.88,10.7,1.1800000000000015,-1.1800000000000015,2656887,3311606,1982971,1328635,-723886
2016-01-10,11.016,11.32,10.76,0.5600000000000005,-0.4299999999999997,11.31,11.49,11.0,0.4900000000000002,0.20000000000000107,10.454,10.63,10.23,0.40000000000000036,0.33000000000000007,10.988,11.4,10.52,0.8800000000000008,0.7699999999999996,2850138,3672906,1793699,1879207,1128852
2016-01-17,10.7075,11.3,10.11,1.1900000000000013,-0.25,11.0,11.43,10.62,0.8100000000000005,-0.2400000000000002,10.120000000000001,10.55,9.73,0.8200000000000003,0.370000000000001,10.59,10.84,10.35,0.4900000000000002,0.11999999999999922,3278060,4342635,2165369,2177266,-1205021
2016-01-24,11.203999999999999,12.04,10.54,1.5,1.1300000000000008,11.74,12.52,10.94,1.58,1.58,10.74,11.61,10.04,1.5700000000000003,1.5700000000000003,11.432,12.47,10.4,2.0700000000000003,2.0700000000000003,4140553,6155718,3252487,2903231,-77533
2016-01-31,12.154,12.73,11.72,1.0099999999999998,0.5700000000000003,12.664,13.4,12.21,1.1899999999999995,0.9000000000000004,11.862,12.51,11.31,1.1999999999999993,0.8499999999999996,12.332,12.85,11.81,1.0399999999999991,0.7299999999999986,2474097,3332703,1861884,1470819,872601
2016-02-07,12.328,12.72,11.72,1.0,-0.1999999999999993,12.724,13.11,12.06,1.049999999999999,0.27999999999999936,11.956,12.3,11.28,1.0200000000000014,-0.25,12.43,12.85,11.92,0.9299999999999997,0.10999999999999943,2823231,3481745,2355102,1126643,439789
2016-02-14,13.235,13.83,12.97,0.8599999999999994,-0.08000000000000007,13.5825,13.95,13.11,0.8399999999999999,0.4299999999999997,12.9025,13.39,12.42,0.9700000000000006,0.46000000000000085,13.195,13.64,12.63,1.0099999999999998,0.2699999999999996,1528584,2262811,1064904,1197907,1197907
2016-02-21,12.862,13.3,12.42,0.8800000000000008,-0.4800000000000004,13.224,13.79,12.59,1.1999999999999993,0.3099999999999987,12.47,12.87,11.99,0.879999999999999,-0.22999999999999865,12.888,13.42,12.39,1.0299999999999994,-0.0600000000000005,2288056,2619786,1811187,808599,65695
2016-02-28,13.918000000000001,14.71,13.46,1.25,1.25,14.422,15.51,13.6,1.9100000000000001,1.9100000000000001,13.676,14.27,13.19,1.08,1.08,14.096,14.63,13.57,1.0600000000000005,1.0600000000000005,1982031,2281338,1637264,644074,14482
2016-03-06,14.368,14.72,14.18,0.5400000000000009,-0.4400000000000013,14.554,14.88,14.21,0.6699999999999999,-0.10000000000000142,13.86,14.18,13.48,0.6999999999999993,-0.03999999999999915,14.196,14.37,13.81,0.5599999999999987,-0.09999999999999964,2146683,3651769,1443333,2208436,-2150024
