Date,CVXStock_Open_average,CVXStock_Open_max,CVXStock_Open_min,CVXStock_Open_volatility,CVXStock_Open_change,CVXStock_High_average,CVXStock_High_max,CVXStock_High_min,CVXStock_High_volatility,CVXStock_High_change,CVXStock_Low_average,CVXStock_Low_max,CVXStock_Low_min,CVXStock_Low_volatility,CVXStock_Low_change,CVXStock_Close_average,CVXStock_Close_max,CVXStock_Close_min,CVXStock_Close_volatility,CVXStock_Close_change,CVXStock_Volume_average,CVXStock_Volume_max,CVXStock_Volume_min,CVXStock_Volume_volatility,CVXStock_Volume_change
2016-01-03,86.792,89.53,83.39,6.140000000000001,-6.140000000000001,87.426,90.11,83.84,6.269999999999996,-6.269999999999996,84.892,87.84,81.22,6.6200000000000045,-6.349999999999994,85.93599999999999,89.61,82.13,7.480000000000004,-6.719999999999999,12210512,15368822,7883427,7485395,494360
2016-01-10,82.36,83.16,81.64,1.519999999999996,-1.2099999999999937,83.92,86.17,82.4,3.769999999999996,0.8400000000000034,80.258,80.95,79.69,1.2600000000000051,1.1000000000000085,82.678,85.47,80.77,4.700000000000003,2.9000000000000057,15539521,17870288,13477497,4392791,3503924
2016-01-17,81.85249999999999,84.46,78.8,5.659999999999997,0.28999999999999204,82.975,85.19,80.31,4.8799999999999955,0.4399999999999977,78.965,81.72,75.33,6.390000000000001,0.9299999999999926,81.27000000000001,83.54,78.98,4.560000000000002,2.030000000000001,17784767,26151132,13155558,12995574,2569001
2016-01-24,83.602,85.75,81.97,3.780000000000001,1.759999999999991,85.658,86.71,84.29,2.4199999999999875,2.4199999999999875,82.232,83.7,80.8,2.9000000000000057,2.1500000000000057,84.138,86.47,80.89,5.579999999999998,5.579999999999998,14041737,20248924,12191392,8057532,7878641
2016-01-31,83.756,85.15,82.39,2.760000000000005,-1.210000000000008,84.848,86.19,83.04,3.1499999999999915,-1.7999999999999972,82.228,84.24,79.85,4.390000000000001,-1.9799999999999898,83.764,85.29,81.24,4.050000000000011,-2.410000000000011,13232738,15090100,10958349,4131751,4131751
2016-02-07,83.002,85.08,81.6,3.480000000000004,2.039999999999992,85.126,86.7,83.66,3.0400000000000063,-1.1200000000000045,81.722,83.2,80.64,2.5600000000000023,2.1000000000000085,84.074,85.99,82.92,3.069999999999993,-0.5599999999999881,13001026,17712810,9835059,7877751,-7877751
2016-02-14,86.43,88.75,85.23,3.519999999999996,1.0999999999999943,87.46000000000001,89.25,85.39,3.8599999999999994,1.1500000000000057,84.935,86.61,83.31,3.299999999999997,1.4899999999999949,86.5875,88.31,84.81,3.5,1.6899999999999977,10660793,12710513,9517800,3192713,-848190
2016-02-21,86.446,88.39,83.33,5.060000000000002,-0.9000000000000057,87.324,89.84,85.49,4.3500000000000085,-2.740000000000009,84.624,87.5,82.9,4.599999999999994,-3.219999999999999,85.72999999999999,88.82,84.35,4.469999999999999,-4.469999999999999,9910695,10655795,9369888,1285907,-930053
2016-02-28,85.776,87.42,84.12,3.299999999999997,2.480000000000004,87.018,88.62,85.19,3.430000000000007,3.430000000000007,84.718,86.7,83.07,3.6300000000000097,3.6300000000000097,86.434,87.93,83.44,4.490000000000009,4.490000000000009,10131312,11614709,8526088,3088621,-2221006
2016-03-06,91.152,94.95,87.94,7.010000000000005,7.010000000000005,93.31400000000001,96.14,90.76,5.3799999999999955,5.3799999999999955,90.14999999999999,93.38,87.55,5.829999999999998,5.829999999999998,92.14999999999999,94.58,88.74,5.840000000000003,3.9099999999999966,13761090,19323120,10508379,8814741,1314450
2016-03-13,95.108,97.85,93.15,4.699999999999989,4.280000000000001,96.204,97.91,94.4,3.509999999999991,3.0799999999999983,94.042,95.86,92.25,3.6099999999999994,2.769999999999996,95.702,97.69,94.26,3.4299999999999926,3.4299999999999926,9797992,14436252,6898929,7537323,7537323
2016-03-20,95.0075,97.02,92.54,4.47999999999999,-4.47999999999999,96.05,97.54,94.81,2.730000000000004,-2.6000000000000085,94.13,95.91,92.25,3.6599999999999966,-3.6599999999999966,95.095,96.44,93.59,2.8499999999999943,-1.5900000000000034,8517280,10302848,7567117,2735731,119049
2016-03-27,94.784,96.35,93.69,2.6599999999999966,-1.210000000000008,95.628,96.69,94.78,1.9099999999999966,-0.29999999999999716,94.074,95.16,92.94,2.219999999999999,-0.6800000000000068,94.982,95.4,94.26,1.1400000000000006,-0.4200000000000017,6270666,7555891,5054040,2501851,2501851
2016-04-03,94.242,96.25,93.0,3.25,1.8100000000000023,94.946,96.87,93.35,3.5200000000000102,2.3900000000000006,93.624,95.76,92.43,3.3299999999999983,2.730000000000004,94.412,96.33,92.67,3.6599999999999966,2.8999999999999915,6795328,7108491,6552034,556457,556457
2016-04-10,97.144,97.8,95.69,2.1099999999999994,0.8399999999999892,97.844,98.27,97.3,0.9699999999999989,0.5,96.386,97.36,95.15,2.2099999999999937,1.809999999999988,97.112,97.98,95.24,2.740000000000009,1.990000000000009,6909618,8783354,6162187,2621167,-92513
2016-04-17,99.644,101.74,95.76,5.97999999999999,5.97999999999999,101.426,102.8,98.76,4.039999999999992,3.739999999999995,99.226,101.5,95.52,5.980000000000004,5.980000000000004,100.86,102.01,98.7,3.3100000000000023,3.3100000000000023,8507601,10584822,5753998,4830824,-2016173
