Date,Guggenheim CurrencyShares Swedish KronaEtf_Open_average,Guggenheim CurrencyShares Swedish KronaEtf_Open_max,Guggenheim CurrencyShares Swedish KronaEtf_Open_min,Guggenheim CurrencyShares Swedish KronaEtf_Open_volatility,Guggenheim CurrencyShares Swedish KronaEtf_Open_change,Guggenheim CurrencyShares Swedish KronaEtf_High_average,Guggenheim CurrencyShares Swedish KronaEtf_High_max,Guggenheim CurrencyShares Swedish KronaEtf_High_min,Guggenheim CurrencyShares Swedish KronaEtf_High_volatility,Guggenheim CurrencyShares Swedish KronaEtf_High_change,Guggenheim CurrencyShares Swedish KronaEtf_Low_average,Guggenheim CurrencyShares Swedish KronaEtf_Low_max,Guggenheim CurrencyShares Swedish KronaEtf_Low_min,Guggenheim CurrencyShares Swedish KronaEtf_Low_volatility,Guggenheim CurrencyShares Swedish KronaEtf_Low_change,Guggenheim CurrencyShares Swedish KronaEtf_Close_average,Guggenheim CurrencyShares Swedish KronaEtf_Close_max,Guggenheim CurrencyShares Swedish KronaEtf_Close_min,Guggenheim CurrencyShares Swedish KronaEtf_Close_volatility,Guggenheim CurrencyShares Swedish KronaEtf_Close_change
2016-01-03,115.65,115.65,115.65,0.0,0.0,116.06,116.06,116.06,0.0,0.0,115.65,115.65,115.65,0.0,0.0,116.06,116.06,116.06,0.0,0.0
2016-01-10,114.77,114.77,114.77,0.0,0.0,114.88,114.88,114.88,0.0,0.0,114.77,114.77,114.77,0.0,0.0,114.88,114.88,114.88,0.0,0.0
2016-01-17,114.69,114.69,114.69,0.0,0.0,114.69,114.69,114.69,0.0,0.0,114.69,114.69,114.69,0.0,0.0,114.69,114.69,114.69,0.0,0.0
2016-01-24,114.09,114.09,114.09,0.0,0.0,114.42,114.42,114.42,0.0,0.0,114.01,114.01,114.01,0.0,0.0,114.42,114.42,114.42,0.0,0.0
2016-01-31,117.0,117.0,117.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0
2016-02-07,116.09,116.09,116.09,0.0,0.0,116.09,116.09,116.09,0.0,0.0,116.09,116.09,116.09,0.0,0.0,116.09,116.09,116.09,0.0,0.0
2016-02-14,115.39,115.39,115.39,0.0,0.0,115.63,115.63,115.63,0.0,0.0,115.39,115.39,115.39,0.0,0.0,115.63,115.63,115.63,0.0,0.0
2016-02-21,115.46,115.46,115.46,0.0,0.0,115.46,115.46,115.46,0.0,0.0,115.46,115.46,115.46,0.0,0.0,115.46,115.46,115.46,0.0,0.0
2016-02-28,115.0,115.0,115.0,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.0,115.0,115.0,0.0,0.0,115.0,115.0,115.0,0.0,0.0
2016-03-06,117.0,117.0,117.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0,117.0,117.0,117.0,0.0,0.0
2016-03-13,119.71,119.71,119.71,0.0,0.0,119.71,119.71,119.71,0.0,0.0,119.71,119.71,119.71,0.0,0.0,119.71,119.71,119.71,0.0,0.0
2016-03-20,117.99,117.99,117.99,0.0,0.0,117.99,117.99,117.99,0.0,0.0,117.99,117.99,117.99,0.0,0.0,117.99,117.99,117.99,0.0,0.0
2016-03-27,120.51,120.51,120.51,0.0,0.0,120.7,120.7,120.7,0.0,0.0,120.51,120.51,120.51,0.0,0.0,120.7,120.7,120.7,0.0,0.0
2016-04-03,120.23,120.23,120.23,0.0,0.0,120.23,120.23,120.23,0.0,0.0,120.03,120.03,120.03,0.0,0.0,120.09,120.09,120.09,0.0,0.0
2016-04-10,120.48,120.48,120.48,0.0,0.0,120.48,120.48,120.48,0.0,0.0,120.48,120.48,120.48,0.0,0.0,120.48,120.48,120.48,0.0,0.0
2016-04-17,121.3,121.3,121.3,0.0,0.0,121.3,121.3,121.3,0.0,0.0,120.24,120.24,120.24,0.0,0.0,120.24,120.24,120.24,0.0,0.0
2016-04-24,121.17,121.17,121.17,0.0,0.0,121.25,121.25,121.25,0.0,0.0,121.17,121.17,121.17,0.0,0.0,121.25,121.25,121.25,0.0,0.0
2016-05-01,120.41,120.41,120.41,0.0,0.0,120.41,120.41,120.41,0.0,0.0,120.41,120.41,120.41,0.0,0.0,120.41,120.41,120.41,0.0,0.0
2016-05-08,118.29,118.29,118.29,0.0,0.0,118.38,118.38,118.38,0.0,0.0,118.29,118.29,118.29,0.0,0.0,118.38,118.38,118.38,0.0,0.0
2016-05-15,117.3,117.3,117.3,0.0,0.0,117.56,117.56,117.56,0.0,0.0,117.24,117.24,117.24,0.0,0.0,117.56,117.56,117.56,0.0,0.0
2016-05-22,117.34,117.34,117.34,0.0,0.0,117.34,117.34,117.34,0.0,0.0,117.3,117.3,117.3,0.0,0.0,117.3,117.3,117.3,0.0,0.0
2016-05-29,117.7,117.7,117.7,0.0,0.0,117.73,117.73,117.73,0.0,0.0,117.7,117.7,117.7,0.0,0.0,117.73,117.73,117.73,0.0,0.0
2016-06-05,118.3,118.3,118.3,0.0,0.0,118.3,118.3,118.3,0.0,0.0,118.3,118.3,118.3,0.0,0.0,118.3,118.3,118.3,0.0,0.0
2016-06-12,116.3,116.3,116.3,0.0,0.0,116.3,116.3,116.3,0.0,0.0,116.0,116.0,116.0,0.0,0.0,116.0,116.0,116.0,0.0,0.0
2016-06-19,114.82,114.82,114.82,0.0,0.0,115.0,115.0,115.0,0.0,0.0,114.82,114.82,114.82,0.0,0.0,115.0,115.0,115.0,0.0,0.0
2016-06-26,115.59,115.59,115.59,0.0,0.0,115.59,115.59,115.59,0.0,0.0,115.59,115.59,115.59,0.0,0.0,115.59,115.59,115.59,0.0,0.0
2016-07-03,113.37,113.37,113.37,0.0,0.0,113.49,113.49,113.49,0.0,0.0,113.33,113.33,113.33,0.0,0.0,113.49,113.49,113.49,0.0,0.0
2016-07-10,114.2,114.2,114.2,0.0,0.0,114.2,114.2,114.2,0.0,0.0,114.2,114.2,114.2,0.0,0.0,114.2,114.2,114.2,0.0,0.0
2016-07-17,113.15,113.15,113.15,0.0,0.0,113.15,113.15,113.15,0.0,0.0,112.6,112.6,112.6,0.0,0.0,112.6,112.6,112.6,0.0,0.0
2016-07-24,113.9,113.9,113.9,0.0,0.0,113.95,113.95,113.95,0.0,0.0,113.9,113.9,113.9,0.0,0.0,113.91,113.91,113.91,0.0,0.0
2016-07-31,113.93,113.93,113.93,0.0,0.0,113.93,113.93,113.93,0.0,0.0,113.93,113.93,113.93,0.0,0.0,113.93,113.93,113.93,0.0,0.0
2016-08-07,115.75,115.75,115.75,0.0,0.0,115.75,115.75,115.75,0.0,0.0,115.47,115.47,115.47,0.0,0.0,115.47,115.47,115.47,0.0,0.0
2016-08-14,116.0,116.0,116.0,0.0,0.0,116.31,116.31,116.31,0.0,0.0,116.0,116.0,116.0,0.0,0.0,116.31,116.31,116.31,0.0,0.0
2016-08-21,116.0,116.0,116.0,0.0,0.0,116.0,116.0,116.0,0.0,0.0,115.29,115.29,115.29,0.0,0.0,115.29,115.29,115.29,0.0,0.0
2016-08-28,113.35,113.35,113.35,0.0,0.0,113.41,113.41,113.41,0.0,0.0,113.35,113.35,113.35,0.0,0.0,113.41,113.41,113.41,0.0,0.0
2016-09-04,114.46,114.46,114.46,0.0,0.0,114.46,114.46,114.46,0.0,0.0,114.34,114.34,114.34,0.0,0.0,114.34,114.34,114.34,0.0,0.0
2016-09-11,113.6,113.6,113.6,0.0,0.0,113.65,113.65,113.65,0.0,0.0,113.6,113.6,113.6,0.0,0.0,113.61,113.61,113.61,0.0,0.0
2016-09-18,113.83,113.83,113.83,0.0,0.0,113.96,113.96,113.96,0.0,0.0,113.83,113.83,113.83,0.0,0.0,113.96,113.96,113.96,0.0,0.0
2016-09-25,113.2,113.2,113.2,0.0,0.0,113.2,113.2,113.2,0.0,0.0,113.2,113.2,113.2,0.0,0.0,113.2,113.2,113.2,0.0,0.0
2016-10-02,112.68,112.68,112.68,0.0,0.0,112.68,112.68,112.68,0.0,0.0,112.68,112.68,112.68,0.0,0.0,112.68,112.68,112.68,0.0,0.0
2016-10-09,110.48,110.48,110.48,0.0,0.0,110.48,110.48,110.48,0.0,0.0,110.13,110.13,110.13,0.0,0.0,110.14,110.14,110.14,0.0,0.0
2016-10-16,108.96,108.96,108.96,0.0,0.0,108.96,108.96,108.96,0.0,0.0,108.83,108.83,108.83,0.0,0.0,108.83,108.83,108.83,0.0,0.0
2016-10-23,107.56,107.56,107.56,0.0,0.0,107.57,107.57,107.57,0.0,0.0,107.31,107.31,107.31,0.0,0.0,107.57,107.57,107.57,0.0,0.0
2016-10-30,108.18,108.18,108.18,0.0,0.0,108.55,108.55,108.55,0.0,0.0,108.18,108.18,108.18,0.0,0.0,108.37,108.37,108.37,0.0,0.0
2016-11-06,107.17,107.17,107.17,0.0,0.0,107.17,107.17,107.17,0.0,0.0,107.17,107.17,107.17,0.0,0.0,107.17,107.17,107.17,0.0,0.0
2016-11-13,104.83,104.83,104.83,0.0,0.0,104.89,104.89,104.89,0.0,0.0,104.6,104.6,104.6,0.0,0.0,104.7,104.7,104.7,0.0,0.0
2016-11-20,105.08,105.08,105.08,0.0,0.0,105.08,105.08,105.08,0.0,0.0,104.95,104.95,104.95,0.0,0.0,104.95,104.95,104.95,0.0,0.0
2016-11-27,105.35,105.35,105.35,0.0,0.0,105.45,105.45,105.45,0.0,0.0,105.35,105.35,105.35,0.0,0.0,105.42,105.42,105.42,0.0,0.0
2016-12-04,106.0,106.0,106.0,0.0,0.0,106.0,106.0,106.0,0.0,0.0,105.86,105.86,105.86,0.0,0.0,105.9,105.9,105.9,0.0,0.0
2016-12-11,103.13,103.13,103.13,0.0,0.0,103.2,103.2,103.2,0.0,0.0,103.05,103.05,103.05,0.0,0.0,103.05,103.05,103.05,0.0,0.0
2016-12-18,105.41,105.41,105.41,0.0,0.0,105.41,105.41,105.41,0.0,0.0,105.25,105.25,105.25,0.0,0.0,105.25,105.25,105.25,0.0,0.0
2016-12-25,106.94,106.94,106.94,0.0,0.0,106.94,106.94,106.94,0.0,0.0,106.34,106.34,106.34,0.0,0.0,106.34,106.34,106.34,0.0,0.0
2017-01-01,106.76,106.76,106.76,0.0,0.0,107.0,107.0,107.0,0.0,0.0,106.76,106.76,106.76,0.0,0.0,107.0,107.0,107.0,0.0,0.0
2017-01-08,108.39,108.39,108.39,0.0,0.0,108.61,108.61,108.61,0.0,0.0,108.39,108.39,108.39,0.0,0.0,108.61,108.61,108.61,0.0,0.0
2017-01-15,108.43,108.43,108.43,0.0,0.0,108.79,108.79,108.79,0.0,0.0,108.43,108.43,108.43,0.0,0.0,108.77,108.77,108.77,0.0,0.0
2017-01-22,109.26,109.26,109.26,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.39,109.39,109.39,0.0,0.0
