Date,FOJCY_stock_Open_average,FOJCY_stock_Open_max,FOJCY_stock_Open_min,FOJCY_stock_Open_volatility,FOJCY_stock_Open_change,FOJCY_stock_High_average,FOJCY_stock_High_max,FOJCY_stock_High_min,FOJCY_stock_High_volatility,FOJCY_stock_High_change,FOJCY_stock_Low_average,FOJCY_stock_Low_max,FOJCY_stock_Low_min,FOJCY_stock_Low_volatility,FOJCY_stock_Low_change,FOJCY_stock_Close_average,FOJCY_stock_Close_max,FOJCY_stock_Close_min,FOJCY_stock_Close_volatility,FOJCY_stock_Close_change,FOJCY_stock_Volume_average,FOJCY_stock_Volume_max,FOJCY_stock_Volume_min,FOJCY_stock_Volume_volatility,FOJCY_stock_Volume_change
2016-01-03,2.9,2.95,2.87,0.08000000000000007,0.020000000000000018,2.926,2.95,2.89,0.06000000000000005,-0.010000000000000231,2.886,2.95,2.81,0.14000000000000012,0.08999999999999986,2.926,2.95,2.89,0.06000000000000005,-0.010000000000000231,2229,4250,350,3900,32
2016-01-10,2.8616,2.95,2.748,0.20199999999999996,-0.1419999999999999,2.862,2.95,2.75,0.20000000000000018,-0.14000000000000012,2.826,2.89,2.72,0.16999999999999993,-0.16999999999999993,2.826,2.89,2.72,0.16999999999999993,-0.16999999999999993,2759,4319,1878,2441,2319
2016-01-17,2.7802499999999997,2.84,2.7119999999999997,0.1280000000000001,0.06000000000000005,2.80875,2.878,2.778,0.10000000000000009,0.08800000000000008,2.7575,2.84,2.67,0.16999999999999993,0.06999999999999984,2.77,2.87,2.67,0.20000000000000018,0.08000000000000007,7860,14500,1196,13304,-4692
2016-01-24,3.0564,3.14,2.95,0.18999999999999995,0.18999999999999995,3.06,3.14,2.95,0.18999999999999995,0.18999999999999995,3.0460000000000003,3.14,2.95,0.18999999999999995,0.18999999999999995,3.053,3.14,2.95,0.18999999999999995,0.18999999999999995,3429,7760,592,7168,-390
2016-01-31,2.824,3.05,2.65,0.3999999999999999,-0.3299999999999996,2.824,3.05,2.65,0.3999999999999999,-0.3299999999999996,2.8034,3.05,2.6,0.44999999999999973,-0.34799999999999986,2.8034,3.05,2.6,0.44999999999999973,-0.34799999999999986,2470,3667,1400,2267,-826
2016-02-07,2.5829999999999997,2.695,2.48,0.21499999999999986,-0.1549999999999998,2.607,2.695,2.49,0.20499999999999963,-0.09499999999999975,2.561,2.695,2.47,0.22499999999999964,-0.1549999999999998,2.573,2.695,2.47,0.22499999999999964,-0.09499999999999975,1628,3256,735,2521,432
2016-02-14,2.6176666666666666,2.65,2.553,0.09699999999999998,-0.09699999999999998,2.6176666666666666,2.65,2.553,0.09699999999999998,-0.09699999999999998,2.5833333333333335,2.64,2.51,0.13000000000000034,-0.0900000000000003,2.6,2.65,2.51,0.14000000000000012,-0.14000000000000012,7030,10327,1162,9165,-9165
2016-02-21,2.6166666666666667,2.7,2.55,0.15000000000000036,-0.10000000000000009,2.6166666666666667,2.7,2.55,0.15000000000000036,-0.10000000000000009,2.5833333333333335,2.62,2.55,0.07000000000000028,-0.040000000000000036,2.61,2.7,2.55,0.15000000000000036,-0.1200000000000001,38027,103946,706,103240,94515
2016-02-28,2.695,2.9,2.57,0.33000000000000007,0.33000000000000007,2.7225,2.9,2.65,0.25,0.25,2.685,2.9,2.57,0.33000000000000007,0.33000000000000007,2.72125,2.9,2.65,0.25,0.25,3029,6149,378,5771,-5129
2016-03-06,2.91,2.91,2.91,0.0,0.0,3.0,3.0,3.0,0.0,0.0,2.91,2.91,2.91,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1006,1006,1006,0,0
2016-03-13,2.9408,3.0,2.8819999999999997,0.11800000000000033,-0.040000000000000036,2.9554,3.0,2.915,0.08499999999999996,0.0,2.94,3.0,2.878,0.12199999999999989,-0.040000000000000036,2.948,3.0,2.878,0.12199999999999989,0.0,2240,7600,100,7500,425
2016-03-20,2.955,3.0,2.91,0.08999999999999986,-0.08999999999999986,2.98,3.05,2.91,0.13999999999999968,-0.13999999999999968,2.955,3.0,2.91,0.08999999999999986,-0.08999999999999986,2.98,3.05,2.91,0.13999999999999968,-0.13999999999999968,1209,2175,243,1932,-1932
2016-03-27,2.94225,2.985,2.884,0.10099999999999998,0.06600000000000028,2.94975,2.985,2.884,0.10099999999999998,0.09600000000000009,2.94225,2.985,2.884,0.10099999999999998,0.06600000000000028,2.94975,2.985,2.884,0.10099999999999998,0.09600000000000009,1120,2736,220,2516,1080
2016-04-03,2.702,2.98,2.52,0.45999999999999996,-0.45999999999999996,2.7278,2.9989999999999997,2.52,0.47899999999999965,-0.47899999999999965,2.62,2.95,2.46,0.4900000000000002,-0.43000000000000016,2.6792000000000002,2.986,2.46,0.5260000000000002,-0.4660000000000002,5317,7684,310,7374,-6271
2016-04-10,2.728,2.82,2.6260000000000003,0.1939999999999995,0.12399999999999967,2.7640000000000002,2.82,2.696,0.12399999999999967,0.12399999999999967,2.6087499999999997,2.715,2.55,0.16500000000000004,0.16500000000000004,2.65375,2.77,2.55,0.2200000000000002,0.16500000000000004,2281,3000,1283,1717,-729
2016-04-17,2.8106666666666666,2.85,2.762,0.08800000000000008,0.08800000000000008,2.8106666666666666,2.85,2.762,0.08800000000000008,0.08800000000000008,2.7973333333333334,2.85,2.762,0.08800000000000008,0.08800000000000008,2.7973333333333334,2.85,2.762,0.08800000000000008,0.08800000000000008,3114,7427,400,7027,1115
2016-04-24,2.8125,2.85,2.775,0.07500000000000018,0.07500000000000018,2.8125,2.85,2.775,0.07500000000000018,0.07500000000000018,2.8125,2.85,2.775,0.07500000000000018,0.07500000000000018,2.8125,2.85,2.775,0.07500000000000018,0.07500000000000018,1747,2500,995,1505,1505
2016-05-01,2.86,2.86,2.86,0.0,0.0,2.86,2.86,2.86,0.0,0.0,2.86,2.86,2.86,0.0,0.0,2.86,2.86,2.86,0.0,0.0,229,346,113,233,-233
2016-05-08,2.8005,2.801,2.8,0.001000000000000334,0.001000000000000334,2.8255,2.85,2.801,0.04899999999999993,-0.04899999999999993,2.8005,2.801,2.8,0.001000000000000334,0.001000000000000334,2.8105,2.82,2.801,0.018999999999999684,-0.018999999999999684,9987,19752,222,19530,-19530
2016-05-15,2.855,2.92,2.79,0.1299999999999999,-0.1299999999999999,2.875,2.96,2.79,0.16999999999999993,-0.16999999999999993,2.855,2.92,2.79,0.1299999999999999,-0.1299999999999999,2.875,2.96,2.79,0.16999999999999993,-0.16999999999999993,365,552,179,373,-373
2016-05-22,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0,2.95,2.95,2.95,0.0,0.0,10000,10000,10000,0,0
2016-05-29,2.908,2.908,2.908,0.0,0.0,2.908,2.908,2.908,0.0,0.0,2.908,2.908,2.908,0.0,0.0,2.908,2.908,2.908,0.0,0.0,420,420,420,0,0
2016-06-05,3.090666666666667,3.12,3.032,0.08800000000000008,0.08800000000000008,3.090666666666667,3.12,3.032,0.08800000000000008,0.08800000000000008,3.0573333333333332,3.08,3.032,0.04800000000000004,0.04800000000000004,3.0573333333333332,3.08,3.032,0.04800000000000004,0.04800000000000004,2255,5105,662,4443,4105
2016-06-12,3.053,3.102,3.01,0.09200000000000008,-0.040000000000000036,3.0555,3.102,3.01,0.09200000000000008,-0.029999999999999805,3.053,3.102,3.01,0.09200000000000008,-0.040000000000000036,3.0555,3.102,3.01,0.09200000000000008,-0.029999999999999805,704,1804,100,1704,1704
