Date,NPOStock_Open_average,NPOStock_Open_max,NPOStock_Open_min,NPOStock_Open_volatility,NPOStock_Open_change,NPOStock_High_average,NPOStock_High_max,NPOStock_High_min,NPOStock_High_volatility,NPOStock_High_change,NPOStock_Low_average,NPOStock_Low_max,NPOStock_Low_min,NPOStock_Low_volatility,NPOStock_Low_change,NPOStock_Close_average,NPOStock_Close_max,NPOStock_Close_min,NPOStock_Close_volatility,NPOStock_Close_change,NPOStock_Volume_average,NPOStock_Volume_max,NPOStock_Volume_min,NPOStock_Volume_volatility,NPOStock_Volume_change
2016-01-03,44.03,45.9,42.81,3.0899999999999963,2.1000000000000014,45.44,48.1,43.46,4.640000000000001,2.1999999999999957,42.936,44.61,41.13,3.479999999999997,1.6299999999999955,44.592,47.16,42.97,4.189999999999998,1.4100000000000037,281480,627299,155184,472115,43150
2016-01-10,42.502,44.44,40.2,4.239999999999995,-4.239999999999995,42.874,44.46,40.98,3.480000000000004,-3.480000000000004,41.122,43.11,39.6,3.509999999999998,-3.509999999999998,41.824,43.36,40.77,2.5899999999999963,-2.5899999999999963,158799,211118,124293,86825,-86825
2016-01-17,40.3325,41.21,39.33,1.8800000000000026,-0.259999999999998,41.185,42.32,40.1,2.219999999999999,1.1099999999999994,39.0225,40.05,37.53,2.519999999999996,0.9599999999999937,40.19,40.74,39.75,0.990000000000002,0.8100000000000023,210301,322592,140333,182259,-182259
2016-01-24,41.522,42.86,40.32,2.539999999999999,2.240000000000002,42.589999999999996,44.51,40.76,3.75,3.75,41.15,42.86,39.83,3.030000000000001,3.030000000000001,42.06,44.47,40.0,4.469999999999999,4.469999999999999,131897,235758,95440,140318,129533
2016-01-31,42.5,43.83,41.58,2.25,-0.7899999999999991,43.046,43.93,41.79,2.1400000000000006,-0.4099999999999966,41.496,42.28,40.79,1.490000000000002,0.5500000000000043,42.262,43.27,41.61,1.6600000000000037,0.21000000000000085,113245,180616,88959,91657,-80723
2016-02-07,41.06,41.92,40.4,1.5200000000000031,-1.2100000000000009,41.798,42.38,40.83,1.5500000000000043,0.05000000000000426,40.352000000000004,41.09,39.9,1.1900000000000048,-0.7100000000000009,41.226,42.23,40.22,2.009999999999998,0.29999999999999716,97260,163592,77030,86562,-5624
2016-02-14,43.620000000000005,44.63,42.69,1.9400000000000048,0.9400000000000048,44.4725,45.3,43.45,1.8499999999999943,0.6599999999999966,42.9425,43.53,42.11,1.4200000000000017,0.7000000000000028,43.832499999999996,44.47,43.14,1.3299999999999983,0.7999999999999972,86659,118743,64572,54171,7283
2016-02-21,45.711999999999996,51.54,43.42,8.119999999999997,7.060000000000002,47.504,52.29,43.92,8.369999999999997,7.18,45.326,51.05,42.84,8.209999999999994,6.789999999999999,46.866,51.88,43.27,8.61,7.539999999999999,173386,345741,64905,280836,99312
2016-02-28,54.188,57.89,52.12,5.770000000000003,5.770000000000003,55.884,59.41,52.5,6.909999999999997,5.979999999999997,53.624,56.95,51.45,5.5,5.5,55.194,57.89,51.88,6.009999999999998,5.469999999999999,293857,507309,165179,342130,70816
2016-03-06,56.77,58.61,54.67,3.9399999999999977,-2.4299999999999997,58.050000000000004,59.02,57.35,1.6700000000000017,-1.6000000000000014,55.108,56.96,53.09,3.8699999999999974,-2.5500000000000043,56.641999999999996,58.91,54.13,4.779999999999994,-1.6499999999999986,180737,256906,109888,147018,-147018
2016-03-13,57.708,63.81,55.27,8.54,6.850000000000001,58.65,63.82,56.03,7.789999999999999,6.740000000000002,56.532000000000004,59.72,55.0,4.719999999999999,3.8399999999999963,57.414,60.12,55.55,4.57,3.710000000000001,236168,676610,79461,597149,597149
2016-03-20,58.245000000000005,59.63,56.38,3.25,-3.25,59.2,59.98,57.96,2.019999999999996,-1.9200000000000017,56.97,58.35,55.29,3.0600000000000023,-3.0600000000000023,58.09,59.08,56.76,2.3200000000000003,-1.1199999999999974,153699,242396,102326,140070,-75987
2016-03-27,57.826,58.83,56.98,1.8500000000000014,-0.8099999999999952,58.574,59.04,58.01,1.0300000000000011,0.8000000000000043,56.874,57.71,56.4,1.3100000000000023,0.1700000000000017,58.05,58.58,57.29,1.2899999999999991,1.2899999999999991,123837,160221,90171,70050,32615
2016-04-03,56.652,58.57,55.77,2.799999999999997,-2.6300000000000026,57.252,58.71,56.36,2.3500000000000014,-1.1899999999999977,55.844,57.24,54.87,2.3700000000000045,-1.3700000000000045,56.322,57.32,55.4,1.9200000000000017,-1.1199999999999974,105130,134788,55507,79281,-61926
2016-04-10,57.43,58.53,56.48,2.0500000000000043,1.3299999999999983,58.166,58.69,57.48,1.2100000000000009,1.1499999999999986,56.906,57.65,55.94,1.7100000000000009,1.3100000000000023,57.647999999999996,58.39,56.33,2.0600000000000023,1.9200000000000017,87731,155549,45146,110403,19445
2016-04-17,59.088,59.46,58.72,0.740000000000002,0.480000000000004,59.458,59.79,58.87,0.9200000000000017,0.9200000000000017,58.684,59.06,58.06,1.0,1.0,59.13,59.65,58.66,0.990000000000002,0.990000000000002,71163,87085,54740,32345,13339
2016-04-24,59.414,60.0,58.64,1.3599999999999994,-0.5799999999999983,60.042,60.47,59.48,0.990000000000002,0.09000000000000341,58.64,59.66,57.83,1.8299999999999983,-0.6900000000000048,59.333999999999996,60.19,58.58,1.6099999999999994,-0.5399999999999991,77359,99593,61075,38518,11530
2016-05-01,53.99,58.7,46.98,11.720000000000006,-11.720000000000006,54.632,59.45,47.16,12.290000000000006,-12.290000000000006,52.438,58.4,44.6,13.799999999999997,-12.530000000000001,53.496,59.33,46.98,12.350000000000001,-12.350000000000001,281925,773554,100403,673151,188556
