Date,PowerShares DWA Momentum PortfolioEtf_Open_average,PowerShares DWA Momentum PortfolioEtf_Open_max,PowerShares DWA Momentum PortfolioEtf_Open_min,PowerShares DWA Momentum PortfolioEtf_Open_volatility,PowerShares DWA Momentum PortfolioEtf_Open_change,PowerShares DWA Momentum PortfolioEtf_High_average,PowerShares DWA Momentum PortfolioEtf_High_max,PowerShares DWA Momentum PortfolioEtf_High_min,PowerShares DWA Momentum PortfolioEtf_High_volatility,PowerShares DWA Momentum PortfolioEtf_High_change,PowerShares DWA Momentum PortfolioEtf_Low_average,PowerShares DWA Momentum PortfolioEtf_Low_max,PowerShares DWA Momentum PortfolioEtf_Low_min,PowerShares DWA Momentum PortfolioEtf_Low_volatility,PowerShares DWA Momentum PortfolioEtf_Low_change,PowerShares DWA Momentum PortfolioEtf_Close_average,PowerShares DWA Momentum PortfolioEtf_Close_max,PowerShares DWA Momentum PortfolioEtf_Close_min,PowerShares DWA Momentum PortfolioEtf_Close_volatility,PowerShares DWA Momentum PortfolioEtf_Close_change
2016-07-31,43.05,43.05,43.05,0.0,0.0,43.14,43.14,43.14,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2016-08-07,43.17,43.17,43.17,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.14,43.14,43.14,0.0,0.0
2016-08-14,43.03,43.03,43.03,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.83,42.83,42.83,0.0,0.0,43.02,43.02,43.02,0.0,0.0
2016-08-21,42.89,42.89,42.89,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.7,42.7,42.7,0.0,0.0
2016-08-28,43.0,43.0,43.0,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.0,43.0,43.0,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2016-09-04,42.68,42.68,42.68,0.0,0.0,42.76,42.76,42.76,0.0,0.0,41.87,41.87,41.87,0.0,0.0,41.87,41.87,41.87,0.0,0.0
2016-09-11,42.06,42.06,42.06,0.0,0.0,42.1,42.1,42.1,0.0,0.0,41.88,41.88,41.88,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2016-09-18,42.74,42.74,42.74,0.0,0.0,42.75,42.75,42.75,0.0,0.0,42.57,42.57,42.57,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2016-09-25,42.42,42.42,42.42,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.27,42.27,42.27,0.0,0.0,42.41,42.41,42.41,0.0,0.0
2016-10-02,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2016-10-09,41.69,41.69,41.69,0.0,0.0,41.82,41.82,41.82,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2016-10-16,41.39,41.39,41.39,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.3,41.3,41.3,0.0,0.0,41.54,41.54,41.54,0.0,0.0
2016-10-23,40.83,40.83,40.83,0.0,0.0,41.19,41.19,41.19,0.0,0.0,40.83,40.83,40.83,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2016-10-30,40.36,40.36,40.36,0.0,0.0,40.61,40.61,40.61,0.0,0.0,40.29,40.29,40.29,0.0,0.0,40.31,40.31,40.31,0.0,0.0
2016-11-06,40.98,40.98,40.98,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.96,40.96,40.96,0.0,0.0,41.22,41.22,41.22,0.0,0.0
2016-11-13,41.99,41.99,41.99,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.84,41.84,41.84,0.0,0.0
2016-11-20,42.42,42.42,42.42,0.0,0.0,42.58,42.58,42.58,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2016-11-27,41.55,41.55,41.55,0.0,0.0,41.74,41.74,41.74,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2016-12-04,42.72,42.72,42.72,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.63,42.63,42.63,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2016-12-11,42.26,42.26,42.26,0.0,0.0,42.56,42.56,42.56,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2016-12-18,42.17,42.17,42.17,0.0,0.0,42.36,42.36,42.36,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2016-12-25,42.29,42.29,42.29,0.0,0.0,42.29,42.29,42.29,0.0,0.0,41.88,41.88,41.88,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2017-01-01,42.4,42.4,42.4,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.39,42.39,42.39,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2017-01-08,42.55,42.55,42.55,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.67,42.67,42.67,0.0,0.0
2017-01-15,42.51,42.51,42.51,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.5,42.5,42.5,0.0,0.0
2017-01-22,43.18,43.18,43.18,0.0,0.0,43.18,43.18,43.18,0.0,0.0,42.96,42.96,42.96,0.0,0.0,43.04,43.04,43.04,0.0,0.0
2017-01-29,43.24,43.24,43.24,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2017-02-05,44.32,44.32,44.32,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.37,44.37,44.37,0.0,0.0
2017-02-12,44.62,44.62,44.62,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.89,44.89,44.89,0.0,0.0
2017-02-19,44.72,44.72,44.72,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.71,44.71,44.71,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2017-02-26,45.12,45.12,45.12,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.24,45.24,45.24,0.0,0.0
2017-03-05,45.1,45.1,45.1,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.93,44.93,44.93,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2017-03-12,45.43,45.43,45.43,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2017-03-19,44.94,44.94,44.94,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2017-03-26,45.3,45.3,45.3,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2017-04-02,44.75,44.75,44.75,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2017-04-09,44.39,44.39,44.39,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.12,44.12,44.12,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2017-04-16,45.14,45.14,45.14,0.0,0.0,45.21,45.21,45.21,0.0,0.0,45.03,45.03,45.03,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2017-04-23,46.03,46.03,46.03,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2017-04-30,45.88,45.88,45.88,0.0,0.0,46.09,46.09,46.09,0.0,0.0,45.79,45.79,45.79,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2017-05-07,45.97,45.97,45.97,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2017-05-14,45.64,45.64,45.64,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.64,45.64,45.64,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2017-05-21,46.72,46.72,46.72,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.77,46.77,46.77,0.0,0.0
2017-05-28,47.41,47.41,47.41,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2017-06-04,47.41,47.41,47.41,0.0,0.0,47.53,47.53,47.53,0.0,0.0,46.67,46.67,46.67,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2017-06-11,46.89,46.89,46.89,0.0,0.0,46.95,46.95,46.95,0.0,0.0,46.71,46.71,46.71,0.0,0.0,46.91,46.91,46.91,0.0,0.0
2017-06-18,46.98,46.98,46.98,0.0,0.0,47.19,47.19,47.19,0.0,0.0,46.91,46.91,46.91,0.0,0.0,47.03,47.03,47.03,0.0,0.0
2017-06-25,46.75,46.75,46.75,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2017-07-02,46.79,46.79,46.79,0.0,0.0,47.14,47.14,47.14,0.0,0.0,46.64,46.64,46.64,0.0,0.0,47.09,47.09,47.09,0.0,0.0
2017-07-09,47.6,47.6,47.6,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2017-07-16,47.96,47.96,47.96,0.0,0.0,48.25,48.25,48.25,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2017-07-23,47.83,47.83,47.83,0.0,0.0,48.08,48.08,48.08,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.05,48.05,48.05,0.0,0.0
2017-07-30,48.09,48.09,48.09,0.0,0.0,48.12,48.12,48.12,0.0,0.0,47.96,47.96,47.96,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2017-08-06,47.32,47.32,47.32,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.25,47.25,47.25,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2017-08-13,47.36,47.36,47.36,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.11,47.11,47.11,0.0,0.0,47.24,47.24,47.24,0.0,0.0
2017-08-20,47.71,47.71,47.71,0.0,0.0,47.78,47.78,47.78,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.54,47.54,47.54,0.0,0.0
2017-08-27,48.55,48.55,48.55,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2017-09-03,47.56,47.56,47.56,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.89,47.89,47.89,0.0,0.0
2017-09-10,48.32,48.32,48.32,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2017-09-17,48.46,48.46,48.46,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2017-09-24,48.46,48.46,48.46,0.0,0.0,48.67,48.67,48.67,0.0,0.0,48.45,48.45,48.45,0.0,0.0,48.61,48.61,48.61,0.0,0.0
2017-10-01,49.36,49.36,49.36,0.0,0.0,49.7,49.7,49.7,0.0,0.0,49.36,49.36,49.36,0.0,0.0,49.7,49.7,49.7,0.0,0.0
2017-10-08,50.01,50.01,50.01,0.0,0.0,50.03,50.03,50.03,0.0,0.0,49.85,49.85,49.85,0.0,0.0,49.85,49.85,49.85,0.0,0.0
2017-10-15,50.05,50.05,50.05,0.0,0.0,50.26,50.26,50.26,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2017-10-22,50.33,50.33,50.33,0.0,0.0,50.66,50.66,50.66,0.0,0.0,50.25,50.25,50.25,0.0,0.0,50.66,50.66,50.66,0.0,0.0
2017-10-29,50.72,50.72,50.72,0.0,0.0,50.8,50.8,50.8,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.8,50.8,50.8,0.0,0.0
2017-11-05,50.68,50.68,50.68,0.0,0.0,50.69,50.69,50.69,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.65,50.65,50.65,0.0,0.0
2017-11-12,50.87,50.87,50.87,0.0,0.0,50.94,50.94,50.94,0.0,0.0,50.76,50.76,50.76,0.0,0.0,50.89,50.89,50.89,0.0,0.0
2017-11-19,51.56,51.56,51.56,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.62,51.62,51.62,0.0,0.0
2017-11-26,51.91,51.91,51.91,0.0,0.0,51.92,51.92,51.92,0.0,0.0,50.73,50.73,50.73,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2017-12-03,51.47,51.47,51.47,0.0,0.0,51.49,51.49,51.49,0.0,0.0,51.27,51.27,51.27,0.0,0.0,51.32,51.32,51.32,0.0,0.0
2017-12-10,51.2,51.2,51.2,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.2,51.2,51.2,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2017-12-17,51.66,51.66,51.66,0.0,0.0,51.69,51.69,51.69,0.0,0.0,51.54,51.54,51.54,0.0,0.0,51.65,51.65,51.65,0.0,0.0
2017-12-24,52.08,52.08,52.08,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.62,51.62,51.62,0.0,0.0,51.63,51.63,51.63,0.0,0.0
2017-12-31,52.66,52.66,52.66,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.94,52.94,52.94,0.0,0.0
