Date,FlexShares Ready Access Variable Income_etf_Open_average,FlexShares Ready Access Variable Income_etf_Open_max,FlexShares Ready Access Variable Income_etf_Open_min,FlexShares Ready Access Variable Income_etf_Open_volatility,FlexShares Ready Access Variable Income_etf_Open_change,FlexShares Ready Access Variable Income_etf_High_average,FlexShares Ready Access Variable Income_etf_High_max,FlexShares Ready Access Variable Income_etf_High_min,FlexShares Ready Access Variable Income_etf_High_volatility,FlexShares Ready Access Variable Income_etf_High_change,FlexShares Ready Access Variable Income_etf_Low_average,FlexShares Ready Access Variable Income_etf_Low_max,FlexShares Ready Access Variable Income_etf_Low_min,FlexShares Ready Access Variable Income_etf_Low_volatility,FlexShares Ready Access Variable Income_etf_Low_change,FlexShares Ready Access Variable Income_etf_Close_average,FlexShares Ready Access Variable Income_etf_Close_max,FlexShares Ready Access Variable Income_etf_Close_min,FlexShares Ready Access Variable Income_etf_Close_volatility,FlexShares Ready Access Variable Income_etf_Close_change
2016-03-27,75.35,75.35,75.35,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.33,75.33,75.33,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2016-04-03,75.41,75.41,75.41,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.36,75.36,75.36,0.0,0.0,75.39,75.39,75.39,0.0,0.0
2016-04-10,75.41,75.41,75.41,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2016-04-17,75.42,75.42,75.42,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.41,75.41,75.41,0.0,0.0
2016-04-24,75.44,75.44,75.44,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2016-05-01,75.43,75.43,75.43,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.41,75.41,75.41,0.0,0.0
2016-05-08,75.42,75.42,75.42,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2016-05-15,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2016-05-22,75.44,75.44,75.44,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2016-05-29,75.39,75.39,75.39,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2016-06-05,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2016-06-12,75.54,75.54,75.54,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.54,75.54,75.54,0.0,0.0
2016-06-19,75.52,75.52,75.52,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2016-06-26,75.49,75.49,75.49,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2016-07-03,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2016-07-10,75.47,75.47,75.47,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.59,75.59,75.59,0.0,0.0
2016-07-17,75.51,75.51,75.51,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2016-07-24,75.57,75.57,75.57,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2016-07-31,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2016-08-07,75.54,75.54,75.54,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.54,75.54,75.54,0.0,0.0
2016-08-14,75.58,75.58,75.58,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.59,75.59,75.59,0.0,0.0
2016-08-21,75.59,75.59,75.59,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2016-08-28,75.53,75.53,75.53,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.54,75.54,75.54,0.0,0.0
2016-09-04,75.54,75.54,75.54,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2016-09-11,75.56,75.56,75.56,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2016-09-18,75.63,75.63,75.63,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2016-09-25,75.61,75.61,75.61,0.0,0.0,75.64,75.64,75.64,0.0,0.0,75.61,75.61,75.61,0.0,0.0,75.64,75.64,75.64,0.0,0.0
2016-10-02,75.57,75.57,75.57,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2016-10-09,75.6,75.6,75.6,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.62,75.62,75.62,0.0,0.0
2016-10-16,75.62,75.62,75.62,0.0,0.0,75.69,75.69,75.69,0.0,0.0,75.62,75.62,75.62,0.0,0.0,75.69,75.69,75.69,0.0,0.0
2016-10-23,75.59,75.59,75.59,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.58,75.58,75.58,0.0,0.0
2016-10-30,75.56,75.56,75.56,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2016-11-06,75.55,75.55,75.55,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2016-11-13,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2016-11-20,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2016-11-27,75.42,75.42,75.42,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.39,75.39,75.39,0.0,0.0
2016-12-04,75.46,75.46,75.46,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.43,75.43,75.43,0.0,0.0
2016-12-11,75.44,75.44,75.44,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2016-12-18,75.47,75.47,75.47,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2016-12-25,75.4,75.4,75.4,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-01-01,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2017-01-08,75.54,75.54,75.54,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.39,75.39,75.39,0.0,0.0
2017-01-15,75.53,75.53,75.53,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2017-01-22,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.4,75.4,75.4,0.0,0.0
2017-01-29,75.41,75.41,75.41,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.4,75.4,75.4,0.0,0.0,75.41,75.41,75.41,0.0,0.0
2017-02-05,75.39,75.39,75.39,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2017-02-12,75.5,75.5,75.5,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2017-02-19,75.47,75.47,75.47,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2017-02-26,75.37,75.37,75.37,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2017-03-05,75.44,75.44,75.44,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.41,75.41,75.41,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2017-03-12,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2017-03-19,75.46,75.46,75.46,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-03-26,75.51,75.51,75.51,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2017-04-02,75.43,75.43,75.43,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.44,75.44,75.44,0.0,0.0
2017-04-09,75.6,75.6,75.6,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.44,75.44,75.44,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2017-04-16,75.51,75.51,75.51,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-04-23,75.51,75.51,75.51,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-04-30,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2017-05-07,75.5,75.5,75.5,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-05-14,75.55,75.55,75.55,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2017-05-21,75.6,75.6,75.6,0.0,0.0,75.63,75.63,75.63,0.0,0.0,75.59,75.59,75.59,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2017-05-28,75.42,75.42,75.42,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2017-06-04,75.51,75.51,75.51,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.47,75.47,75.47,0.0,0.0
2017-06-11,75.46,75.46,75.46,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2017-06-18,75.51,75.51,75.51,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2017-06-25,75.49,75.49,75.49,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2017-07-02,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2017-07-09,75.54,75.54,75.54,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2017-07-16,75.56,75.56,75.56,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2017-07-23,75.53,75.53,75.53,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2017-07-30,75.46,75.46,75.46,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2017-08-06,75.46,75.46,75.46,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2017-08-13,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.5,75.5,75.5,0.0,0.0
2017-08-20,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-08-27,75.48,75.48,75.48,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2017-09-03,75.54,75.54,75.54,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2017-09-10,75.57,75.57,75.57,0.0,0.0,75.6,75.6,75.6,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.6,75.6,75.6,0.0,0.0
2017-09-17,75.57,75.57,75.57,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.56,75.56,75.56,0.0,0.0
2017-09-24,75.56,75.56,75.56,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-10-01,75.49,75.49,75.49,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.42,75.42,75.42,0.0,0.0
2017-10-08,75.52,75.52,75.52,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2017-10-15,75.54,75.54,75.54,0.0,0.0,75.56,75.56,75.56,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.53,75.53,75.53,0.0,0.0
2017-10-22,75.56,75.56,75.56,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.55,75.55,75.55,0.0,0.0,75.57,75.57,75.57,0.0,0.0
2017-10-29,75.51,75.51,75.51,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.47,75.47,75.47,0.0,0.0,75.51,75.51,75.51,0.0,0.0
2017-11-05,75.53,75.53,75.53,0.0,0.0,75.53,75.53,75.53,0.0,0.0,75.46,75.46,75.46,0.0,0.0,75.49,75.49,75.49,0.0,0.0
2017-11-12,75.52,75.52,75.52,0.0,0.0,75.52,75.52,75.52,0.0,0.0,75.51,75.51,75.51,0.0,0.0,75.52,75.52,75.52,0.0,0.0
2017-11-19,75.56,75.56,75.56,0.0,0.0,75.58,75.58,75.58,0.0,0.0,75.54,75.54,75.54,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2017-11-26,75.47,75.47,75.47,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.43,75.43,75.43,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2017-12-03,75.5,75.5,75.5,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.45,75.45,75.45,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2017-12-10,75.38,75.38,75.38,0.0,0.0,75.5,75.5,75.5,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.45,75.45,75.45,0.0,0.0
2017-12-17,75.29,75.29,75.29,0.0,0.0,75.38,75.38,75.38,0.0,0.0,75.29,75.29,75.29,0.0,0.0,75.38,75.38,75.38,0.0,0.0
2017-12-24,75.4,75.4,75.4,0.0,0.0,75.49,75.49,75.49,0.0,0.0,75.36,75.36,75.36,0.0,0.0,75.46,75.46,75.46,0.0,0.0
2017-12-31,75.41,75.41,75.41,0.0,0.0,75.42,75.42,75.42,0.0,0.0,75.37,75.37,75.37,0.0,0.0,75.37,75.37,75.37,0.0,0.0
