Date,BLL_stock_Open_average,BLL_stock_Open_max,BLL_stock_Open_min,BLL_stock_Open_volatility,BLL_stock_Open_change,BLL_stock_High_average,BLL_stock_High_max,BLL_stock_High_min,BLL_stock_High_volatility,BLL_stock_High_change,BLL_stock_Low_average,BLL_stock_Low_max,BLL_stock_Low_min,BLL_stock_Low_volatility,BLL_stock_Low_change,BLL_stock_Close_average,BLL_stock_Close_max,BLL_stock_Close_min,BLL_stock_Close_volatility,BLL_stock_Close_change,BLL_stock_Volume_average,BLL_stock_Volume_max,BLL_stock_Volume_min,BLL_stock_Volume_volatility,BLL_stock_Volume_change
2016-01-03,35.778,36.12,35.45,0.6699999999999946,-0.3499999999999943,36.022,36.5,35.49,1.009999999999998,-0.5899999999999963,35.449999999999996,36.05,34.83,1.2199999999999989,-0.5399999999999991,35.746,36.48,34.89,1.5899999999999963,-1.1599999999999966,2589254,2905406,2235324,670082,229200
2016-01-10,34.604,35.44,33.43,2.009999999999998,-1.5200000000000031,35.064,35.52,34.55,0.970000000000006,-0.6200000000000045,34.028,34.84,33.25,1.5900000000000034,-0.9099999999999966,34.617999999999995,35.3,34.32,0.9799999999999969,-0.10000000000000142,4215806,5576066,3098460,2477606,-1095570
2016-01-17,34.125,34.73,33.78,0.9499999999999957,-0.8299999999999983,34.6525,35.17,34.41,0.7600000000000051,-0.740000000000002,33.6875,34.2,33.34,0.8599999999999994,-0.5100000000000051,34.22,34.67,33.53,1.1400000000000006,-0.28999999999999915,3519165,4682702,2596258,2086444,-2086444
2016-01-24,33.248,34.16,31.5,2.6599999999999966,-0.8199999999999932,33.898,34.38,33.6,0.7800000000000011,-0.7800000000000011,32.738,33.35,31.5,1.8500000000000014,-0.21999999999999886,33.426,33.91,33.05,0.8599999999999994,0.09999999999999432,4265446,6259734,1656348,4603386,1240654
2016-01-31,33.254,33.67,32.81,0.8599999999999994,0.44000000000000483,33.616,34.07,33.16,0.9100000000000037,0.1700000000000017,32.704,33.1,32.4,0.7000000000000028,-0.5300000000000011,33.196,33.92,32.61,1.3100000000000023,-0.990000000000002,3121986,3631362,2476968,1154394,749530
2016-02-07,32.266,32.62,31.8,0.8199999999999967,-0.11999999999999744,32.696,33.12,32.35,0.769999999999996,0.39000000000000057,31.832,32.47,31.15,1.3200000000000003,1.0,32.358000000000004,32.63,31.95,0.6800000000000033,0.6400000000000041,3236589,4363026,2004514,2358512,-1887492
2016-02-14,33.239999999999995,33.47,32.96,0.509999999999998,0.1599999999999966,33.425,33.68,33.16,0.5200000000000031,-0.07000000000000028,32.8375,33.22,32.53,0.6899999999999977,0.04999999999999716,33.2475,33.56,33.03,0.5300000000000011,-0.10000000000000142,2619706,3062558,2426368,636190,-6804
2016-02-21,33.198,33.59,32.72,0.8700000000000045,0.240000000000002,33.576,33.88,33.27,0.6099999999999994,0.14000000000000057,32.952,33.31,32.62,0.6900000000000048,0.21000000000000085,33.324,33.51,33.02,0.4899999999999949,0.28000000000000114,2184986,3049278,1567442,1481836,486666
2016-02-28,33.764,34.24,33.45,0.7899999999999991,0.7899999999999991,34.198,34.4,33.76,0.6400000000000006,0.5700000000000003,33.538,33.91,33.12,0.7899999999999991,0.7899999999999991,33.906,34.34,33.12,1.220000000000006,0.970000000000006,2412544,3412822,1809638,1603184,-272192
2016-03-06,33.63,33.95,33.35,0.6000000000000014,0.07000000000000028,34.072,34.64,33.77,0.8699999999999974,0.5900000000000034,33.432,33.69,33.2,0.4899999999999949,0.28000000000000114,33.838,34.51,33.59,0.9199999999999946,0.8799999999999955,2802981,4606750,1808796,2797954,1545710
