Date,INSStock_Open_average,INSStock_Open_max,INSStock_Open_min,INSStock_Open_volatility,INSStock_Open_change,INSStock_High_average,INSStock_High_max,INSStock_High_min,INSStock_High_volatility,INSStock_High_change,INSStock_Low_average,INSStock_Low_max,INSStock_Low_min,INSStock_Low_volatility,INSStock_Low_change,INSStock_Close_average,INSStock_Close_max,INSStock_Close_min,INSStock_Close_volatility,INSStock_Close_change,INSStock_Volume_average,INSStock_Volume_max,INSStock_Volume_min,INSStock_Volume_volatility,INSStock_Volume_change
2016-01-03,3.3333333333333335,3.5,3.11,0.3900000000000001,-0.3900000000000001,3.3333333333333335,3.5,3.11,0.3900000000000001,-0.3900000000000001,3.2600000000000002,3.39,3.1,0.29000000000000004,-0.18999999999999995,3.2600000000000002,3.39,3.1,0.29000000000000004,-0.18999999999999995,1023,1551,126,1425,-157
2016-01-10,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,3.06,3.06,3.06,0.0,0.0,500,500,500,0,0
2016-01-17,3.175,3.23,3.12,0.10999999999999988,-0.10999999999999988,3.25,3.27,3.23,0.040000000000000036,0.040000000000000036,3.1,3.12,3.08,0.040000000000000036,0.040000000000000036,3.175,3.27,3.08,0.18999999999999995,0.18999999999999995,1233,2266,200,2066,2066
2016-01-24,3.0514,3.17,2.97,0.19999999999999973,-0.06599999999999984,3.113,3.2,2.97,0.22999999999999998,-0.1649999999999996,3.0102,3.0810000000000004,2.97,0.11100000000000021,-0.029999999999999805,3.042,3.15,2.97,0.17999999999999972,-0.029999999999999805,1026,1969,118,1851,-1851
2016-01-31,3.03,3.07,3.0,0.06999999999999984,-0.04999999999999982,3.03,3.07,3.0,0.06999999999999984,-0.04999999999999982,2.9966666666666666,3.07,2.92,0.1499999999999999,-0.06999999999999984,2.9966666666666666,3.07,2.92,0.1499999999999999,-0.06999999999999984,453,767,100,667,394
2016-02-07,2.81,2.81,2.81,0.0,0.0,2.81,2.81,2.81,0.0,0.0,2.71,2.71,2.71,0.0,0.0,2.8,2.8,2.8,0.0,0.0,2091,2091,2091,0,0
2016-02-14,3.13,3.13,3.13,0.0,0.0,3.13,3.13,3.13,0.0,0.0,2.87,2.87,2.87,0.0,0.0,2.87,2.87,2.87,0.0,0.0,944,944,944,0,0
2016-02-21,2.723333333333333,2.75,2.71,0.040000000000000036,-0.040000000000000036,2.7399999999999998,2.76,2.71,0.04999999999999982,0.009999999999999787,2.723333333333333,2.75,2.71,0.040000000000000036,-0.040000000000000036,2.736666666666667,2.75,2.71,0.040000000000000036,0.0,436,694,115,579,579
2016-02-28,2.8525,2.93,2.76,0.17000000000000037,0.17000000000000037,3.0599999999999996,3.32,2.76,0.56,0.56,2.8525,2.93,2.76,0.17000000000000037,0.17000000000000037,2.86,2.94,2.76,0.18000000000000016,0.18000000000000016,1391,2006,715,1291,785
2016-03-06,3.04,3.14,2.9,0.2400000000000002,-0.1299999999999999,3.0575,3.14,2.9,0.2400000000000002,-0.20000000000000018,3.02,3.14,2.9,0.2400000000000002,-0.1299999999999999,3.0375,3.14,2.9,0.2400000000000002,-0.20000000000000018,563,843,313,530,281
2016-03-13,2.95,2.95,2.95,0.0,0.0,3.73,3.73,3.73,0.0,0.0,2.95,2.95,2.95,0.0,0.0,3.5,3.5,3.5,0.0,0.0,2390,2390,2390,0,0
2016-03-20,3.485,3.55,3.35,0.19999999999999973,0.17999999999999972,3.49,3.56,3.35,0.20999999999999996,0.18999999999999995,3.4825,3.55,3.34,0.20999999999999996,0.18999999999999995,3.485,3.55,3.34,0.20999999999999996,0.20000000000000018,341,511,100,411,81
2016-03-27,3.546666666666667,3.61,3.45,0.1599999999999997,-0.1299999999999999,3.546666666666667,3.61,3.45,0.1599999999999997,-0.1299999999999999,3.54,3.6,3.45,0.1499999999999999,-0.11999999999999966,3.54,3.6,3.45,0.1499999999999999,-0.11999999999999966,423,790,173,617,-133
2016-04-03,3.39,3.39,3.39,0.0,0.0,3.39,3.39,3.39,0.0,0.0,3.33,3.33,3.33,0.0,0.0,3.33,3.33,3.33,0.0,0.0,726,726,726,0,0
2016-04-10,3.275,3.3,3.25,0.04999999999999982,-0.04999999999999982,3.275,3.3,3.25,0.04999999999999982,-0.04999999999999982,3.275,3.3,3.25,0.04999999999999982,-0.04999999999999982,3.275,3.3,3.25,0.04999999999999982,-0.04999999999999982,779,1204,355,849,-849
