Date,WisdomTree Europe Quality Dividend Growth_etf_Open_average,WisdomTree Europe Quality Dividend Growth_etf_Open_max,WisdomTree Europe Quality Dividend Growth_etf_Open_min,WisdomTree Europe Quality Dividend Growth_etf_Open_volatility,WisdomTree Europe Quality Dividend Growth_etf_Open_change,WisdomTree Europe Quality Dividend Growth_etf_High_average,WisdomTree Europe Quality Dividend Growth_etf_High_max,WisdomTree Europe Quality Dividend Growth_etf_High_min,WisdomTree Europe Quality Dividend Growth_etf_High_volatility,WisdomTree Europe Quality Dividend Growth_etf_High_change,WisdomTree Europe Quality Dividend Growth_etf_Low_average,WisdomTree Europe Quality Dividend Growth_etf_Low_max,WisdomTree Europe Quality Dividend Growth_etf_Low_min,WisdomTree Europe Quality Dividend Growth_etf_Low_volatility,WisdomTree Europe Quality Dividend Growth_etf_Low_change,WisdomTree Europe Quality Dividend Growth_etf_Close_average,WisdomTree Europe Quality Dividend Growth_etf_Close_max,WisdomTree Europe Quality Dividend Growth_etf_Close_min,WisdomTree Europe Quality Dividend Growth_etf_Close_volatility,WisdomTree Europe Quality Dividend Growth_etf_Close_change
2016-04-10,22.38,22.38,22.38,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2016-04-17,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2016-04-24,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2016-05-01,21.97,21.97,21.97,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.97,21.97,21.97,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2016-05-08,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2016-05-15,21.76,21.76,21.76,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2016-05-22,22.39,22.39,22.39,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2016-05-29,22.5,22.5,22.5,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.61,22.61,22.61,0.0,0.0
2016-06-05,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2016-06-12,21.44,21.44,21.44,0.0,0.0,21.62,21.62,21.62,0.0,0.0,21.43,21.43,21.43,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2016-06-19,20.76,20.76,20.76,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.53,20.53,20.53,0.0,0.0
2016-06-26,21.61,21.61,21.61,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2016-07-03,21.13,21.13,21.13,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2016-07-10,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2016-07-17,21.76,21.76,21.76,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.72,21.72,21.72,0.0,0.0,21.78,21.78,21.78,0.0,0.0
2016-07-24,22.19,22.19,22.19,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2016-07-31,22.05,22.05,22.05,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2016-08-07,22.56,22.56,22.56,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2016-08-14,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0
2016-08-21,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2016-08-28,22.45,22.45,22.45,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.54,22.54,22.54,0.0,0.0
2016-09-04,22.29,22.29,22.29,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2016-09-11,21.9,21.9,21.9,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.86,21.86,21.86,0.0,0.0
2016-09-18,22.46,22.46,22.46,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2016-09-25,22.12,22.12,22.12,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2016-10-02,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.66,21.66,21.66,0.0,0.0
2016-10-09,21.46,21.46,21.46,0.0,0.0,21.46,21.46,21.46,0.0,0.0,21.33,21.33,21.33,0.0,0.0,21.33,21.33,21.33,0.0,0.0
2016-10-16,21.19,21.19,21.19,0.0,0.0,21.26,21.26,21.26,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2016-10-23,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0
2016-10-30,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2016-11-06,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2016-11-13,20.25,20.25,20.25,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2016-11-20,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2016-11-27,20.15,20.15,20.15,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2016-12-04,20.81,20.81,20.81,0.0,0.0,20.85,20.85,20.85,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.85,20.85,20.85,0.0,0.0
2016-12-11,20.84,20.84,20.84,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2016-12-18,20.88,20.88,20.88,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.88,20.88,20.88,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2016-12-25,21.2,21.2,21.2,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2017-01-01,21.36,21.36,21.36,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0
2017-01-08,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2017-01-15,21.67,21.67,21.67,0.0,0.0,21.7,21.7,21.7,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.68,21.68,21.68,0.0,0.0
2017-01-22,21.95,21.95,21.95,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2017-01-29,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.91,21.91,21.91,0.0,0.0
2017-02-05,22.03,22.03,22.03,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.99,21.99,21.99,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2017-02-12,22.21,22.21,22.21,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2017-02-19,22.26,22.26,22.26,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2017-02-26,22.43,22.43,22.43,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.46,22.46,22.46,0.0,0.0
2017-03-05,22.46,22.46,22.46,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2017-03-12,23.05,23.05,23.05,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2017-03-19,23.23,23.23,23.23,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2017-03-26,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2017-04-02,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2017-04-09,23.33,23.33,23.33,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2017-04-16,23.39,23.39,23.39,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2017-04-23,24.4,24.4,24.4,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2017-04-30,25.08,25.08,25.08,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.26,25.26,25.26,0.0,0.0
2017-05-07,24.99,24.99,24.99,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.09,25.09,25.09,0.0,0.0
2017-05-14,25.48,25.48,25.48,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.51,25.51,25.51,0.0,0.0
2017-05-21,25.56,25.56,25.56,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.65,25.65,25.65,0.0,0.0
2017-05-28,26.14,26.14,26.14,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2017-06-04,25.49,25.49,25.49,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2017-06-11,25.47,25.47,25.47,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2017-06-18,25.5,25.5,25.5,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2017-06-25,25.03,25.03,25.03,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2017-07-02,24.79,24.79,24.79,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2017-07-09,25.38,25.38,25.38,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2017-07-16,25.59,25.59,25.59,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2017-07-23,25.48,25.48,25.48,0.0,0.0,25.5,25.5,25.5,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.5,25.5,25.5,0.0,0.0
2017-07-30,25.8,25.8,25.8,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2017-08-06,25.37,25.37,25.37,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.43,25.43,25.43,0.0,0.0
2017-08-13,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2017-08-20,25.81,25.81,25.81,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2017-08-27,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.98,25.98,25.98,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2017-09-03,26.37,26.37,26.37,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2017-09-10,26.44,26.44,26.44,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.5,26.5,26.5,0.0,0.0
2017-09-17,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.58,26.58,26.58,0.0,0.0
2017-09-24,26.49,26.49,26.49,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.56,26.56,26.56,0.0,0.0
2017-10-01,26.35,26.35,26.35,0.0,0.0,26.44,26.44,26.44,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2017-10-08,26.97,26.97,26.97,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2017-10-15,26.47,26.47,26.47,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.52,26.52,26.52,0.0,0.0
2017-10-22,26.58,26.58,26.58,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2017-10-29,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.69,26.69,26.69,0.0,0.0
2017-11-05,26.17,26.17,26.17,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.17,26.17,26.17,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2017-11-12,26.24,26.24,26.24,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.2,26.2,26.2,0.0,0.0
2017-11-19,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2017-11-26,26.62,26.62,26.62,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2017-12-03,26.48,26.48,26.48,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2017-12-10,26.37,26.37,26.37,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.41,26.41,26.41,0.0,0.0
2017-12-17,26.69,26.69,26.69,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.68,26.68,26.68,0.0,0.0,26.74,26.74,26.74,0.0,0.0
2017-12-24,26.98,26.98,26.98,0.0,0.0,27.03,27.03,27.03,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0
2017-12-31,27.49,27.49,27.49,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.48,27.48,27.48,0.0,0.0,27.63,27.63,27.63,0.0,0.0
