Date,SPDR S&P Bank_etf_Open_average,SPDR S&P Bank_etf_Open_max,SPDR S&P Bank_etf_Open_min,SPDR S&P Bank_etf_Open_volatility,SPDR S&P Bank_etf_Open_change,SPDR S&P Bank_etf_High_average,SPDR S&P Bank_etf_High_max,SPDR S&P Bank_etf_High_min,SPDR S&P Bank_etf_High_volatility,SPDR S&P Bank_etf_High_change,SPDR S&P Bank_etf_Low_average,SPDR S&P Bank_etf_Low_max,SPDR S&P Bank_etf_Low_min,SPDR S&P Bank_etf_Low_volatility,SPDR S&P Bank_etf_Low_change,SPDR S&P Bank_etf_Close_average,SPDR S&P Bank_etf_Close_max,SPDR S&P Bank_etf_Close_min,SPDR S&P Bank_etf_Close_volatility,SPDR S&P Bank_etf_Close_change
2016-03-13,30.82,30.82,30.82,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2016-03-20,30.26,30.26,30.26,0.0,0.0,30.43,30.43,30.43,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2016-03-27,30.1,30.1,30.1,0.0,0.0,30.48,30.48,30.48,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2016-04-03,29.53,29.53,29.53,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.33,29.33,29.33,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2016-04-10,31.67,31.67,31.67,0.0,0.0,31.79,31.79,31.79,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.58,31.58,31.58,0.0,0.0
2016-04-17,32.45,32.45,32.45,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2016-04-24,32.52,32.52,32.52,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2016-05-01,30.87,30.87,30.87,0.0,0.0,31.24,31.24,31.24,0.0,0.0,30.76,30.76,30.76,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2016-05-08,31.21,31.21,31.21,0.0,0.0,31.76,31.76,31.76,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2016-05-15,32.3,32.3,32.3,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2016-05-22,33.26,33.26,33.26,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2016-05-29,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.94,32.94,32.94,0.0,0.0
2016-06-05,32.12,32.12,32.12,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2016-06-12,30.93,30.93,30.93,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.93,30.93,30.93,0.0,0.0
2016-06-19,30.1,30.1,30.1,0.0,0.0,30.77,30.77,30.77,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2016-06-26,30.32,30.32,30.32,0.0,0.0,30.47,30.47,30.47,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2016-07-03,30.12,30.12,30.12,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.33,30.33,30.33,0.0,0.0
2016-07-10,32.16,32.16,32.16,0.0,0.0,32.16,32.16,32.16,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2016-07-17,31.58,31.58,31.58,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2016-07-24,31.75,31.75,31.75,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2016-07-31,32.22,32.22,32.22,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2016-08-07,32.18,32.18,32.18,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2016-08-14,32.93,32.93,32.93,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2016-08-21,33.3,33.3,33.3,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2016-08-28,33.95,33.95,33.95,0.0,0.0,34.24,34.24,34.24,0.0,0.0,33.82,33.82,33.82,0.0,0.0,34.23,34.23,34.23,0.0,0.0
2016-09-04,33.98,33.98,33.98,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2016-09-11,33.01,33.01,33.01,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.85,32.85,32.85,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2016-09-18,33.3,33.3,33.3,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2016-09-25,33.03,33.03,33.03,0.0,0.0,33.55,33.55,33.55,0.0,0.0,32.91,32.91,32.91,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2016-10-02,34.0,34.0,34.0,0.0,0.0,34.34,34.34,34.34,0.0,0.0,33.88,33.88,33.88,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2016-10-09,33.64,33.64,33.64,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2016-10-16,34.08,34.08,34.08,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2016-10-23,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2016-10-30,34.14,34.14,34.14,0.0,0.0,34.46,34.46,34.46,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.09,34.09,34.09,0.0,0.0
2016-11-06,38.07,38.07,38.07,0.0,0.0,39.02,39.02,39.02,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.94,38.94,38.94,0.0,0.0
2016-11-13,40.3,40.3,40.3,0.0,0.0,40.49,40.49,40.49,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.41,40.41,40.41,0.0,0.0
2016-11-20,41.0,41.0,41.0,0.0,0.0,41.05,41.05,41.05,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2016-11-27,41.9,41.9,41.9,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2016-12-04,44.08,44.08,44.08,0.0,0.0,44.11,44.11,44.11,0.0,0.0,43.63,43.63,43.63,0.0,0.0,44.11,44.11,44.11,0.0,0.0
2016-12-11,43.66,43.66,43.66,0.0,0.0,43.94,43.94,43.94,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.16,43.16,43.16,0.0,0.0
2016-12-18,43.86,43.86,43.86,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2016-12-25,43.46,43.46,43.46,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.26,43.26,43.26,0.0,0.0,43.47,43.47,43.47,0.0,0.0
2017-01-01,43.75,43.75,43.75,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.61,43.61,43.61,0.0,0.0,43.77,43.77,43.77,0.0,0.0
2017-01-08,43.59,43.59,43.59,0.0,0.0,44.47,44.47,44.47,0.0,0.0,43.59,43.59,43.59,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2017-01-15,42.64,42.64,42.64,0.0,0.0,43.08,43.08,43.08,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2017-01-22,44.37,44.37,44.37,0.0,0.0,44.46,44.46,44.46,0.0,0.0,43.98,43.98,43.98,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2017-01-29,43.75,43.75,43.75,0.0,0.0,44.2,44.2,44.2,0.0,0.0,43.48,43.48,43.48,0.0,0.0,44.12,44.12,44.12,0.0,0.0
2017-02-05,44.19,44.19,44.19,0.0,0.0,44.27,44.27,44.27,0.0,0.0,43.9,43.9,43.9,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2017-02-12,45.12,45.12,45.12,0.0,0.0,45.32,45.32,45.32,0.0,0.0,44.85,44.85,44.85,0.0,0.0,45.32,45.32,45.32,0.0,0.0
2017-02-19,44.92,44.92,44.92,0.0,0.0,45.17,45.17,45.17,0.0,0.0,44.78,44.78,44.78,0.0,0.0,45.17,45.17,45.17,0.0,0.0
2017-02-26,45.53,45.53,45.53,0.0,0.0,45.85,45.85,45.85,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2017-03-05,45.42,45.42,45.42,0.0,0.0,45.42,45.42,45.42,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2017-03-12,44.92,44.92,44.92,0.0,0.0,45.02,45.02,45.02,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2017-03-19,42.17,42.17,42.17,0.0,0.0,42.28,42.28,42.28,0.0,0.0,41.61,41.61,41.61,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2017-03-26,43.25,43.25,43.25,0.0,0.0,43.4,43.4,43.4,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.98,42.98,42.98,0.0,0.0
2017-04-02,42.21,42.21,42.21,0.0,0.0,42.6,42.6,42.6,0.0,0.0,42.0,42.0,42.0,0.0,0.0,42.38,42.38,42.38,0.0,0.0
2017-04-09,41.63,41.63,41.63,0.0,0.0,41.95,41.95,41.95,0.0,0.0,41.0,41.0,41.0,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2017-04-16,42.42,42.42,42.42,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2017-04-23,43.16,43.16,43.16,0.0,0.0,43.5,43.5,43.5,0.0,0.0,42.51,42.51,42.51,0.0,0.0,42.62,42.62,42.62,0.0,0.0
2017-04-30,43.31,43.31,43.31,0.0,0.0,43.51,43.51,43.51,0.0,0.0,42.77,42.77,42.77,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2017-05-07,42.15,42.15,42.15,0.0,0.0,42.32,42.32,42.32,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.32,42.32,42.32,0.0,0.0
2017-05-14,41.52,41.52,41.52,0.0,0.0,41.86,41.86,41.86,0.0,0.0,41.42,41.42,41.42,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2017-05-21,41.88,41.88,41.88,0.0,0.0,42.05,42.05,42.05,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2017-05-28,41.33,41.33,41.33,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.16,41.16,41.16,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-06-04,43.0,43.0,43.0,0.0,0.0,44.09,44.09,44.09,0.0,0.0,42.99,42.99,42.99,0.0,0.0,43.88,43.88,43.88,0.0,0.0
2017-06-11,43.6,43.6,43.6,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.24,43.24,43.24,0.0,0.0,43.49,43.49,43.49,0.0,0.0
2017-06-18,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.92,41.92,41.92,0.0,0.0
2017-06-25,43.96,43.96,43.96,0.0,0.0,44.04,44.04,44.04,0.0,0.0,43.37,43.37,43.37,0.0,0.0,43.52,43.52,43.52,0.0,0.0
2017-07-02,44.21,44.21,44.21,0.0,0.0,44.29,44.29,44.29,0.0,0.0,43.71,43.71,43.71,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2017-07-09,43.46,43.46,43.46,0.0,0.0,44.02,44.02,44.02,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.78,43.78,43.78,0.0,0.0
2017-07-16,43.45,43.45,43.45,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2017-07-23,43.27,43.27,43.27,0.0,0.0,43.45,43.45,43.45,0.0,0.0,42.85,42.85,42.85,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2017-07-30,43.86,43.86,43.86,0.0,0.0,44.16,44.16,44.16,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2017-08-06,42.12,42.12,42.12,0.0,0.0,42.38,42.38,42.38,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.85,41.85,41.85,0.0,0.0
2017-08-13,41.1,41.1,41.1,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.02,41.02,41.02,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-08-20,42.1,42.1,42.1,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.93,41.93,41.93,0.0,0.0,42.14,42.14,42.14,0.0,0.0
2017-08-27,41.83,41.83,41.83,0.0,0.0,42.21,42.21,42.21,0.0,0.0,41.73,41.73,41.73,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2017-09-03,39.81,39.81,39.81,0.0,0.0,40.45,40.45,40.45,0.0,0.0,39.66,39.66,39.66,0.0,0.0,40.22,40.22,40.22,0.0,0.0
2017-09-10,41.53,41.53,41.53,0.0,0.0,41.96,41.96,41.96,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.91,41.91,41.91,0.0,0.0
2017-09-17,43.27,43.27,43.27,0.0,0.0,43.51,43.51,43.51,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2017-09-24,44.86,44.86,44.86,0.0,0.0,45.45,45.45,45.45,0.0,0.0,44.75,44.75,44.75,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2017-10-01,45.43,45.43,45.43,0.0,0.0,45.68,45.68,45.68,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.29,45.29,45.29,0.0,0.0
2017-10-08,44.72,44.72,44.72,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2017-10-15,45.78,45.78,45.78,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.74,45.74,45.74,0.0,0.0
2017-10-22,45.87,45.87,45.87,0.0,0.0,46.28,46.28,46.28,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2017-10-29,45.65,45.65,45.65,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.4,45.4,45.4,0.0,0.0,45.67,45.67,45.67,0.0,0.0
2017-11-05,43.88,43.88,43.88,0.0,0.0,44.06,44.06,44.06,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.68,43.68,43.68,0.0,0.0
2017-11-12,44.36,44.36,44.36,0.0,0.0,45.04,45.04,45.04,0.0,0.0,44.29,44.29,44.29,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2017-11-19,45.2,45.2,45.2,0.0,0.0,45.26,45.26,45.26,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.88,44.88,44.88,0.0,0.0
2017-11-26,47.61,47.61,47.61,0.0,0.0,47.74,47.74,47.74,0.0,0.0,45.96,45.96,45.96,0.0,0.0,47.53,47.53,47.53,0.0,0.0
2017-12-03,48.04,48.04,48.04,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.37,47.37,47.37,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2017-12-10,46.85,46.85,46.85,0.0,0.0,47.89,47.89,47.89,0.0,0.0,46.65,46.65,46.65,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2017-12-17,48.48,48.48,48.48,0.0,0.0,48.51,48.51,48.51,0.0,0.0,47.84,47.84,47.84,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2017-12-24,47.88,47.88,47.88,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.34,47.34,47.34,0.0,0.0
2017-12-31,48.03,48.03,48.03,0.0,0.0,48.2,48.2,48.2,0.0,0.0,47.83,47.83,47.83,0.0,0.0,48.16,48.16,48.16,0.0,0.0
