Date,WFC_stock_Open_average,WFC_stock_Open_max,WFC_stock_Open_min,WFC_stock_Open_volatility,WFC_stock_Open_change,WFC_stock_High_average,WFC_stock_High_max,WFC_stock_High_min,WFC_stock_High_volatility,WFC_stock_High_change,WFC_stock_Low_average,WFC_stock_Low_max,WFC_stock_Low_min,WFC_stock_Low_volatility,WFC_stock_Low_change,WFC_stock_Close_average,WFC_stock_Close_max,WFC_stock_Close_min,WFC_stock_Close_volatility,WFC_stock_Close_change,WFC_stock_Volume_average,WFC_stock_Volume_max,WFC_stock_Volume_min,WFC_stock_Volume_volatility,WFC_stock_Volume_change
2016-01-03,51.99,53.09,50.8,2.2900000000000063,-2.2900000000000063,52.242,53.27,50.86,2.4100000000000037,-2.4100000000000037,51.257999999999996,52.55,49.46,3.0899999999999963,-2.8399999999999963,51.528,52.91,49.56,3.3499999999999943,-3.3499999999999943,22835672,30425556,14759616,15665940,-3003996
2016-01-10,50.292,51.73,48.59,3.1399999999999935,-1.5899999999999963,50.858,51.8,49.64,2.1599999999999966,-0.6899999999999977,49.464,50.45,48.13,2.3200000000000003,-1.509999999999998,50.128,51.36,48.82,2.539999999999999,-1.2700000000000031,27136331,41090424,19046404,22044020,22044020
2016-01-17,48.3975,49.25,47.28,1.9699999999999989,-0.21999999999999886,49.025,49.54,48.24,1.2999999999999972,-0.269999999999996,47.835,48.56,46.88,1.6799999999999997,0.5700000000000003,48.2775,49.02,47.87,1.1500000000000057,0.8100000000000023,28182798,40241140,18298680,21942460,-11619808
2016-01-24,48.67,49.29,47.75,1.5399999999999991,0.38000000000000256,49.298,50.25,48.56,1.6899999999999977,1.2700000000000031,48.236,49.17,47.62,1.5500000000000043,1.5500000000000043,48.728,50.23,47.66,2.5700000000000003,2.5700000000000003,21888442,25358282,18895136,6463146,1917528
2016-01-31,48.716,50.12,47.4,2.719999999999999,-1.769999999999996,49.056,50.18,48.51,1.6700000000000017,-1.5200000000000031,47.961999999999996,49.55,46.51,3.039999999999999,-1.9499999999999957,48.496,49.94,47.6,2.3399999999999963,-2.0799999999999983,28942748,47149704,17385386,29764318,6348294
2016-02-07,46.098,47.11,44.93,2.1799999999999997,-1.1499999999999986,46.846000000000004,47.38,45.53,1.8500000000000014,0.03999999999999915,45.59,46.11,44.5,1.6099999999999994,-0.13000000000000256,46.318,47.31,45.16,2.1500000000000057,0.8100000000000023,28411723,32570932,19885508,12685424,-2638258
2016-02-14,48.0475,48.65,47.4,1.25,-0.6499999999999986,48.4175,48.96,48.14,0.8200000000000003,-0.25,47.595,47.99,47.34,0.6499999999999986,-0.22999999999999687,48.0475,48.24,47.73,0.5100000000000051,-0.14999999999999858,18467205,20410626,17162828,3247798,-2175774
2016-02-21,48.176,48.87,47.34,1.529999999999994,-0.6999999999999957,48.526,49.34,47.68,1.6600000000000037,-0.8100000000000023,47.782,48.83,46.56,2.269999999999996,-1.0,48.144,49.19,47.61,1.5799999999999983,-1.1199999999999974,17673011,20325626,15224730,5100896,2752850
2016-02-28,48.730000000000004,50.01,47.14,2.8699999999999974,1.9799999999999969,49.32,50.49,48.03,2.460000000000001,2.460000000000001,48.282,49.68,46.91,2.770000000000003,2.770000000000003,49.018,50.11,46.92,3.1899999999999977,3.1899999999999977,20079602,24758534,14268054,10490480,-5332436
2016-03-06,49.364,49.77,48.94,0.8300000000000054,-0.6500000000000057,49.716,50.16,49.13,1.029999999999994,-0.02999999999999403,48.742,49.44,47.96,1.4799999999999969,-0.5599999999999952,49.298,50.07,48.51,1.5600000000000023,0.0,17453093,18542676,14386101,4156575,3932259
2016-03-13,49.778,50.44,49.3,1.1400000000000006,0.46999999999999886,50.196,50.7,49.93,0.7700000000000031,0.6300000000000026,49.338,49.93,48.84,1.0899999999999963,0.490000000000002,49.934,50.54,49.54,1.0,0.6599999999999966,18838834,35812068,12803930,23008138,23008138
2016-03-20,49.9775,50.5,49.02,1.4799999999999969,-1.4799999999999969,50.185,50.75,49.08,1.6700000000000017,-1.6700000000000017,49.597500000000004,50.17,48.52,1.6499999999999986,-1.6499999999999986,49.925,50.67,48.9,1.7700000000000031,-1.7700000000000031,15492358,20871108,13543212,7327896,7327896
2016-03-27,48.577999999999996,49.04,48.23,0.8100000000000023,-0.8100000000000023,48.854,49.16,48.58,0.5799999999999983,-0.46000000000000085,48.116,48.55,47.77,0.779999999999994,-0.779999999999994,48.442,48.7,48.05,0.6500000000000057,-0.25,18090159,24459484,14321391,10138093,-4156665
2016-04-03,47.79,48.42,47.35,1.0700000000000003,-1.0700000000000003,48.064,48.67,47.65,1.0200000000000031,-1.0200000000000031,47.294,48.2,46.62,1.5800000000000054,-1.230000000000004,47.618,48.5,46.93,1.5700000000000003,-1.4299999999999997,15490407,18297732,12110231,6187501,126272
