Date,HXLStock_Open_average,HXLStock_Open_max,HXLStock_Open_min,HXLStock_Open_volatility,HXLStock_Open_change,HXLStock_High_average,HXLStock_High_max,HXLStock_High_min,HXLStock_High_volatility,HXLStock_High_change,HXLStock_Low_average,HXLStock_Low_max,HXLStock_Low_min,HXLStock_Low_volatility,HXLStock_Low_change,HXLStock_Close_average,HXLStock_Close_max,HXLStock_Close_min,HXLStock_Close_volatility,HXLStock_Close_change,HXLStock_Volume_average,HXLStock_Volume_max,HXLStock_Volume_min,HXLStock_Volume_volatility,HXLStock_Volume_change
2016-01-03,44.692,45.59,43.47,2.1200000000000045,-2.1200000000000045,44.94,45.99,43.62,2.3700000000000045,-1.970000000000006,43.88,45.06,42.21,2.8500000000000014,-2.4399999999999977,44.148,45.4,42.24,3.1599999999999966,-3.039999999999999,672623,876789,482706,394083,221451
2016-01-10,41.602,42.85,39.9,2.950000000000003,-2.5799999999999983,41.839999999999996,43.03,40.44,2.5900000000000034,-2.1499999999999986,40.254,41.88,38.46,3.4200000000000017,-3.4200000000000017,40.896,42.42,39.3,3.1200000000000045,-3.1200000000000045,911640,1526568,599931,926637,341594
2016-01-17,39.22,39.7,38.41,1.2900000000000063,-0.38000000000000256,40.737500000000004,43.53,39.7,3.8299999999999983,3.8299999999999983,38.5125,39.32,37.78,1.5399999999999991,0.8500000000000014,39.9,42.68,38.55,4.130000000000003,3.75,1572126,3528341,615782,2912559,2912559
2016-01-24,41.228,42.36,40.64,1.7199999999999989,-1.6199999999999974,41.578,42.5,40.95,1.5499999999999972,-1.1000000000000014,40.403999999999996,41.07,39.32,1.75,-0.6499999999999986,40.980000000000004,41.71,40.24,1.4699999999999989,0.3300000000000054,1331331,1845508,978979,866529,-206778
2016-01-31,40.45,41.06,39.86,1.2000000000000028,-0.6600000000000037,40.874,41.38,40.37,1.0100000000000051,-0.6300000000000026,39.826,40.77,39.11,1.6600000000000037,-1.25,40.272,41.09,39.57,1.5200000000000031,-1.1900000000000048,654705,1106246,381200,725046,-619388
2016-02-07,39.116,39.71,38.64,1.0700000000000003,-0.7299999999999969,40.032000000000004,41.38,39.34,2.039999999999999,0.4799999999999969,38.574,39.71,37.54,2.1700000000000017,-0.259999999999998,39.338,39.91,38.38,1.529999999999994,0.3999999999999986,704216,813223,600644,212579,97620
2016-02-14,41.197500000000005,42.0,40.2,1.7999999999999972,1.509999999999998,41.8475,42.33,41.08,1.25,0.6900000000000048,40.839999999999996,41.66,40.01,1.6499999999999986,1.0600000000000023,41.445,41.9,40.47,1.4299999999999997,1.0700000000000003,525230,743354,389430,353924,-161178
2016-02-21,41.442,41.93,40.65,1.2800000000000011,-0.21999999999999886,41.85,42.3,41.13,1.1699999999999946,-0.30999999999999517,41.012,41.58,39.96,1.6199999999999974,-0.1700000000000017,41.514,42.06,40.95,1.1099999999999994,-0.2600000000000051,420861,585262,238037,347225,-162226
2016-02-28,42.047999999999995,42.41,41.76,0.6499999999999986,0.5799999999999983,42.474,43.32,41.91,1.4100000000000037,1.4100000000000037,41.708,42.36,41.09,1.269999999999996,1.269999999999996,42.24,42.98,41.33,1.6499999999999986,1.6499999999999986,307171,386485,229405,157080,19510
2016-03-06,43.318,44.45,42.67,1.7800000000000011,1.7800000000000011,43.806,44.9,42.96,1.9399999999999977,1.8500000000000014,43.022,44.24,42.41,1.8300000000000054,1.7600000000000051,43.478,44.35,42.46,1.8900000000000006,1.3500000000000014,661417,953580,533149,420431,17448
