Date,ATO_stock_Open_average,ATO_stock_Open_max,ATO_stock_Open_min,ATO_stock_Open_volatility,ATO_stock_Open_change,ATO_stock_High_average,ATO_stock_High_max,ATO_stock_High_min,ATO_stock_High_volatility,ATO_stock_High_change,ATO_stock_Low_average,ATO_stock_Low_max,ATO_stock_Low_min,ATO_stock_Low_volatility,ATO_stock_Low_change,ATO_stock_Close_average,ATO_stock_Close_max,ATO_stock_Close_min,ATO_stock_Close_volatility,ATO_stock_Close_change,ATO_stock_Volume_average,ATO_stock_Volume_max,ATO_stock_Volume_min,ATO_stock_Volume_volatility,ATO_stock_Volume_change
2016-01-03,62.438,63.02,62.17,0.8500000000000014,-0.8400000000000034,63.446,65.49,62.7,2.789999999999992,2.4499999999999957,61.942,62.2,61.7,0.5,-0.3200000000000003,62.443999999999996,62.8,62.19,0.6099999999999994,-0.10999999999999943,490519,590766,409737,181029,-55426
2016-01-10,61.924,62.7,61.06,1.6400000000000006,-0.6499999999999986,62.824,63.26,62.39,0.8699999999999974,0.39000000000000057,61.318,61.86,60.0,1.8599999999999994,-1.7100000000000009,62.45,62.98,61.74,1.2399999999999949,0.5,539380,694055,455177,238878,192285
2016-01-17,63.11,63.85,62.44,1.4100000000000037,-0.75,63.795,64.22,62.69,1.5300000000000011,-0.14000000000000057,62.0125,63.06,61.55,1.5100000000000051,-1.240000000000002,63.1875,64.02,62.38,1.6399999999999935,0.05999999999999517,606384,655365,564091,91274,-59865
2016-01-24,65.39,67.71,64.12,3.589999999999989,3.589999999999989,66.632,69.22,64.96,4.260000000000005,4.260000000000005,65.072,67.56,63.34,4.219999999999999,4.219999999999999,66.158,69.22,63.84,5.3799999999999955,5.3799999999999955,983677,1753502,598399,1155103,1028303
2016-01-31,69.234,69.66,68.67,0.9899999999999949,0.3199999999999932,70.024,70.54,69.81,0.730000000000004,0.03999999999999204,68.548,68.9,67.94,0.960000000000008,0.29000000000000625,69.474,69.9,68.59,1.3100000000000023,0.9399999999999977,931605,1130246,668592,461654,-461654
2016-02-07,70.16,70.91,69.47,1.4399999999999977,1.4399999999999977,70.684,71.08,69.92,1.1599999999999966,1.1599999999999966,69.246,69.69,68.75,0.9399999999999977,-0.25,70.21,70.8,69.83,0.9699999999999989,-0.01999999999999602,786571,1235857,515861,719996,719996
2016-02-14,70.165,70.59,69.33,1.2600000000000051,-0.29999999999999716,70.87,71.19,70.48,0.7099999999999937,-0.030000000000001137,69.4475,69.87,69.03,0.8400000000000034,0.060000000000002274,70.2475,70.82,69.64,1.1799999999999926,-0.3300000000000125,1073654,1221384,890674,330710,-222162
2016-02-21,70.748,71.42,70.19,1.230000000000004,1.1299999999999955,71.208,71.9,70.46,1.440000000000012,1.0700000000000074,70.058,71.04,69.27,1.7700000000000102,-0.1799999999999926,70.72800000000001,71.62,70.15,1.4699999999999989,-0.20999999999999375,845963,1308383,604724,703659,84013
2016-02-28,69.706,70.29,69.15,1.1400000000000006,-0.8999999999999915,70.41,71.08,69.98,1.0999999999999943,0.75,68.792,69.14,68.15,0.9899999999999949,0.9899999999999949,69.866,70.7,69.27,1.4300000000000068,1.2900000000000063,2101610,6854329,747000,6107329,-5825681
2016-03-06,70.834,71.16,70.31,0.8499999999999943,0.8299999999999983,71.254,71.47,70.87,0.5999999999999943,0.4299999999999926,70.396,70.64,70.08,0.5600000000000023,0.5600000000000023,70.85000000000001,70.95,70.68,0.269999999999996,0.269999999999996,713915,816940,613243,203697,-149951
