Date,IMH_stock_Open_average,IMH_stock_Open_max,IMH_stock_Open_min,IMH_stock_Open_volatility,IMH_stock_Open_change,IMH_stock_High_average,IMH_stock_High_max,IMH_stock_High_min,IMH_stock_High_volatility,IMH_stock_High_change,IMH_stock_Low_average,IMH_stock_Low_max,IMH_stock_Low_min,IMH_stock_Low_volatility,IMH_stock_Low_change,IMH_stock_Close_average,IMH_stock_Close_max,IMH_stock_Close_min,IMH_stock_Close_volatility,IMH_stock_Close_change,IMH_stock_Volume_average,IMH_stock_Volume_max,IMH_stock_Volume_min,IMH_stock_Volume_volatility,IMH_stock_Volume_change
2016-01-03,16.588,17.97,15.12,2.8499999999999996,-2.8499999999999996,16.642,17.97,15.34,2.629999999999999,-2.629999999999999,15.996,17.01,15.05,1.9600000000000009,-1.9300000000000015,16.105999999999998,17.29,15.14,2.1499999999999986,-2.129999999999999,7604,14366,2559,11807,-3283
2016-01-10,15.6,15.82,15.32,0.5,0.5,15.774,16.27,15.48,0.7899999999999991,0.3699999999999992,15.182,15.65,14.89,0.7599999999999998,0.1899999999999995,15.636,16.22,15.31,0.9099999999999984,-0.07000000000000028,7696,13789,4035,9754,3763
2016-01-17,14.7225,15.28,14.22,1.0599999999999987,-0.6799999999999997,14.7925,15.37,14.41,0.9599999999999991,-0.7699999999999996,14.2425,14.88,13.74,1.1400000000000006,-0.5300000000000011,14.377500000000001,14.88,13.85,1.0300000000000011,-0.3200000000000003,7472,16899,3237,13662,1158
2016-01-24,13.7,14.44,13.1,1.3399999999999999,-1.3399999999999999,13.802,14.72,13.22,1.5,-1.5,13.372,13.98,12.95,1.0300000000000011,-0.9000000000000004,13.43,13.98,13.05,0.9299999999999997,-0.7800000000000011,8733,16337,2727,13610,8203
2016-01-31,12.976,14.25,12.15,2.0999999999999996,1.0999999999999996,13.616,14.91,12.33,2.58,1.6099999999999994,12.474,13.75,11.51,2.24,1.0899999999999999,13.212,14.4,12.06,2.34,1.2599999999999998,11305,22065,5496,16569,3861
2016-02-07,13.937999999999999,14.16,13.78,0.3800000000000008,-0.2599999999999998,14.178,14.46,13.97,0.4900000000000002,-0.3800000000000008,13.836,14.0,13.67,0.33000000000000007,-0.2900000000000009,14.004,14.14,13.81,0.33000000000000007,0.02000000000000135,5234,7573,1484,6089,-326
2016-02-14,15.91,18.17,14.37,3.8000000000000025,1.3800000000000008,16.79,18.34,15.23,3.1099999999999994,0.6199999999999992,15.3375,17.18,14.28,2.9000000000000004,0.28000000000000114,16.4025,18.09,14.6,3.49,-0.6100000000000012,19456,35134,6188,28946,28946
2016-02-21,13.38,14.8,12.87,1.9300000000000015,-1.7300000000000004,13.61,14.8,13.13,1.67,-1.2600000000000016,12.784,13.1,12.5,0.5999999999999996,-0.02999999999999936,13.148,13.5,12.9,0.5999999999999996,0.34999999999999964,8805,13731,3877,9854,-9854
2016-02-28,13.384,13.69,13.15,0.5399999999999991,-0.21999999999999886,13.65,14.17,13.31,0.8599999999999994,0.4800000000000004,13.19,13.47,13.02,0.45000000000000107,0.120000000000001,13.51,14.06,13.17,0.8900000000000006,0.6900000000000013,4079,5312,2629,2683,-552
2016-03-06,13.678,13.94,13.47,0.46999999999999886,-0.46999999999999886,13.774,14.07,13.53,0.5400000000000009,-0.46000000000000085,13.456,13.65,13.21,0.4399999999999995,-0.3600000000000012,13.634,14.07,13.3,0.7699999999999996,-0.46000000000000085,4824,6688,3819,2869,986
