Date,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_average,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_max,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_min,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_Open_change,WisdomTree Global ex US Quality Dividend GrowthEtf_High_average,WisdomTree Global ex US Quality Dividend GrowthEtf_High_max,WisdomTree Global ex US Quality Dividend GrowthEtf_High_min,WisdomTree Global ex US Quality Dividend GrowthEtf_High_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_High_change,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_average,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_max,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_min,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_Low_change,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_average,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_max,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_min,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_volatility,WisdomTree Global ex US Quality Dividend GrowthEtf_Close_change
2016-01-03,42.31,42.31,42.31,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.1,42.1,42.1,0.0,0.0,42.1,42.1,42.1,0.0,0.0
2016-01-10,40.65,40.65,40.65,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.77,40.77,40.77,0.0,0.0
2016-01-17,41.36,41.36,41.36,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.36,41.36,41.36,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2016-01-24,42.68,42.68,42.68,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.68,42.68,42.68,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2016-01-31,42.77,42.77,42.77,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.11,42.11,42.11,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2016-02-07,40.86,40.86,40.86,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.78,40.78,40.78,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2016-02-14,42.35,42.35,42.35,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.28,42.28,42.28,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2016-02-21,42.76,42.76,42.76,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2016-02-28,44.99,44.99,44.99,0.0,0.0,45.51,45.51,45.51,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.35,45.35,45.35,0.0,0.0
2016-03-06,45.47,45.47,45.47,0.0,0.0,45.52,45.52,45.52,0.0,0.0,44.7,44.7,44.7,0.0,0.0,45.12,45.12,45.12,0.0,0.0
2016-03-13,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.64,46.64,46.64,0.0,0.0,46.64,46.64,46.64,0.0,0.0
2016-03-20,45.52,45.52,45.52,0.0,0.0,45.62,45.62,45.62,0.0,0.0,45.52,45.52,45.52,0.0,0.0,45.62,45.62,45.62,0.0,0.0
2016-03-27,46.07,46.07,46.07,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2016-04-03,46.23,46.23,46.23,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.07,46.07,46.07,0.0,0.0,46.29,46.29,46.29,0.0,0.0
2016-04-10,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.21,47.21,47.21,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2016-04-17,47.73,47.73,47.73,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2016-04-24,47.93,47.93,47.93,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2016-05-01,46.24,46.24,46.24,0.0,0.0,46.56,46.56,46.56,0.0,0.0,46.24,46.24,46.24,0.0,0.0,46.46,46.46,46.46,0.0,0.0
2016-05-08,46.31,46.31,46.31,0.0,0.0,46.36,46.36,46.36,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.06,46.06,46.06,0.0,0.0
2016-05-15,45.95,45.95,45.95,0.0,0.0,46.15,46.15,46.15,0.0,0.0,45.95,45.95,45.95,0.0,0.0,46.07,46.07,46.07,0.0,0.0
2016-05-22,46.94,46.94,46.94,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2016-05-29,47.53,47.53,47.53,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.67,47.67,47.67,0.0,0.0
