Date,Global X Copper Miners_etf_Open_average,Global X Copper Miners_etf_Open_max,Global X Copper Miners_etf_Open_min,Global X Copper Miners_etf_Open_volatility,Global X Copper Miners_etf_Open_change,Global X Copper Miners_etf_High_average,Global X Copper Miners_etf_High_max,Global X Copper Miners_etf_High_min,Global X Copper Miners_etf_High_volatility,Global X Copper Miners_etf_High_change,Global X Copper Miners_etf_Low_average,Global X Copper Miners_etf_Low_max,Global X Copper Miners_etf_Low_min,Global X Copper Miners_etf_Low_volatility,Global X Copper Miners_etf_Low_change,Global X Copper Miners_etf_Close_average,Global X Copper Miners_etf_Close_max,Global X Copper Miners_etf_Close_min,Global X Copper Miners_etf_Close_volatility,Global X Copper Miners_etf_Close_change
2016-04-03,13.11,13.11,13.11,0.0,0.0,13.38,13.38,13.38,0.0,0.0,12.91,12.91,12.91,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2016-04-10,14.48,14.48,14.48,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.53,14.53,14.53,0.0,0.0
2016-04-17,15.88,15.88,15.88,0.0,0.0,16.34,16.34,16.34,0.0,0.0,15.88,15.88,15.88,0.0,0.0,16.08,16.08,16.08,0.0,0.0
2016-04-24,16.59,16.59,16.59,0.0,0.0,17.19,17.19,17.19,0.0,0.0,16.59,16.59,16.59,0.0,0.0,17.19,17.19,17.19,0.0,0.0
2016-05-01,15.22,15.22,15.22,0.0,0.0,15.61,15.61,15.61,0.0,0.0,15.22,15.22,15.22,0.0,0.0,15.44,15.44,15.44,0.0,0.0
2016-05-08,14.52,14.52,14.52,0.0,0.0,14.64,14.64,14.64,0.0,0.0,14.4,14.4,14.4,0.0,0.0,14.47,14.47,14.47,0.0,0.0
2016-05-15,14.62,14.62,14.62,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.55,14.55,14.55,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2016-05-22,14.68,14.68,14.68,0.0,0.0,14.79,14.79,14.79,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.73,14.73,14.73,0.0,0.0
2016-05-29,14.89,14.89,14.89,0.0,0.0,15.07,15.07,15.07,0.0,0.0,14.88,14.88,14.88,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2016-06-05,15.1,15.1,15.1,0.0,0.0,15.17,15.17,15.17,0.0,0.0,14.85,14.85,14.85,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2016-06-12,15.07,15.07,15.07,0.0,0.0,15.23,15.23,15.23,0.0,0.0,14.89,14.89,14.89,0.0,0.0,14.95,14.95,14.95,0.0,0.0
2016-06-19,14.48,14.48,14.48,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2016-06-26,15.43,15.43,15.43,0.0,0.0,15.81,15.81,15.81,0.0,0.0,15.43,15.43,15.43,0.0,0.0,15.7,15.7,15.7,0.0,0.0
2016-07-03,15.7,15.7,15.7,0.0,0.0,15.84,15.84,15.84,0.0,0.0,15.63,15.63,15.63,0.0,0.0,15.79,15.79,15.79,0.0,0.0
2016-07-10,17.28,17.28,17.28,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.12,17.12,17.12,0.0,0.0
2016-07-17,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.6,16.6,16.6,0.0,0.0,16.63,16.63,16.63,0.0,0.0
2016-07-24,17.16,17.16,17.16,0.0,0.0,17.4,17.4,17.4,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.4,17.4,17.4,0.0,0.0
2016-07-31,17.06,17.06,17.06,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2016-08-07,17.28,17.28,17.28,0.0,0.0,17.31,17.31,17.31,0.0,0.0,17.05,17.05,17.05,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2016-08-14,17.46,17.46,17.46,0.0,0.0,17.46,17.46,17.46,0.0,0.0,17.11,17.11,17.11,0.0,0.0,17.27,17.27,17.27,0.0,0.0
2016-08-21,16.96,16.96,16.96,0.0,0.0,17.11,17.11,17.11,0.0,0.0,16.4,16.4,16.4,0.0,0.0,16.58,16.58,16.58,0.0,0.0
2016-08-28,16.14,16.14,16.14,0.0,0.0,16.51,16.51,16.51,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2016-09-04,16.41,16.41,16.41,0.0,0.0,16.41,16.41,16.41,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.12,16.12,16.12,0.0,0.0
2016-09-11,16.04,16.04,16.04,0.0,0.0,16.1,16.1,16.1,0.0,0.0,15.87,15.87,15.87,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2016-09-18,16.58,16.58,16.58,0.0,0.0,16.73,16.73,16.73,0.0,0.0,16.32,16.32,16.32,0.0,0.0,16.68,16.68,16.68,0.0,0.0
2016-09-25,16.83,16.83,16.83,0.0,0.0,16.83,16.83,16.83,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.78,16.78,16.78,0.0,0.0
2016-10-02,16.84,16.84,16.84,0.0,0.0,16.84,16.84,16.84,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2016-10-09,16.39,16.39,16.39,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.39,16.39,16.39,0.0,0.0,16.4,16.4,16.4,0.0,0.0
2016-10-16,16.88,16.88,16.88,0.0,0.0,17.03,17.03,17.03,0.0,0.0,16.88,16.88,16.88,0.0,0.0,16.98,16.98,16.98,0.0,0.0
2016-10-23,17.12,17.12,17.12,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.26,17.26,17.26,0.0,0.0
2016-10-30,17.38,17.38,17.38,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.38,17.38,17.38,0.0,0.0,17.42,17.42,17.42,0.0,0.0
2016-11-06,21.14,21.14,21.14,0.0,0.0,21.29,21.29,21.29,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2016-11-13,20.08,20.08,20.08,0.0,0.0,20.29,20.29,20.29,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2016-11-20,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,21.76,21.76,21.76,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2016-11-27,21.38,21.38,21.38,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.21,21.21,21.21,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2016-12-04,23.2,23.2,23.2,0.0,0.0,23.35,23.35,23.35,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2016-12-11,21.34,21.34,21.34,0.0,0.0,21.35,21.35,21.35,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.92,20.92,20.92,0.0,0.0
2016-12-18,20.26,20.26,20.26,0.0,0.0,20.26,20.26,20.26,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.21,20.21,20.21,0.0,0.0
2016-12-25,20.18,20.18,20.18,0.0,0.0,20.29,20.29,20.29,0.0,0.0,19.88,19.88,19.88,0.0,0.0,20.0,20.0,20.0,0.0,0.0
2017-01-01,21.64,21.64,21.64,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.36,21.36,21.36,0.0,0.0,21.38,21.38,21.38,0.0,0.0
2017-01-08,22.94,22.94,22.94,0.0,0.0,23.23,23.23,23.23,0.0,0.0,22.52,22.52,22.52,0.0,0.0,23.22,23.22,23.22,0.0,0.0
2017-01-15,22.69,22.69,22.69,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.81,22.81,22.81,0.0,0.0
2017-01-22,24.3,24.3,24.3,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2017-01-29,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2017-02-05,25.0,25.0,25.0,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2017-02-12,24.88,24.88,24.88,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2017-02-19,23.86,23.86,23.86,0.0,0.0,24.12,24.12,24.12,0.0,0.0,23.53,23.53,23.53,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2017-02-26,23.68,23.68,23.68,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2017-03-05,21.55,21.55,21.55,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.54,21.54,21.54,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2017-03-12,23.58,23.58,23.58,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.56,23.56,23.56,0.0,0.0
2017-03-19,22.55,22.55,22.55,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2017-03-26,22.44,22.44,22.44,0.0,0.0,22.63,22.63,22.63,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2017-04-02,22.92,22.92,22.92,0.0,0.0,23.01,23.01,23.01,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2017-04-09,21.91,21.91,21.91,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.63,21.63,21.63,0.0,0.0,21.63,21.63,21.63,0.0,0.0
2017-04-16,21.28,21.28,21.28,0.0,0.0,21.5,21.5,21.5,0.0,0.0,21.09,21.09,21.09,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2017-04-23,20.29,20.29,20.29,0.0,0.0,21.76,21.76,21.76,0.0,0.0,20.28,20.28,20.28,0.0,0.0,21.39,21.39,21.39,0.0,0.0
2017-04-30,19.55,19.55,19.55,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.9,19.9,19.9,0.0,0.0
2017-05-07,20.07,20.07,20.07,0.0,0.0,20.42,20.42,20.42,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2017-05-14,20.39,20.39,20.39,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.76,20.76,20.76,0.0,0.0
2017-05-21,20.88,20.88,20.88,0.0,0.0,20.9,20.9,20.9,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2017-05-28,20.15,20.15,20.15,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.07,20.07,20.07,0.0,0.0
2017-06-04,20.79,20.79,20.79,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.81,20.81,20.81,0.0,0.0
2017-06-11,19.76,19.76,19.76,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.55,19.55,19.55,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2017-06-18,19.79,19.79,19.79,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.64,19.64,19.64,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2017-06-25,20.94,20.94,20.94,0.0,0.0,21.03,21.03,21.03,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.98,20.98,20.98,0.0,0.0
2017-07-02,21.05,21.05,21.05,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.74,20.74,20.74,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2017-07-09,22.43,22.43,22.43,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2017-07-16,22.97,22.97,22.97,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2017-07-23,24.35,24.35,24.35,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2017-07-30,25.0,25.0,25.0,0.0,0.0,25.16,25.16,25.16,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2017-08-06,23.74,23.74,23.74,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2017-08-13,24.47,24.47,24.47,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2017-08-20,26.17,26.17,26.17,0.0,0.0,26.26,26.26,26.26,0.0,0.0,25.92,25.92,25.92,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2017-08-27,26.78,26.78,26.78,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.58,26.58,26.58,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2017-09-03,26.86,26.86,26.86,0.0,0.0,26.86,26.86,26.86,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.07,26.07,26.07,0.0,0.0
2017-09-10,25.19,25.19,25.19,0.0,0.0,25.26,25.26,25.26,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2017-09-17,24.8,24.8,24.8,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2017-09-24,24.79,24.79,24.79,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.85,24.85,24.85,0.0,0.0
2017-10-01,26.29,26.29,26.29,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.26,26.26,26.26,0.0,0.0
2017-10-08,26.57,26.57,26.57,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.47,26.47,26.47,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2017-10-15,26.56,26.56,26.56,0.0,0.0,26.58,26.58,26.58,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.33,26.33,26.33,0.0,0.0
2017-10-22,25.32,25.32,25.32,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.13,25.13,25.13,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2017-10-29,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.86,25.86,25.86,0.0,0.0
2017-11-05,26.31,26.31,26.31,0.0,0.0,26.33,26.33,26.33,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.08,26.08,26.08,0.0,0.0
2017-11-12,24.89,24.89,24.89,0.0,0.0,25.1,25.1,25.1,0.0,0.0,24.89,24.89,24.89,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2017-11-19,25.81,25.81,25.81,0.0,0.0,26.13,26.13,26.13,0.0,0.0,25.81,25.81,25.81,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2017-11-26,24.49,24.49,24.49,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2017-12-03,24.0,24.0,24.0,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2017-12-10,25.2,25.2,25.2,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.14,25.14,25.14,0.0,0.0
2017-12-17,26.62,26.62,26.62,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.67,26.67,26.67,0.0,0.0
2017-12-24,27.66,27.66,27.66,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.35,27.35,27.35,0.0,0.0
2017-12-31,28.24,28.24,28.24,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.3,28.3,28.3,0.0,0.0
