Date,MAGS_stock_Open_average,MAGS_stock_Open_max,MAGS_stock_Open_min,MAGS_stock_Open_volatility,MAGS_stock_Open_change,MAGS_stock_High_average,MAGS_stock_High_max,MAGS_stock_High_min,MAGS_stock_High_volatility,MAGS_stock_High_change,MAGS_stock_Low_average,MAGS_stock_Low_max,MAGS_stock_Low_min,MAGS_stock_Low_volatility,MAGS_stock_Low_change,MAGS_stock_Close_average,MAGS_stock_Close_max,MAGS_stock_Close_min,MAGS_stock_Close_volatility,MAGS_stock_Close_change,MAGS_stock_Volume_average,MAGS_stock_Volume_max,MAGS_stock_Volume_min,MAGS_stock_Volume_volatility,MAGS_stock_Volume_change
2016-01-03,4.22,4.28,4.17,0.11000000000000032,0.03000000000000025,4.262,4.28,4.24,0.040000000000000036,0.03000000000000025,4.164,4.21,4.11,0.09999999999999964,0.04999999999999982,4.2059999999999995,4.22,4.16,0.05999999999999961,0.04999999999999982,26562,49477,12155,37322,7552
2016-01-10,4.21,4.26,4.16,0.09999999999999964,0.040000000000000036,4.252,4.3,4.2,0.09999999999999964,-0.040000000000000036,4.18,4.23,4.14,0.09000000000000075,-0.020000000000000462,4.206,4.25,4.16,0.08999999999999986,0.0,16321,31124,7189,23935,-3518
2016-01-17,4.1575,4.18,4.13,0.04999999999999982,0.019999999999999574,4.1825,4.2,4.16,0.040000000000000036,-0.009999999999999787,4.135,4.16,4.11,0.04999999999999982,-0.009999999999999787,4.1625,4.18,4.13,0.04999999999999982,0.0,16297,33604,4753,28851,-11964
2016-01-24,4.124,4.15,4.1,0.05000000000000071,0.010000000000000675,4.172,4.24,4.14,0.10000000000000053,0.08000000000000007,4.117999999999999,4.14,4.1,0.040000000000000036,0.009999999999999787,4.15,4.22,4.11,0.10999999999999943,0.05999999999999961,13212,19725,7853,11872,6270
2016-01-31,4.15,4.18,4.12,0.05999999999999961,-0.02999999999999936,4.19,4.22,4.17,0.04999999999999982,-0.04999999999999982,4.116,4.13,4.1,0.03000000000000025,0.0,4.14,4.17,4.11,0.05999999999999961,0.03000000000000025,12260,17596,7918,9678,-2450
2016-02-07,4.098,4.18,4.05,0.1299999999999999,-0.04999999999999982,4.142,4.18,4.12,0.05999999999999961,0.03000000000000025,4.074,4.11,4.05,0.0600000000000005,-0.03000000000000025,4.109999999999999,4.17,4.06,0.11000000000000032,0.03000000000000025,13409,19463,3268,16195,-643
2016-02-14,4.1275,4.19,4.08,0.11000000000000032,-0.040000000000000036,4.1875,4.2,4.17,0.03000000000000025,-0.03000000000000025,4.12,4.17,4.08,0.08999999999999986,-0.040000000000000036,4.175,4.18,4.17,0.009999999999999787,0.0,5128,12000,500,11500,-8996
2016-02-21,4.13,4.2,4.06,0.14000000000000057,-0.010000000000000675,4.174,4.2,4.14,0.0600000000000005,-0.0600000000000005,4.05,4.1,3.93,0.16999999999999948,0.02999999999999936,4.122,4.15,4.08,0.07000000000000028,0.0,17436,25674,8926,16748,-8928
2016-02-28,4.246,4.3,4.19,0.10999999999999943,0.10999999999999943,4.28,4.35,4.24,0.10999999999999943,0.10999999999999943,4.228,4.3,4.15,0.14999999999999947,0.14999999999999947,4.264,4.35,4.16,0.1899999999999995,0.1899999999999995,14279,31854,2443,29411,-29411
2016-03-06,4.476,4.54,4.3,0.2400000000000002,0.2400000000000002,4.594,4.66,4.54,0.1200000000000001,0.08000000000000007,4.428,4.51,4.3,0.20999999999999996,0.1200000000000001,4.518,4.53,4.49,0.040000000000000036,-0.040000000000000036,19728,37141,4574,32567,-30971
2016-03-13,4.614,4.78,4.48,0.2999999999999998,0.2699999999999996,4.7219999999999995,4.85,4.54,0.3099999999999996,0.3099999999999996,4.584,4.75,4.4,0.34999999999999964,0.34999999999999964,4.718,4.85,4.54,0.3099999999999996,0.3099999999999996,14141,24941,4642,20299,12794
