Date,CCFStock_Open_average,CCFStock_Open_max,CCFStock_Open_min,CCFStock_Open_volatility,CCFStock_Open_change,CCFStock_High_average,CCFStock_High_max,CCFStock_High_min,CCFStock_High_volatility,CCFStock_High_change,CCFStock_Low_average,CCFStock_Low_max,CCFStock_Low_min,CCFStock_Low_volatility,CCFStock_Low_change,CCFStock_Close_average,CCFStock_Close_max,CCFStock_Close_min,CCFStock_Close_volatility,CCFStock_Close_change,CCFStock_Volume_average,CCFStock_Volume_max,CCFStock_Volume_min,CCFStock_Volume_volatility,CCFStock_Volume_change
2016-01-03,39.122,40.55,38.5,2.049999999999997,-2.049999999999997,39.908,41.98,38.75,3.229999999999997,-3.229999999999997,38.36,38.86,37.59,1.269999999999996,0.5,38.884,39.47,38.39,1.0799999999999983,-0.5399999999999991,3967,7853,1138,6715,-2406
2016-01-10,38.48,38.97,37.72,1.25,-1.009999999999998,39.327999999999996,41.3,38.73,2.5700000000000003,2.5700000000000003,38.106,38.6,37.72,0.8800000000000026,-0.8800000000000026,39.068000000000005,41.02,38.06,2.960000000000001,2.3200000000000003,5203,10409,2538,7871,5429
2016-01-17,41.215,43.43,39.33,4.100000000000001,2.3299999999999983,42.4725,43.96,40.98,2.980000000000004,2.549999999999997,40.3925,42.75,38.43,4.32,3.3599999999999994,41.9975,43.71,39.75,3.960000000000001,3.960000000000001,6427,7580,4705,2875,-2589
2016-01-24,43.328,43.84,42.8,1.0400000000000063,0.3400000000000034,44.046,45.95,43.35,2.6000000000000014,2.450000000000003,43.084,43.84,42.78,1.0600000000000023,0.990000000000002,43.74,45.95,42.78,3.1700000000000017,2.8599999999999994,6771,11281,4181,7100,7100
2016-01-31,48.656,50.87,45.42,5.449999999999996,5.449999999999996,50.022,50.87,48.8,2.0700000000000003,2.0700000000000003,48.508,50.4,45.38,5.019999999999996,4.789999999999999,49.628,50.69,48.12,2.5700000000000003,2.1500000000000057,13237,26734,4700,22034,7887
2016-02-07,49.146,50.02,48.23,1.7900000000000063,-1.1200000000000045,49.722,50.02,49.15,0.8700000000000045,-0.8700000000000045,48.76,49.0,48.22,0.7800000000000011,-0.10000000000000142,49.064,49.38,48.74,0.6400000000000006,-0.23000000000000398,3480,4739,2710,2029,-2029
2016-02-14,48.985,49.53,48.33,1.2000000000000028,-1.0300000000000011,49.1525,49.62,48.54,1.0799999999999983,-1.0799999999999983,48.629999999999995,49.05,48.06,0.9899999999999949,-0.9899999999999949,48.8675,49.62,48.2,1.4199999999999946,-1.4199999999999946,4392,6926,3101,3825,857
2016-02-21,46.217999999999996,48.5,43.98,4.520000000000003,-2.5,46.956,49.35,45.74,3.6099999999999994,-2.8200000000000003,45.192,47.4,43.98,3.4200000000000017,-2.259999999999998,45.724000000000004,47.47,44.2,3.269999999999996,-2.1799999999999997,4264,5942,1858,4084,-1937
2016-02-28,46.788,47.82,45.48,2.3400000000000034,2.3400000000000034,47.524,47.82,46.97,0.8500000000000014,0.3500000000000014,46.596,47.08,45.48,1.6000000000000014,1.6000000000000014,47.304,47.76,46.94,0.8200000000000003,0.7399999999999949,3339,5572,1777,3795,-3301
2016-03-06,47.002,48.0,45.89,2.1099999999999994,-2.1099999999999994,47.38,48.58,46.27,2.309999999999995,-2.219999999999999,46.208,47.69,45.5,2.1899999999999977,-2.1899999999999977,46.482,47.69,45.51,2.1799999999999997,-1.4199999999999946,2930,3391,2075,1316,-264
