Date,iShares S&P Mid-Cap 400 Value_etf_Open_average,iShares S&P Mid-Cap 400 Value_etf_Open_max,iShares S&P Mid-Cap 400 Value_etf_Open_min,iShares S&P Mid-Cap 400 Value_etf_Open_volatility,iShares S&P Mid-Cap 400 Value_etf_Open_change,iShares S&P Mid-Cap 400 Value_etf_High_average,iShares S&P Mid-Cap 400 Value_etf_High_max,iShares S&P Mid-Cap 400 Value_etf_High_min,iShares S&P Mid-Cap 400 Value_etf_High_volatility,iShares S&P Mid-Cap 400 Value_etf_High_change,iShares S&P Mid-Cap 400 Value_etf_Low_average,iShares S&P Mid-Cap 400 Value_etf_Low_max,iShares S&P Mid-Cap 400 Value_etf_Low_min,iShares S&P Mid-Cap 400 Value_etf_Low_volatility,iShares S&P Mid-Cap 400 Value_etf_Low_change,iShares S&P Mid-Cap 400 Value_etf_Close_average,iShares S&P Mid-Cap 400 Value_etf_Close_max,iShares S&P Mid-Cap 400 Value_etf_Close_min,iShares S&P Mid-Cap 400 Value_etf_Close_volatility,iShares S&P Mid-Cap 400 Value_etf_Close_change
2016-01-03,111.51,111.51,111.51,0.0,0.0,111.51,111.51,111.51,0.0,0.0,109.18,109.18,109.18,0.0,0.0,109.34,109.34,109.34,0.0,0.0
2016-01-10,105.11,105.11,105.11,0.0,0.0,106.0,106.0,106.0,0.0,0.0,103.78,103.78,103.78,0.0,0.0,105.84,105.84,105.84,0.0,0.0
2016-01-17,106.11,106.11,106.11,0.0,0.0,107.26,107.26,107.26,0.0,0.0,105.82,105.82,105.82,0.0,0.0,106.99,106.99,106.99,0.0,0.0
2016-01-24,107.62,107.62,107.62,0.0,0.0,110.67,110.67,110.67,0.0,0.0,107.62,107.62,107.62,0.0,0.0,110.66,110.66,110.66,0.0,0.0
2016-01-31,109.98,109.98,109.98,0.0,0.0,110.31,110.31,110.31,0.0,0.0,108.54,108.54,108.54,0.0,0.0,108.55,108.55,108.55,0.0,0.0
2016-02-07,105.81,105.81,105.81,0.0,0.0,107.01,107.01,107.01,0.0,0.0,105.47,105.47,105.47,0.0,0.0,106.86,106.86,106.86,0.0,0.0
2016-02-14,110.48,110.48,110.48,0.0,0.0,110.73,110.73,110.73,0.0,0.0,109.52,109.52,109.52,0.0,0.0,110.68,110.68,110.68,0.0,0.0
2016-02-21,113.37,113.37,113.37,0.0,0.0,113.87,113.87,113.87,0.0,0.0,112.97,112.97,112.97,0.0,0.0,113.42,113.42,113.42,0.0,0.0
2016-02-28,118.69,118.69,118.69,0.0,0.0,120.15,120.15,120.15,0.0,0.0,118.41,118.41,118.41,0.0,0.0,119.57,119.57,119.57,0.0,0.0
2016-03-06,119.61,119.61,119.61,0.0,0.0,121.02,121.02,121.02,0.0,0.0,119.58,119.58,119.58,0.0,0.0,120.97,120.97,120.97,0.0,0.0
2016-03-13,123.21,123.21,123.21,0.0,0.0,124.26,124.26,124.26,0.0,0.0,123.06,123.06,123.06,0.0,0.0,123.49,123.49,123.49,0.0,0.0
2016-03-20,120.51,120.51,120.51,0.0,0.0,121.55,121.55,121.55,0.0,0.0,119.92,119.92,119.92,0.0,0.0,121.54,121.54,121.54,0.0,0.0
2016-03-27,123.22,123.22,123.22,0.0,0.0,124.36,124.36,124.36,0.0,0.0,122.66,122.66,122.66,0.0,0.0,124.33,124.33,124.33,0.0,0.0
2016-04-03,121.77,121.77,121.77,0.0,0.0,122.65,122.65,122.65,0.0,0.0,121.46,121.46,121.46,0.0,0.0,121.77,121.77,121.77,0.0,0.0
2016-04-10,124.77,124.77,124.77,0.0,0.0,125.44,125.44,125.44,0.0,0.0,124.64,124.64,124.64,0.0,0.0,125.33,125.33,125.33,0.0,0.0
2016-04-17,125.55,125.55,125.55,0.0,0.0,126.93,126.93,126.93,0.0,0.0,125.55,125.55,125.55,0.0,0.0,126.61,126.61,126.61,0.0,0.0
2016-04-24,126.39,126.39,126.39,0.0,0.0,126.64,126.64,126.64,0.0,0.0,125.19,125.19,125.19,0.0,0.0,126.15,126.15,126.15,0.0,0.0
2016-05-01,123.28,123.28,123.28,0.0,0.0,124.5,124.5,124.5,0.0,0.0,123.28,123.28,123.28,0.0,0.0,124.44,124.44,124.44,0.0,0.0
2016-05-08,123.8,123.8,123.8,0.0,0.0,124.16,124.16,124.16,0.0,0.0,122.45,122.45,122.45,0.0,0.0,122.84,122.84,122.84,0.0,0.0
2016-05-15,122.83,122.83,122.83,0.0,0.0,123.96,123.96,123.96,0.0,0.0,122.66,122.66,122.66,0.0,0.0,123.77,123.77,123.77,0.0,0.0
2016-05-22,126.69,126.69,126.69,0.0,0.0,127.66,127.66,127.66,0.0,0.0,126.64,126.64,126.64,0.0,0.0,127.63,127.63,127.63,0.0,0.0
2016-05-29,129.07,129.07,129.07,0.0,0.0,129.08,129.08,129.08,0.0,0.0,127.91,127.91,127.91,0.0,0.0,128.79,128.79,128.79,0.0,0.0
2016-06-05,129.88,129.88,129.88,0.0,0.0,129.95,129.95,129.95,0.0,0.0,128.69,128.69,128.69,0.0,0.0,129.06,129.06,129.06,0.0,0.0
2016-06-12,127.42,127.42,127.42,0.0,0.0,128.14,128.14,128.14,0.0,0.0,127.12,127.12,127.12,0.0,0.0,127.8,127.8,127.8,0.0,0.0
2016-06-19,126.05,126.05,126.05,0.0,0.0,127.38,127.38,127.38,0.0,0.0,124.92,124.92,124.92,0.0,0.0,125.14,125.14,125.14,0.0,0.0
2016-06-26,127.89,127.89,127.89,0.0,0.0,129.01,129.01,129.01,0.0,0.0,127.89,127.89,127.89,0.0,0.0,128.52,128.52,128.52,0.0,0.0
2016-07-03,128.15,128.15,128.15,0.0,0.0,129.7,129.7,129.7,0.0,0.0,128.15,128.15,128.15,0.0,0.0,129.52,129.52,129.52,0.0,0.0
2016-07-10,132.45,132.45,132.45,0.0,0.0,132.67,132.67,132.67,0.0,0.0,131.92,131.92,131.92,0.0,0.0,132.15,132.15,132.15,0.0,0.0
2016-07-17,131.67,131.67,131.67,0.0,0.0,132.6,132.6,132.6,0.0,0.0,131.48,131.48,131.48,0.0,0.0,132.53,132.53,132.53,0.0,0.0
