Date,iShares MSCI India_etf_Open_average,iShares MSCI India_etf_Open_max,iShares MSCI India_etf_Open_min,iShares MSCI India_etf_Open_volatility,iShares MSCI India_etf_Open_change,iShares MSCI India_etf_High_average,iShares MSCI India_etf_High_max,iShares MSCI India_etf_High_min,iShares MSCI India_etf_High_volatility,iShares MSCI India_etf_High_change,iShares MSCI India_etf_Low_average,iShares MSCI India_etf_Low_max,iShares MSCI India_etf_Low_min,iShares MSCI India_etf_Low_volatility,iShares MSCI India_etf_Low_change,iShares MSCI India_etf_Close_average,iShares MSCI India_etf_Close_max,iShares MSCI India_etf_Close_min,iShares MSCI India_etf_Close_volatility,iShares MSCI India_etf_Close_change
2016-01-03,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2016-01-10,25.23,25.23,25.23,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2016-01-17,25.32,25.32,25.32,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2016-01-24,25.66,25.66,25.66,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.98,25.98,25.98,0.0,0.0
2016-01-31,25.6,25.6,25.6,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.32,25.32,25.32,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2016-02-07,23.83,23.83,23.83,0.0,0.0,24.04,24.04,24.04,0.0,0.0,23.78,23.78,23.78,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2016-02-14,24.28,24.28,24.28,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.23,24.23,24.23,0.0,0.0,24.34,24.34,24.34,0.0,0.0
2016-02-21,24.05,24.05,24.05,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2016-02-28,26.02,26.02,26.02,0.0,0.0,26.32,26.32,26.32,0.0,0.0,25.94,25.94,25.94,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2016-03-06,26.04,26.04,26.04,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2016-03-13,26.52,26.52,26.52,0.0,0.0,26.67,26.67,26.67,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2016-03-20,26.48,26.48,26.48,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.45,26.45,26.45,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2016-03-27,26.66,26.66,26.66,0.0,0.0,27.11,27.11,27.11,0.0,0.0,26.54,26.54,26.54,0.0,0.0,27.02,27.02,27.02,0.0,0.0
2016-04-03,26.37,26.37,26.37,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.07,26.07,26.07,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2016-04-10,27.43,27.43,27.43,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.44,27.44,27.44,0.0,0.0
2016-04-17,27.3,27.3,27.3,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.2,27.2,27.2,0.0,0.0
2016-04-24,27.07,27.07,27.07,0.0,0.0,27.15,27.15,27.15,0.0,0.0,26.93,26.93,26.93,0.0,0.0,27.06,27.06,27.06,0.0,0.0
2016-05-01,26.67,26.67,26.67,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.65,26.65,26.65,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2016-05-08,26.85,26.85,26.85,0.0,0.0,26.93,26.93,26.93,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2016-05-15,26.37,26.37,26.37,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.25,26.25,26.25,0.0,0.0,26.31,26.31,26.31,0.0,0.0
2016-05-22,27.75,27.75,27.75,0.0,0.0,27.88,27.88,27.88,0.0,0.0,27.75,27.75,27.75,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2016-05-29,27.94,27.94,27.94,0.0,0.0,28.18,28.18,28.18,0.0,0.0,27.91,27.91,27.91,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2016-06-05,27.72,27.72,27.72,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2016-06-12,27.66,27.66,27.66,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2016-06-19,26.88,26.88,26.88,0.0,0.0,27.24,27.24,27.24,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2016-06-26,28.16,28.16,28.16,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.07,28.07,28.07,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2016-07-03,28.17,28.17,28.17,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.15,28.15,28.15,0.0,0.0,28.46,28.46,28.46,0.0,0.0
2016-07-10,28.96,28.96,28.96,0.0,0.0,28.96,28.96,28.96,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2016-07-17,28.92,28.92,28.92,0.0,0.0,29.02,29.02,29.02,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2016-07-24,29.47,29.47,29.47,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.55,29.55,29.55,0.0,0.0
2016-07-31,29.61,29.61,29.61,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2016-08-07,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2016-08-14,29.4,29.4,29.4,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2016-08-21,29.2,29.2,29.2,0.0,0.0,29.32,29.32,29.32,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.97,28.97,28.97,0.0,0.0
2016-08-28,30.02,30.02,30.02,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2016-09-04,29.87,29.87,29.87,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2016-09-11,29.49,29.49,29.49,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.45,29.45,29.45,0.0,0.0
2016-09-18,29.93,29.93,29.93,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2016-09-25,29.31,29.31,29.31,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2016-10-02,29.82,29.82,29.82,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.78,29.78,29.78,0.0,0.0
2016-10-09,29.33,29.33,29.33,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2016-10-16,29.46,29.46,29.46,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2016-10-23,29.21,29.21,29.21,0.0,0.0,29.21,29.21,29.21,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2016-10-30,28.21,28.21,28.21,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2016-11-06,27.07,27.07,27.07,0.0,0.0,27.08,27.08,27.08,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2016-11-13,26.36,26.36,26.36,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2016-11-20,26.38,26.38,26.38,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.45,26.45,26.45,0.0,0.0
2016-11-27,26.54,26.54,26.54,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2016-12-04,27.4,27.4,27.4,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.45,27.45,27.45,0.0,0.0
2016-12-11,26.91,26.91,26.91,0.0,0.0,26.97,26.97,26.97,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.83,26.83,26.83,0.0,0.0
2016-12-18,26.07,26.07,26.07,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.11,26.11,26.11,0.0,0.0
2016-12-25,26.8,26.8,26.8,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.81,26.81,26.81,0.0,0.0
2017-01-01,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.06,27.06,27.06,0.0,0.0,27.11,27.11,27.11,0.0,0.0
2017-01-08,27.56,27.56,27.56,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2017-01-15,27.37,27.37,27.37,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.28,27.28,27.28,0.0,0.0,27.31,27.31,27.31,0.0,0.0
2017-01-22,28.35,28.35,28.35,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.24,28.24,28.24,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2017-01-29,28.96,28.96,28.96,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.91,28.91,28.91,0.0,0.0,29.05,29.05,29.05,0.0,0.0
2017-02-05,29.37,29.37,29.37,0.0,0.0,29.47,29.47,29.47,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.46,29.46,29.46,0.0,0.0
2017-02-12,29.16,29.16,29.16,0.0,0.0,29.22,29.22,29.22,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2017-02-19,29.63,29.63,29.63,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2017-02-26,29.76,29.76,29.76,0.0,0.0,29.89,29.89,29.89,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2017-03-05,29.85,29.85,29.85,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.84,29.84,29.84,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2017-03-12,31.22,31.22,31.22,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2017-03-19,30.98,30.98,30.98,0.0,0.0,31.06,31.06,31.06,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.98,30.98,30.98,0.0,0.0
