Date,iShares MSCI India_etf_Open_average,iShares MSCI India_etf_Open_max,iShares MSCI India_etf_Open_min,iShares MSCI India_etf_Open_volatility,iShares MSCI India_etf_Open_change,iShares MSCI India_etf_High_average,iShares MSCI India_etf_High_max,iShares MSCI India_etf_High_min,iShares MSCI India_etf_High_volatility,iShares MSCI India_etf_High_change,iShares MSCI India_etf_Low_average,iShares MSCI India_etf_Low_max,iShares MSCI India_etf_Low_min,iShares MSCI India_etf_Low_volatility,iShares MSCI India_etf_Low_change,iShares MSCI India_etf_Close_average,iShares MSCI India_etf_Close_max,iShares MSCI India_etf_Close_min,iShares MSCI India_etf_Close_volatility,iShares MSCI India_etf_Close_change
2017-03-26,31.48,31.48,31.48,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2017-04-02,31.88,31.88,31.88,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.96,31.96,31.96,0.0,0.0
2017-04-09,31.69,31.69,31.69,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.42,31.42,31.42,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2017-04-16,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2017-04-23,32.06,32.06,32.06,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.08,32.08,32.08,0.0,0.0
2017-04-30,31.92,31.92,31.92,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.77,31.77,31.77,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2017-05-07,32.46,32.46,32.46,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2017-05-14,32.06,32.06,32.06,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2017-05-21,32.39,32.39,32.39,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2017-05-28,32.94,32.94,32.94,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2017-06-04,32.92,32.92,32.92,0.0,0.0,32.93,32.93,32.93,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2017-06-11,32.57,32.57,32.57,0.0,0.0,32.62,32.62,32.62,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2017-06-18,32.13,32.13,32.13,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2017-06-25,32.01,32.01,32.01,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.01,32.01,32.01,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2017-07-02,32.64,32.64,32.64,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2017-07-09,33.93,33.93,33.93,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.95,33.95,33.95,0.0,0.0
2017-07-16,33.82,33.82,33.82,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2017-07-23,34.3,34.3,34.3,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2017-07-30,34.82,34.82,34.82,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.83,34.83,34.83,0.0,0.0
2017-08-06,33.1,33.1,33.1,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.06,33.06,33.06,0.0,0.0,33.17,33.17,33.17,0.0,0.0
2017-08-13,33.62,33.62,33.62,0.0,0.0,33.79,33.79,33.79,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.7,33.7,33.7,0.0,0.0
2017-08-20,33.9,33.9,33.9,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.9,33.9,33.9,0.0,0.0,34.05,34.05,34.05,0.0,0.0
2017-08-27,34.37,34.37,34.37,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2017-09-03,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.16,34.16,34.16,0.0,0.0
2017-09-10,34.43,34.43,34.43,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.49,34.49,34.49,0.0,0.0
2017-09-17,33.52,33.52,33.52,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2017-09-24,32.63,32.63,32.63,0.0,0.0,32.85,32.85,32.85,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.85,32.85,32.85,0.0,0.0
2017-10-01,33.33,33.33,33.33,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2017-10-08,34.39,34.39,34.39,0.0,0.0,34.66,34.66,34.66,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2017-10-15,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.3,34.3,34.3,0.0,0.0
2017-10-22,34.7,34.7,34.7,0.0,0.0,35.12,35.12,35.12,0.0,0.0,34.56,34.56,34.56,0.0,0.0,35.12,35.12,35.12,0.0,0.0
2017-10-29,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2017-11-05,34.75,34.75,34.75,0.0,0.0,34.76,34.76,34.76,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2017-11-12,34.74,34.74,34.74,0.0,0.0,34.89,34.89,34.89,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2017-11-19,35.38,35.38,35.38,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2017-11-26,34.45,34.45,34.45,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2017-12-03,35.17,35.17,35.17,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.17,35.17,35.17,0.0,0.0
2017-12-10,35.53,35.53,35.53,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2017-12-17,35.77,35.77,35.77,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.86,35.86,35.86,0.0,0.0
2017-12-24,36.14,36.14,36.14,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2017-12-31,36.7,36.7,36.7,0.0,0.0,37.02,37.02,37.02,0.0,0.0,36.68,36.68,36.68,0.0,0.0,37.02,37.02,37.02,0.0,0.0
