Date,SIRIStock_Open_average,SIRIStock_Open_max,SIRIStock_Open_min,SIRIStock_Open_volatility,SIRIStock_Open_change,SIRIStock_High_average,SIRIStock_High_max,SIRIStock_High_min,SIRIStock_High_volatility,SIRIStock_High_change,SIRIStock_Low_average,SIRIStock_Low_max,SIRIStock_Low_min,SIRIStock_Low_volatility,SIRIStock_Low_change,SIRIStock_Close_average,SIRIStock_Close_max,SIRIStock_Close_min,SIRIStock_Close_volatility,SIRIStock_Close_change,SIRIStock_Volume_average,SIRIStock_Volume_max,SIRIStock_Volume_min,SIRIStock_Volume_volatility,SIRIStock_Volume_change
2016-01-03,3.914,4.03,3.83,0.20000000000000018,-0.1900000000000004,3.944,4.04,3.87,0.16999999999999993,-0.16999999999999993,3.86,3.93,3.79,0.14000000000000012,-0.14000000000000012,3.878,3.95,3.81,0.14000000000000012,-0.14000000000000012,32656370,35008344,29613072,5395272,-3226738
2016-01-10,3.762,3.85,3.62,0.22999999999999998,-0.20999999999999996,3.792,3.86,3.67,0.18999999999999995,-0.16999999999999993,3.6799999999999997,3.76,3.58,0.17999999999999972,-0.17999999999999972,3.734,3.82,3.63,0.18999999999999995,-0.18999999999999995,37537606,51858512,28951496,22907016,17306544
2016-01-17,3.645,3.72,3.6,0.1200000000000001,0.07000000000000028,3.7,3.77,3.63,0.14000000000000012,0.08999999999999986,3.585,3.71,3.45,0.2599999999999998,0.10999999999999988,3.6625,3.73,3.6,0.1299999999999999,0.06999999999999984,39470707,54409012,23135260,31273752,-8570812
2016-01-24,3.686,3.72,3.66,0.06000000000000005,-0.050000000000000266,3.726,3.75,3.69,0.06000000000000005,0.0,3.632,3.65,3.59,0.06000000000000005,0.009999999999999787,3.67,3.73,3.63,0.10000000000000009,0.050000000000000266,29194730,32370744,24294464,8076280,-3174004
2016-01-31,3.584,3.69,3.49,0.19999999999999973,-0.18000000000000016,3.618,3.74,3.52,0.2200000000000002,-0.2200000000000002,3.508,3.64,3.4,0.2400000000000002,-0.2400000000000002,3.544,3.72,3.42,0.30000000000000027,-0.30000000000000027,47747509,63187192,31792908,31394284,16630660
2016-02-07,3.372,3.43,3.34,0.0900000000000003,0.07000000000000028,3.424,3.46,3.39,0.06999999999999984,0.06999999999999984,3.332,3.38,3.29,0.08999999999999986,0.08999999999999986,3.39,3.46,3.35,0.10999999999999988,0.10000000000000009,38604410,47640400,31424888,16215512,-16215512
2016-02-14,3.53,3.57,3.49,0.07999999999999963,0.05999999999999961,3.5825,3.65,3.5,0.1499999999999999,0.1499999999999999,3.5,3.54,3.42,0.1200000000000001,0.1200000000000001,3.5625,3.62,3.49,0.1299999999999999,0.1299999999999999,35562761,38529592,31993398,6536194,2942688
2016-02-21,3.6516666666666664,3.71,3.57,0.14000000000000012,0.029999999999999805,3.6983333333333333,3.73,3.64,0.08999999999999986,-0.03000000000000025,3.6266666666666665,3.69,3.54,0.1499999999999999,0.040000000000000036,3.663333333333333,3.7,3.6,0.10000000000000009,-0.010000000000000231,38105331,41422988,31331404,10091584,943352
2016-02-28,3.7840000000000003,3.89,3.68,0.20999999999999996,0.20999999999999996,3.84,3.94,3.75,0.18999999999999995,0.18999999999999995,3.7680000000000002,3.87,3.68,0.18999999999999995,0.18999999999999995,3.814,3.91,3.72,0.18999999999999995,0.18999999999999995,40573866,52317816,28017540,24300276,-17458156
2016-03-06,3.902,3.96,3.87,0.08999999999999986,0.020000000000000018,3.952,3.97,3.92,0.050000000000000266,-0.040000000000000036,3.866,3.89,3.83,0.06000000000000005,0.009999999999999787,3.904,3.95,3.88,0.07000000000000028,0.010000000000000231,43602021,53622752,29305412,24317340,2603528
2016-03-13,3.908,3.96,3.87,0.08999999999999986,0.06999999999999984,3.95,3.97,3.92,0.050000000000000266,0.03000000000000025,3.886,3.92,3.86,0.06000000000000005,0.040000000000000036,3.932,3.95,3.9,0.050000000000000266,0.03000000000000025,28128047,33659160,21278028,12381132,-1568532
2016-03-20,3.9,3.93,3.86,0.07000000000000028,-0.07000000000000028,3.9275,3.97,3.89,0.08000000000000007,-0.08000000000000007,3.865,3.89,3.84,0.050000000000000266,-0.050000000000000266,3.89,3.92,3.86,0.06000000000000005,-0.040000000000000036,27542109,33124964,21362748,11762216,-7656124
2016-03-27,3.926,3.95,3.88,0.07000000000000028,0.07000000000000028,3.964,4.0,3.94,0.06000000000000005,0.06000000000000005,3.908,3.93,3.87,0.06000000000000005,0.06000000000000005,3.944,3.96,3.91,0.04999999999999982,0.04999999999999982,29904238,56991540,16817612,40173928,40173928
2016-04-03,3.896,3.95,3.85,0.10000000000000009,-0.10000000000000009,3.918,3.96,3.87,0.08999999999999986,-0.08999999999999986,3.834,3.9,3.79,0.10999999999999988,-0.10999999999999988,3.872,3.92,3.82,0.10000000000000009,-0.04999999999999982,47910048,76317504,21333336,54984168,34864864
2016-04-10,3.868,3.92,3.81,0.10999999999999988,0.08999999999999986,3.914,3.94,3.87,0.06999999999999984,0.06000000000000005,3.846,3.88,3.8,0.08000000000000007,0.06999999999999984,3.876,3.92,3.81,0.10999999999999988,0.08999999999999986,47048520,61105200,26323300,34781900,-34781900
2016-04-17,3.914,3.95,3.85,0.10000000000000009,0.06000000000000005,3.962,4.01,3.93,0.07999999999999963,0.07999999999999963,3.89,3.95,3.82,0.13000000000000034,0.13000000000000034,3.92,3.96,3.85,0.10999999999999988,0.10999999999999988,50648400,61978700,33861400,28117300,-4783300
2016-04-24,3.966,4.02,3.91,0.10999999999999943,-0.040000000000000036,4.0,4.05,3.96,0.08999999999999986,-0.020000000000000018,3.932,3.96,3.89,0.06999999999999984,-0.040000000000000036,3.958,3.98,3.92,0.06000000000000005,-0.020000000000000018,33302620,54449500,18733100,35716400,15443000
2016-05-01,3.926,3.97,3.86,0.11000000000000032,-0.11000000000000032,3.96,3.99,3.93,0.06000000000000005,-0.050000000000000266,3.892,3.93,3.86,0.07000000000000028,-0.07000000000000028,3.922,3.97,3.88,0.0900000000000003,-0.040000000000000036,31210620,45310700,19092600,26218100,-784000
2016-05-08,3.932,3.96,3.91,0.04999999999999982,-0.009999999999999787,3.962,3.98,3.95,0.029999999999999805,0.0,3.908,3.93,3.89,0.040000000000000036,-0.020000000000000018,3.928,3.98,3.89,0.08999999999999986,-0.040000000000000036,21491660,24587700,13527600,11060100,1983700
2016-05-15,3.896,3.91,3.87,0.040000000000000036,0.010000000000000231,3.924,3.95,3.9,0.050000000000000266,0.020000000000000018,3.874,3.9,3.85,0.04999999999999982,0.020000000000000018,3.908,3.94,3.89,0.04999999999999982,0.029999999999999805,28898800,41001900,19243600,21758300,17574700
2016-05-22,3.952,4.0,3.91,0.08999999999999986,0.06000000000000005,3.9899999999999998,4.02,3.95,0.0699999999999994,0.04999999999999982,3.936,3.96,3.91,0.04999999999999982,0.040000000000000036,3.962,4.0,3.91,0.08999999999999986,0.04999999999999982,28605700,37319400,22311900,15007500,-1017500
2016-05-29,3.995,4.01,3.96,0.04999999999999982,0.04999999999999982,4.0249999999999995,4.04,4.02,0.020000000000000462,0.0,3.9725,3.99,3.96,0.03000000000000025,0.010000000000000231,4.012499999999999,4.02,4.0,0.019999999999999574,-0.019999999999999574,30173100,40332400,17620100,22712300,-6865100
2016-06-05,3.984,4.0,3.96,0.040000000000000036,-0.040000000000000036,4.004,4.03,3.98,0.050000000000000266,-0.050000000000000266,3.96,3.99,3.92,0.07000000000000028,-0.07000000000000028,3.97,3.99,3.92,0.07000000000000028,-0.07000000000000028,25146880,41811900,18786500,23025400,20540700
2016-06-12,3.914,3.95,3.9,0.050000000000000266,0.040000000000000036,3.954,3.97,3.94,0.03000000000000025,0.020000000000000018,3.892,3.91,3.87,0.040000000000000036,0.010000000000000231,3.916,3.94,3.9,0.040000000000000036,0.020000000000000018,47497620,56474700,34914400,21560300,18875900
2016-06-19,3.95,3.98,3.89,0.08999999999999986,-0.04999999999999982,3.99,4.01,3.98,0.029999999999999805,-0.010000000000000231,3.924,3.95,3.86,0.0900000000000003,-0.08000000000000007,3.958,4.0,3.88,0.1200000000000001,-0.10000000000000009,57510580,104860304,40272800,64587504,64587504
2016-06-26,3.882,3.95,3.81,0.14000000000000012,0.10000000000000009,3.93,4.01,3.85,0.1599999999999997,0.13999999999999968,3.848,3.94,3.74,0.19999999999999973,0.19999999999999973,3.886,3.97,3.76,0.2100000000000004,0.2100000000000004,60472640,93624400,44080500,49543900,-38222600
2016-07-03,3.985,4.05,3.93,0.11999999999999966,0.08999999999999986,4.0375,4.13,3.96,0.16999999999999993,0.16999999999999993,3.9675000000000002,4.04,3.92,0.1200000000000001,0.1200000000000001,4.0200000000000005,4.12,3.94,0.18000000000000016,0.18000000000000016,68656050,86291200,59320400,26970800,8586600
2016-07-10,4.128,4.16,4.1,0.0600000000000005,0.03000000000000025,4.154,4.17,4.12,0.04999999999999982,0.0,4.096,4.12,4.07,0.04999999999999982,0.020000000000000462,4.1259999999999994,4.16,4.09,0.07000000000000028,0.020000000000000462,49973360,60077600,41015600,19062000,-12358600
2016-07-17,4.164,4.17,4.15,0.019999999999999574,0.019999999999999574,4.2,4.22,4.19,0.02999999999999936,0.02999999999999936,4.146,4.16,4.14,0.020000000000000462,0.010000000000000675,4.178,4.21,4.16,0.04999999999999982,0.040000000000000036,41905180,51727100,31966100,19761000,-11167600
2016-07-24,4.312,4.39,4.21,0.17999999999999972,0.1299999999999999,4.386,4.44,4.23,0.20999999999999996,0.20999999999999996,4.2620000000000005,4.34,4.13,0.20999999999999996,0.20999999999999996,4.33,4.4,4.15,0.25,0.23999999999999932,72673580,136526576,50087440,86439136,-10457060
2016-07-31,4.282,4.39,4.22,0.16999999999999993,-0.13999999999999968,4.312,4.4,4.27,0.13000000000000078,-0.11000000000000032,4.232,4.33,4.2,0.1299999999999999,-0.11000000000000032,4.2540000000000004,4.34,4.23,0.10999999999999943,-0.09999999999999964,73601196,88283536,60966648,27316888,26053904
2016-08-07,4.222,4.25,4.19,0.05999999999999961,-0.03000000000000025,4.252,4.28,4.23,0.04999999999999982,-0.009999999999999787,4.188,4.21,4.17,0.040000000000000036,0.03000000000000025,4.21,4.23,4.19,0.040000000000000036,-0.019999999999999574,32783144,51230416,17488012,33742404,-33742404
2016-08-14,4.212,4.24,4.17,0.07000000000000028,-0.04999999999999982,4.238,4.26,4.2,0.05999999999999961,-0.05999999999999961,4.184,4.21,4.15,0.05999999999999961,-0.05999999999999961,4.212000000000001,4.24,4.19,0.04999999999999982,-0.04999999999999982,45884688,54071152,35726584,18344568,3507220
2016-08-21,4.176,4.2,4.13,0.07000000000000028,0.020000000000000462,4.204,4.22,4.2,0.019999999999999574,0.0,4.134,4.17,4.11,0.05999999999999961,-0.040000000000000036,4.162,4.19,4.14,0.05000000000000071,-0.009999999999999787,58912093,68545488,49723984,18821504,15356508
