Date,LODEStock_Open_average,LODEStock_Open_max,LODEStock_Open_min,LODEStock_Open_volatility,LODEStock_Open_change,LODEStock_High_average,LODEStock_High_max,LODEStock_High_min,LODEStock_High_volatility,LODEStock_High_change,LODEStock_Low_average,LODEStock_Low_max,LODEStock_Low_min,LODEStock_Low_volatility,LODEStock_Low_change,LODEStock_Close_average,LODEStock_Close_max,LODEStock_Close_min,LODEStock_Close_volatility,LODEStock_Close_change,LODEStock_Volume_average,LODEStock_Volume_max,LODEStock_Volume_min,LODEStock_Volume_volatility,LODEStock_Volume_change
2016-01-03,1.985,2.15,1.85,0.2999999999999998,-0.050000000000000044,2.0261,2.15,1.975,0.17499999999999982,-0.01550000000000007,1.93,2.0505,1.85,0.2004999999999999,-0.0004999999999999449,1.996,2.0505,1.95,0.10050000000000003,0.033500000000000085,2447,4464,546,3918,2779
2016-01-10,1.928,2.0,1.85,0.1499999999999999,-0.050000000000000044,1.9599,2.0,1.9,0.10000000000000009,-0.050000000000000044,1.8769,1.96,1.8495,0.11050000000000004,-0.10999999999999988,1.9468,1.995,1.9,0.0950000000000002,-0.09000000000000008,1244,1685,880,805,130
2016-01-17,1.8388749999999998,1.9,1.755,0.14500000000000002,0.0,1.985,2.095,1.9,0.19500000000000028,0.14500000000000024,1.826375,1.9,1.755,0.14500000000000002,0.04999999999999982,1.958625,2.095,1.85,0.2450000000000001,0.2450000000000001,3251,5982,835,5147,-906
2016-01-24,2.1445,2.1875,2.105,0.08250000000000002,0.05750000000000011,2.1585,2.1875,2.15,0.03750000000000009,0.03750000000000009,2.0379,2.1205,2.0,0.12049999999999983,-0.030999999999999694,2.1308,2.155,2.05,0.10499999999999998,0.10000000000000009,6289,15697,1989,13708,13524
2016-01-31,2.1161,2.175,2.0555,0.11949999999999994,0.11949999999999994,2.2283999999999997,2.4675,2.15,0.3174999999999999,0.27249999999999996,2.0934,2.167,2.05,0.11699999999999999,0.11699999999999999,2.1846,2.4675,2.0975,0.36999999999999966,0.3594999999999997,9861,41470,380,41090,-40508
2016-02-07,2.535,2.65,2.25,0.3999999999999999,-0.02499999999999991,2.7119999999999997,2.8,2.525,0.2749999999999999,0.0,2.3865,2.506,2.25,0.2559999999999998,-0.10599999999999987,2.464,2.585,2.35,0.23499999999999988,-0.18000000000000016,8320,19433,1832,17601,13986
2016-02-14,2.5295,2.8,2.3005,0.49949999999999983,0.49949999999999983,2.682,2.8,2.6015,0.19849999999999968,0.19849999999999968,2.4442500000000003,2.6095,2.3,0.30950000000000033,0.20000000000000018,2.556375,2.68,2.325,0.355,0.2689999999999997,6449,19015,1500,17515,16106
2016-02-21,2.7761,2.975,2.5055,0.46950000000000003,0.46950000000000003,2.9352,3.1,2.701,0.399,0.274,2.714,2.8495,2.5055,0.34399999999999986,0.29449999999999976,2.7988,2.9145,2.65,0.26449999999999996,0.16500000000000004,4948,9119,1481,7638,227
2016-02-28,2.8,3.0,2.65,0.3500000000000001,0.11249999999999982,2.9152,3.1,2.7505,0.3494999999999999,0.20000000000000018,2.6959,2.8125,2.6,0.2124999999999999,0.18299999999999983,2.765,3.0,2.625,0.375,0.1499999999999999,5040,8694,2624,6070,-1845
2016-03-06,2.7076000000000002,2.85,2.6,0.25,-0.1499999999999999,2.8101,3.0,2.7,0.2999999999999998,-0.2999999999999998,2.5801,2.7,2.4755,0.22450000000000037,-0.15000000000000036,2.6265,2.705,2.515,0.18999999999999995,-0.10000000000000009,3916,11877,424,11453,-10427
2016-03-13,2.5567,2.7,2.44,0.26000000000000023,-0.15649999999999986,2.61,2.7,2.5,0.20000000000000018,-0.04999999999999982,2.4459,2.525,2.3795,0.14549999999999974,-0.07499999999999973,2.5071,2.6,2.45,0.1499999999999999,-0.07499999999999973,2924,5001,1648,3353,3054
2016-03-20,2.3725,2.45,2.285,0.16500000000000004,-0.16500000000000004,2.428,2.5,2.3195,0.18049999999999988,-0.18049999999999988,2.30375,2.39,2.2,0.18999999999999995,-0.125,2.33025,2.425,2.2055,0.21950000000000003,-0.12449999999999983,3433,10451,400,10051,-95
2016-03-27,2.02,2.3,1.8,0.4999999999999998,-0.44999999999999973,2.1269,2.315,1.8945,0.4204999999999999,-0.4204999999999999,1.8941999999999999,2.0505,1.75,0.3005,-0.20550000000000002,2.0063,2.1505,1.85,0.3005,-0.22100000000000009,38892,126240,3684,122556,-11996
2016-04-03,1.9026,1.95,1.85,0.09999999999999987,0.013000000000000123,1.9565,2.0,1.9,0.10000000000000009,0.025000000000000133,1.8455,1.9,1.8025,0.09749999999999992,-0.0475000000000001,1.8725,1.92,1.8025,0.11749999999999994,-0.09749999999999992,11166,21526,3594,17932,9257
2016-04-10,1.9975,2.05,1.8775,0.17249999999999988,0.17249999999999988,2.0261,2.05,1.95,0.09999999999999987,0.09999999999999987,1.9502,2.0,1.8765,0.12349999999999994,0.09850000000000003,2.001,2.0465,1.926,0.12050000000000005,0.10650000000000026,13560,33584,1982,31602,-4569
2016-04-17,2.0815,2.25,2.0,0.25,0.20000000000000018,2.1574,2.35,2.05,0.30000000000000027,0.30000000000000027,2.012,2.125,1.925,0.19999999999999996,0.19999999999999996,2.0759,2.2,2.0015,0.19850000000000012,0.1120000000000001,13837,19387,10067,9320,-916
2016-04-24,2.1389,2.21,2.001,0.20900000000000007,0.010499999999999954,2.2065,2.2975,2.125,0.17249999999999988,0.09699999999999998,2.0562,2.2,2.0,0.20000000000000018,0.15000000000000036,2.1153,2.225,2.001,0.2240000000000002,0.07500000000000018,7154,10039,4205,5834,1756
2016-05-01,2.3769,2.5,2.2645,0.23550000000000004,-0.035499999999999865,2.4118,2.5,2.2645,0.23550000000000004,-0.18550000000000022,2.2165,2.3325,2.125,0.20750000000000002,-0.125,2.269,2.4,2.125,0.2749999999999999,-0.19499999999999984,19231,33767,4898,28869,-19987
2016-05-08,2.1149999999999998,2.175,1.955,0.21999999999999975,-0.21999999999999975,2.124,2.175,2.0,0.17499999999999982,-0.17499999999999982,1.9339,1.959,1.905,0.05400000000000005,-0.04400000000000004,2.0109,2.1,1.9055,0.19450000000000012,0.025500000000000078,7834,11339,3096,8243,-7083
