Date,First Trust NASDAQ Clean Edge Green Energy_etf_Open_average,First Trust NASDAQ Clean Edge Green Energy_etf_Open_max,First Trust NASDAQ Clean Edge Green Energy_etf_Open_min,First Trust NASDAQ Clean Edge Green Energy_etf_Open_volatility,First Trust NASDAQ Clean Edge Green Energy_etf_Open_change,First Trust NASDAQ Clean Edge Green Energy_etf_High_average,First Trust NASDAQ Clean Edge Green Energy_etf_High_max,First Trust NASDAQ Clean Edge Green Energy_etf_High_min,First Trust NASDAQ Clean Edge Green Energy_etf_High_volatility,First Trust NASDAQ Clean Edge Green Energy_etf_High_change,First Trust NASDAQ Clean Edge Green Energy_etf_Low_average,First Trust NASDAQ Clean Edge Green Energy_etf_Low_max,First Trust NASDAQ Clean Edge Green Energy_etf_Low_min,First Trust NASDAQ Clean Edge Green Energy_etf_Low_volatility,First Trust NASDAQ Clean Edge Green Energy_etf_Low_change,First Trust NASDAQ Clean Edge Green Energy_etf_Close_average,First Trust NASDAQ Clean Edge Green Energy_etf_Close_max,First Trust NASDAQ Clean Edge Green Energy_etf_Close_min,First Trust NASDAQ Clean Edge Green Energy_etf_Close_volatility,First Trust NASDAQ Clean Edge Green Energy_etf_Close_change
2016-01-03,14.85,14.85,14.85,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.67,14.67,14.67,0.0,0.0,14.67,14.67,14.67,0.0,0.0
2016-01-10,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.32,13.32,13.32,0.0,0.0,13.6,13.6,13.6,0.0,0.0
2016-01-17,13.97,13.97,13.97,0.0,0.0,14.18,14.18,14.18,0.0,0.0,13.89,13.89,13.89,0.0,0.0,14.08,14.08,14.08,0.0,0.0
2016-01-24,14.21,14.21,14.21,0.0,0.0,14.35,14.35,14.35,0.0,0.0,14.2,14.2,14.2,0.0,0.0,14.35,14.35,14.35,0.0,0.0
2016-01-31,13.96,13.96,13.96,0.0,0.0,13.98,13.98,13.98,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.72,13.72,13.72,0.0,0.0
2016-02-07,12.7,12.7,12.7,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.5,12.5,12.5,0.0,0.0,12.76,12.76,12.76,0.0,0.0
2016-02-14,13.48,13.48,13.48,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.41,13.41,13.41,0.0,0.0,13.46,13.46,13.46,0.0,0.0
2016-02-21,14.22,14.22,14.22,0.0,0.0,14.22,14.22,14.22,0.0,0.0,14.05,14.05,14.05,0.0,0.0,14.11,14.11,14.11,0.0,0.0
2016-02-28,14.55,14.55,14.55,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.48,14.48,14.48,0.0,0.0
2016-03-06,14.74,14.74,14.74,0.0,0.0,14.87,14.87,14.87,0.0,0.0,14.7,14.7,14.7,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2016-03-13,15.12,15.12,15.12,0.0,0.0,15.24,15.24,15.24,0.0,0.0,15.12,15.12,15.12,0.0,0.0,15.19,15.19,15.19,0.0,0.0
2016-03-20,14.37,14.37,14.37,0.0,0.0,14.58,14.58,14.58,0.0,0.0,14.32,14.32,14.32,0.0,0.0,14.56,14.56,14.56,0.0,0.0
2016-03-27,14.8,14.8,14.8,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.87,14.87,14.87,0.0,0.0
2016-04-03,14.88,14.88,14.88,0.0,0.0,15.0,15.0,15.0,0.0,0.0,14.72,14.72,14.72,0.0,0.0,14.72,14.72,14.72,0.0,0.0
2016-04-10,15.07,15.07,15.07,0.0,0.0,15.08,15.08,15.08,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2016-04-17,15.43,15.43,15.43,0.0,0.0,15.53,15.53,15.53,0.0,0.0,15.4,15.4,15.4,0.0,0.0,15.47,15.47,15.47,0.0,0.0
2016-04-24,15.24,15.24,15.24,0.0,0.0,15.24,15.24,15.24,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.9,14.9,14.9,0.0,0.0
2016-05-01,14.04,14.04,14.04,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.01,14.01,14.01,0.0,0.0,14.1,14.1,14.1,0.0,0.0
2016-05-08,13.75,13.75,13.75,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.68,13.68,13.68,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2016-05-15,14.0,14.0,14.0,0.0,0.0,14.11,14.11,14.11,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.07,14.07,14.07,0.0,0.0
2016-05-22,14.63,14.63,14.63,0.0,0.0,14.66,14.66,14.66,0.0,0.0,14.59,14.59,14.59,0.0,0.0,14.64,14.64,14.64,0.0,0.0
2016-05-29,14.74,14.74,14.74,0.0,0.0,14.74,14.74,14.74,0.0,0.0,14.53,14.53,14.53,0.0,0.0,14.6,14.6,14.6,0.0,0.0
2016-06-05,14.69,14.69,14.69,0.0,0.0,14.69,14.69,14.69,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.41,14.41,14.41,0.0,0.0
2016-06-12,14.21,14.21,14.21,0.0,0.0,14.24,14.24,14.24,0.0,0.0,14.18,14.18,14.18,0.0,0.0,14.21,14.21,14.21,0.0,0.0
2016-06-19,13.87,13.87,13.87,0.0,0.0,14.04,14.04,14.04,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.74,13.74,13.74,0.0,0.0
2016-06-26,14.23,14.23,14.23,0.0,0.0,14.42,14.42,14.42,0.0,0.0,14.23,14.23,14.23,0.0,0.0,14.39,14.39,14.39,0.0,0.0
2016-07-03,14.33,14.33,14.33,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.55,14.55,14.55,0.0,0.0
2016-07-10,14.9,14.9,14.9,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2016-07-17,14.95,14.95,14.95,0.0,0.0,15.07,15.07,15.07,0.0,0.0,14.9,14.9,14.9,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2016-07-24,15.55,15.55,15.55,0.0,0.0,15.55,15.55,15.55,0.0,0.0,15.39,15.39,15.39,0.0,0.0,15.46,15.46,15.46,0.0,0.0
2016-07-31,15.28,15.28,15.28,0.0,0.0,15.45,15.45,15.45,0.0,0.0,15.28,15.28,15.28,0.0,0.0,15.43,15.43,15.43,0.0,0.0
2016-08-07,15.18,15.18,15.18,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.13,15.13,15.13,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2016-08-14,15.07,15.07,15.07,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.07,15.07,15.07,0.0,0.0,15.12,15.12,15.12,0.0,0.0
2016-08-21,15.13,15.13,15.13,0.0,0.0,15.25,15.25,15.25,0.0,0.0,15.04,15.04,15.04,0.0,0.0,15.05,15.05,15.05,0.0,0.0
2016-08-28,15.0,15.0,15.0,0.0,0.0,15.11,15.11,15.11,0.0,0.0,15.0,15.0,15.0,0.0,0.0,15.03,15.03,15.03,0.0,0.0
2016-09-04,15.01,15.01,15.01,0.0,0.0,15.01,15.01,15.01,0.0,0.0,14.63,14.63,14.63,0.0,0.0,14.63,14.63,14.63,0.0,0.0
2016-09-11,14.61,14.61,14.61,0.0,0.0,14.61,14.61,14.61,0.0,0.0,14.47,14.47,14.47,0.0,0.0,14.58,14.58,14.58,0.0,0.0
2016-09-18,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.9,14.9,14.9,0.0,0.0,14.91,14.91,14.91,0.0,0.0
2016-09-25,15.02,15.02,15.02,0.0,0.0,15.13,15.13,15.13,0.0,0.0,14.94,14.94,14.94,0.0,0.0,15.13,15.13,15.13,0.0,0.0
2016-10-02,15.02,15.02,15.02,0.0,0.0,15.02,15.02,15.02,0.0,0.0,14.78,14.78,14.78,0.0,0.0,14.83,14.83,14.83,0.0,0.0
