Date,iShares MSCI ACWI Low Carbon Target_etf_Open_average,iShares MSCI ACWI Low Carbon Target_etf_Open_max,iShares MSCI ACWI Low Carbon Target_etf_Open_min,iShares MSCI ACWI Low Carbon Target_etf_Open_volatility,iShares MSCI ACWI Low Carbon Target_etf_Open_change,iShares MSCI ACWI Low Carbon Target_etf_High_average,iShares MSCI ACWI Low Carbon Target_etf_High_max,iShares MSCI ACWI Low Carbon Target_etf_High_min,iShares MSCI ACWI Low Carbon Target_etf_High_volatility,iShares MSCI ACWI Low Carbon Target_etf_High_change,iShares MSCI ACWI Low Carbon Target_etf_Low_average,iShares MSCI ACWI Low Carbon Target_etf_Low_max,iShares MSCI ACWI Low Carbon Target_etf_Low_min,iShares MSCI ACWI Low Carbon Target_etf_Low_volatility,iShares MSCI ACWI Low Carbon Target_etf_Low_change,iShares MSCI ACWI Low Carbon Target_etf_Close_average,iShares MSCI ACWI Low Carbon Target_etf_Close_max,iShares MSCI ACWI Low Carbon Target_etf_Close_min,iShares MSCI ACWI Low Carbon Target_etf_Close_volatility,iShares MSCI ACWI Low Carbon Target_etf_Close_change
2016-05-08,92.13,92.13,92.13,0.0,0.0,92.15,92.15,92.15,0.0,0.0,91.46,91.46,91.46,0.0,0.0,91.67,91.67,91.67,0.0,0.0
2016-05-15,91.85,91.85,91.85,0.0,0.0,92.08,92.08,92.08,0.0,0.0,91.81,91.81,91.81,0.0,0.0,91.98,91.98,91.98,0.0,0.0
2016-05-22,94.5,94.5,94.5,0.0,0.0,94.5,94.5,94.5,0.0,0.0,93.85,93.85,93.85,0.0,0.0,93.93,93.93,93.93,0.0,0.0
2016-05-29,93.66,93.66,93.66,0.0,0.0,94.2,94.2,94.2,0.0,0.0,93.66,93.66,93.66,0.0,0.0,94.2,94.2,94.2,0.0,0.0
2016-06-05,93.62,93.62,93.62,0.0,0.0,93.97,93.97,93.97,0.0,0.0,93.61,93.61,93.61,0.0,0.0,93.7,93.7,93.7,0.0,0.0
2016-06-12,92.19,92.19,92.19,0.0,0.0,92.24,92.24,92.24,0.0,0.0,92.04,92.04,92.04,0.0,0.0,92.2,92.2,92.2,0.0,0.0
2016-06-19,88.61,88.61,88.61,0.0,0.0,90.74,90.74,90.74,0.0,0.0,88.61,88.61,88.61,0.0,0.0,89.63,89.63,89.63,0.0,0.0
2016-06-26,92.52,92.52,92.52,0.0,0.0,92.53,92.53,92.53,0.0,0.0,92.21,92.21,92.21,0.0,0.0,92.25,92.25,92.25,0.0,0.0
2016-07-03,91.74,91.74,91.74,0.0,0.0,92.64,92.64,92.64,0.0,0.0,91.66,91.66,91.66,0.0,0.0,92.64,92.64,92.64,0.0,0.0
2016-07-10,94.52,94.52,94.52,0.0,0.0,95.0,95.0,95.0,0.0,0.0,94.02,94.02,94.02,0.0,0.0,94.77,94.77,94.77,0.0,0.0
2016-07-17,95.67,95.67,95.67,0.0,0.0,95.67,95.67,95.67,0.0,0.0,94.6,94.6,94.6,0.0,0.0,95.0,95.0,95.0,0.0,0.0
2016-07-24,95.38,95.38,95.38,0.0,0.0,95.77,95.77,95.77,0.0,0.0,95.36,95.36,95.36,0.0,0.0,95.74,95.74,95.74,0.0,0.0
2016-07-31,95.62,95.62,95.62,0.0,0.0,96.05,96.05,96.05,0.0,0.0,95.51,95.51,95.51,0.0,0.0,96.0,96.0,96.0,0.0,0.0
2016-08-07,97.13,97.13,97.13,0.0,0.0,97.13,97.13,97.13,0.0,0.0,97.02,97.02,97.02,0.0,0.0,97.05,97.05,97.05,0.0,0.0
2016-08-14,97.52,97.52,97.52,0.0,0.0,98.42,98.42,98.42,0.0,0.0,97.52,97.52,97.52,0.0,0.0,98.11,98.11,98.11,0.0,0.0
2016-08-21,98.1,98.1,98.1,0.0,0.0,99.02,99.02,99.02,0.0,0.0,96.3,96.3,96.3,0.0,0.0,96.3,96.3,96.3,0.0,0.0
2016-08-28,98.23,98.23,98.23,0.0,0.0,98.23,98.23,98.23,0.0,0.0,97.08,97.08,97.08,0.0,0.0,97.19,97.19,97.19,0.0,0.0
2016-09-04,96.83,96.83,96.83,0.0,0.0,96.83,96.83,96.83,0.0,0.0,95.74,95.74,95.74,0.0,0.0,95.82,95.82,95.82,0.0,0.0
2016-09-11,94.95,94.95,94.95,0.0,0.0,95.08,95.08,95.08,0.0,0.0,94.8,94.8,94.8,0.0,0.0,95.08,95.08,95.08,0.0,0.0
2016-09-18,97.31,97.31,97.31,0.0,0.0,97.31,97.31,97.31,0.0,0.0,97.0,97.0,97.0,0.0,0.0,97.12,97.12,97.12,0.0,0.0
2016-09-25,96.45,96.45,96.45,0.0,0.0,97.35,97.35,97.35,0.0,0.0,96.45,96.45,96.45,0.0,0.0,97.13,97.13,97.13,0.0,0.0
2016-10-02,97.35,97.35,97.35,0.0,0.0,97.35,97.35,97.35,0.0,0.0,95.79,95.79,95.79,0.0,0.0,96.27,96.27,96.27,0.0,0.0
2016-10-09,95.42,95.42,95.42,0.0,0.0,95.64,95.64,95.64,0.0,0.0,95.3,95.3,95.3,0.0,0.0,95.31,95.31,95.31,0.0,0.0
2016-10-16,96.13,96.13,96.13,0.0,0.0,96.68,96.68,96.68,0.0,0.0,95.76,95.76,95.76,0.0,0.0,96.68,96.68,96.68,0.0,0.0
2016-10-23,96.12,96.12,96.12,0.0,0.0,96.12,96.12,96.12,0.0,0.0,95.03,95.03,95.03,0.0,0.0,95.03,95.03,95.03,0.0,0.0
2016-10-30,93.43,93.43,93.43,0.0,0.0,93.44,93.44,93.44,0.0,0.0,93.12,93.12,93.12,0.0,0.0,93.12,93.12,93.12,0.0,0.0
2016-11-06,94.68,94.68,94.68,0.0,0.0,94.68,94.68,94.68,0.0,0.0,94.42,94.42,94.42,0.0,0.0,94.66,94.66,94.66,0.0,0.0
2016-11-13,95.05,95.05,95.05,0.0,0.0,95.77,95.77,95.77,0.0,0.0,94.74,94.74,94.74,0.0,0.0,95.23,95.23,95.23,0.0,0.0
2016-11-20,95.95,95.95,95.95,0.0,0.0,96.03,96.03,96.03,0.0,0.0,95.82,95.82,95.82,0.0,0.0,96.03,96.03,96.03,0.0,0.0
2016-11-27,95.45,95.45,95.45,0.0,0.0,95.75,95.75,95.75,0.0,0.0,95.4,95.4,95.4,0.0,0.0,95.65,95.65,95.65,0.0,0.0
2016-12-04,98.46,98.46,98.46,0.0,0.0,99.33,99.33,99.33,0.0,0.0,98.01,98.01,98.01,0.0,0.0,98.31,98.31,98.31,0.0,0.0
2016-12-11,98.11,98.11,98.11,0.0,0.0,98.11,98.11,98.11,0.0,0.0,97.67,97.67,97.67,0.0,0.0,97.75,97.75,97.75,0.0,0.0
2016-12-18,97.08,97.08,97.08,0.0,0.0,97.08,97.08,97.08,0.0,0.0,96.67,96.67,96.67,0.0,0.0,96.79,96.79,96.79,0.0,0.0
2016-12-25,96.87,96.87,96.87,0.0,0.0,96.93,96.93,96.93,0.0,0.0,96.59,96.59,96.59,0.0,0.0,96.62,96.62,96.62,0.0,0.0
2017-01-01,99.02,99.02,99.02,0.0,0.0,99.02,99.02,99.02,0.0,0.0,98.57,98.57,98.57,0.0,0.0,98.91,98.91,98.91,0.0,0.0
2017-01-08,99.25,99.25,99.25,0.0,0.0,99.3,99.3,99.3,0.0,0.0,98.97,98.97,98.97,0.0,0.0,99.27,99.27,99.27,0.0,0.0
2017-01-15,99.09,99.09,99.09,0.0,0.0,99.35,99.35,99.35,0.0,0.0,98.8,98.8,98.8,0.0,0.0,99.18,99.18,99.18,0.0,0.0
2017-01-22,101.15,101.15,101.15,0.0,0.0,101.15,101.15,101.15,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.36,100.36,100.36,0.0,0.0
2017-01-29,102.28,102.28,102.28,0.0,0.0,102.28,102.28,102.28,0.0,0.0,100.51,100.51,100.51,0.0,0.0,100.85,100.85,100.85,0.0,0.0
2017-02-05,101.15,101.15,101.15,0.0,0.0,101.61,101.61,101.61,0.0,0.0,101.04,101.04,101.04,0.0,0.0,101.47,101.47,101.47,0.0,0.0
2017-02-12,102.68,102.68,102.68,0.0,0.0,102.74,102.74,102.74,0.0,0.0,102.32,102.32,102.32,0.0,0.0,102.57,102.57,102.57,0.0,0.0
2017-02-19,103.01,103.01,103.01,0.0,0.0,103.09,103.09,103.09,0.0,0.0,102.77,102.77,102.77,0.0,0.0,102.91,102.91,102.91,0.0,0.0
2017-02-26,103.32,103.32,103.32,0.0,0.0,103.54,103.54,103.54,0.0,0.0,103.06,103.06,103.06,0.0,0.0,103.54,103.54,103.54,0.0,0.0
2017-03-05,103.14,103.14,103.14,0.0,0.0,103.45,103.45,103.45,0.0,0.0,103.02,103.02,103.02,0.0,0.0,103.39,103.39,103.39,0.0,0.0
2017-03-12,105.42,105.42,105.42,0.0,0.0,105.42,105.42,105.42,0.0,0.0,104.44,104.44,104.44,0.0,0.0,104.44,104.44,104.44,0.0,0.0
2017-03-19,103.66,103.66,103.66,0.0,0.0,103.77,103.77,103.77,0.0,0.0,103.52,103.52,103.52,0.0,0.0,103.52,103.52,103.52,0.0,0.0
2017-03-26,104.31,104.31,104.31,0.0,0.0,104.57,104.57,104.57,0.0,0.0,104.21,104.21,104.21,0.0,0.0,104.54,104.54,104.54,0.0,0.0
2017-04-02,104.67,104.67,104.67,0.0,0.0,104.67,104.67,104.67,0.0,0.0,103.94,103.94,103.94,0.0,0.0,103.94,103.94,103.94,0.0,0.0
2017-04-09,103.88,103.88,103.88,0.0,0.0,103.97,103.97,103.97,0.0,0.0,103.37,103.37,103.37,0.0,0.0,103.37,103.37,103.37,0.0,0.0
2017-04-16,104.23,104.23,104.23,0.0,0.0,104.34,104.34,104.34,0.0,0.0,104.09,104.09,104.09,0.0,0.0,104.14,104.14,104.14,0.0,0.0
2017-04-23,106.21,106.21,106.21,0.0,0.0,106.21,106.21,106.21,0.0,0.0,105.72,105.72,105.72,0.0,0.0,105.84,105.84,105.84,0.0,0.0
2017-04-30,106.75,106.75,106.75,0.0,0.0,107.35,107.35,107.35,0.0,0.0,106.74,106.74,106.74,0.0,0.0,107.12,107.12,107.12,0.0,0.0
2017-05-07,106.65,106.65,106.65,0.0,0.0,107.23,107.23,107.23,0.0,0.0,106.55,106.55,106.55,0.0,0.0,106.8,106.8,106.8,0.0,0.0
2017-05-14,106.71,106.71,106.71,0.0,0.0,107.57,107.57,107.57,0.0,0.0,106.71,106.71,106.71,0.0,0.0,107.1,107.1,107.1,0.0,0.0
2017-05-21,108.6,108.6,108.6,0.0,0.0,108.6,108.6,108.6,0.0,0.0,108.37,108.37,108.37,0.0,0.0,108.37,108.37,108.37,0.0,0.0
2017-05-28,109.32,109.32,109.32,0.0,0.0,109.37,109.37,109.37,0.0,0.0,108.96,108.96,108.96,0.0,0.0,109.37,109.37,109.37,0.0,0.0
2017-06-04,109.01,109.01,109.01,0.0,0.0,109.29,109.29,109.29,0.0,0.0,108.14,108.14,108.14,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2017-06-11,108.45,108.45,108.45,0.0,0.0,108.79,108.79,108.79,0.0,0.0,107.82,107.82,107.82,0.0,0.0,108.43,108.43,108.43,0.0,0.0
2017-06-18,107.57,107.57,107.57,0.0,0.0,107.89,107.89,107.89,0.0,0.0,107.49,107.49,107.49,0.0,0.0,107.72,107.72,107.72,0.0,0.0
2017-06-25,107.68,107.68,107.68,0.0,0.0,107.68,107.68,107.68,0.0,0.0,107.28,107.28,107.28,0.0,0.0,107.66,107.66,107.66,0.0,0.0
2017-07-02,107.06,107.06,107.06,0.0,0.0,107.53,107.53,107.53,0.0,0.0,107.02,107.02,107.02,0.0,0.0,107.35,107.35,107.35,0.0,0.0
2017-07-09,109.03,109.03,109.03,0.0,0.0,109.65,109.65,109.65,0.0,0.0,109.03,109.03,109.03,0.0,0.0,109.59,109.59,109.59,0.0,0.0
2017-07-16,109.96,109.96,109.96,0.0,0.0,110.18,110.18,110.18,0.0,0.0,109.87,109.87,109.87,0.0,0.0,110.11,110.11,110.11,0.0,0.0
2017-07-23,110.02,110.02,110.02,0.0,0.0,110.46,110.46,110.46,0.0,0.0,110.02,110.02,110.02,0.0,0.0,110.45,110.45,110.45,0.0,0.0
2017-07-30,110.73,110.73,110.73,0.0,0.0,110.87,110.87,110.87,0.0,0.0,110.58,110.58,110.58,0.0,0.0,110.79,110.79,110.79,0.0,0.0
2017-08-06,108.83,108.83,108.83,0.0,0.0,108.88,108.88,108.88,0.0,0.0,108.75,108.75,108.75,0.0,0.0,108.79,108.79,108.79,0.0,0.0
2017-08-13,108.53,108.53,108.53,0.0,0.0,108.99,108.99,108.99,0.0,0.0,108.46,108.46,108.46,0.0,0.0,108.87,108.87,108.87,0.0,0.0
2017-08-20,109.63,109.63,109.63,0.0,0.0,109.96,109.96,109.96,0.0,0.0,109.58,109.58,109.58,0.0,0.0,109.6,109.6,109.6,0.0,0.0
2017-08-27,110.8,110.8,110.8,0.0,0.0,110.89,110.89,110.89,0.0,0.0,110.53,110.53,110.53,0.0,0.0,110.74,110.74,110.74,0.0,0.0
2017-09-03,110.62,110.62,110.62,0.0,0.0,110.71,110.71,110.71,0.0,0.0,110.42,110.42,110.42,0.0,0.0,110.42,110.42,110.42,0.0,0.0
2017-09-10,111.68,111.68,111.68,0.0,0.0,111.8,111.8,111.8,0.0,0.0,111.46,111.46,111.46,0.0,0.0,111.46,111.46,111.46,0.0,0.0
2017-09-17,111.87,111.87,111.87,0.0,0.0,112.0,112.0,112.0,0.0,0.0,111.87,111.87,111.87,0.0,0.0,111.94,111.94,111.94,0.0,0.0
2017-09-24,111.82,111.82,111.82,0.0,0.0,112.4,112.4,112.4,0.0,0.0,111.78,111.78,111.78,0.0,0.0,112.33,112.33,112.33,0.0,0.0
2017-10-01,113.0,113.0,113.0,0.0,0.0,113.14,113.14,113.14,0.0,0.0,113.0,113.0,113.0,0.0,0.0,113.09,113.09,113.09,0.0,0.0
2017-10-08,114.19,114.19,114.19,0.0,0.0,114.48,114.48,114.48,0.0,0.0,114.12,114.12,114.12,0.0,0.0,114.24,114.24,114.24,0.0,0.0
2017-10-15,114.36,114.36,114.36,0.0,0.0,114.56,114.56,114.56,0.0,0.0,114.1,114.1,114.1,0.0,0.0,114.29,114.29,114.29,0.0,0.0
2017-10-22,114.01,114.01,114.01,0.0,0.0,114.48,114.48,114.48,0.0,0.0,113.92,113.92,113.92,0.0,0.0,114.39,114.39,114.39,0.0,0.0
2017-10-29,114.68,114.68,114.68,0.0,0.0,114.88,114.88,114.88,0.0,0.0,114.54,114.54,114.54,0.0,0.0,114.88,114.88,114.88,0.0,0.0
2017-11-05,114.53,114.53,114.53,0.0,0.0,114.63,114.63,114.63,0.0,0.0,114.48,114.48,114.48,0.0,0.0,114.59,114.59,114.59,0.0,0.0
2017-11-12,114.48,114.48,114.48,0.0,0.0,114.82,114.82,114.82,0.0,0.0,114.41,114.41,114.41,0.0,0.0,114.49,114.49,114.49,0.0,0.0
2017-11-19,116.16,116.16,116.16,0.0,0.0,116.28,116.28,116.28,0.0,0.0,116.13,116.13,116.13,0.0,0.0,116.13,116.13,116.13,0.0,0.0
2017-11-26,115.71,115.71,115.71,0.0,0.0,115.89,115.89,115.89,0.0,0.0,115.17,115.17,115.17,0.0,0.0,115.84,115.84,115.84,0.0,0.0
2017-12-03,116.09,116.09,116.09,0.0,0.0,116.33,116.33,116.33,0.0,0.0,116.08,116.08,116.08,0.0,0.0,116.33,116.33,116.33,0.0,0.0
2017-12-10,116.75,116.75,116.75,0.0,0.0,117.25,117.25,117.25,0.0,0.0,116.73,116.73,116.73,0.0,0.0,116.99,116.99,116.99,0.0,0.0
2017-12-17,116.61,116.61,116.61,0.0,0.0,116.72,116.72,116.72,0.0,0.0,116.57,116.57,116.57,0.0,0.0,116.65,116.65,116.65,0.0,0.0
2017-12-24,117.34,117.34,117.34,0.0,0.0,117.34,117.34,117.34,0.0,0.0,116.81,116.81,116.81,0.0,0.0,116.81,116.81,116.81,0.0,0.0
2017-12-31,119.73,119.73,119.73,0.0,0.0,120.3,120.3,120.3,0.0,0.0,119.68,119.68,119.68,0.0,0.0,120.17,120.17,120.17,0.0,0.0
