Date,iShares MSCI ACWI Low Carbon Target_etf_Open_average,iShares MSCI ACWI Low Carbon Target_etf_Open_max,iShares MSCI ACWI Low Carbon Target_etf_Open_min,iShares MSCI ACWI Low Carbon Target_etf_Open_volatility,iShares MSCI ACWI Low Carbon Target_etf_Open_change,iShares MSCI ACWI Low Carbon Target_etf_High_average,iShares MSCI ACWI Low Carbon Target_etf_High_max,iShares MSCI ACWI Low Carbon Target_etf_High_min,iShares MSCI ACWI Low Carbon Target_etf_High_volatility,iShares MSCI ACWI Low Carbon Target_etf_High_change,iShares MSCI ACWI Low Carbon Target_etf_Low_average,iShares MSCI ACWI Low Carbon Target_etf_Low_max,iShares MSCI ACWI Low Carbon Target_etf_Low_min,iShares MSCI ACWI Low Carbon Target_etf_Low_volatility,iShares MSCI ACWI Low Carbon Target_etf_Low_change,iShares MSCI ACWI Low Carbon Target_etf_Close_average,iShares MSCI ACWI Low Carbon Target_etf_Close_max,iShares MSCI ACWI Low Carbon Target_etf_Close_min,iShares MSCI ACWI Low Carbon Target_etf_Close_volatility,iShares MSCI ACWI Low Carbon Target_etf_Close_change
2016-01-03,87.29,87.29,87.29,0.0,0.0,88.32,88.32,88.32,0.0,0.0,86.81,86.81,86.81,0.0,0.0,86.81,86.81,86.81,0.0,0.0
2016-01-10,83.97,83.97,83.97,0.0,0.0,84.6,84.6,84.6,0.0,0.0,83.93,83.93,83.93,0.0,0.0,84.27,84.27,84.27,0.0,0.0
2016-01-17,85.59,85.59,85.59,0.0,0.0,85.59,85.59,85.59,0.0,0.0,84.96,84.96,84.96,0.0,0.0,84.96,84.96,84.96,0.0,0.0
2016-01-24,85.48,85.48,85.48,0.0,0.0,86.69,86.69,86.69,0.0,0.0,85.48,85.48,85.48,0.0,0.0,86.42,86.42,86.42,0.0,0.0
2016-01-31,84.44,84.44,84.44,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.44,84.44,84.44,0.0,0.0,84.44,84.44,84.44,0.0,0.0
2016-02-07,82.61,82.61,82.61,0.0,0.0,82.61,82.61,82.61,0.0,0.0,81.59,81.59,81.59,0.0,0.0,82.23,82.23,82.23,0.0,0.0
2016-02-14,85.64,85.64,85.64,0.0,0.0,85.64,85.64,85.64,0.0,0.0,85.21,85.21,85.21,0.0,0.0,85.41,85.41,85.41,0.0,0.0
2016-02-21,87.0,87.0,87.0,0.0,0.0,87.0,87.0,87.0,0.0,0.0,86.51,86.51,86.51,0.0,0.0,86.57,86.57,86.57,0.0,0.0
2016-02-28,90.05,90.05,90.05,0.0,0.0,90.23,90.23,90.23,0.0,0.0,90.03,90.03,90.03,0.0,0.0,90.03,90.03,90.03,0.0,0.0
2016-03-06,90.68,90.68,90.68,0.0,0.0,90.78,90.78,90.78,0.0,0.0,90.68,90.68,90.68,0.0,0.0,90.77,90.77,90.77,0.0,0.0
2016-03-13,91.97,91.97,91.97,0.0,0.0,92.11,92.11,92.11,0.0,0.0,91.88,91.88,91.88,0.0,0.0,91.99,91.99,91.99,0.0,0.0
2016-03-20,90.54,90.54,90.54,0.0,0.0,91.2,91.2,91.2,0.0,0.0,90.54,90.54,90.54,0.0,0.0,90.89,90.89,90.89,0.0,0.0
2016-03-27,91.48,91.48,91.48,0.0,0.0,92.19,92.19,92.19,0.0,0.0,90.95,90.95,90.95,0.0,0.0,92.19,92.19,92.19,0.0,0.0
2016-04-03,91.28,91.28,91.28,0.0,0.0,91.8,91.8,91.8,0.0,0.0,91.04,91.04,91.04,0.0,0.0,91.05,91.05,91.05,0.0,0.0
2016-04-10,93.75,93.75,93.75,0.0,0.0,93.75,93.75,93.75,0.0,0.0,93.61,93.61,93.61,0.0,0.0,93.61,93.61,93.61,0.0,0.0
2016-04-17,94.99,94.99,94.99,0.0,0.0,94.99,94.99,94.99,0.0,0.0,94.3,94.3,94.3,0.0,0.0,94.72,94.72,94.72,0.0,0.0
2016-04-24,93.56,93.56,93.56,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.02,93.02,93.02,0.0,0.0,93.53,93.53,93.53,0.0,0.0
2016-05-01,91.45,91.45,91.45,0.0,0.0,92.02,92.02,92.02,0.0,0.0,91.45,91.45,91.45,0.0,0.0,92.02,92.02,92.02,0.0,0.0
