Date,Global X FTSE Greece 20Etf_Open_average,Global X FTSE Greece 20Etf_Open_max,Global X FTSE Greece 20Etf_Open_min,Global X FTSE Greece 20Etf_Open_volatility,Global X FTSE Greece 20Etf_Open_change,Global X FTSE Greece 20Etf_High_average,Global X FTSE Greece 20Etf_High_max,Global X FTSE Greece 20Etf_High_min,Global X FTSE Greece 20Etf_High_volatility,Global X FTSE Greece 20Etf_High_change,Global X FTSE Greece 20Etf_Low_average,Global X FTSE Greece 20Etf_Low_max,Global X FTSE Greece 20Etf_Low_min,Global X FTSE Greece 20Etf_Low_volatility,Global X FTSE Greece 20Etf_Low_change,Global X FTSE Greece 20Etf_Close_average,Global X FTSE Greece 20Etf_Close_max,Global X FTSE Greece 20Etf_Close_min,Global X FTSE Greece 20Etf_Close_volatility,Global X FTSE Greece 20Etf_Close_change
2016-01-03,7.52,7.52,7.52,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.2,7.2,7.2,0.0,0.0,7.26,7.26,7.26,0.0,0.0
2016-01-10,7.2,7.2,7.2,0.0,0.0,7.26,7.26,7.26,0.0,0.0,6.96,6.96,6.96,0.0,0.0,7.1,7.1,7.1,0.0,0.0
2016-01-17,6.69,6.69,6.69,0.0,0.0,6.73,6.73,6.73,0.0,0.0,6.57,6.57,6.57,0.0,0.0,6.66,6.66,6.66,0.0,0.0
2016-01-24,6.92,6.92,6.92,0.0,0.0,7.2,7.2,7.2,0.0,0.0,6.8,6.8,6.8,0.0,0.0,7.07,7.07,7.07,0.0,0.0
2016-01-31,6.55,6.55,6.55,0.0,0.0,6.55,6.55,6.55,0.0,0.0,6.33,6.33,6.33,0.0,0.0,6.4,6.4,6.4,0.0,0.0
2016-02-07,5.81,5.81,5.81,0.0,0.0,5.86,5.86,5.86,0.0,0.0,5.81,5.81,5.81,0.0,0.0,5.86,5.86,5.86,0.0,0.0
2016-02-14,6.2,6.2,6.2,0.0,0.0,6.25,6.25,6.25,0.0,0.0,6.1,6.1,6.1,0.0,0.0,6.16,6.16,6.16,0.0,0.0
2016-02-21,6.26,6.26,6.26,0.0,0.0,6.42,6.42,6.42,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.28,6.28,6.28,0.0,0.0
2016-02-28,7.16,7.16,7.16,0.0,0.0,7.22,7.22,7.22,0.0,0.0,7.11,7.11,7.11,0.0,0.0,7.12,7.12,7.12,0.0,0.0
2016-03-06,7.43,7.43,7.43,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.31,7.31,7.31,0.0,0.0,7.43,7.43,7.43,0.0,0.0
2016-03-13,7.42,7.42,7.42,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.17,7.17,7.17,0.0,0.0,7.27,7.27,7.27,0.0,0.0
2016-03-20,7.0,7.0,7.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.05,7.05,7.05,0.0,0.0
2016-03-27,7.46,7.46,7.46,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.38,7.38,7.38,0.0,0.0,7.6,7.6,7.6,0.0,0.0
2016-04-03,7.26,7.26,7.26,0.0,0.0,7.32,7.32,7.32,0.0,0.0,7.17,7.17,7.17,0.0,0.0,7.18,7.18,7.18,0.0,0.0
2016-04-10,7.55,7.55,7.55,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.48,7.48,7.48,0.0,0.0,7.5,7.5,7.5,0.0,0.0
2016-04-17,8.1,8.1,8.1,0.0,0.0,8.25,8.25,8.25,0.0,0.0,8.05,8.05,8.05,0.0,0.0,8.25,8.25,8.25,0.0,0.0
2016-04-24,7.65,7.65,7.65,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.85,7.85,7.85,0.0,0.0
2016-05-01,8.18,8.18,8.18,0.0,0.0,8.26,8.26,8.26,0.0,0.0,8.08,8.08,8.08,0.0,0.0,8.12,8.12,8.12,0.0,0.0
2016-05-08,8.47,8.47,8.47,0.0,0.0,8.48,8.48,8.48,0.0,0.0,8.2,8.2,8.2,0.0,0.0,8.26,8.26,8.26,0.0,0.0
2016-05-15,8.59,8.59,8.59,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.58,8.58,8.58,0.0,0.0,8.68,8.68,8.68,0.0,0.0
2016-05-22,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.5,8.5,8.5,0.0,0.0
2016-05-29,8.6,8.6,8.6,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.57,8.57,8.57,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2016-06-05,8.32,8.32,8.32,0.0,0.0,8.32,8.32,8.32,0.0,0.0,8.01,8.01,8.01,0.0,0.0,8.04,8.04,8.04,0.0,0.0
2016-06-12,7.48,7.48,7.48,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.46,7.46,7.46,0.0,0.0,7.57,7.57,7.57,0.0,0.0
2016-06-19,6.87,6.87,6.87,0.0,0.0,7.03,7.03,7.03,0.0,0.0,6.66,6.66,6.66,0.0,0.0,6.93,6.93,6.93,0.0,0.0
2016-06-26,6.92,6.92,6.92,0.0,0.0,7.1,7.1,7.1,0.0,0.0,6.91,6.91,6.91,0.0,0.0,7.04,7.04,7.04,0.0,0.0
2016-07-03,6.76,6.76,6.76,0.0,0.0,6.88,6.88,6.88,0.0,0.0,6.76,6.76,6.76,0.0,0.0,6.88,6.88,6.88,0.0,0.0
2016-07-10,7.25,7.25,7.25,0.0,0.0,7.27,7.27,7.27,0.0,0.0,7.15,7.15,7.15,0.0,0.0,7.19,7.19,7.19,0.0,0.0
2016-07-17,7.27,7.27,7.27,0.0,0.0,7.35,7.35,7.35,0.0,0.0,7.27,7.27,7.27,0.0,0.0,7.35,7.35,7.35,0.0,0.0
2016-07-24,7.3,7.3,7.3,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.26,7.26,7.26,0.0,0.0,7.51,7.51,7.51,0.0,0.0
2016-07-31,7.15,7.15,7.15,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.13,7.13,7.13,0.0,0.0,7.21,7.21,7.21,0.0,0.0
2016-08-07,7.3,7.3,7.3,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.28,7.28,7.28,0.0,0.0,7.31,7.31,7.31,0.0,0.0
2016-08-14,7.39,7.39,7.39,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.4,7.4,7.4,0.0,0.0
2016-08-21,7.28,7.28,7.28,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.15,7.15,7.15,0.0,0.0,7.2,7.2,7.2,0.0,0.0
2016-08-28,7.5,7.5,7.5,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.5,7.5,7.5,0.0,0.0,7.62,7.62,7.62,0.0,0.0
2016-09-04,7.39,7.39,7.39,0.0,0.0,7.39,7.39,7.39,0.0,0.0,7.16,7.16,7.16,0.0,0.0,7.19,7.19,7.19,0.0,0.0
2016-09-11,6.99,6.99,6.99,0.0,0.0,7.03,7.03,7.03,0.0,0.0,6.94,6.94,6.94,0.0,0.0,7.0,7.0,7.0,0.0,0.0
2016-09-18,7.3,7.3,7.3,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.27,7.27,7.27,0.0,0.0
2016-09-25,7.05,7.05,7.05,0.0,0.0,7.2,7.2,7.2,0.0,0.0,7.05,7.05,7.05,0.0,0.0,7.18,7.18,7.18,0.0,0.0
2016-10-02,7.26,7.26,7.26,0.0,0.0,7.33,7.33,7.33,0.0,0.0,7.22,7.22,7.22,0.0,0.0,7.29,7.29,7.29,0.0,0.0
2016-10-09,7.4,7.4,7.4,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.28,7.28,7.28,0.0,0.0,7.32,7.32,7.32,0.0,0.0
2016-10-16,7.44,7.44,7.44,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.35,7.35,7.35,0.0,0.0,7.44,7.44,7.44,0.0,0.0
2016-10-23,7.34,7.34,7.34,0.0,0.0,7.37,7.37,7.37,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.29,7.29,7.29,0.0,0.0
2016-10-30,7.24,7.24,7.24,0.0,0.0,7.24,7.24,7.24,0.0,0.0,7.12,7.12,7.12,0.0,0.0,7.14,7.14,7.14,0.0,0.0
2016-11-06,7.25,7.25,7.25,0.0,0.0,7.36,7.36,7.36,0.0,0.0,7.18,7.18,7.18,0.0,0.0,7.23,7.23,7.23,0.0,0.0
2016-11-13,7.69,7.69,7.69,0.0,0.0,7.73,7.73,7.73,0.0,0.0,7.56,7.56,7.56,0.0,0.0,7.63,7.63,7.63,0.0,0.0
2016-11-20,7.92,7.92,7.92,0.0,0.0,7.93,7.93,7.93,0.0,0.0,7.86,7.86,7.86,0.0,0.0,7.92,7.92,7.92,0.0,0.0
