Date,iShares Edge MSCI Intl Size Factor_etf_Open_average,iShares Edge MSCI Intl Size Factor_etf_Open_max,iShares Edge MSCI Intl Size Factor_etf_Open_min,iShares Edge MSCI Intl Size Factor_etf_Open_volatility,iShares Edge MSCI Intl Size Factor_etf_Open_change,iShares Edge MSCI Intl Size Factor_etf_High_average,iShares Edge MSCI Intl Size Factor_etf_High_max,iShares Edge MSCI Intl Size Factor_etf_High_min,iShares Edge MSCI Intl Size Factor_etf_High_volatility,iShares Edge MSCI Intl Size Factor_etf_High_change,iShares Edge MSCI Intl Size Factor_etf_Low_average,iShares Edge MSCI Intl Size Factor_etf_Low_max,iShares Edge MSCI Intl Size Factor_etf_Low_min,iShares Edge MSCI Intl Size Factor_etf_Low_volatility,iShares Edge MSCI Intl Size Factor_etf_Low_change,iShares Edge MSCI Intl Size Factor_etf_Close_average,iShares Edge MSCI Intl Size Factor_etf_Close_max,iShares Edge MSCI Intl Size Factor_etf_Close_min,iShares Edge MSCI Intl Size Factor_etf_Close_volatility,iShares Edge MSCI Intl Size Factor_etf_Close_change
2016-07-10,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.03,24.03,24.03,0.0,0.0
2016-07-17,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2016-07-24,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2016-07-31,24.95,24.95,24.95,0.0,0.0,24.97,24.97,24.97,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.97,24.97,24.97,0.0,0.0
2016-08-07,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0,25.44,25.44,25.44,0.0,0.0
2016-08-14,25.33,25.33,25.33,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2016-08-21,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0,25.41,25.41,25.41,0.0,0.0
2016-08-28,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2016-09-04,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.21,25.21,25.21,0.0,0.0
2016-09-11,24.95,24.95,24.95,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2016-09-18,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0
2016-09-25,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2016-10-02,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2016-10-09,24.91,24.91,24.91,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2016-10-16,24.99,24.99,24.99,0.0,0.0,25.08,25.08,25.08,0.0,0.0,24.98,24.98,24.98,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2016-10-23,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2016-10-30,24.72,24.72,24.72,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2016-11-06,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2016-11-13,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2016-11-20,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.13,24.13,24.13,0.0,0.0
2016-11-27,24.18,24.18,24.18,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2016-12-04,24.37,24.37,24.37,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2016-12-11,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2016-12-18,23.63,23.63,23.63,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2016-12-25,24.06,24.06,24.06,0.0,0.0,24.06,24.06,24.06,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2017-01-01,24.72,24.72,24.72,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2017-01-08,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2017-01-15,24.95,24.95,24.95,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2017-01-22,25.26,25.26,25.26,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2017-01-29,25.7,25.7,25.7,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.76,25.76,25.76,0.0,0.0
2017-02-05,26.0,26.0,26.0,0.0,0.0,26.16,26.16,26.16,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.15,26.15,26.15,0.0,0.0
2017-02-12,26.53,26.53,26.53,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.2,26.2,26.2,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2017-02-19,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,25.96,25.96,25.96,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2017-02-26,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0,25.97,25.97,25.97,0.0,0.0
2017-03-05,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2017-03-12,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.55,26.55,26.55,0.0,0.0,26.55,26.55,26.55,0.0,0.0
2017-03-19,26.6,26.6,26.6,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.6,26.6,26.6,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2017-03-26,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2017-04-02,26.66,26.66,26.66,0.0,0.0,26.69,26.69,26.69,0.0,0.0,26.66,26.66,26.66,0.0,0.0,26.66,26.66,26.66,0.0,0.0
2017-04-09,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-04-16,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0
2017-04-23,27.67,27.67,27.67,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.62,27.62,27.62,0.0,0.0,27.62,27.62,27.62,0.0,0.0
2017-04-30,27.81,27.81,27.81,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.81,27.81,27.81,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2017-05-07,28.04,28.04,28.04,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.13,28.13,28.13,0.0,0.0
2017-05-14,28.42,28.42,28.42,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2017-05-21,28.44,28.44,28.44,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2017-05-28,28.9,28.9,28.9,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.86,28.86,28.86,0.0,0.0,29.04,29.04,29.04,0.0,0.0
2017-06-04,28.7,28.7,28.7,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.66,28.66,28.66,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2017-06-11,28.31,28.31,28.31,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2017-06-18,28.42,28.42,28.42,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2017-06-25,28.34,28.34,28.34,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.35,28.35,28.35,0.0,0.0
2017-07-02,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2017-07-09,28.61,28.61,28.61,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0
2017-07-16,29.28,29.28,29.28,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2017-07-23,29.24,29.24,29.24,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.29,29.29,29.29,0.0,0.0
2017-07-30,29.61,29.61,29.61,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2017-08-06,29.18,29.18,29.18,0.0,0.0,29.18,29.18,29.18,0.0,0.0,29.03,29.03,29.03,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2017-08-13,29.34,29.34,29.34,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.36,29.36,29.36,0.0,0.0
2017-08-20,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2017-08-27,30.14,30.14,30.14,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2017-09-03,30.36,30.36,30.36,0.0,0.0,30.45,30.45,30.45,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.45,30.45,30.45,0.0,0.0
2017-09-10,30.63,30.63,30.63,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2017-09-17,30.66,30.66,30.66,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.72,30.72,30.72,0.0,0.0
2017-09-24,30.97,30.97,30.97,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2017-10-01,30.93,30.93,30.93,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2017-10-08,31.66,31.66,31.66,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2017-10-15,31.16,31.16,31.16,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2017-10-22,31.16,31.16,31.16,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2017-10-29,31.71,31.71,31.71,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2017-11-05,31.44,31.44,31.44,0.0,0.0,31.47,31.47,31.47,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2017-11-12,31.23,31.23,31.23,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2017-11-19,32.07,32.07,32.07,0.0,0.0,32.07,32.07,32.07,0.0,0.0,32.0,32.0,32.0,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2017-11-26,32.0,32.0,32.0,0.0,0.0,32.0,32.0,32.0,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.86,31.86,31.86,0.0,0.0
2017-12-03,31.67,31.67,31.67,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.6,31.6,31.6,0.0,0.0
2017-12-10,31.81,31.81,31.81,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2017-12-17,31.96,31.96,31.96,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.95,31.95,31.95,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2017-12-24,32.54,32.54,32.54,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.45,32.45,32.45,0.0,0.0
2017-12-31,33.4,33.4,33.4,0.0,0.0,33.49,33.49,33.49,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.36,33.36,33.36,0.0,0.0
