Date,WisdomTree US SmallCap Quality Dividend GrowthEtf_Open_average,WisdomTree US SmallCap Quality Dividend GrowthEtf_Open_max,WisdomTree US SmallCap Quality Dividend GrowthEtf_Open_min,WisdomTree US SmallCap Quality Dividend GrowthEtf_Open_volatility,WisdomTree US SmallCap Quality Dividend GrowthEtf_Open_change,WisdomTree US SmallCap Quality Dividend GrowthEtf_High_average,WisdomTree US SmallCap Quality Dividend GrowthEtf_High_max,WisdomTree US SmallCap Quality Dividend GrowthEtf_High_min,WisdomTree US SmallCap Quality Dividend GrowthEtf_High_volatility,WisdomTree US SmallCap Quality Dividend GrowthEtf_High_change,WisdomTree US SmallCap Quality Dividend GrowthEtf_Low_average,WisdomTree US SmallCap Quality Dividend GrowthEtf_Low_max,WisdomTree US SmallCap Quality Dividend GrowthEtf_Low_min,WisdomTree US SmallCap Quality Dividend GrowthEtf_Low_volatility,WisdomTree US SmallCap Quality Dividend GrowthEtf_Low_change,WisdomTree US SmallCap Quality Dividend GrowthEtf_Close_average,WisdomTree US SmallCap Quality Dividend GrowthEtf_Close_max,WisdomTree US SmallCap Quality Dividend GrowthEtf_Close_min,WisdomTree US SmallCap Quality Dividend GrowthEtf_Close_volatility,WisdomTree US SmallCap Quality Dividend GrowthEtf_Close_change
2017-03-12,33.37,33.37,33.37,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.41,33.41,33.41,0.0,0.0
2017-03-19,32.51,32.51,32.51,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2017-03-26,32.98,32.98,32.98,0.0,0.0,33.16,33.16,33.16,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2017-04-02,32.43,32.43,32.43,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.52,32.52,32.52,0.0,0.0
2017-04-09,32.4,32.4,32.4,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.09,32.09,32.09,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2017-04-16,33.06,33.06,33.06,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.03,33.03,33.03,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2017-04-23,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.51,33.51,33.51,0.0,0.0,33.51,33.51,33.51,0.0,0.0
2017-04-30,33.37,33.37,33.37,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2017-05-07,33.42,33.42,33.42,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2017-05-14,32.6,32.6,32.6,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2017-05-21,32.76,32.76,32.76,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2017-05-28,33.34,33.34,33.34,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.34,33.34,33.34,0.0,0.0,33.4,33.4,33.4,0.0,0.0
2017-06-04,33.38,33.38,33.38,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2017-06-11,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.32,33.32,33.32,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2017-06-18,33.04,33.04,33.04,0.0,0.0,33.13,33.13,33.13,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.09,33.09,33.09,0.0,0.0
2017-06-25,33.4,33.4,33.4,0.0,0.0,33.4,33.4,33.4,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2017-07-02,33.11,33.11,33.11,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2017-07-09,33.33,33.33,33.33,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.29,33.29,33.29,0.0,0.0,33.38,33.38,33.38,0.0,0.0
2017-07-16,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2017-07-23,33.66,33.66,33.66,0.0,0.0,33.72,33.72,33.72,0.0,0.0,33.45,33.45,33.45,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2017-07-30,33.2,33.2,33.2,0.0,0.0,33.22,33.22,33.22,0.0,0.0,33.08,33.08,33.08,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2017-08-06,32.22,32.22,32.22,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.16,32.16,32.16,0.0,0.0
2017-08-13,31.68,31.68,31.68,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2017-08-20,31.84,31.84,31.84,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2017-08-27,32.24,32.24,32.24,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2017-09-03,31.73,31.73,31.73,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2017-09-10,32.82,32.82,32.82,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.8,32.8,32.8,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2017-09-17,33.35,33.35,33.35,0.0,0.0,33.56,33.56,33.56,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2017-09-24,34.54,34.54,34.54,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2017-10-01,34.74,34.74,34.74,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2017-10-08,34.86,34.86,34.86,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.76,34.76,34.76,0.0,0.0
2017-10-15,35.23,35.23,35.23,0.0,0.0,35.23,35.23,35.23,0.0,0.0,35.04,35.04,35.04,0.0,0.0,35.07,35.07,35.07,0.0,0.0
2017-10-22,34.65,34.65,34.65,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2017-10-29,34.41,34.41,34.41,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.31,34.31,34.31,0.0,0.0
2017-11-05,33.85,33.85,33.85,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.88,33.88,33.88,0.0,0.0
2017-11-12,34.3,34.3,34.3,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.07,34.07,34.07,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2017-11-19,34.98,34.98,34.98,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.92,34.92,34.92,0.0,0.0,34.93,34.93,34.93,0.0,0.0
2017-11-26,36.18,36.18,36.18,0.0,0.0,36.18,36.18,36.18,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2017-12-03,35.72,35.72,35.72,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.57,35.57,35.57,0.0,0.0
2017-12-10,35.1,35.1,35.1,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.1,35.1,35.1,0.0,0.0,35.37,35.37,35.37,0.0,0.0
2017-12-17,35.89,35.89,35.89,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2017-12-24,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2017-12-31,35.86,35.86,35.86,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.65,35.65,35.65,0.0,0.0,35.89,35.89,35.89,0.0,0.0
