Date,SLS_stock_Open_average,SLS_stock_Open_max,SLS_stock_Open_min,SLS_stock_Open_volatility,SLS_stock_Open_change,SLS_stock_High_average,SLS_stock_High_max,SLS_stock_High_min,SLS_stock_High_volatility,SLS_stock_High_change,SLS_stock_Low_average,SLS_stock_Low_max,SLS_stock_Low_min,SLS_stock_Low_volatility,SLS_stock_Low_change,SLS_stock_Close_average,SLS_stock_Close_max,SLS_stock_Close_min,SLS_stock_Close_volatility,SLS_stock_Close_change,SLS_stock_Volume_average,SLS_stock_Volume_max,SLS_stock_Volume_min,SLS_stock_Volume_volatility,SLS_stock_Volume_change
2016-01-03,760.8,882.0,570.0,312.0,-306.0,763.2,888.0,570.0,318.0,-318.0,668.88,852.0,393.0,459.0,-459.0,699.564,864.0,474.0,390.0,-390.0,7809,20385,1640,18745,9453
2016-01-10,473.94,495.0,430.68,64.32,-64.32,480.252,505.26,433.2,72.06,-63.60000000000002,432.93600000000004,450.6,400.8,49.80000000000001,-32.27999999999997,456.91200000000003,487.2,420.06,67.13999999999999,-62.04000000000002,3888,6489,2977,3512,-3177
2016-01-17,445.2,477.6,421.8,55.80000000000001,55.80000000000001,476.13,506.22,450.0,56.22000000000003,28.620000000000005,430.44,477.6,397.56,80.04000000000002,66.60000000000002,455.355,487.86,432.0,55.860000000000014,55.860000000000014,3205,4804,1875,2929,-1497
2016-01-24,462.0,486.0,420.0,66.0,-66.0,471.432,501.0,441.3,59.69999999999999,-59.69999999999999,433.56,479.88,402.0,77.88,-77.88,442.812,483.12,402.0,81.12,-81.12,2746,6257,1136,5121,5121
2016-01-31,390.648,399.6,372.6,27.0,3.6000000000000227,407.256,420.0,386.34,33.660000000000025,-12.0,372.804,385.2,351.3,33.89999999999998,-12.480000000000018,384.252,396.06,372.42,23.639999999999986,-12.060000000000002,2427,3925,1627,2298,-1992
2016-02-07,409.512,456.0,364.26,91.74000000000001,60.0,439.116,468.0,411.06,56.94,56.94,397.716,439.2,360.0,79.19999999999999,59.81999999999999,429.648,467.94,385.5,82.44,82.44,2028,3335,1247,2088,-417
2016-02-14,510.0,534.0,480.0,54.0,42.0,522.555,543.06,491.16,51.89999999999992,30.839999999999975,486.375,504.0,460.5,43.5,31.5,504.0,517.74,480.0,37.74000000000001,21.600000000000023,2724,5347,1314,4033,-1442
2016-02-21,421.1383333333333,510.0,0.83,509.17,-509.17,425.8883333333333,520.56,0.83,519.7299999999999,-515.11,406.6983333333333,498.0,0.83,497.17,-493.15000000000003,419.86833333333334,510.48,0.83,509.65000000000003,-509.65000000000003,797,1430,0,1430,-1045
2016-02-28,535.2,597.0,489.0,108.0,96.0,562.32,624.0,504.0,120.0,96.0,517.308,569.82,480.96,88.86000000000007,83.03999999999996,541.86,588.9,489.0,99.89999999999998,90.89999999999998,2494,4361,1232,3129,582
2016-03-06,578.4,600.0,528.0,72.0,-72.0,591.6,618.0,558.0,60.0,-60.0,544.98,582.0,468.0,114.0,-111.96000000000004,558.996,594.0,516.96,77.03999999999996,-77.03999999999996,2928,6584,882,5702,3410
2016-03-13,510.43199999999996,527.4,491.34,36.06,-7.980000000000018,518.388,528.0,498.0,30.0,0.0,483.564,498.0,468.24,29.75999999999999,-6.0,504.072,528.0,478.44,49.56,4.080000000000041,1530,2330,773,1557,636
2016-03-20,610.5,708.0,528.0,180.0,180.0,672.765,744.0,567.0,177.0,153.0,577.545,636.0,510.0,126.0,96.0,629.97,690.0,563.88,126.12,72.12,5659,9105,1726,7379,4015
2016-03-27,752.4,840.0,636.0,204.0,186.0,796.8,930.0,642.0,288.0,288.0,710.4,804.0,594.0,210.0,210.0,781.2,894.0,636.0,258.0,258.0,7051,10309,3042,7267,7267
2016-04-03,972.0,1134.0,870.0,264.0,-78.0,1021.2,1140.0,900.0,240.0,-210.0,882.0,960.0,828.0,132.0,-102.0,942.0,1050.0,870.0,180.0,-162.0,8637,13790,3510,10280,-10280
2016-04-10,931.2,954.0,900.0,54.0,24.0,952.8,966.0,936.0,30.0,-30.0,903.6,918.0,888.0,30.0,12.0,930.0,936.0,924.0,12.0,-12.0,2656,4108,1731,2377,-2377
2016-04-17,870.0,930.0,810.0,120.0,-96.0,891.84,930.0,864.0,66.0,-66.0,836.4,894.0,786.0,108.0,-84.0,858.0,900.0,822.0,78.0,-48.0,3089,4645,1738,2907,-1114
2016-04-24,847.2,876.0,834.0,42.0,36.0,866.4,882.0,846.0,36.0,-6.0,820.788,828.0,816.0,12.0,-0.05999999999994543,838.8,858.0,828.0,30.0,-12.0,2055,2600,1336,1264,-399
2016-05-01,772.8,822.0,732.0,90.0,-90.0,789.588,828.0,756.0,72.0,-72.0,741.0,789.0,696.0,93.0,-30.0,763.2,810.0,732.0,78.0,-60.0,1732,2757,861,1896,-1135
2016-05-08,758.4,816.0,726.0,90.0,-12.0,802.8,840.0,774.0,66.0,-6.0,730.8,798.0,696.0,102.0,-12.0,778.8,828.0,732.0,96.0,-18.0,2366,2879,1755,1124,888
2016-05-15,824.4,882.0,780.0,102.0,96.0,872.412,930.0,786.06,143.94000000000005,137.94000000000005,794.4,864.0,750.0,114.0,114.0,846.0,912.0,786.0,126.0,126.0,3582,4573,1787,2786,1903
2016-05-22,1022.4,1050.0,936.0,114.0,114.0,1047.0,1065.0,1014.0,51.0,42.0,978.144,1020.0,918.66,101.34000000000003,101.34000000000003,1027.2,1044.0,1002.0,42.0,36.0,4456,6183,1632,4551,-3952
2016-05-29,1212.0,1320.0,1062.0,258.0,168.0,1274.85,1374.0,1092.0,282.0,216.0,1165.5,1224.0,1050.0,174.0,156.0,1227.0,1296.0,1086.0,210.0,186.0,17206,46326,4768,41558,487
2016-06-05,1248.0,1314.0,1212.0,102.0,-84.0,1264.8,1314.0,1242.0,72.0,-48.0,1186.8,1248.0,1152.0,96.0,-66.0,1228.8,1266.0,1188.0,78.0,-18.0,5510,7681,3038,4643,2757
2016-06-12,1267.2,1290.0,1230.0,60.0,0.0,1314.0,1380.0,1290.0,90.0,60.0,1244.4,1284.0,1218.0,66.0,36.0,1278.0,1332.0,1242.0,90.0,60.0,4479,7917,2436,5481,2171
2016-06-19,1342.8,1404.0,1188.0,216.0,-216.0,1406.412,1494.06,1272.0,222.05999999999995,-222.05999999999995,1272.0,1350.0,1158.0,192.0,-180.0,1324.8,1362.0,1260.0,102.0,-102.0,6663,10260,3346,6914,-4779
2016-06-26,643.32,1260.0,207.0,1053.0,-958.3199999999999,699.48,1278.0,240.0,1038.0,-870.6,610.8,1206.0,165.0,1041.0,-888.0,656.832,1218.0,210.0,1008.0,-835.5,62951,133298,3261,130037,83611
2016-07-03,366.03,421.2,282.0,139.2,-139.2,378.855,464.22,288.0,176.22000000000003,-176.22000000000003,316.08,367.2,267.0,100.19999999999999,-100.19999999999999,332.805,396.0,273.24,122.75999999999999,-122.75999999999999,31792,50846,15263,35583,-16444
2016-07-10,261.06,283.2,243.0,40.19999999999999,-33.120000000000005,266.436,285.0,252.0,33.0,-33.0,245.436,273.0,234.0,39.0,-32.81999999999999,252.684,273.66,242.94,30.720000000000027,-30.720000000000027,12797,20500,6432,14068,-14068
2016-07-17,266.628,324.0,228.0,96.0,47.22000000000003,283.656,335.28,246.0,89.27999999999997,45.0,245.196,271.98,228.0,43.98000000000002,18.0,262.716,291.3,228.66,62.640000000000015,28.379999999999995,18665,36599,3857,32742,6159
2016-07-24,273.264,279.0,265.2,13.800000000000011,-7.680000000000007,285.96,301.8,276.0,25.80000000000001,0.0,264.888,271.2,258.36,12.839999999999975,8.399999999999977,272.472,282.0,264.6,17.399999999999977,-4.680000000000007,7120,11591,4722,6869,2316
2016-07-31,271.8,282.0,258.0,24.0,3.0,282.576,294.0,270.0,24.0,12.0,263.712,273.72,252.12,21.600000000000023,9.0,273.684,288.24,259.44,28.80000000000001,18.360000000000014,5651,8213,3384,4829,4418
2016-08-07,272.52,297.0,240.0,57.0,-51.60000000000002,282.036,306.0,261.24,44.75999999999999,-44.75999999999999,257.412,284.4,235.2,49.19999999999999,-49.19999999999999,264.792,291.6,243.0,48.60000000000002,-38.400000000000034,8302,12248,6138,6110,1022
2016-08-14,249.33599999999998,260.4,241.86,18.539999999999964,-18.539999999999964,256.836,269.76,246.0,23.75999999999999,9.360000000000014,240.876,246.18,235.2,10.980000000000018,-6.180000000000007,247.8,258.24,240.9,17.340000000000003,8.04000000000002,5723,11247,3460,7787,5807
2016-08-21,259.92,270.0,253.2,16.80000000000001,-4.800000000000011,268.152,273.12,261.66,11.45999999999998,6.180000000000007,250.02,259.2,246.0,13.199999999999989,0.30000000000001137,257.328,269.82,248.88,20.939999999999998,-9.54000000000002,5690,7792,4134,3658,812
2016-08-28,247.82399999999998,258.0,240.42,17.580000000000013,-15.300000000000011,252.972,264.0,243.06,20.939999999999998,-12.0,241.992,252.42,234.0,18.419999999999987,-15.299999999999983,244.872,255.78,237.12,18.659999999999997,-13.800000000000011,4246,6117,2772,3345,1536
2016-09-04,241.5,246.0,240.0,6.0,0.0,245.83499999999998,247.2,244.2,3.0,-1.740000000000009,234.225,237.0,228.0,9.0,-6.900000000000006,237.345,243.6,228.0,15.599999999999994,-12.120000000000005,4312,6230,3347,2883,2403
2016-09-11,208.368,222.0,197.28,24.72,-24.0,214.176,227.4,198.0,29.400000000000006,-26.340000000000003,196.09199999999998,204.0,188.94,15.060000000000002,-13.800000000000011,202.488,212.1,191.94,20.159999999999997,-20.159999999999997,8167,11759,6820,4939,-4939
2016-09-18,213.552,230.16,190.2,39.96000000000001,37.80000000000001,227.532,244.8,203.28,41.52000000000001,27.72,204.66,216.0,190.2,25.80000000000001,25.80000000000001,215.28,229.38,193.26,36.120000000000005,24.060000000000002,9406,25406,3908,21498,-191
2016-09-25,208.752,218.76,198.0,20.75999999999999,-20.75999999999999,215.448,222.0,210.0,12.0,-11.819999999999993,199.824,207.0,193.8,13.199999999999989,-13.199999999999989,205.308,210.18,197.1,13.080000000000013,3.180000000000007,4455,6296,2822,3474,-1402
2016-10-02,200.508,210.0,194.94,15.060000000000002,-12.0,202.06799999999998,210.0,198.0,12.0,-10.860000000000014,191.76,196.8,186.0,10.800000000000011,-10.800000000000011,193.98,200.04,187.38,12.659999999999997,-12.659999999999997,2746,3198,2391,807,295
2016-10-09,175.476,191.76,162.6,29.159999999999997,-22.73999999999998,179.916,192.0,170.64,21.360000000000014,-13.560000000000002,166.368,180.0,157.44,22.560000000000002,-12.0,170.952,181.56,166.08,15.47999999999999,-13.560000000000002,5049,7926,2706,5220,-624
2016-10-16,170.82,183.0,162.0,21.0,9.900000000000006,180.192,209.28,163.8,45.47999999999999,6.1200000000000045,164.124,168.18,159.3,8.879999999999995,2.9399999999999977,169.572,185.4,161.58,23.819999999999993,2.4000000000000057,6557,19292,2277,17015,2775
2016-10-23,169.5,180.0,161.34,18.659999999999997,-18.659999999999997,173.76,181.2,161.94,19.25999999999999,-19.25999999999999,159.0,165.0,150.0,15.0,-15.0,162.72,172.32,150.66,21.659999999999997,-17.22,4372,6262,3055,3207,3207
2016-10-30,125.256,151.26,112.68,38.579999999999984,-38.579999999999984,129.156,154.68,116.64,38.040000000000006,-38.040000000000006,111.732,132.0,102.66,29.340000000000003,-24.0,117.456,137.82,105.9,31.919999999999987,-24.0,6447,12572,3954,8618,-2188
2016-11-06,115.5,121.5,103.8,17.700000000000003,0.0,124.56,131.4,113.82,17.580000000000013,4.0800000000000125,107.088,114.78,97.2,17.58,4.980000000000004,115.776,126.0,107.4,18.599999999999994,13.920000000000002,5312,7334,2678,4656,4574
2016-11-13,108.89999999999999,120.0,99.6,20.400000000000006,-20.400000000000006,112.81,120.0,108.6,11.400000000000006,-8.879999999999995,101.4,105.9,94.5,11.400000000000006,-7.5,106.02,110.1,100.8,9.299999999999997,1.2000000000000028,14157,16944,10903,6041,931
2016-11-20,109.65,121.5,102.3,19.200000000000003,-5.1000000000000085,120.52250000000001,142.5,106.8,35.7,-35.7,102.17,104.7,100.5,4.200000000000003,-1.8800000000000097,108.225,117.3,102.9,14.399999999999991,-11.099999999999994,25303,64903,5950,58953,-58953
2016-11-27,95.28,107.1,81.9,25.19999999999999,-25.19999999999999,96.84,107.4,89.1,18.30000000000001,-18.30000000000001,87.132,100.8,78.33,22.47,-22.47,90.78,101.7,82.2,19.5,-16.799999999999997,19966,34905,9008,25897,25897
