Date,HIL_stock_Open_average,HIL_stock_Open_max,HIL_stock_Open_min,HIL_stock_Open_volatility,HIL_stock_Open_change,HIL_stock_High_average,HIL_stock_High_max,HIL_stock_High_min,HIL_stock_High_volatility,HIL_stock_High_change,HIL_stock_Low_average,HIL_stock_Low_max,HIL_stock_Low_min,HIL_stock_Low_volatility,HIL_stock_Low_change,HIL_stock_Close_average,HIL_stock_Close_max,HIL_stock_Close_min,HIL_stock_Close_volatility,HIL_stock_Close_change,HIL_stock_Volume_average,HIL_stock_Volume_max,HIL_stock_Volume_min,HIL_stock_Volume_volatility,HIL_stock_Volume_change
2016-01-03,3.624,3.8,3.4,0.3999999999999999,-0.3999999999999999,3.746,4.07,3.48,0.5900000000000003,-0.3500000000000001,3.524,3.63,3.36,0.27,-0.20999999999999996,3.5700000000000003,3.7,3.37,0.33000000000000007,-0.29000000000000004,134841,161250,103372,57878,39134
2016-01-10,3.298,3.45,3.09,0.3600000000000003,-0.3200000000000003,3.348,3.47,3.15,0.3200000000000003,-0.31000000000000005,3.194,3.4,3.01,0.3900000000000001,-0.3900000000000001,3.254,3.43,3.07,0.3600000000000003,-0.3500000000000001,177806,201643,143015,58628,-11996
2016-01-17,3.1625,3.38,3.0,0.3799999999999999,0.29000000000000004,3.295,3.43,3.14,0.29000000000000004,0.29000000000000004,3.08,3.31,2.91,0.3999999999999999,0.31999999999999984,3.245,3.35,3.12,0.22999999999999998,0.22999999999999998,399181,1009688,152908,856780,-856780
2016-01-24,3.148,3.32,3.03,0.29000000000000004,-0.17999999999999972,3.26,3.4,3.13,0.27,0.06999999999999984,2.944,3.14,2.62,0.52,0.52,3.164,3.38,3.04,0.33999999999999986,0.31999999999999984,267455,824474,87758,736716,-681543
2016-01-31,3.062,3.38,2.92,0.45999999999999996,-0.3700000000000001,3.128,3.38,3.01,0.3700000000000001,-0.31999999999999984,2.86,2.96,2.69,0.27,0.020000000000000018,2.992,3.06,2.88,0.18000000000000016,-0.06000000000000005,224410,314550,93793,220757,-17548
2016-02-07,2.89,2.95,2.83,0.1200000000000001,-0.1200000000000001,2.964,3.01,2.89,0.11999999999999966,-0.029999999999999805,2.818,2.85,2.78,0.07000000000000028,-0.020000000000000018,2.898,2.98,2.85,0.1299999999999999,-0.08999999999999986,100864,145462,62290,83172,-16752
2016-02-14,3.1075,3.24,2.88,0.3600000000000003,0.3600000000000003,3.225,3.32,3.07,0.25,0.25,3.0825,3.23,2.85,0.3799999999999999,0.3799999999999999,3.21,3.3,3.05,0.25,0.25,118627,150420,87401,63019,-49177
2016-02-21,3.29,3.37,3.16,0.20999999999999996,0.040000000000000036,3.388,3.46,3.29,0.16999999999999993,0.08999999999999986,3.228,3.32,3.12,0.19999999999999973,0.08999999999999986,3.318,3.43,3.26,0.17000000000000037,0.14000000000000012,81143,161344,35165,126179,98283
2016-02-28,3.566,3.74,3.44,0.30000000000000027,0.30000000000000027,3.646,3.78,3.52,0.2599999999999998,0.23999999999999977,3.5220000000000002,3.67,3.37,0.2999999999999998,0.2999999999999998,3.624,3.74,3.5,0.2400000000000002,0.2200000000000002,142051,196245,85010,111235,-75471
2016-03-06,3.36,3.74,3.1,0.6400000000000001,-0.3900000000000001,3.496,3.82,3.31,0.5099999999999998,-0.41999999999999993,3.2840000000000003,3.7,3.1,0.6000000000000001,-0.4500000000000002,3.376,3.77,3.23,0.54,-0.48,131477,169634,99012,70622,-18691
2016-03-13,3.214,3.26,3.15,0.10999999999999988,0.0,3.332,3.38,3.3,0.08000000000000007,0.06000000000000005,3.172,3.24,3.12,0.1200000000000001,-0.040000000000000036,3.234,3.3,3.15,0.1499999999999999,-0.029999999999999805,114557,217270,75030,142240,97589
