Date,First Trust STOXX European Select DividendEtf_Open_average,First Trust STOXX European Select DividendEtf_Open_max,First Trust STOXX European Select DividendEtf_Open_min,First Trust STOXX European Select DividendEtf_Open_volatility,First Trust STOXX European Select DividendEtf_Open_change,First Trust STOXX European Select DividendEtf_High_average,First Trust STOXX European Select DividendEtf_High_max,First Trust STOXX European Select DividendEtf_High_min,First Trust STOXX European Select DividendEtf_High_volatility,First Trust STOXX European Select DividendEtf_High_change,First Trust STOXX European Select DividendEtf_Low_average,First Trust STOXX European Select DividendEtf_Low_max,First Trust STOXX European Select DividendEtf_Low_min,First Trust STOXX European Select DividendEtf_Low_volatility,First Trust STOXX European Select DividendEtf_Low_change,First Trust STOXX European Select DividendEtf_Close_average,First Trust STOXX European Select DividendEtf_Close_max,First Trust STOXX European Select DividendEtf_Close_min,First Trust STOXX European Select DividendEtf_Close_volatility,First Trust STOXX European Select DividendEtf_Close_change
2016-06-05,12.25,12.25,12.25,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.11,12.11,12.11,0.0,0.0
2016-06-12,11.93,11.93,11.93,0.0,0.0,12.05,12.05,12.05,0.0,0.0,11.89,11.89,11.89,0.0,0.0,12.04,12.04,12.04,0.0,0.0
2016-06-19,11.26,11.26,11.26,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.13,11.13,11.13,0.0,0.0,11.13,11.13,11.13,0.0,0.0
2016-06-26,11.75,11.75,11.75,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.75,11.75,11.75,0.0,0.0,11.79,11.79,11.79,0.0,0.0
2016-07-03,11.39,11.39,11.39,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.41,11.41,11.41,0.0,0.0
2016-07-10,11.81,11.81,11.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.73,11.73,11.73,0.0,0.0,11.77,11.77,11.77,0.0,0.0
2016-07-17,11.76,11.76,11.76,0.0,0.0,11.78,11.78,11.78,0.0,0.0,11.74,11.74,11.74,0.0,0.0,11.75,11.75,11.75,0.0,0.0
2016-07-24,11.85,11.85,11.85,0.0,0.0,11.89,11.89,11.89,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2016-07-31,11.75,11.75,11.75,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2016-08-07,12.1,12.1,12.1,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2016-08-14,11.95,11.95,11.95,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.98,11.98,11.98,0.0,0.0
2016-08-21,11.96,11.96,11.96,0.0,0.0,12.09,12.09,12.09,0.0,0.0,11.81,11.81,11.81,0.0,0.0,11.85,11.85,11.85,0.0,0.0
2016-08-28,12.13,12.13,12.13,0.0,0.0,12.14,12.14,12.14,0.0,0.0,12.07,12.07,12.07,0.0,0.0,12.14,12.14,12.14,0.0,0.0
2016-09-04,12.15,12.15,12.15,0.0,0.0,12.15,12.15,12.15,0.0,0.0,11.98,11.98,11.98,0.0,0.0,12.01,12.01,12.01,0.0,0.0
2016-09-11,11.71,11.71,11.71,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.65,11.65,11.65,0.0,0.0,11.69,11.69,11.69,0.0,0.0
2016-09-18,11.89,11.89,11.89,0.0,0.0,11.92,11.92,11.92,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.9,11.9,11.9,0.0,0.0
2016-09-25,11.75,11.75,11.75,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2016-10-02,11.64,11.64,11.64,0.0,0.0,11.66,11.66,11.66,0.0,0.0,11.57,11.57,11.57,0.0,0.0,11.65,11.65,11.65,0.0,0.0
2016-10-09,11.53,11.53,11.53,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.49,11.49,11.49,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2016-10-16,11.57,11.57,11.57,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.62,11.62,11.62,0.0,0.0
2016-10-23,11.54,11.54,11.54,0.0,0.0,11.58,11.58,11.58,0.0,0.0,11.53,11.53,11.53,0.0,0.0,11.55,11.55,11.55,0.0,0.0
2016-10-30,11.41,11.41,11.41,0.0,0.0,11.45,11.45,11.45,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0
2016-11-06,11.62,11.62,11.62,0.0,0.0,11.62,11.62,11.62,0.0,0.0,11.47,11.47,11.47,0.0,0.0,11.51,11.51,11.51,0.0,0.0
2016-11-13,11.35,11.35,11.35,0.0,0.0,11.35,11.35,11.35,0.0,0.0,11.27,11.27,11.27,0.0,0.0,11.31,11.31,11.31,0.0,0.0
2016-11-20,11.41,11.41,11.41,0.0,0.0,11.44,11.44,11.44,0.0,0.0,11.4,11.4,11.4,0.0,0.0,11.44,11.44,11.44,0.0,0.0
2016-11-27,11.32,11.32,11.32,0.0,0.0,11.41,11.41,11.41,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.39,11.39,11.39,0.0,0.0
2016-12-04,11.72,11.72,11.72,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.72,11.72,11.72,0.0,0.0,11.8,11.8,11.8,0.0,0.0
2016-12-11,11.77,11.77,11.77,0.0,0.0,11.85,11.85,11.85,0.0,0.0,11.77,11.77,11.77,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2016-12-18,11.76,11.76,11.76,0.0,0.0,11.83,11.83,11.83,0.0,0.0,11.76,11.76,11.76,0.0,0.0,11.81,11.81,11.81,0.0,0.0
2016-12-25,11.93,11.93,11.93,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.86,11.86,11.86,0.0,0.0,11.87,11.87,11.87,0.0,0.0
2017-01-01,12.1,12.1,12.1,0.0,0.0,12.12,12.12,12.12,0.0,0.0,12.06,12.06,12.06,0.0,0.0,12.09,12.09,12.09,0.0,0.0
2017-01-08,12.06,12.06,12.06,0.0,0.0,12.08,12.08,12.08,0.0,0.0,12.03,12.03,12.03,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2017-01-15,11.88,11.88,11.88,0.0,0.0,11.88,11.88,11.88,0.0,0.0,11.84,11.84,11.84,0.0,0.0,11.88,11.88,11.88,0.0,0.0
2017-01-22,11.99,11.99,11.99,0.0,0.0,12.0,12.0,12.0,0.0,0.0,11.95,11.95,11.95,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2017-01-29,12.0,12.0,12.0,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.96,11.96,11.96,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2017-02-05,11.99,11.99,11.99,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.97,11.97,11.97,0.0,0.0,12.02,12.02,12.02,0.0,0.0
2017-02-12,12.04,12.04,12.04,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.99,11.99,11.99,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2017-02-19,11.94,11.94,11.94,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.94,11.94,11.94,0.0,0.0,11.97,11.97,11.97,0.0,0.0
2017-02-26,12.17,12.17,12.17,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.13,12.13,12.13,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2017-03-05,12.14,12.14,12.14,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.11,12.11,12.11,0.0,0.0,12.15,12.15,12.15,0.0,0.0
2017-03-12,12.39,12.39,12.39,0.0,0.0,12.4,12.4,12.4,0.0,0.0,12.34,12.34,12.34,0.0,0.0,12.37,12.37,12.37,0.0,0.0
2017-03-19,12.3,12.3,12.3,0.0,0.0,12.33,12.33,12.33,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.3,12.3,12.3,0.0,0.0
2017-03-26,12.29,12.29,12.29,0.0,0.0,12.38,12.38,12.38,0.0,0.0,12.28,12.28,12.28,0.0,0.0,12.35,12.35,12.35,0.0,0.0
2017-04-02,12.21,12.21,12.21,0.0,0.0,12.23,12.23,12.23,0.0,0.0,12.19,12.19,12.19,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2017-04-09,12.2,12.2,12.2,0.0,0.0,12.2,12.2,12.2,0.0,0.0,12.16,12.16,12.16,0.0,0.0,12.17,12.17,12.17,0.0,0.0
2017-04-16,12.26,12.26,12.26,0.0,0.0,12.3,12.3,12.3,0.0,0.0,12.25,12.25,12.25,0.0,0.0,12.29,12.29,12.29,0.0,0.0
2017-04-23,12.7,12.7,12.7,0.0,0.0,12.72,12.72,12.72,0.0,0.0,12.68,12.68,12.68,0.0,0.0,12.69,12.69,12.69,0.0,0.0
2017-04-30,13.07,13.07,13.07,0.0,0.0,13.22,13.22,13.22,0.0,0.0,13.04,13.04,13.04,0.0,0.0,13.21,13.21,13.21,0.0,0.0
2017-05-07,13.11,13.11,13.11,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.11,13.11,13.11,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2017-05-14,13.35,13.35,13.35,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2017-05-21,13.46,13.46,13.46,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.43,13.43,13.43,0.0,0.0,13.47,13.47,13.47,0.0,0.0
2017-05-28,13.64,13.64,13.64,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.59,13.59,13.59,0.0,0.0,13.65,13.65,13.65,0.0,0.0
2017-06-04,13.42,13.42,13.42,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.41,13.41,13.41,0.0,0.0
2017-06-11,13.32,13.32,13.32,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.31,13.31,13.31,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2017-06-18,12.99,12.99,12.99,0.0,0.0,13.03,13.03,13.03,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.02,13.02,13.02,0.0,0.0
2017-06-25,13.12,13.12,13.12,0.0,0.0,13.12,13.12,13.12,0.0,0.0,12.99,12.99,12.99,0.0,0.0,13.07,13.07,13.07,0.0,0.0
2017-07-02,13.04,13.04,13.04,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.03,13.03,13.03,0.0,0.0,13.1,13.1,13.1,0.0,0.0
2017-07-09,13.28,13.28,13.28,0.0,0.0,13.37,13.37,13.37,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.36,13.36,13.36,0.0,0.0
2017-07-16,13.34,13.34,13.34,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.27,13.27,13.27,0.0,0.0,13.34,13.34,13.34,0.0,0.0
2017-07-23,13.19,13.19,13.19,0.0,0.0,13.28,13.28,13.28,0.0,0.0,13.14,13.14,13.14,0.0,0.0,13.26,13.26,13.26,0.0,0.0
2017-07-30,13.46,13.46,13.46,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.43,13.43,13.43,0.0,0.0
2017-08-06,13.16,13.16,13.16,0.0,0.0,13.18,13.18,13.18,0.0,0.0,13.1,13.1,13.1,0.0,0.0,13.15,13.15,13.15,0.0,0.0
2017-08-13,13.15,13.15,13.15,0.0,0.0,13.2,13.2,13.2,0.0,0.0,13.13,13.13,13.13,0.0,0.0,13.17,13.17,13.17,0.0,0.0
2017-08-20,13.18,13.18,13.18,0.0,0.0,13.25,13.25,13.25,0.0,0.0,13.16,13.16,13.16,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2017-08-27,13.23,13.23,13.23,0.0,0.0,13.24,13.24,13.24,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.19,13.19,13.19,0.0,0.0
2017-09-03,13.32,13.32,13.32,0.0,0.0,13.36,13.36,13.36,0.0,0.0,13.3,13.3,13.3,0.0,0.0,13.31,13.31,13.31,0.0,0.0
2017-09-10,13.53,13.53,13.53,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.48,13.48,13.48,0.0,0.0,13.53,13.53,13.53,0.0,0.0
2017-09-17,13.53,13.53,13.53,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.52,13.52,13.52,0.0,0.0
2017-09-24,13.57,13.57,13.57,0.0,0.0,13.66,13.66,13.66,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2017-10-01,13.49,13.49,13.49,0.0,0.0,13.54,13.54,13.54,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.53,13.53,13.53,0.0,0.0
2017-10-08,13.75,13.75,13.75,0.0,0.0,13.75,13.75,13.75,0.0,0.0,13.67,13.67,13.67,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2017-10-15,13.68,13.68,13.68,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.66,13.66,13.66,0.0,0.0
2017-10-22,13.48,13.48,13.48,0.0,0.0,13.5,13.5,13.5,0.0,0.0,13.44,13.44,13.44,0.0,0.0,13.49,13.49,13.49,0.0,0.0
2017-10-29,13.61,13.61,13.61,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.55,13.55,13.55,0.0,0.0,13.57,13.57,13.57,0.0,0.0
2017-11-05,13.52,13.52,13.52,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.49,13.49,13.49,0.0,0.0
2017-11-12,13.38,13.38,13.38,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.35,13.35,13.35,0.0,0.0,13.38,13.38,13.38,0.0,0.0
2017-11-19,13.6,13.6,13.6,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2017-11-26,13.68,13.68,13.68,0.0,0.0,13.71,13.71,13.71,0.0,0.0,13.65,13.65,13.65,0.0,0.0,13.7,13.7,13.7,0.0,0.0
2017-12-03,13.66,13.66,13.66,0.0,0.0,13.69,13.69,13.69,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.67,13.67,13.67,0.0,0.0
2017-12-10,13.56,13.56,13.56,0.0,0.0,13.6,13.6,13.6,0.0,0.0,13.52,13.52,13.52,0.0,0.0,13.59,13.59,13.59,0.0,0.0
2017-12-17,13.61,13.61,13.61,0.0,0.0,13.64,13.64,13.64,0.0,0.0,13.56,13.56,13.56,0.0,0.0,13.63,13.63,13.63,0.0,0.0
2017-12-24,13.77,13.77,13.77,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.72,13.72,13.72,0.0,0.0,13.73,13.73,13.73,0.0,0.0
2017-12-31,14.02,14.02,14.02,0.0,0.0,14.08,14.08,14.08,0.0,0.0,13.99,13.99,13.99,0.0,0.0,14.07,14.07,14.07,0.0,0.0
