Date,RBBN_stock_Open_average,RBBN_stock_Open_max,RBBN_stock_Open_min,RBBN_stock_Open_volatility,RBBN_stock_Open_change,RBBN_stock_High_average,RBBN_stock_High_max,RBBN_stock_High_min,RBBN_stock_High_volatility,RBBN_stock_High_change,RBBN_stock_Low_average,RBBN_stock_Low_max,RBBN_stock_Low_min,RBBN_stock_Low_volatility,RBBN_stock_Low_change,RBBN_stock_Close_average,RBBN_stock_Close_max,RBBN_stock_Close_min,RBBN_stock_Close_volatility,RBBN_stock_Close_change,RBBN_stock_Volume_average,RBBN_stock_Volume_max,RBBN_stock_Volume_min,RBBN_stock_Volume_volatility,RBBN_stock_Volume_change
2016-01-03,6.736,7.1,6.25,0.8499999999999996,-0.7400000000000002,6.846,7.15,6.46,0.6900000000000004,-0.6900000000000004,6.53,6.95,6.01,0.9400000000000004,-0.9400000000000004,6.586,7.12,6.02,1.1000000000000005,-1.1000000000000005,704686,944382,442169,502213,502213
2016-01-10,5.902,6.05,5.77,0.28000000000000025,-0.22999999999999954,6.032,6.11,5.88,0.23000000000000043,-0.1900000000000004,5.7139999999999995,5.8,5.63,0.16999999999999993,-0.1200000000000001,5.858,6.0,5.7,0.2999999999999998,-0.09999999999999964,1053382,1789662,702642,1087020,240178
2016-01-17,5.715,5.88,5.52,0.3600000000000003,-0.08000000000000007,5.8925,6.11,5.67,0.4400000000000004,0.23000000000000043,5.5375,5.73,5.34,0.39000000000000057,0.20000000000000018,5.7225,5.95,5.58,0.3700000000000001,0.3700000000000001,733714,1144057,353905,790152,-648301
2016-01-24,5.984,6.13,5.9,0.22999999999999954,0.019999999999999574,6.136,6.17,6.12,0.04999999999999982,0.009999999999999787,5.878,5.98,5.73,0.25,0.17999999999999972,5.984,6.06,5.9,0.15999999999999925,0.05999999999999961,443742,552243,377547,174696,27056
2016-01-31,5.83,5.96,5.67,0.29000000000000004,-0.1200000000000001,5.928,6.02,5.83,0.1899999999999995,-0.1299999999999999,5.664,5.79,5.57,0.21999999999999975,-0.16000000000000014,5.774,5.99,5.6,0.39000000000000057,-0.35000000000000053,433255,539766,328055,211711,137253
2016-02-07,5.322,5.56,5.15,0.40999999999999925,-0.2599999999999998,5.494,5.75,5.36,0.3899999999999997,-0.2999999999999998,5.180000000000001,5.23,5.15,0.08000000000000007,-0.03000000000000025,5.302,5.35,5.26,0.08999999999999986,-0.019999999999999574,447847,602256,261720,340536,-52771
2016-02-14,6.6899999999999995,7.21,5.9,1.3099999999999996,1.1199999999999992,7.235,7.37,6.98,0.3899999999999997,0.3899999999999997,6.615,7.0,5.86,1.1399999999999997,1.1399999999999997,7.1075,7.3,6.93,0.3700000000000001,0.3700000000000001,1698220,3351328,965352,2385976,-2383855
2016-02-21,7.401666666666667,7.54,7.2,0.33999999999999986,0.16999999999999993,7.5183333333333335,7.58,7.42,0.16000000000000014,0.040000000000000036,7.295,7.54,7.05,0.4900000000000002,0.29000000000000004,7.425,7.54,7.25,0.29000000000000004,0.05999999999999961,631294,879712,372132,507580,-256065
2016-02-28,7.662,7.8,7.54,0.2599999999999998,0.22999999999999954,7.83,7.99,7.72,0.27000000000000046,0.15000000000000036,7.5440000000000005,7.66,7.4,0.2599999999999998,0.2599999999999998,7.702,7.79,7.61,0.17999999999999972,-0.04999999999999982,725098,957187,481093,476094,-103319
2016-03-06,7.586,7.87,7.35,0.5200000000000005,-0.3600000000000003,7.862,8.1,7.66,0.4399999999999995,-0.4399999999999995,7.42,7.67,7.23,0.4399999999999995,-0.3200000000000003,7.554,7.95,7.31,0.6400000000000006,-0.33999999999999986,549692,707531,393168,314363,143063
