Date,EEI_stock_Open_average,EEI_stock_Open_max,EEI_stock_Open_min,EEI_stock_Open_volatility,EEI_stock_Open_change,EEI_stock_High_average,EEI_stock_High_max,EEI_stock_High_min,EEI_stock_High_volatility,EEI_stock_High_change,EEI_stock_Low_average,EEI_stock_Low_max,EEI_stock_Low_min,EEI_stock_Low_volatility,EEI_stock_Low_change,EEI_stock_Close_average,EEI_stock_Close_max,EEI_stock_Close_min,EEI_stock_Close_volatility,EEI_stock_Close_change,EEI_stock_Volume_average,EEI_stock_Volume_max,EEI_stock_Volume_min,EEI_stock_Volume_volatility,EEI_stock_Volume_change
2016-01-03,10.064,10.15,9.96,0.1899999999999995,-0.14999999999999858,10.196,10.29,10.09,0.1999999999999993,-0.15000000000000036,9.978,10.15,9.8,0.34999999999999964,-0.1999999999999993,10.112,10.2,9.92,0.27999999999999936,-0.27999999999999936,8318,20041,317,19724,-5162
2016-01-10,9.946,10.12,9.73,0.3899999999999988,-0.2599999999999998,9.97,10.12,9.83,0.28999999999999915,-0.14000000000000057,9.764000000000001,10.06,9.63,0.4299999999999997,0.019999999999999574,9.822000000000001,10.06,9.63,0.4299999999999997,0.129999999999999,3756,7915,128,7787,-944
2016-01-17,9.4525,9.7,9.21,0.48999999999999844,-0.25,9.549999999999999,9.7,9.45,0.25,-0.09999999999999964,9.4025,9.51,9.21,0.29999999999999893,-0.0600000000000005,9.49,9.6,9.34,0.2599999999999998,0.019999999999999574,3045,5722,16,5706,-4300
2016-01-24,9.682,9.8,9.6,0.20000000000000107,0.08999999999999986,9.842,9.93,9.74,0.1899999999999995,0.08000000000000007,9.56,9.73,9.16,0.5700000000000003,0.08999999999999986,9.808,9.93,9.63,0.29999999999999893,0.08000000000000007,3809,11083,1603,9480,109
2016-01-31,9.582,9.79,9.21,0.5799999999999983,0.48999999999999844,9.741999999999999,9.79,9.64,0.14999999999999858,0.009999999999999787,9.488,9.66,9.21,0.4499999999999993,0.3899999999999988,9.67,9.76,9.56,0.1999999999999993,0.1399999999999988,3393,6632,550,6082,6082
2016-02-07,9.597999999999999,9.7,9.4,0.29999999999999893,-0.29999999999999893,9.66,9.76,9.49,0.2699999999999996,-0.13000000000000078,9.574,9.7,9.4,0.29999999999999893,-0.17999999999999972,9.644,9.75,9.49,0.2599999999999998,-0.09999999999999964,3076,6990,338,6652,2147
2016-02-14,9.635,9.92,9.42,0.5,0.5,9.9225,10.05,9.79,0.26000000000000156,0.26000000000000156,9.5075,9.87,9.32,0.5499999999999989,0.4499999999999993,9.774999999999999,10.04,9.32,0.7199999999999989,0.25,4012,5365,2755,2610,2206
2016-02-21,10.044,10.29,9.7,0.5899999999999999,-0.08999999999999986,10.306,10.5,10.0,0.5,0.11999999999999922,10.002,10.24,9.7,0.5400000000000009,0.07000000000000028,10.228,10.36,10.0,0.35999999999999943,0.10999999999999943,3070,6780,834,5946,2248
2016-02-28,10.524000000000001,10.74,10.3,0.4399999999999995,0.33999999999999986,10.682,10.74,10.63,0.10999999999999943,0.10999999999999943,10.416,10.59,10.28,0.3100000000000005,0.14000000000000057,10.564,10.7,10.42,0.27999999999999936,-0.0600000000000005,2522,7526,45,7481,-7481
2016-03-06,10.62,10.79,10.36,0.4299999999999997,0.28000000000000114,10.822,10.85,10.79,0.0600000000000005,0.009999999999999787,10.508000000000001,10.66,10.32,0.33999999999999986,0.2900000000000009,10.634,10.71,10.53,0.1800000000000015,0.1800000000000015,4955,10015,1602,8413,-5191
2016-03-13,10.3,10.8,9.6,1.200000000000001,-1.1500000000000004,10.686,10.94,10.19,0.75,-0.33000000000000007,10.09,10.8,9.6,1.200000000000001,-1.0899999999999999,10.37,10.92,9.65,1.2699999999999996,-0.3000000000000007,6777,22218,986,21232,549
2016-03-20,10.0275,10.25,9.66,0.5899999999999999,-0.09999999999999964,10.317499999999999,10.61,10.05,0.5599999999999987,-0.3099999999999987,9.855,10.05,9.66,0.39000000000000057,0.39000000000000057,10.002500000000001,10.25,9.66,0.5899999999999999,0.39000000000000057,3933,9936,12,9924,-4772
2016-03-27,10.038,10.2,9.93,0.2699999999999996,0.21000000000000085,10.168,10.24,10.0,0.2400000000000002,-0.019999999999999574,9.984,10.15,9.82,0.33000000000000007,0.21000000000000085,10.107999999999999,10.2,10.0,0.1999999999999993,-0.019999999999999574,2927,4569,725,3844,-791
2016-04-03,10.306,10.45,10.14,0.3099999999999987,0.3099999999999987,10.38,10.48,10.24,0.2400000000000002,0.2400000000000002,10.304,10.44,10.14,0.29999999999999893,0.29999999999999893,10.368,10.48,10.18,0.3000000000000007,0.3000000000000007,2018,3493,230,3263,589
2016-04-10,10.794,10.91,10.48,0.4299999999999997,0.4299999999999997,10.964,11.13,10.84,0.2900000000000009,0.13000000000000078,10.768,10.91,10.48,0.4299999999999997,0.4299999999999997,10.854,10.97,10.76,0.21000000000000085,0.21000000000000085,4022,7885,6,7879,-5311
2016-04-17,11.038,11.1,10.94,0.16000000000000014,0.09999999999999964,11.145999999999999,11.19,11.08,0.10999999999999943,0.009999999999999787,10.984,11.09,10.86,0.23000000000000043,0.09999999999999964,11.054,11.09,11.03,0.0600000000000005,0.03999999999999915,2433,3755,1224,2531,-1864
2016-04-24,10.984,11.03,10.93,0.09999999999999964,-0.040000000000000924,11.022,11.11,10.95,0.16000000000000014,-0.02000000000000135,10.946,11.02,10.86,0.16000000000000014,-0.040000000000000924,10.984,11.05,10.9,0.15000000000000036,-0.049999999999998934,2089,3200,926,2274,1646
2016-05-01,10.846,10.91,10.79,0.120000000000001,-0.09000000000000163,10.882,10.94,10.82,0.11999999999999922,0.05999999999999872,10.734,10.91,10.5,0.41000000000000014,-0.10000000000000142,10.77,10.94,10.5,0.4399999999999995,0.05999999999999872,1226,1726,450,1276,194
2016-05-08,10.946,10.99,10.91,0.08000000000000007,-0.009999999999999787,11.038,11.12,10.92,0.1999999999999993,-0.0600000000000005,10.848,10.93,10.6,0.33000000000000007,0.03999999999999915,10.994,11.12,10.9,0.21999999999999886,0.019999999999999574,1488,2910,283,2627,-991
2016-05-15,10.688,10.92,10.56,0.35999999999999943,-0.20999999999999908,10.728,10.92,10.58,0.33999999999999986,-0.08000000000000007,10.602,10.7,10.5,0.1999999999999993,0.1999999999999993,10.712,10.84,10.58,0.2599999999999998,0.0,931,2559,347,2212,-2094
2016-05-22,10.7,10.8,10.61,0.19000000000000128,0.03999999999999915,10.790000000000001,10.9,10.61,0.2900000000000009,-0.1899999999999995,10.684,10.8,10.6,0.20000000000000107,-0.040000000000000924,10.784,10.9,10.61,0.2900000000000009,-0.20000000000000107,506,1016,284,732,595
2016-05-29,10.7375,10.84,10.63,0.20999999999999908,0.10999999999999943,10.7775,10.84,10.74,0.09999999999999964,-0.049999999999998934,10.6775,10.84,10.59,0.25,0.019999999999999574,10.7225,10.84,10.6,0.2400000000000002,0.02999999999999936,1422,2876,42,2834,-1051
2016-06-05,10.969999999999999,11.11,10.76,0.34999999999999964,0.2599999999999998,11.155,11.2,11.02,0.17999999999999972,-0.17999999999999972,10.835,10.99,10.75,0.2400000000000002,0.02999999999999936,10.9925,11.2,10.78,0.41999999999999993,-0.41999999999999993,4638,15542,308,15234,-690
2016-06-12,10.548,10.83,10.06,0.7699999999999996,-0.7699999999999996,10.666,10.94,10.36,0.5800000000000001,-0.5800000000000001,10.328,10.61,9.75,0.8599999999999994,-0.8599999999999994,10.35,10.61,9.77,0.8399999999999999,-0.8399999999999999,6703,12828,2223,10605,-1938
2016-06-19,10.016,10.19,9.7,0.4900000000000002,0.4900000000000002,10.262,10.49,10.09,0.40000000000000036,0.10999999999999943,9.936,10.15,9.7,0.45000000000000107,0.45000000000000107,10.177999999999999,10.36,10.04,0.3200000000000003,0.2400000000000002,4641,11077,273,10804,-3490
2016-06-26,10.298,10.49,10.17,0.3200000000000003,0.3200000000000003,10.354000000000001,10.49,10.17,0.3200000000000003,0.3200000000000003,10.25,10.49,10.09,0.40000000000000036,0.3200000000000003,10.28,10.49,10.17,0.3200000000000003,0.3200000000000003,582,1445,5,1440,-465
2016-07-03,10.265,10.36,10.15,0.20999999999999908,0.20999999999999908,10.3275,10.52,10.22,0.29999999999999893,0.29999999999999893,10.2425,10.36,10.15,0.20999999999999908,0.20999999999999908,10.31,10.45,10.22,0.22999999999999865,0.22999999999999865,2003,5650,54,5596,5219
2016-07-10,10.536,10.65,10.27,0.3800000000000008,0.2400000000000002,10.746,10.89,10.65,0.2400000000000002,0.2400000000000002,10.444,10.65,10.27,0.3800000000000008,0.20000000000000107,10.726,10.89,10.65,0.2400000000000002,0.2400000000000002,6663,12768,24,12744,1824
2016-07-17,10.596,10.85,10.44,0.41000000000000014,0.2599999999999998,10.72,10.96,10.45,0.5100000000000016,-0.22000000000000064,10.382,10.51,10.15,0.35999999999999943,0.1999999999999993,10.61,10.75,10.45,0.3000000000000007,-0.009999999999999787,7988,37563,67,37496,-37496
2016-07-24,10.212,10.29,10.16,0.129999999999999,0.009999999999999787,10.26,10.4,10.17,0.23000000000000043,-0.23000000000000043,10.164,10.22,10.13,0.08999999999999986,-0.009999999999999787,10.198,10.32,10.14,0.17999999999999972,-0.16999999999999993,2838,5950,1091,4859,-4859
