Date,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_min,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_volatility,First Trust Emerging Markets Small Cap AlphaDEX_etf_Open_change,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_min,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_volatility,First Trust Emerging Markets Small Cap AlphaDEX_etf_High_change,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_min,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_volatility,First Trust Emerging Markets Small Cap AlphaDEX_etf_Low_change,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_average,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_max,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_min,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_volatility,First Trust Emerging Markets Small Cap AlphaDEX_etf_Close_change
2016-03-13,29.48,29.48,29.48,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2016-03-20,28.33,28.33,28.33,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.33,28.33,28.33,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2016-03-27,29.32,29.32,29.32,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2016-04-03,28.9,28.9,28.9,0.0,0.0,29.33,29.33,29.33,0.0,0.0,28.9,28.9,28.9,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2016-04-10,30.1,30.1,30.1,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.93,29.93,29.93,0.0,0.0
2016-04-17,29.49,29.49,29.49,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2016-04-24,29.7,29.7,29.7,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2016-05-01,28.35,28.35,28.35,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.27,28.27,28.27,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2016-05-08,28.12,28.12,28.12,0.0,0.0,28.13,28.13,28.13,0.0,0.0,27.54,27.54,27.54,0.0,0.0,27.57,27.57,27.57,0.0,0.0
2016-05-15,27.55,27.55,27.55,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.55,27.55,27.55,0.0,0.0,27.72,27.72,27.72,0.0,0.0
2016-05-22,28.25,28.25,28.25,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.25,28.25,28.25,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2016-05-29,28.86,28.86,28.86,0.0,0.0,29.16,29.16,29.16,0.0,0.0,28.67,28.67,28.67,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2016-06-05,28.88,28.88,28.88,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.64,28.64,28.64,0.0,0.0,28.72,28.72,28.72,0.0,0.0
2016-06-12,28.99,28.99,28.99,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2016-06-19,28.3,28.3,28.3,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.32,28.32,28.32,0.0,0.0
2016-06-26,29.79,29.79,29.79,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.76,29.76,29.76,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2016-07-03,29.78,29.78,29.78,0.0,0.0,30.21,30.21,30.21,0.0,0.0,29.78,29.78,29.78,0.0,0.0,30.2,30.2,30.2,0.0,0.0
2016-07-10,31.3,31.3,31.3,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.16,31.16,31.16,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2016-07-17,31.31,31.31,31.31,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2016-07-24,32.05,32.05,32.05,0.0,0.0,32.29,32.29,32.29,0.0,0.0,31.76,31.76,31.76,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2016-07-31,32.52,32.52,32.52,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2016-08-07,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.78,32.78,32.78,0.0,0.0,32.84,32.84,32.84,0.0,0.0
2016-08-14,32.75,32.75,32.75,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2016-08-21,32.79,32.79,32.79,0.0,0.0,33.07,33.07,33.07,0.0,0.0,32.17,32.17,32.17,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2016-08-28,32.46,32.46,32.46,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2016-09-04,32.96,32.96,32.96,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.66,32.66,32.66,0.0,0.0
2016-09-11,32.52,32.52,32.52,0.0,0.0,32.69,32.69,32.69,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2016-09-18,33.4,33.4,33.4,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2016-09-25,32.68,32.68,32.68,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.79,32.79,32.79,0.0,0.0
2016-10-02,32.98,32.98,32.98,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2016-10-09,32.3,32.3,32.3,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.31,32.31,32.31,0.0,0.0
2016-10-16,32.73,32.73,32.73,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.93,32.93,32.93,0.0,0.0
2016-10-23,32.73,32.73,32.73,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2016-10-30,31.19,31.19,31.19,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.03,31.03,31.03,0.0,0.0,31.19,31.19,31.19,0.0,0.0
2016-11-06,29.97,29.97,29.97,0.0,0.0,30.32,30.32,30.32,0.0,0.0,28.64,28.64,28.64,0.0,0.0,30.04,30.04,30.04,0.0,0.0
2016-11-13,29.53,29.53,29.53,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2016-11-20,29.78,29.78,29.78,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-11-27,29.71,29.71,29.71,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2016-12-04,30.61,30.61,30.61,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2016-12-11,30.21,30.21,30.21,0.0,0.0,30.31,30.31,30.31,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.95,29.95,29.95,0.0,0.0
2016-12-18,29.5,29.5,29.5,0.0,0.0,29.75,29.75,29.75,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2016-12-25,30.33,30.33,30.33,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.14,30.14,30.14,0.0,0.0
2017-01-01,30.96,30.96,30.96,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2017-01-08,31.77,31.77,31.77,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.79,31.79,31.79,0.0,0.0
2017-01-15,31.8,31.8,31.8,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.82,31.82,31.82,0.0,0.0
2017-01-22,32.88,32.88,32.88,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2017-01-29,33.72,33.72,33.72,0.0,0.0,33.85,33.85,33.85,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.75,33.75,33.75,0.0,0.0
2017-02-05,34.19,34.19,34.19,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.19,34.19,34.19,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2017-02-12,35.1,35.1,35.1,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.86,34.86,34.86,0.0,0.0
2017-02-19,35.21,35.21,35.21,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.08,35.08,35.08,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2017-02-26,35.12,35.12,35.12,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.35,35.35,35.35,0.0,0.0
2017-03-05,34.78,34.78,34.78,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.65,34.65,34.65,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2017-03-12,36.55,36.55,36.55,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2017-03-19,36.65,36.65,36.65,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2017-03-26,36.39,36.39,36.39,0.0,0.0,36.51,36.51,36.51,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.38,36.38,36.38,0.0,0.0
2017-04-02,36.48,36.48,36.48,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.46,36.46,36.46,0.0,0.0,36.55,36.55,36.55,0.0,0.0
2017-04-09,36.26,36.26,36.26,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2017-04-16,35.94,35.94,35.94,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.79,35.79,35.79,0.0,0.0
2017-04-23,36.28,36.28,36.28,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2017-04-30,36.1,36.1,36.1,0.0,0.0,36.32,36.32,36.32,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.32,36.32,36.32,0.0,0.0
2017-05-07,36.4,36.4,36.4,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.4,36.4,36.4,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2017-05-14,35.84,35.84,35.84,0.0,0.0,37.65,37.65,37.65,0.0,0.0,35.84,35.84,35.84,0.0,0.0,36.35,36.35,36.35,0.0,0.0
2017-05-21,36.32,36.32,36.32,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.1,36.1,36.1,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2017-05-28,36.6,36.6,36.6,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2017-06-04,36.81,36.81,36.81,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2017-06-11,36.77,36.77,36.77,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2017-06-18,36.63,36.63,36.63,0.0,0.0,36.7,36.7,36.7,0.0,0.0,36.56,36.56,36.56,0.0,0.0,36.69,36.69,36.69,0.0,0.0
2017-06-25,36.6,36.6,36.6,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.6,36.6,36.6,0.0,0.0,36.88,36.88,36.88,0.0,0.0
2017-07-02,36.94,36.94,36.94,0.0,0.0,37.18,37.18,37.18,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.96,36.96,36.96,0.0,0.0
2017-07-09,38.05,38.05,38.05,0.0,0.0,38.47,38.47,38.47,0.0,0.0,38.05,38.05,38.05,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2017-07-16,38.65,38.65,38.65,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.45,38.45,38.45,0.0,0.0,38.61,38.61,38.61,0.0,0.0
2017-07-23,39.0,39.0,39.0,0.0,0.0,39.12,39.12,39.12,0.0,0.0,38.9,38.9,38.9,0.0,0.0,39.12,39.12,39.12,0.0,0.0
2017-07-30,39.7,39.7,39.7,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.62,39.62,39.62,0.0,0.0,39.82,39.82,39.82,0.0,0.0
2017-08-06,39.29,39.29,39.29,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.01,39.01,39.01,0.0,0.0,39.2,39.2,39.2,0.0,0.0
2017-08-13,39.88,39.88,39.88,0.0,0.0,40.21,40.21,40.21,0.0,0.0,39.73,39.73,39.73,0.0,0.0,40.1,40.1,40.1,0.0,0.0
2017-08-20,41.33,41.33,41.33,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.47,41.47,41.47,0.0,0.0
2017-08-27,42.68,42.68,42.68,0.0,0.0,42.94,42.94,42.94,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.83,42.83,42.83,0.0,0.0
2017-09-03,43.73,43.73,43.73,0.0,0.0,43.76,43.76,43.76,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.41,43.41,43.41,0.0,0.0
2017-09-10,44.24,44.24,44.24,0.0,0.0,44.39,44.39,44.39,0.0,0.0,44.01,44.01,44.01,0.0,0.0,44.32,44.32,44.32,0.0,0.0
2017-09-17,42.78,42.78,42.78,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.71,42.71,42.71,0.0,0.0
2017-09-24,41.11,41.11,41.11,0.0,0.0,41.44,41.44,41.44,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2017-10-01,42.38,42.38,42.38,0.0,0.0,42.38,42.38,42.38,0.0,0.0,42.21,42.21,42.21,0.0,0.0,42.37,42.37,42.37,0.0,0.0
2017-10-08,43.05,43.05,43.05,0.0,0.0,43.07,43.07,43.07,0.0,0.0,42.68,42.68,42.68,0.0,0.0,42.68,42.68,42.68,0.0,0.0
2017-10-15,42.37,42.37,42.37,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2017-10-22,42.04,42.04,42.04,0.0,0.0,42.27,42.27,42.27,0.0,0.0,41.74,41.74,41.74,0.0,0.0,42.19,42.19,42.19,0.0,0.0
2017-10-29,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.91,41.91,41.91,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2017-11-05,41.79,41.79,41.79,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.46,41.46,41.46,0.0,0.0,41.48,41.48,41.48,0.0,0.0
2017-11-12,40.92,40.92,40.92,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.83,40.83,40.83,0.0,0.0,41.04,41.04,41.04,0.0,0.0
2017-11-19,41.66,41.66,41.66,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.5,41.5,41.5,0.0,0.0,41.5,41.5,41.5,0.0,0.0
2017-11-26,40.6,40.6,40.6,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.35,40.35,40.35,0.0,0.0,40.61,40.61,40.61,0.0,0.0
2017-12-03,40.24,40.24,40.24,0.0,0.0,40.5,40.5,40.5,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2017-12-10,41.19,41.19,41.19,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.65,40.65,40.65,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2017-12-17,41.64,41.64,41.64,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.98,41.98,41.98,0.0,0.0
2017-12-24,43.35,43.35,43.35,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.13,43.13,43.13,0.0,0.0,43.34,43.34,43.34,0.0,0.0
2017-12-31,44.98,44.98,44.98,0.0,0.0,45.19,45.19,45.19,0.0,0.0,44.92,44.92,44.92,0.0,0.0,45.14,45.14,45.14,0.0,0.0
