Date,BKNG_stock_Open_average,BKNG_stock_Open_max,BKNG_stock_Open_min,BKNG_stock_Open_volatility,BKNG_stock_Open_change,BKNG_stock_High_average,BKNG_stock_High_max,BKNG_stock_High_min,BKNG_stock_High_volatility,BKNG_stock_High_change,BKNG_stock_Low_average,BKNG_stock_Low_max,BKNG_stock_Low_min,BKNG_stock_Low_volatility,BKNG_stock_Low_change,BKNG_stock_Close_average,BKNG_stock_Close_max,BKNG_stock_Close_min,BKNG_stock_Close_volatility,BKNG_stock_Close_change,BKNG_stock_Volume_average,BKNG_stock_Volume_max,BKNG_stock_Volume_min,BKNG_stock_Volume_volatility,BKNG_stock_Volume_change
2016-01-03,1204.56,1256.0,1172.0,84.0,-83.5,1219.1,1258.8,1182.4,76.39999999999986,-76.39999999999986,1180.68,1228.0,1135.0,93.0,-93.0,1191.4,1245.4,1137.0,108.40000000000009,-108.40000000000009,867908,1092082,561265,530817,255222
2016-01-10,1121.6,1156.0,1076.0,80.0,-60.0,1142.6,1160.5,1110.8,49.700000000000045,-37.200000000000045,1093.92,1133.1,1065.0,68.09999999999991,-44.799999999999955,1118.44,1148.9,1086.7,62.200000000000045,-49.59999999999991,961428,1160286,635296,524990,441271
2016-01-17,1092.65,1111.8,1075.0,36.799999999999955,12.399999999999864,1113.3,1126.6,1098.6,28.0,9.599999999999909,1072.225,1104.1,1039.3,64.79999999999995,25.699999999999818,1095.75,1118.1,1081.3,36.799999999999955,23.59999999999991,755613,1062901,543581,519320,56078
2016-01-24,1079.66,1117.4,1045.4,72.0,-72.0,1095.76,1126.6,1059.7,66.89999999999986,-51.899999999999864,1050.32,1097.9,1015.2,82.70000000000005,-67.60000000000014,1072.24,1111.5,1043.1,68.40000000000009,-32.90000000000009,869753,1173993,428074,745919,445527
2016-01-31,1062.24,1070.3,1044.8,25.5,0.09999999999990905,1077.8,1094.8,1064.1,30.700000000000045,-30.700000000000045,1033.44,1056.5,1010.7,45.799999999999955,-45.59999999999991,1057.1,1084.9,1015.5,69.40000000000009,-69.40000000000009,778063,1036315,613287,423028,423028
2016-02-07,1016.14,1066.9,958.4,108.50000000000011,70.40000000000009,1038.84,1078.9,1000.0,78.90000000000009,78.90000000000009,998.04,1050.6,954.0,96.59999999999991,95.79999999999995,1022.22,1058.0,973.8,84.20000000000005,84.20000000000005,1011292,1193989,811551,382438,-382438
2016-02-14,1201.05,1245.0,1075.9,169.0999999999999,162.39999999999986,1226.15,1285.0,1115.8,169.20000000000005,169.20000000000005,1191.35,1236.5,1072.3,164.20000000000005,164.20000000000005,1220.475,1283.7,1110.7,173.0,173.0,1403573,2381950,1052541,1329409,-67128
2016-02-21,1266.3166666666666,1286.6,1248.1,38.5,-33.799999999999955,1273.85,1291.4,1253.2,38.200000000000045,-38.200000000000045,1248.9333333333334,1268.0,1222.7,45.299999999999955,-15.200000000000045,1264.2333333333333,1288.4,1253.2,35.200000000000045,-35.200000000000045,687238,827413,560151,267262,-267262
2016-02-28,1286.9,1306.5,1250.3,56.200000000000045,56.200000000000045,1299.12,1309.0,1282.6,26.40000000000009,26.40000000000009,1276.56,1288.7,1248.5,40.200000000000045,37.59999999999991,1292.64,1303.0,1265.2,37.799999999999955,32.5,563507,728230,446917,281313,-126813
2016-03-06,1289.72,1307.4,1280.0,27.40000000000009,26.0,1304.24,1328.1,1291.9,36.19999999999982,31.799999999999955,1280.1,1300.6,1263.4,37.19999999999982,19.199999999999818,1297.3600000000001,1326.9,1282.8,44.100000000000136,35.5,489734,649020,420433,228587,144212
2016-03-13,1331.66,1353.0,1315.2,37.799999999999955,32.799999999999955,1351.22,1361.6,1339.0,22.59999999999991,20.299999999999955,1326.6399999999999,1338.3,1315.2,23.09999999999991,20.700000000000045,1339.98,1351.0,1325.7,25.299999999999955,18.5,454632,536150,383006,153144,-17870
2016-03-20,1318.7,1340.9,1300.0,40.90000000000009,-40.90000000000009,1326.825,1351.0,1304.4,46.59999999999991,-46.59999999999991,1307.75,1333.4,1291.6,41.80000000000018,-41.80000000000018,1319.3,1350.5,1301.2,49.299999999999955,-49.299999999999955,482320,840773,256898,583875,126777
2016-03-27,1297.94,1316.9,1278.0,38.90000000000009,-23.299999999999955,1311.68,1323.1,1301.7,21.399999999999864,-3.0,1284.9,1311.0,1271.0,40.0,2.0,1300.1200000000001,1317.0,1287.0,30.0,12.700000000000045,463036,567945,376741,191204,113780
2016-04-03,1284.42,1297.6,1270.0,27.59999999999991,-14.799999999999955,1291.38,1298.2,1283.6,14.600000000000136,-14.600000000000136,1271.56,1276.3,1265.6,10.700000000000045,-5.0,1280.92,1293.0,1274.2,18.799999999999955,-7.599999999999909,340247,389216,280800,108416,-56286
