Date,PVH_stock_Open_average,PVH_stock_Open_max,PVH_stock_Open_min,PVH_stock_Open_volatility,PVH_stock_Open_change,PVH_stock_High_average,PVH_stock_High_max,PVH_stock_High_min,PVH_stock_High_volatility,PVH_stock_High_change,PVH_stock_Low_average,PVH_stock_Low_max,PVH_stock_Low_min,PVH_stock_Low_volatility,PVH_stock_Low_change,PVH_stock_Close_average,PVH_stock_Close_max,PVH_stock_Close_min,PVH_stock_Close_volatility,PVH_stock_Close_change,PVH_stock_Volume_average,PVH_stock_Volume_max,PVH_stock_Volume_min,PVH_stock_Volume_volatility,PVH_stock_Volume_change
2016-01-03,72.716,73.95,71.68,2.269999999999996,-0.8100000000000023,73.75,74.83,72.11,2.719999999999999,-2.0999999999999943,71.614,73.1,70.21,2.8900000000000006,-1.8900000000000006,72.512,74.5,70.34,4.159999999999997,-3.1499999999999915,1356396,1569827,1219375,350452,-133842
2016-01-10,69.782,70.98,66.96,4.02000000000001,-3.5200000000000102,70.93,72.4,69.18,3.219999999999999,-2.279999999999987,68.426,69.86,66.41,3.450000000000003,-2.6099999999999994,69.384,70.07,68.35,1.7199999999999989,-1.4200000000000017,1253530,2067055,915903,1151152,1078068
2016-01-17,67.6,69.75,65.5,4.25,1.1200000000000045,69.0875,70.46,66.93,3.529999999999987,1.3199999999999932,66.155,68.67,64.16,4.510000000000005,2.75,67.84,69.83,66.41,3.4200000000000017,3.4200000000000017,1581335,2682248,728941,1953307,-1953307
2016-01-24,69.408,70.48,68.19,2.2900000000000063,0.14999999999999147,71.18,73.42,69.73,3.6899999999999977,3.6899999999999977,68.346,69.27,67.26,2.009999999999991,2.009999999999991,69.856,73.38,67.58,5.799999999999997,5.799999999999997,954300,1173440,738778,434662,229363
2016-01-31,76.492,79.09,72.37,6.719999999999999,4.3999999999999915,77.746,79.68,74.16,5.52000000000001,3.450000000000003,74.496,76.15,71.32,4.8300000000000125,3.3200000000000074,75.98400000000001,79.26,73.17,6.090000000000003,1.75,2253795,3783480,1123109,2660371,631399
2016-02-07,71.866,74.1,70.86,3.239999999999995,-2.6299999999999955,72.756,74.1,71.5,2.5999999999999943,-0.539999999999992,70.12599999999999,71.38,68.96,2.4200000000000017,0.1799999999999926,71.672,73.35,70.46,2.8900000000000006,1.4699999999999989,1128477,1521102,847865,673237,-607738
2016-02-14,74.8875,75.51,74.32,1.190000000000012,0.30000000000001137,75.6575,77.02,74.48,2.539999999999992,0.6799999999999926,73.14,74.43,71.88,2.5500000000000114,-0.8599999999999994,75.3025,76.38,73.92,2.4599999999999937,1.0699999999999932,1192431,1284792,1035542,249250,249250
2016-02-21,77.412,80.94,75.45,5.489999999999995,5.489999999999995,78.956,80.94,77.05,3.8900000000000006,3.8900000000000006,76.312,78.59,75.21,3.3800000000000097,3.3800000000000097,78.17999999999999,80.25,76.38,3.8700000000000045,3.3100000000000023,1176048,1381822,800761,581061,264570
2016-02-28,82.222,85.46,79.83,5.6299999999999955,5.6299999999999955,84.278,87.6,80.95,6.6499999999999915,6.6499999999999915,81.732,85.15,78.98,6.170000000000002,6.170000000000002,83.482,85.95,79.15,6.799999999999997,6.799999999999997,1013257,1223992,715860,508132,292206
2016-03-06,85.542,86.76,84.78,1.980000000000004,1.2700000000000102,86.482,87.56,85.3,2.260000000000005,0.9300000000000068,84.512,86.03,83.11,2.9200000000000017,0.6599999999999966,85.696,87.46,84.18,3.279999999999987,1.2299999999999898,832391,1102915,654915,448000,-153836
2016-03-13,87.924,89.53,87.31,2.219999999999999,2.010000000000005,88.712,89.53,88.01,1.519999999999996,1.0900000000000034,87.034,87.84,86.35,1.490000000000009,0.8400000000000034,88.226,89.21,87.78,1.4299999999999926,0.4000000000000057,922677,1435052,668365,766687,766687
2016-03-20,89.6325,92.43,88.3,4.13000000000001,4.13000000000001,91.155,95.25,88.96,6.290000000000006,4.439999999999998,88.49,90.69,87.42,3.269999999999996,2.3900000000000006,90.37,94.29,87.63,6.660000000000011,3.720000000000013,2098101,3632285,1523687,2108598,2073633
2016-03-27,97.622,99.35,94.8,4.549999999999997,3.8800000000000097,98.908,100.0,97.05,2.950000000000003,2.740000000000009,96.752,98.5,94.45,4.049999999999997,3.2099999999999937,98.328,99.39,96.52,2.8700000000000045,2.8700000000000045,1274503,1521500,1115164,406336,-406336
2016-04-03,96.76,99.16,95.53,3.6299999999999955,-3.6299999999999955,97.356,99.49,95.84,3.6499999999999915,-3.6499999999999915,95.032,96.82,92.44,4.3799999999999955,-4.3799999999999955,95.78399999999999,97.66,93.05,4.609999999999999,-4.609999999999999,1150262,1257319,1010500,246819,206144
2016-04-10,93.996,94.93,93.0,1.9300000000000068,1.6800000000000068,95.188,96.27,93.75,2.519999999999996,1.7399999999999949,93.542,94.66,91.39,3.269999999999996,1.6099999999999994,94.412,95.37,93.21,2.160000000000011,2.160000000000011,992435,1319121,636329,682792,-354629
2016-04-17,95.696,96.8,94.73,2.069999999999993,2.069999999999993,96.708,97.56,95.94,1.6200000000000045,1.0600000000000023,94.722,95.6,94.01,1.5899999999999892,1.1699999999999875,95.744,96.37,95.25,1.1200000000000045,0.6499999999999915,709503,867475,595882,271593,37211
